CS17_03884	PF00004	AAA	GO:ATP binding	GO:0005524	ATPase family associated with various cellular activities (AAA)
SEN3655	PF00004	AAA	GO:ATP binding	GO:0005524	ATPase family associated with various cellular activities (AAA)
t3380	PF00004	AAA	GO:ATP binding	GO:0005524	ATPase family associated with various cellular activities (AAA)
BN373_44651	PF00004	AAA	GO:ATP binding	GO:0005524	ATPase family associated with various cellular activities (AAA)
SL1344_3805	PF00004	AAA	GO:ATP binding	GO:0005524	ATPase family associated with various cellular activities (AAA)
ENC_02190	PF00004	AAA	GO:ATP binding	GO:0005524	ATPase family associated with various cellular activities (AAA)
SEN3722	PF00004	AAA	GO:ATP binding	GO:0005524	ATPase family associated with various cellular activities (AAA)
STM_MW38231	PF00004	AAA	GO:ATP binding	GO:0005524	ATPase family associated with various cellular activities (AAA)
ROD_39641	PF00004	AAA	GO:ATP binding	GO:0005524	ATPase family associated with various cellular activities (AAA)
STMMW_38921	PF00004	AAA	GO:ATP binding	GO:0005524	ATPase family associated with various cellular activities (AAA)
t3951	PF00004	AAA	GO:ATP binding	GO:0005524	ATPase family associated with various cellular activities (AAA)
t3681	PF00004	AAA	GO:ATP binding	GO:0005524	ATPase family associated with various cellular activities (AAA)
ROD_43571	PF00004	AAA	GO:ATP binding	GO:0005524	ATPase family associated with various cellular activities (AAA)
BN373_47491	PF00004	AAA	GO:ATP binding	GO:0005524	ATPase family associated with various cellular activities (AAA)
ERS227112_00583	PF00004	AAA	GO:ATP binding	GO:0005524	ATPase family associated with various cellular activities (AAA)
ERS227112_00755	PF00004	AAA	GO:ATP binding	GO:0005524	ATPase family associated with various cellular activities (AAA)
ENC_03940	PF00004	AAA	GO:ATP binding	GO:0005524	ATPase family associated with various cellular activities (AAA)
CS17_04233	PF00004	AAA	GO:ATP binding	GO:0005524	ATPase family associated with various cellular activities (AAA)
STM_MW38921	PF00004	AAA	GO:ATP binding	GO:0005524	ATPase family associated with various cellular activities (AAA)
ERS227112_00470	PF00004	AAA	GO:ATP binding	GO:0005524	ATPase family associated with various cellular activities (AAA)
SL1344_3536	PF00004	AAA	GO:ATP binding	GO:0005524	ATPase family associated with various cellular activities (AAA)
ROD_40251	PF00004	AAA	GO:ATP binding	GO:0005524	ATPase family associated with various cellular activities (AAA)
STMMW_35601	PF00004	AAA	GO:ATP binding	GO:0005524	ATPase family associated with various cellular activities (AAA)
ETEC_3710	PF00004	AAA	GO:ATP binding	GO:0005524	ATPase family associated with various cellular activities (AAA)
STM_MW35601	PF00004	AAA	GO:ATP binding	GO:0005524	ATPase family associated with various cellular activities (AAA)
ERS227112_01753	PF00004	AAA	GO:ATP binding	GO:0005524	ATPase family associated with various cellular activities (AAA)
BN373_46381	PF00004	AAA	GO:ATP binding	GO:0005524	ATPase family associated with various cellular activities (AAA)
BN373_49111	PF00004	AAA	GO:ATP binding	GO:0005524	ATPase family associated with various cellular activities (AAA)
ETEC_3992	PF00004	AAA	GO:ATP binding	GO:0005524	ATPase family associated with various cellular activities (AAA)
