STMMW_13401	GO:0000166,GO:0004812,GO:0005524,GO:0006418,GO:0005524,GO:0016876,GO:0043039
t0429	GO:0000917,GO:0016021,GO:0019087,GO:0016021
SL1344_3384	GO:0003735,GO:0006412,GO:0005840
BN373_06991	GO:0000166,GO:0004812,GO:0005524,GO:0006418,GO:0002161,GO:0005515,GO:0007165
SL1344_4086	GO:0006605,GO:0006886,GO:0016020,GO:0019087,GO:0016021,GO:0005789
ROD_28701	GO:0016757,GO:0009249,GO:0042158,GO:0016020
SEN3248	GO:0015031,GO:0016020
ERS227112_00471	GO:0003677,GO:0003887,GO:0008408,GO:0006260,GO:0009360,GO:0003887,GO:0008408,GO:0006260,GO:0009360,GO:0003677,GO:0003887,GO:0008408,GO:0006260,GO:0009360
BN373_05241	GO:0008839,GO:0009089,GO:0055114,GO:0008839,GO:0009089,GO:0055114
t4078	GO:0003735,GO:0006412,GO:0005622,GO:0005840
SL1344_3691	GO:0003824,GO:0009058,GO:0008771
BN373_35911	GO:0003951,GO:0006741,GO:0008152
NCTC13441_04811	GO:0051205,GO:0016021
ERS227112_04433	GO:0008883,GO:0050661,GO:0033014,GO:0055114,GO:0016491,GO:0016491,GO:0055114,GO:0005524,GO:0030983,GO:0006298,GO:0008883,GO:0050661,GO:0033014,GO:0055114
ROD_31171	GO:0000166,GO:0004813,GO:0005524,GO:0006419,GO:0003676,GO:0019028,GO:0019867,GO:0016021,GO:0005524,GO:0016876,GO:0043039,GO:0070206
NCTC13441_00392	GO:0003723,GO:0003735,GO:0006412,GO:0005840,GO:0003735,GO:0006412,GO:0005840,GO:0043937
STMMW_33031	GO:0005840
STMMW_02371	GO:0003676,GO:0003824,GO:0008408,GO:0006260,GO:0005515
STMMW_38231	GO:0005524,GO:0003777,GO:0005524,GO:0008017,GO:0007018,GO:0003723,GO:0003724,GO:0005524,GO:0005524,GO:0005524,GO:0005524,GO:0043565,GO:0006270,GO:0006275
CS17_01902	GO:0000166,GO:0004812,GO:0005524,GO:0006418,GO:0005524,GO:0016876,GO:0043039
STM_MW02481	GO:0000166,GO:0004812,GO:0005524,GO:0006418,GO:0002161,GO:0005515,GO:0007165
CS17_04003	GO:0000166,GO:0004820,GO:0005524,GO:0006426,GO:0005737,GO:0004814,GO:0005524,GO:0006420
ETEC_0084	GO:0005524,GO:0009058,GO:0005524,GO:0016874,GO:0009058,GO:0016747,GO:0009245,GO:0005524,GO:0009058
SEN0228	GO:0016765
ETEC_2322	GO:0003735,GO:0008097,GO:0006412,GO:0005840
ETEC_2516	GO:0005524,GO:0016876,GO:0043039
NCTC13441_00507	GO:0003735,GO:0006412,GO:0005622,GO:0005840
SEN2596	GO:0006364
ERS227112_01712	GO:0006364
BN373_32241	GO:0003735,GO:0008097,GO:0006412,GO:0005840
ERS227112_02723	GO:0016624,GO:0008152,GO:0003824,GO:0030976,GO:0008661,GO:0016114
ETEC_3450	GO:0003735,GO:0006412,GO:0005622,GO:0005840
CS17_02436	GO:0003735,GO:0008097,GO:0006412,GO:0005840
NCTC13441_02633	GO:0015031,GO:0009279
ERS227112_02528	GO:0008236,GO:0006508,GO:0070402,GO:0055114,GO:0005515
SEN2560	GO:0005524,GO:0016887,GO:0005525,GO:0007264,GO:0005525,GO:0005525,GO:0015093,GO:0015684,GO:0016021,GO:0003924,GO:0005525,GO:0005525,GO:0003723,GO:0005525,GO:0007264,GO:0005524,GO:0006576
ENC_46080	GO:0008759,GO:0009245
CS17_00978	GO:0005524,GO:0009029,GO:0009245,GO:0005525,GO:0006777
SL1344_1270	GO:0003735,GO:0019843,GO:0006412,GO:0005622,GO:0005840
STM_MW00461	GO:0003824,GO:0009058,GO:0008531,GO:0009231,GO:0003919,GO:0009231
BN373_46231	GO:0016787,GO:0046080
SL1344_3405	GO:0005515,GO:0003735,GO:0006412,GO:0005840,GO:0004812,GO:0005524,GO:0006418,GO:0030833,GO:0034314,GO:0005885,GO:0015629
ETEC_3547	GO:0003899,GO:0046983,GO:0006351,GO:0046983,GO:0006351,GO:0003677,GO:0003899,GO:0006351
SL1344_0411	GO:0009231,GO:0009349
STMMW_01291	GO:0005524,GO:0009058,GO:0005524,GO:0016874,GO:0009058,GO:0005524,GO:0009058
NCTC13441_04817	GO:0003677,GO:0003918,GO:0005524,GO:0006265,GO:0003677,GO:0003918,GO:0005524,GO:0006265
NCTC13441_04513	GO:0003735,GO:0006412,GO:0005840
SEN3394	GO:0005524,GO:0005524,GO:0016887,GO:0005524,GO:0005525,GO:0006614,GO:0005524,GO:0005525,GO:0005525,GO:0006614,GO:0098519,GO:0005524,GO:0016301,GO:0005524,GO:0016887
