NCTC13441_02943_1-55	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
STMMW_10791_1-55	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
STM_MW10791_1-55	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
ROD_10142_1-55	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
b0953_1-55	-1	-1	-1	-1	0.0	-1	-1	-1	-1	-1	-1
CS17_01016_1-55	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
SEN0931_1-55	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
t1854_1-55	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
BN373_15941_1-55	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
ETEC_1023_1-55	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
SL1344_1006_1-55	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
