"gene_id"	"path_id"	"path_name"
"t0454"	"md:stt_M00001"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"
"t0715"	"md:stt_M00001"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"
"t0989"	"md:stt_M00001"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"
"t1169"	"md:stt_M00001"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"
"t1206"	"md:stt_M00001"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"
"t1246"	"md:stt_M00001"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"
"t2115"	"md:stt_M00001"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"
"t2853"	"md:stt_M00001"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"
"t2987"	"md:stt_M00001"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"
"t2988"	"md:stt_M00001"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"
"t3174"	"md:stt_M00001"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"
"t3537"	"md:stt_M00001"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"
"t3557"	"md:stt_M00001"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"
"t3815"	"md:stt_M00001"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"
"t4127"	"md:stt_M00001"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"
"t4624"	"md:stt_M00001"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"
"t0989"	"md:stt_M00002"	"Glycolysis, core module involving three-carbon compounds"
"t1169"	"md:stt_M00002"	"Glycolysis, core module involving three-carbon compounds"
"t1246"	"md:stt_M00002"	"Glycolysis, core module involving three-carbon compounds"
"t2115"	"md:stt_M00002"	"Glycolysis, core module involving three-carbon compounds"
"t2853"	"md:stt_M00002"	"Glycolysis, core module involving three-carbon compounds"
"t2988"	"md:stt_M00002"	"Glycolysis, core module involving three-carbon compounds"
"t3537"	"md:stt_M00002"	"Glycolysis, core module involving three-carbon compounds"
"t3815"	"md:stt_M00002"	"Glycolysis, core module involving three-carbon compounds"
"t4624"	"md:stt_M00002"	"Glycolysis, core module involving three-carbon compounds"
"t0715"	"md:stt_M00003"	"Gluconeogenesis, oxaloacetate => fructose-6P"
"t1169"	"md:stt_M00003"	"Gluconeogenesis, oxaloacetate => fructose-6P"
"t2115"	"md:stt_M00003"	"Gluconeogenesis, oxaloacetate => fructose-6P"
"t2853"	"md:stt_M00003"	"Gluconeogenesis, oxaloacetate => fructose-6P"
"t2987"	"md:stt_M00003"	"Gluconeogenesis, oxaloacetate => fructose-6P"
"t2988"	"md:stt_M00003"	"Gluconeogenesis, oxaloacetate => fructose-6P"
"t3533"	"md:stt_M00003"	"Gluconeogenesis, oxaloacetate => fructose-6P"
"t3537"	"md:stt_M00003"	"Gluconeogenesis, oxaloacetate => fructose-6P"
"t3815"	"md:stt_M00003"	"Gluconeogenesis, oxaloacetate => fructose-6P"
"t4006"	"md:stt_M00003"	"Gluconeogenesis, oxaloacetate => fructose-6P"
"t4469"	"md:stt_M00003"	"Gluconeogenesis, oxaloacetate => fructose-6P"
"t4624"	"md:stt_M00003"	"Gluconeogenesis, oxaloacetate => fructose-6P"
"t0007"	"md:stt_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"t0385"	"md:stt_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"t0386"	"md:stt_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"t0523"	"md:stt_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"t0524"	"md:stt_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"t0792"	"md:stt_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"t0991"	"md:stt_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"t2102"	"md:stt_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"t2981"	"md:stt_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"t2996"	"md:stt_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"t3538"	"md:stt_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"t4023"	"md:stt_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"t4127"	"md:stt_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"t1096"	"md:stt_M00005"	"PRPP biosynthesis, ribose 5P => PRPP"
"t0792"	"md:stt_M00006"	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"
"t0991"	"md:stt_M00006"	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"
"t2102"	"md:stt_M00006"	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"
"t0007"	"md:stt_M00007"	"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"
"t0385"	"md:stt_M00007"	"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"
"t0386"	"md:stt_M00007"	"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"
"t0523"	"md:stt_M00007"	"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"
"t0524"	"md:stt_M00007"	"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"
"t2981"	"md:stt_M00007"	"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"
"t2996"	"md:stt_M00007"	"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"
"t3538"	"md:stt_M00007"	"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"
"t4023"	"md:stt_M00007"	"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"
"t0991"	"md:stt_M00008"	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"
"t0992"	"md:stt_M00008"	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"
"t0993"	"md:stt_M00008"	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"
"t2102"	"md:stt_M00008"	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"
"t0160"	"md:stt_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"t0164"	"md:stt_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"t1336"	"md:stt_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"t1337"	"md:stt_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"t1625"	"md:stt_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"t1682"	"md:stt_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"t2137"	"md:stt_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"t2138"	"md:stt_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"t2139"	"md:stt_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"t2140"	"md:stt_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"t2141"	"md:stt_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"t2142"	"md:stt_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"t2143"	"md:stt_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"t2144"	"md:stt_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"t2146"	"md:stt_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"t3274"	"md:stt_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"t4207"	"md:stt_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"t4392"	"md:stt_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"t4393"	"md:stt_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"t4394"	"md:stt_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"t4395"	"md:stt_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"t0164"	"md:stt_M00010"	"Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate"
"t1625"	"md:stt_M00010"	"Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate"
"t1682"	"md:stt_M00010"	"Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate"
"t2146"	"md:stt_M00010"	"Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate"
"t0160"	"md:stt_M00011"	"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
"t1336"	"md:stt_M00011"	"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
"t1337"	"md:stt_M00011"	"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
"t2137"	"md:stt_M00011"	"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
"t2138"	"md:stt_M00011"	"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
"t2139"	"md:stt_M00011"	"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
"t2140"	"md:stt_M00011"	"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
"t2141"	"md:stt_M00011"	"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
"t2142"	"md:stt_M00011"	"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
"t2143"	"md:stt_M00011"	"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
"t2144"	"md:stt_M00011"	"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
"t3274"	"md:stt_M00011"	"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
"t4207"	"md:stt_M00011"	"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
"t4392"	"md:stt_M00011"	"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
"t4393"	"md:stt_M00011"	"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
"t4394"	"md:stt_M00011"	"Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate"
