"gene_id"	"path_id"	"path_name"
"ROD_00271"	"md:cro_M00001"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"
"ROD_07471"	"md:cro_M00001"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"
"ROD_12731"	"md:cro_M00001"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"
"ROD_13331"	"md:cro_M00001"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"
"ROD_13741"	"md:cro_M00001"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"
"ROD_16221"	"md:cro_M00001"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"
"ROD_18941"	"md:cro_M00001"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"
"ROD_22221"	"md:cro_M00001"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"
"ROD_28061"	"md:cro_M00001"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"
"ROD_30351"	"md:cro_M00001"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"
"ROD_37251"	"md:cro_M00001"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"
"ROD_38281"	"md:cro_M00001"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"
"ROD_38341"	"md:cro_M00001"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"
"ROD_42041"	"md:cro_M00001"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"
"ROD_50521"	"md:cro_M00001"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"
"ROD_50671"	"md:cro_M00001"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"
"ROD_50681"	"md:cro_M00001"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"
"ROD_50821"	"md:cro_M00001"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"
"ROD_07471"	"md:cro_M00002"	"Glycolysis, core module involving three-carbon compounds"
"ROD_12731"	"md:cro_M00002"	"Glycolysis, core module involving three-carbon compounds"
"ROD_13741"	"md:cro_M00002"	"Glycolysis, core module involving three-carbon compounds"
"ROD_16221"	"md:cro_M00002"	"Glycolysis, core module involving three-carbon compounds"
"ROD_18941"	"md:cro_M00002"	"Glycolysis, core module involving three-carbon compounds"
"ROD_30351"	"md:cro_M00002"	"Glycolysis, core module involving three-carbon compounds"
"ROD_38281"	"md:cro_M00002"	"Glycolysis, core module involving three-carbon compounds"
"ROD_42041"	"md:cro_M00002"	"Glycolysis, core module involving three-carbon compounds"
"ROD_50521"	"md:cro_M00002"	"Glycolysis, core module involving three-carbon compounds"
"ROD_50671"	"md:cro_M00002"	"Glycolysis, core module involving three-carbon compounds"
"ROD_50821"	"md:cro_M00002"	"Glycolysis, core module involving three-carbon compounds"
"ROD_07471"	"md:cro_M00003"	"Gluconeogenesis, oxaloacetate => fructose-6P"
"ROD_12731"	"md:cro_M00003"	"Gluconeogenesis, oxaloacetate => fructose-6P"
"ROD_16221"	"md:cro_M00003"	"Gluconeogenesis, oxaloacetate => fructose-6P"
"ROD_22221"	"md:cro_M00003"	"Gluconeogenesis, oxaloacetate => fructose-6P"
"ROD_30351"	"md:cro_M00003"	"Gluconeogenesis, oxaloacetate => fructose-6P"
"ROD_32931"	"md:cro_M00003"	"Gluconeogenesis, oxaloacetate => fructose-6P"
"ROD_38231"	"md:cro_M00003"	"Gluconeogenesis, oxaloacetate => fructose-6P"
"ROD_38281"	"md:cro_M00003"	"Gluconeogenesis, oxaloacetate => fructose-6P"
"ROD_42041"	"md:cro_M00003"	"Gluconeogenesis, oxaloacetate => fructose-6P"
"ROD_44211"	"md:cro_M00003"	"Gluconeogenesis, oxaloacetate => fructose-6P"
"ROD_50521"	"md:cro_M00003"	"Gluconeogenesis, oxaloacetate => fructose-6P"
"ROD_50671"	"md:cro_M00003"	"Gluconeogenesis, oxaloacetate => fructose-6P"
"ROD_50681"	"md:cro_M00003"	"Gluconeogenesis, oxaloacetate => fructose-6P"
"ROD_50821"	"md:cro_M00003"	"Gluconeogenesis, oxaloacetate => fructose-6P"
"ROD_00061"	"md:cro_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"ROD_00271"	"md:cro_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"ROD_03781"	"md:cro_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"ROD_05901"	"md:cro_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"ROD_05911"	"md:cro_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"ROD_07631"	"md:cro_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"ROD_08001"	"md:cro_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"ROD_08011"	"md:cro_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"ROD_09651"	"md:cro_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"ROD_09661"	"md:cro_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"ROD_18921"	"md:cro_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"ROD_21671"	"md:cro_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"ROD_24121"	"md:cro_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"ROD_24131"	"md:cro_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"ROD_27011"	"md:cro_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"ROD_27021"	"md:cro_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"ROD_34751"	"md:cro_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"ROD_37251"	"md:cro_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"ROD_44371"	"md:cro_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"ROD_49161"	"md:cro_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"ROD_50511"	"md:cro_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"ROD_50581"	"md:cro_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"ROD_50591"	"md:cro_M00004"	"Pentose phosphate pathway (Pentose phosphate cycle)"
"ROD_18061"	"md:cro_M00005"	"PRPP biosynthesis, ribose 5P => PRPP"
"ROD_07631"	"md:cro_M00006"	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"
"ROD_18921"	"md:cro_M00006"	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"
"ROD_21671"	"md:cro_M00006"	"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P"
"ROD_00061"	"md:cro_M00007"	"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"
"ROD_03781"	"md:cro_M00007"	"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"
"ROD_05901"	"md:cro_M00007"	"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"
"ROD_05911"	"md:cro_M00007"	"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"
"ROD_08001"	"md:cro_M00007"	"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"
"ROD_08011"	"md:cro_M00007"	"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"
"ROD_09651"	"md:cro_M00007"	"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"
"ROD_09661"	"md:cro_M00007"	"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"
"ROD_24121"	"md:cro_M00007"	"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"
"ROD_24131"	"md:cro_M00007"	"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"
"ROD_27011"	"md:cro_M00007"	"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"
"ROD_27021"	"md:cro_M00007"	"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"
"ROD_34751"	"md:cro_M00007"	"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"
"ROD_44371"	"md:cro_M00007"	"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"
"ROD_49161"	"md:cro_M00007"	"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"
"ROD_50511"	"md:cro_M00007"	"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"
"ROD_50581"	"md:cro_M00007"	"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"
"ROD_50591"	"md:cro_M00007"	"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"
"ROD_07631"	"md:cro_M00008"	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"
"ROD_18901"	"md:cro_M00008"	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"
"ROD_18911"	"md:cro_M00008"	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"
"ROD_18921"	"md:cro_M00008"	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"
"ROD_01221"	"md:cro_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"ROD_01251"	"md:cro_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"ROD_07181"	"md:cro_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"ROD_07191"	"md:cro_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"ROD_07201"	"md:cro_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"ROD_07211"	"md:cro_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"ROD_07221"	"md:cro_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"ROD_07231"	"md:cro_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"ROD_07241"	"md:cro_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"ROD_07251"	"md:cro_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"ROD_07261"	"md:cro_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"ROD_07671"	"md:cro_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"ROD_12261"	"md:cro_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"ROD_14521"	"md:cro_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"ROD_14531"	"md:cro_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"ROD_17241"	"md:cro_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"ROD_23411"	"md:cro_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"ROD_32151"	"md:cro_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"ROD_32161"	"md:cro_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"ROD_32171"	"md:cro_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"ROD_32181"	"md:cro_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"ROD_34851"	"md:cro_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"ROD_45871"	"md:cro_M00009"	"Citrate cycle (TCA cycle, Krebs cycle)"
"ROD_01251"	"md:cro_M00010"	"Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate"
"ROD_07181"	"md:cro_M00010"	"Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate"
