ID	name	function	coord	NPEQ	essentiality
STMMW_1added		hypothetical protein	758-937	-0.198729875607626	non-essential
STMMW_2added	gadX_3	HTH-type transcriptional regulator GadX	1034-1792	-0.186642189733784	non-essential
STMMW_3added	ail_5	Attachment invasion locus protein precursor	2035-2592	0.15235604587242	non-essential
STMMW_4added		SdiA-regulated	2682-3581	-0.31244164302477	non-essential
STMMW_5added		hypothetical protein	3578-3763	-0.100457501974203	non-essential
STMMW_6added	dsbA_2	Thiol:disulfide interchange protein DsbA precursor	3714-4367	-0.0314260786443586	non-essential
STMMW_7added	rcsB_2	Transcriptional regulatory protein RcsB	4612-4962	-0.514147543352138	non-essential
STMMW_8added		FaeA-like protein	4947-5159	-0.727223342439087	non-essential
STMMW_9added		hypothetical protein	5467-5580	-0.963373292441036	non-essential
STMMW_10added		hypothetical protein	5591-6466	-0.252688970784558	non-essential
STMMW_11added	faeE	Chaperone protein FaeE precursor	7291-7983	-0.51207466933035	non-essential
STMMW_12added	fimD_5	Outer membrane usher protein FimD precursor	7976-10384	-0.278503768952063	non-essential
STMMW_13added		Fimbrial protein	10612-11130	0.498750310998502	non-essential
STMMW_14added	papB	Major pilu subunit operon regulatory protein PapB	11405-11707	1.32336755023045	non-essential
STMMW_15added	repB	RepFIB replication protein A	13679-14668	0.694081179825001	non-essential
STMMW_16added		hypothetical protein	15942-16430	0.240326045380446	non-essential
STMMW_17added	ccdA	Antitoxin CcdA	17139-17357	0.678901191891317	non-essential
STMMW_18added	ccdB	Toxin CcdB	17359-17664	0.866865936538176	non-essential
STMMW_19added		hypothetical protein	17666-17956	0.621113220474932	non-essential
STMMW_20added		hypothetical protein	17953-18474	-0.239412884123618	non-essential
STMMW_21added	xerC_3	Tyrosine recombinase XerC	18509-19291	-0.125721896938872	non-essential
STMMW_22added	yahA	Cyclic di-GMP phosphodiesterase YahA	19300-19851	0.212018791755792	non-essential
STMMW_23added		hypothetical protein	20038-20526	0.147729489033848	non-essential
STMMW_24added		hypothetical protein	21282-21569	-0.350940369934067	non-essential
STMMW_25added		Invasin	21725-22285	-0.316930672543874	non-essential
STMMW_26added		Helix-turn-helix domain protein	22352-22702	-0.265135039378807	non-essential
STMMW_27added		Transposase IS200 like protein	22941-23183	-0.812076996156252	non-essential
STMMW_28added		Salmonella plasmid virulence protein SpvD	23310-23960	-0.0807409790826923	non-essential
STMMW_29added	spvC	MAPK phosphothreonine lyase	24221-24946	-0.429282446651636	non-essential
STMMW_30added	spvB	Mono(ADP-ribosyl)transferase SpvB	25227-27002	-0.185910861861361	non-essential
STMMW_31added	mkaB	28.1 kDa virulence protein	27184-27951	-0.188853366273994	non-essential
STMMW_32added	rrrD_4	Lysozyme RrrD	28125-28289	-0.271724945047473	non-essential
STMMW_33added	mkaC	Virulence genes transcriptional activator	28463-29356	-0.0357277464186955	non-essential
STMMW_34added		hypothetical protein	29626-29757	0.724254692767798	non-essential
STMMW_35added		Integrase core domain protein	29965-31002	-0.00208946672214042	non-essential
STMMW_36added		hypothetical protein	31191-32159	-0.0101616089870277	non-essential
STMMW_37added	hin_2	DNA-invertase hin	33797-34219	1.45140000578099	non-essential
STMMW_38added		Integrase core domain protein	34377-35081	1.31670798644989	non-essential
STMMW_39added	repA	Regulatory protein RepA	35143-35850	0.185140834832384	non-essential
STMMW_40added	folP_2	Dihydropteroate synthase	36996-37811	-0.545477942691803	non-essential
STMMW_41added	neo	Aminoglycoside 3'-phosphotransferase	37872-38675	0.427915002734255	non-essential
STMMW_42added		Aminoglycoside/hydroxyurea antibiotic resistance kinase	38675-39511	0.450330572356402	non-essential
STMMW_43added	xerD_4	Tyrosine recombinase XerD	39483-40601	0.676258938286455	non-essential
STMMW_44added	ant1_2	Streptomycin 3''-adenylyltransferase	41336-42115	0.411424988693637	non-essential
STMMW_45added	emrE_2	Multidrug transporter EmrE	42279-42626	-0.087141392564388	non-essential
STMMW_46added	folP_3	Dihydropteroate synthase	42620-43459	-0.0885502805560923	non-essential
STMMW_47added		putative acetyltransferase	43587-44087	-0.762644930807037	non-essential
STMMW_48added		transposase/IS protein	44263-45048	-0.458704687674874	non-essential
STMMW_49added		Integrase core domain protein	45035-46549	0.297942442812182	non-essential
STMMW_50added		Bacterial TniB protein	46660-47388	-0.16876026301786	non-essential
STMMW_51added		diguanylate cyclase	47470-47748	0.0991877131532528	non-essential
STMMW_52added		hypothetical protein	47756-48007	0.0614820879233452	non-essential
STMMW_53added		hypothetical protein	48103-48621	-0.419527572761403	non-essential
STMMW_54added		IS1 transposase	48556-48933	-0.389503459301851	non-essential
STMMW_55added		hypothetical protein	48978-49253	-0.504270358286956	non-essential
STMMW_56added	cat	Chloramphenicol acetyltransferase	49532-50191	-0.351176079415773	non-essential
STMMW_57added		Acetyltransferase (GNAT) family protein	50392-50769	-0.233336419888947	non-essential
STMMW_58added		Tn3 transposase DDE domain protein	50836-53424	1.8519636722833	essential
STMMW_59added		Integrase core domain protein	53557-54261	2.46262398725861	essential
STMMW_60added		hypothetical protein	54308-54709	2.97555239459885	essential
STMMW_61added	bla	Beta-lactamase TEM precursor	54859-55719	2.59503244714907	essential
STMMW_62added	tnpR	Transposon Tn3 resolvase	55902-56234	2.67940379946063	essential
STMMW_63added		Integrase core domain protein	56304-57008	2.16105562104181	essential
STMMW_64added	cynT	Carbonic anhydrase	57319-58059	0.785889933222361	non-essential
STMMW_65added		hypothetical protein	58714-59202	0.357442468018321	non-essential
STMMW_66added		hypothetical protein	59461-60576	-0.00310195539914676	non-essential
STMMW_67added		hypothetical protein	61262-61597	-1.22452643814615	non-essential
STMMW_68added		hypothetical protein	61654-62220	-1.04172404303941	non-essential
STMMW_69added		hypothetical protein	62252-63193	-1.4280956474792	non-essential
STMMW_70added		hypothetical protein	63334-63474	-0.178108953871445	non-essential
STMMW_71added	parA_2	Plasmid partition protein A	63608-64813	-0.166911060542209	non-essential
STMMW_72added	virB	Virulence regulon transcriptional activator VirB	64813-65787	0.0549131230328593	non-essential
STMMW_73added	dinB_3	DNA polymerase IV	65869-67143	-0.304982919707631	non-essential
STMMW_74added	lexA_3	LexA repressor	67143-67565	-0.612194395560409	non-essential
STMMW_75added		hypothetical protein	68076-68546	0.860760411321235	non-essential
STMMW_76added		hypothetical protein	68539-68895	-0.465616102119532	non-essential
STMMW_77added	yhdJ_2	DNA adenine methyltransferase YhdJ	69277-69957	0.125626464412562	non-essential
STMMW_78added		hypothetical protein	69957-70178	-0.228998412906651	non-essential
STMMW_79added		hypothetical protein	70719-71483	-0.377272955131014	non-essential
STMMW_80added	klcA	Antirestriction protein KlcA	71979-72413	-0.835423382417647	non-essential
STMMW_81added		hypothetical protein	72480-72914	-0.888996344039535	non-essential
STMMW_82added	holE_2	DNA polymerase III subunit theta	73150-73473	-0.244914822130577	non-essential
