ID	name	function	coord	NPEQ	essentiality
SL1344_1added		hypothetical protein	52319-52528	2.47949360588391	essential
SL1344_2added		hypothetical protein	74967-75242	0.282044822679173	non-essential
SL1344_3added	caiB_2	Crotonobetainyl-CoA:carnitine CoA-transferase	84504-85400	-0.605588522430015	non-essential
SL1344_4added		hypothetical protein	184607-185464	-0.771574038870174	non-essential
SL1344_5added		hypothetical protein	229751-229957	0.10431333356868	non-essential
SL1344_6added		hypothetical protein	290357-290611	-1.06160440745795	non-essential
SL1344_7added		hypothetical protein	338081-338218	0.438647353070425	non-essential
SL1344_8added		hypothetical protein	338316-338753	0.480762418072012	non-essential
SL1344_9added	symE_1	Toxic protein SymE	338806-339081	-2.11163637026067	beneficial-loss
SL1344_10added		hypothetical protein	339823-339981	-0.177736158334993	non-essential
SL1344_11added		Integrase core domain protein	340656-340937	-0.263426528123017	non-essential
SL1344_12added		hypothetical protein	347155-347766	-1.1321549247421	non-essential
SL1344_13added		hypothetical protein	369149-369451	0.221682437337165	non-essential
SL1344_14added	ddrA_2	Diol dehydratase-reactivating factor alpha subunit	369691-370107	0.0996728676836166	non-essential
SL1344_15added		hypothetical protein	410662-410793	-0.471994803410574	non-essential
SL1344_16added	ldrD_1	Small toxic polypeptide LdrD	466832-466939	-0.489937351709608	non-essential
SL1344_17added	ybaN	Inner membrane protein YbaN	539200-539577	-0.260735908378772	non-essential
SL1344_18added		hypothetical protein	551592-551717	0.61133257380743	non-essential
SL1344_19added		hypothetical protein	569021-569125	-0.365924705356094	non-essential
SL1344_20added		hypothetical protein	613238-613510	0.247994430664957	non-essential
SL1344_21added		Transposase	613687-613905	-0.0232791854555837	non-essential
SL1344_22added		hypothetical protein	614077-614235	-0.35142589945263	non-essential
SL1344_23added		hypothetical protein	719824-720453	-0.673223419826005	non-essential
SL1344_24added		hypothetical protein	765368-765472	1.46532044701362	non-essential
SL1344_25added	rfbD_2	UDP-galactopyranose mutase precursor	784391-784579	0.611480323731375	non-essential
SL1344_26added		hypothetical protein	807386-807511	-0.109234045657288	non-essential
SL1344_27added		hypothetical protein	873349-873534	-0.616840201884624	non-essential
SL1344_28added	mntS	Small protein MntS	901218-901346	-0.0832637140390257	non-essential
SL1344_29added		hypothetical protein	927720-927917	-1.3711948078965	non-essential
SL1344_30added		hypothetical protein	929169-929360	-0.0657518943711978	non-essential
SL1344_31added		hypothetical protein	1047544-1047732	0.945784312674867	non-essential
SL1344_32added		hypothetical protein	1047729-1047881	1.14657681392421	non-essential
SL1344_33added		hypothetical protein	1062147-1062386	1.62945920208412	non-essential
SL1344_34added		hypothetical protein	1067123-1067329	-0.598829072164933	non-essential
SL1344_35added		hypothetical protein	1070358-1070495	-2.56981504294057	beneficial-loss
SL1344_36added		hypothetical protein	1075559-1075765	-1.02175455939381	non-essential
SL1344_37added		hypothetical protein	1092733-1092975	0.142109669956772	non-essential
SL1344_38added		Transposase IS66 family protein	1097529-1097777	0.00760776155358274	non-essential
SL1344_39added		hypothetical protein	1170429-1170725	0.42114646980946	non-essential
SL1344_40added	ycdZ	Inner membrane protein YcdZ	1183632-1184126	-0.292125041294035	non-essential
SL1344_41added		hypothetical protein	1271548-1272837	-0.197971588143458	non-essential
SL1344_42added		hypothetical protein	1284517-1284720	-0.112980491794241	non-essential
SL1344_43added		hypothetical protein	1291877-1292050	-0.728308372831218	non-essential
SL1344_44added		hypothetical protein	1314466-1314573	1.24363277988919	non-essential
SL1344_45added		hypothetical protein	1345111-1345326	-1.12208005949243	non-essential
SL1344_46added	nucA	Nuclease precursor	1365384-1366238	-0.747164112518547	non-essential
SL1344_47added		hypothetical protein	1368344-1368472	-0.122616624454015	non-essential
SL1344_48added	ihfA	Integration host factor subunit alpha	1375922-1376221	0.456668125799418	non-essential
SL1344_49added	ydiN_2	Inner membrane transport protein YdiN	1398961-1399440	0.481637960808524	non-essential
SL1344_50added		hypothetical protein	1542381-1542779	-0.805869228694293	non-essential
SL1344_51added		hypothetical protein	1550924-1551019	-1.07481489822879	non-essential
SL1344_52added		hypothetical protein	1571885-1572037	-1.11235527785025	non-essential
SL1344_53added		hypothetical protein	1586088-1586441	0.166905876622274	non-essential
SL1344_54added		hypothetical protein	1586779-1586988	0.432993294958801	non-essential
SL1344_55added	fdnG_2	Formate dehydrogenase, nitrate-inducible, major subunit precursor	1609755-1610342	0.0085827413148937	non-essential
SL1344_56added		hypothetical protein	1649194-1649367	1.00332075959266	non-essential
