ID	name	function	coord	NPEQ	essentiality
STM_1added		hypothetical protein	758-937	-0.138898096233459	non-essential
STM_2added	gadX_3	HTH-type transcriptional regulator GadX	1034-1792	-0.534450405213104	non-essential
STM_3added	ail_5	Attachment invasion locus protein precursor	2035-2592	-0.165300239101301	non-essential
STM_4added		hypothetical protein	3578-3763	-0.636703146248782	non-essential
STM_5added	dsbA_2	Thiol:disulfide interchange protein DsbA precursor	3714-4367	-1.26214309815222	non-essential
STM_6added	rcsB_2	Transcriptional regulatory protein RcsB	4612-4962	-0.299209716188399	non-essential
STM_7added		FaeA-like protein	4947-5159	-0.842061987690006	non-essential
STM_8added		hypothetical protein	5591-6466	-0.696023614523072	non-essential
STM_9added		hypothetical protein	6719-7276	-0.738722012044521	non-essential
STM_10added	faeE	Chaperone protein FaeE precursor	7291-7983	-0.837776424118637	non-essential
STM_11added	fimD_5	Outer membrane usher protein FimD precursor	7976-10384	-0.681876529197565	non-essential
STM_12added		Fimbrial protein	10612-11130	1.90756686689891	essential
STM_13added	papB	Major pilu subunit operon regulatory protein PapB	11405-11707	0.261385389861625	non-essential
STM_14added		hypothetical protein	12598-12807	-0.964024224907428	non-essential
STM_15added	repB	RepFIB replication protein A	13679-14668	-0.661584738143622	non-essential
STM_16added		hypothetical protein	15942-16430	-0.455300962308008	non-essential
STM_17added	ccdA	Antitoxin CcdA	17139-17357	-2.47143812350429	beneficial-loss
STM_18added	ccdB	Toxin CcdB	17359-17664	-0.537995660653517	non-essential
STM_19added		hypothetical protein	17666-17956	-0.9302429281325	non-essential
STM_20added		hypothetical protein	17953-18474	-1.05937838890078	non-essential
STM_21added	xerC_3	Tyrosine recombinase XerC	18509-19291	-1.08494849082708	non-essential
STM_22added	yahA	Cyclic di-GMP phosphodiesterase YahA	19300-19851	-1.05603993847404	non-essential
STM_23added		hypothetical protein	20038-20526	-0.737701582580133	non-essential
STM_24added		hypothetical protein	20520-21005	-1.2068541110421	non-essential
STM_25added		hypothetical protein	21282-21569	-0.884565465976233	non-essential
STM_26added		Invasin	21725-22285	-1.0177422038526	non-essential
STM_27added		Transposase IS200 like protein	22941-23183	1.39878426132845	non-essential
STM_28added	spvC	MAPK phosphothreonine lyase	24221-24946	-0.695698542349836	non-essential
STM_29added	spvB	Mono(ADP-ribosyl)transferase SpvB	25227-27002	-0.558052859947566	non-essential
STM_30added		hypothetical protein	27033-27245	-0.508926356312396	non-essential
STM_31added	mkaB	28.1 kDa virulence protein	27184-27951	-0.66364536666148	non-essential
STM_32added	rrrD_2	Lysozyme RrrD	28125-28289	0.423470999123342	non-essential
STM_33added	mkaC	Virulence genes transcriptional activator	28463-29356	-0.78306932056299	non-essential
STM_34added		hypothetical protein	29626-29757	-0.340824761374179	non-essential
STM_35added		Integrase core domain protein	29965-31002	-1.16249616763412	non-essential
STM_36added		Integrase core domain protein	32149-33813	-0.907941436919581	non-essential
STM_37added	hin_2	DNA-invertase hin	33797-34219	0.00267403754276954	non-essential
STM_38added		Integrase core domain protein	34377-35081	-0.784006548683143	non-essential
STM_39added	repA	Regulatory protein RepA	35143-35850	-0.0682438124719257	non-essential
STM_40added	folP_2	Dihydropteroate synthase	36996-37811	0.306220774969677	non-essential
STM_41added	neo	Aminoglycoside 3'-phosphotransferase	37872-38675	0.16555449436353	non-essential
STM_42added		Aminoglycoside/hydroxyurea antibiotic resistance kinase	38675-39511	-0.0211665414926121	non-essential
STM_43added	xerD_4	Tyrosine recombinase XerD	39483-40601	-0.13003160713475	non-essential
STM_44added	dhfrI	Dihydrofolate reductase type 1	40758-41231	-0.0515956091619911	non-essential
STM_45added	ant1_2	Streptomycin 3''-adenylyltransferase	41336-42115	-0.352504056069632	non-essential
STM_46added	emrE_2	Multidrug transporter EmrE	42279-42626	1.47905292040949	non-essential
STM_47added	folP_3	Dihydropteroate synthase	42620-43459	2.49692317115453	essential
STM_48added		putative acetyltransferase	43587-44087	1.78518468075039	essential
STM_49added		transposase/IS protein	44263-45048	-0.572690141926808	non-essential
STM_50added		Integrase core domain protein	45035-46549	-0.479366937497075	non-essential
STM_51added		Bacterial TniB protein	46660-47388	-0.281375901104543	non-essential
STM_52added		diguanylate cyclase	47470-47748	0.672715231811771	non-essential
STM_53added		hypothetical protein	47756-48007	0.0777168624013515	non-essential
STM_54added		hypothetical protein	48103-48621	-0.250519984232396	non-essential
STM_55added		IS1 transposase	48556-48933	-0.923845408689575	non-essential
STM_56added		hypothetical protein	48978-49253	-0.335362285143069	non-essential
STM_57added	cat	Chloramphenicol acetyltransferase	49532-50191	-0.249560854105462	non-essential
STM_58added		Acetyltransferase (GNAT) family protein	50392-50769	-0.714555679986411	non-essential
STM_59added		Tn3 transposase DDE domain protein	50836-53424	-0.873661479826023	non-essential
STM_60added		Integrase core domain protein	53557-54261	-0.605353141488756	non-essential
STM_61added		hypothetical protein	54308-54709	-0.615467349126799	non-essential
STM_62added	bla	Beta-lactamase TEM precursor	54859-55719	-0.522636863269114	non-essential
STM_63added	tnpR	Transposon Tn3 resolvase	55902-56234	-0.971172536136938	non-essential
STM_64added		Integrase core domain protein	56304-57008	-0.396046437652608	non-essential
STM_65added	cynT	Carbonic anhydrase	57319-58059	-1.03488265285845	non-essential
