HF536482	CP009273.1	94.76	14740	745	11	4576331	4591054	3432086	3446813	0.0	2.307e+04
HF536482	CP009273.1	80.13	21141	3949	98	738807	759832	191383	212387	0.0	1.897e+04
HF536482	CP009273.1	82.69	18300	3064	48	619143	637401	85804	104040	0.0	1.860e+04
HF536482	CP009273.1	92.99	12333	830	19	5285776	5298089	4167193	4179509	0.0	1.829e+04
HF536482	CP009273.1	85.44	15478	2118	48	3468266	3483678	2383527	2398934	0.0	1.766e+04
HF536482	CP009273.1	77.80	19062	3902	104	5245254	5264209	4001798	4020636	0.0	1.513e+04
HF536482	CP009273.1	84.50	13229	1859	69	4592604	4605768	3463452	3476553	0.0	1.448e+04
HF536482	CP009273.1	80.10	13651	2551	58	3746688	3760246	2693978	2707554	0.0	1.226e+04
HF536482	CP009273.1	77.75	15046	3193	72	1657820	1672790	961264	976230	0.0	1.186e+04
HF536482	CP009273.1	76.69	14923	3260	81	4020066	4034880	2924401	2939213	0.0	1.106e+04
HF536482	CP009273.1	82.00	10911	1747	60	1399449	1410295	766543	777300	0.0	1.075e+04
HF536482	CP009273.1	88.48	8214	888	31	5048679	5056858	3908862	3917051	0.0	1.046e+04
HF536482	CP009273.1	79.91	11865	2271	65	1814970	1826785	1143007	1154807	0.0	1.046e+04
HF536482	CP009273.1	85.84	8730	1142	28	4457986	4466685	3297932	3306597	0.0	1.013e+04
HF536482	CP009273.1	78.50	12221	2347	84	185473	197601	4382063	4394094	0.0	1.007e+04
HF536482	CP009273.1	77.54	12843	2812	43	5208649	5221456	3961261	3974065	0.0	1.003e+04
HF536482	CP009273.1	82.29	9843	1610	64	949885	959665	442283	452054	0.0	9725
HF536482	CP009273.1	80.63	10507	1866	68	3596976	3607429	2519356	2529746	0.0	9620
HF536482	CP009273.1	78.83	11433	2301	58	5064711	5076080	3924156	3935532	0.0	9553
HF536482	CP009273.1	78.86	10878	2186	42	5302521	5313369	4180671	4191463	0.0	9162
HF536482	CP009273.1	80.98	9782	1741	44	1643310	1653009	945795	955538	0.0	9160
HF536482	CP009273.1	79.58	10014	1871	52	1631861	1641728	930370	940355	0.0	8762
HF536482	CP009273.1	83.22	8405	1333	30	4475571	4483932	3315384	3323754	0.0	8735
HF536482	CP009273.1	86.31	7342	987	15	848484	855818	307528	300198	0.0	8659
HF536482	CP009273.1	74.55	13544	3315	77	2146794	2160279	1445864	1459333	0.0	8657
HF536482	CP009273.1	78.65	10235	1968	59	4329720	4339886	3165785	3175870	0.0	8536
HF536482	CP009273.1	80.03	9227	1806	22	3287702	3296905	2147410	2156622	0.0	8266
HF536482	CP009273.1	82.41	8190	1415	20	5264270	5272445	4020969	4029146	0.0	8206
HF536482	CP009273.1	82.11	8222	1365	52	3774650	3782825	2724096	2732257	0.0	8056
HF536482	CP009273.1	77.89	10034	2030	56	2962355	2972344	1264475	1254587	0.0	8010
HF536482	CP009273.1	80.09	8668	1614	40	4215999	4224589	3027016	3035648	0.0	7772
HF536482	CP009273.1	80.17	8597	1569	48	3688409	3696931	2629239	2637773	0.0	7723
HF536482	CP009273.1	83.03	7472	1215	30	537324	544767	20759	28205	0.0	7671
HF536482	CP009273.1	78.72	9120	1800	45	3615942	3625006	2543024	2552057	0.0	7620
HF536482	CP009273.1	84.80	6823	1014	9	2934916	2941726	1282026	1275215	0.0	7609
HF536482	CP009273.1	78.07	9418	2013	26	4490396	4499780	3330431	3339829	0.0	7604
HF536482	CP009273.1	81.52	7929	1364	59	760076	767952	212690	220569	0.0	7519
