accB	acetyl CoA carboxylase, BCCP subunit	b3255	7	BW25113_3255	1.4436121878	ETEC_3514	2.0821312601	CS17_03690	2.2073638741	NCTC13441_00446	2.3921878081	EC958_3647	2.8097401108	t3294	1.5774641404	SEN3213	2.7667636842	STMMW_33771	2.9806119587	SL3261_3352	2.7400562864	SL1344_3352	2.327699737	ROD_45591	2.7804571159	ERS227112_00942	2.5060590239	BN373_43051	2.433485917	ENC_35030	1.9476452031		
aceE	pyruvate dehydrogenase, decarboxylase component E1, thiamine triphosphate-binding	b0114	0	BW25113_0114	-0.1013753599	ETEC_0110	0.5581635535	CS17_00124	-0.2122307591	NCTC13441_03867	1.1871791364	EC958_0256	0.935288692	t0158	2.1652760105	SEN0156	0.9606126564	STM_MW01581	1.7184931984	STMMW_01581	0.9021391479	SL3261_0152	0.7312073836	SL1344_0152	1.4208493787	ROD_01201	0.4933291354	ERS227112_02456	1.1566827075	BN373_06081	0.2144088641	ENC_46270	0.6687760385
aceF	pyruvate dehydrogenase, dihydrolipoyltransacetylase component E2	b0115	0	BW25113_0115	0.9557798547	ETEC_0111	0.9683687607	CS17_00125	0.3886704216	NCTC13441_03866	1.816598783	EC958_0257	1.1566494089	t0159	3.5642769889	SEN0157	1.507985664	STM_MW01591	1.7229848075	STMMW_01591	1.4326030153	SL3261_0153	1.5743284915	SL1344_0153	1.5508799886	ROD_01211	0.6361105197	ERS227112_02457	1.3369983492	BN373_06091	0.1112841094	ENC_46280	0.8426488047
acpP	acyl carrier protein (ACP)	b1094	7	BW25113_1094	1.1549180088	ETEC_1159	2.4934065483	CS17_01232	2.518202945	NCTC13441_02818	1.8940869132	EC958_1290	2.1129733146	t1724	2.4552479294	SEN1853	2.3770862072	STM_MW12051	1.7352557764	STMMW_12051	2.3203369437	SL3261_1133	2.056584631	SL1344_1133	2.5598838551	ROD_11561	2.5652119672	ERS227112_03570	1.8777366305	BN373_17061	1.8404049128	ENC_15450	1.9689632187
acpS	holo-[acyl-carrier-protein] synthase 1	b2563	7	BW25113_2563	1.5773623421	ETEC_2776	2.5459000288	CS17_02852	2.8309682867	NCTC13441_01176	1.785703788	EC958_2869	2.2859313039	t0280	1.3389886843	SEN2557	2.9883516318	STM_MW25931	1.1512446727	STMMW_25931	1.3831310621	SL3261_2539	2.1038158639	SL1344_2539	2.4469518383	ROD_25091	1.6742915324	ERS227112_00025	2.0736831935	BN373_35461	2.0939767357	ENC_36980	1.8276986371
acrA	multidrug efflux system	b0463	0	BW25113_0463	-0.7727129172	ETEC_0515	-0.6610118628	CS17_00495	-1.1631425308	NCTC13441_03515	-0.5782494294	EC958_0602	0.3749836457	t2384	-0.7008558034	SEN0457	-0.588586415	STM_MW05461	-0.243820127	STMMW_05461	-0.6138643819	SL3261_0469	-0.7590832773	SL1344_0469	0.4790023432	ROD_05181	-0.7337091493	ERS227112_02797	3.2161821252	BN373_09321	-0.3237844958		
acrB	multidrug efflux system protein	b0462	0	BW25113_0462	-0.9498816269	ETEC_0514	-0.4831829604	CS17_00494	-0.842253499	NCTC13441_03516	-0.3958783779	EC958_0601	0.4306284094	t2385	-0.6692522591	SEN0456	-0.4730250035	STM_MW05451	0.2481178872	STMMW_05451	-0.4325230542	SL3261_0468	-0.5828651564	SL1344_0468	0.3793939429	ROD_05171	-0.3953249784	ERS227112_02796	6.4817963058	BN373_09311	-0.4576899873	ENC_22660	-0.335619563
adk	adenylate kinase	b0474	7	BW25113_0474	2.2049493324	ETEC_0526	3.0121099576	CS17_00506	2.1726532835	NCTC13441_03504	2.205975825	EC958_0613	2.9452029888	t2372	1.8279508898	SEN0469	1.5462392595	STM_MW05581	0.854970686	STMMW_05581	2.2036394607	SL3261_0481	2.5095615486	SL1344_0481	2.9051173874	ROD_05321	2.8839783306	ERS227112_02809	2.2255433326	BN373_09441	2.722822984	ENC_22520	2.5926917623
alsK	D-allose kinase	b4084	7	BW25113_4084	-0.1640026495	ETEC_4394	-0.3046292824	NCTC13441_04379	-0.221770201	EC958_4565	-0.5372756392	ROD_34691	-0.4902901168	ENC_05180	-0.0677273628																		
apl	phage regulatory protein	t4336	1.6709296504	SL3261_2707	0.7590714412	SL1344_2707	1.0047692475																										
