KlePn.2_04711_2-305_NEs	0.000000	1.249102	0.155667	1.283309	1.316231	1.232467	0.001104	1.249102	1.218554	1.205712	1.250999	1.061474	1.257040	1.067637	0.154259	1.275903	1.335965	1.409918	1.264828	1.278004	1.403929	1.128363	1.403929	1.113036	3.122483	1.422818	1.219739	1.214171	1.223188	1.217619	3.122483	1.402043	1.403929	1.113036	1.523416	1.570710	0.155482	1.232716	0.144556	1.287160	1.264828	1.278004	1.262564	1.064403	1.290200	1.155887	0.147303	1.238460	1.362759	1.389064	1.364918	1.458439	1.591705	1.417217	1.142189	0.141269	1.236204	3.122483	1.422818	3.122483	1.429766	1.536919	0.147303	1.244251	1.597825	0.149992	1.275903	1.403929	1.109529	1.364918	1.531211	3.230959	1.379640	3.122483	1.422818	1.769602	1.180159	3.084063	1.449138	1.335965	1.412204	1.276391	1.321569	1.233654	1.212289	1.591705	1.354014	1.305033	1.740610	1.137379	0.155667	1.275903	0.148660	1.257423	1.335037	1.416496	1.247812	1.304339	1.223188	1.217619	1.335965	1.409918	0.152805	1.232716
KlePn.2_04711_315-552_NEs	1.249102	0.000000	1.228424	0.098329	1.347229	1.057610	1.249102	0.002814	1.064722	1.035365	1.074365	0.968341	1.112261	1.016906	1.234115	0.098329	1.356706	1.125422	1.369328	1.222631	1.112183	1.071712	1.112183	1.052397	1.399442	1.229742	1.018157	1.054223	1.048497	1.046711	1.399442	1.219495	1.112183	1.052397	1.180198	1.223345	1.184630	0.116843	1.237254	0.091794	1.369328	1.222631	1.101515	1.016906	1.066834	1.116900	1.183469	0.123429	1.364468	1.099510	1.271039	1.127511	1.218475	1.103702	1.049697	1.213267	0.108251	1.399442	1.229742	1.399442	1.231189	1.186046	1.183469	0.125063	1.218409	1.229210	0.095091	1.112183	1.052397	1.272719	1.144101	1.112367	1.120055	1.399442	1.229742	1.539780	1.676131	1.149154	1.239881	1.356706	1.125422	1.369825	1.211030	1.025878	1.044066	1.218475	1.382010	1.060288	1.561661	1.689176	1.228424	0.098329	1.210417	0.115598	1.373618	1.120202	1.369328	1.216945	1.048497	1.046711	1.356706	1.125422	1.169298	0.116843
SalEn.2_MW45241_2-298_NEs	0.155667	1.228424	0.000000	1.274175	1.271475	1.204525	0.157213	1.234115	1.164713	1.115871	1.163755	1.042604	1.136082	0.990575	0.001128	1.266865	1.356996	1.479644	1.163255	1.443878	1.242489	1.088827	1.242489	1.074127	2.777610	1.310211	1.144061	1.097358	1.169034	1.099374	2.738923	1.325728	1.242489	1.074127	1.430138	1.462864	0.132994	1.253845	0.011354	1.264977	1.163255	1.443878	1.146390	0.987924	1.161259	1.058682	0.130785	1.272579	1.353967	1.441050	1.322900	1.375215	1.487777	1.254980	1.090570	0.141135	1.283482	2.777610	1.310211	2.738923	1.330913	1.442149	0.130785	1.278458	1.487388	0.004523	1.259646	1.242489	1.070902	1.322900	1.419448	2.770222	1.194265	2.777610	1.310211	1.680126	1.061638	2.738923	1.329496	1.356996	1.481819	1.193107	1.493185	1.180599	1.106585	1.487777	1.347330	1.335526	1.642933	1.030863	0.000000	1.266865	0.129687	1.258733	1.340995	1.471752	1.160041	1.467853	1.169034	1.099374	1.356996	1.479644	0.126613	1.253845
SalEn.2_MW45241_315-553_NEs	1.283309	0.098329	1.274175	0.000000	1.480870	1.049563	1.283309	0.098329	1.067085	1.054441	1.010682	0.962672	1.046099	0.962664	1.280160	0.000000	1.412642	1.106866	1.421914	1.159308	1.083386	1.089756	1.083386	1.069975	1.831022	1.272928	1.027131	1.068232	1.043173	1.055788	1.831022	1.261842	1.083386	1.069975	1.243313	1.291867	1.294922	0.104993	1.262867	0.014182	1.421914	1.159308	1.035921	0.978165	1.016536	1.114089	1.260546	0.111469	1.411910	1.080831	1.336122	1.131788	1.286322	1.081029	1.082555	1.256877	0.104952	1.831022	1.272928	1.831022	1.281522	1.243313	1.260546	0.113077	1.267162	1.267526	0.005643	1.083386	1.087248	1.319580	1.126967	1.483222	1.151875	1.831022	1.272928	1.650972	1.593062	1.295447	1.257899	1.412642	1.106866	1.421954	1.137249	1.027963	1.057028	1.286322	1.421926	1.045862	1.674523	1.606116	1.274175	0.000000	1.302312	0.106964	1.431175	1.095073	1.421914	1.153715	1.043173	1.055788	1.412642	1.106866	1.266435	0.104993
CitRo.1_44661_1-287_NEs	1.316231	1.347229	1.271475	1.480870	0.000000	1.357836	1.322408	1.347229	0.893312	1.277886	0.907604	1.113337	0.843885	1.081982	1.271475	1.480870	0.136870	1.507094	0.158037	1.647101	0.894922	1.067755	0.894922	1.054001	0.720214	1.273341	0.891666	1.255203	0.887240	1.261582	0.689421	1.251291	0.894922	1.054001	1.172661	1.279880	1.312201	1.569603	1.232523	1.508259	0.158037	1.647101	0.847671	1.075629	0.818119	1.181180	1.252900	1.591603	0.139641	1.501958	0.183166	1.385484	1.295404	0.885829	1.070678	1.358596	1.384876	0.720214	1.273341	0.689421	1.254779	1.162503	1.252900	1.591603	1.334442	1.251562	1.509880	0.894922	1.054001	0.184680	1.471583	0.797783	1.174080	0.720214	1.273341	1.165253	1.477935	0.813082	1.335565	0.137388	1.516044	0.159342	1.598449	0.886623	1.281738	1.295404	0.165350	1.527860	1.164220	1.486498	1.271475	1.480870	1.280047	1.621167	0.136746	1.476681	0.159481	1.658066	0.887240	1.261582	0.136870	1.507094	1.266468	1.569603
CitRo.1_44661_302-515_NEs	1.232467	1.057610	1.204525	1.049563	1.357836	0.000000	1.238429	1.063277	1.341180	1.023644	1.285814	1.060136	1.167312	1.000241	1.204525	1.049563	1.422383	0.188118	1.303341	0.183175	1.204261	1.093308	1.204261	1.106298	1.889672	1.354695	1.339250	1.028706	1.348506	1.032641	1.824245	1.345378	1.204261	1.106298	1.313693	1.370216	1.325212	1.102976	1.187016	1.053116	1.303341	0.183175	1.180436	0.994517	1.152891	1.092361	1.331238	1.128679	1.386561	0.186005	1.324380	0.182022	1.385702	1.243828	1.101945	1.265894	1.037195	1.889672	1.354695	1.824245	1.345378	1.278439	1.331238	1.134591	1.393838	1.192306	1.060908	1.204261	1.106298	1.324380	0.186241	2.019724	1.244118	1.889672	1.354695	1.330443	1.468426	1.766299	1.294670	1.422383	0.188118	1.318988	0.179431	1.341375	1.003542	1.385702	1.392823	0.159537	1.362195	1.492812	1.204525	1.049563	1.330051	1.081383	1.430563	0.182155	1.289538	0.181266	1.348506	1.032641	1.422383	0.188118	1.305872	1.102976
KlePn.1_02324_2-305_NEs	0.001104	1.249102	0.157213	1.283309	1.322408	1.238429	0.000000	1.249102	1.230595	1.218066	1.264373	1.071749	1.262564	1.078047	0.155801	1.275903	1.323418	1.416429	1.277705	1.283250	1.410955	1.132675	1.410955	1.117224	3.122483	1.422818	1.231731	1.226560	1.235337	1.230180	3.122483	1.402043	1.410955	1.117224	1.523416	1.570710	0.155615	1.232716	0.146073	1.287160	1.277705	1.283250	1.268166	1.074730	1.296011	1.160470	0.147427	1.238460	1.349862	1.395331	1.371429	1.466100	1.591705	1.424358	1.146575	0.142758	1.236204	3.122483	1.422818	3.122483	1.429766	1.536919	0.147427	1.244251	1.597825	0.151522	1.275903	1.410955	1.113674	1.371429	1.538906	3.230959	1.379640	3.122483	1.422818	1.751135	1.184831	3.084063	1.449138	1.323418	1.418706	1.289472	1.327566	1.245900	1.224801	1.591705	1.360591	1.310400	1.722390	1.141642	0.157213	1.275903	0.148786	1.257423	1.322500	1.423109	1.260441	1.309834	1.235337	1.230180	1.323418	1.416429	0.152935	1.232716
KlePn.1_02324_315-552_NEs	1.249102	0.002814	1.234115	0.098329	1.347229	1.063277	1.249102	0.000000	1.058696	1.035365	1.068180	0.973571	1.105928	1.022340	1.239817	0.098329	1.356706	1.118775	1.369328	1.222631	1.106058	1.071712	1.106058	1.052397	1.399442	1.229742	1.012327	1.054223	1.042545	1.046711	1.399442	1.219495	1.106058	1.052397	1.174364	1.223345	1.178070	0.120126	1.242938	0.091794	1.369328	1.222631	1.095242	1.022340	1.060849	1.104063	1.176929	0.126736	1.364468	1.092993	1.271039	1.133064	1.218475	1.097608	1.049697	1.218984	0.108251	1.399442	1.229742	1.399442	1.231189	1.180198	1.176929	0.128375	1.218409	1.234871	0.095091	1.106058	1.052397	1.272719	1.149728	1.112367	1.120055	1.399442	1.229742	1.531471	1.676131	1.199993	1.233326	1.356706	1.118775	1.369825	1.211030	1.020055	1.044066	1.218475	1.382010	1.065562	1.553158	1.689176	1.234115	0.098329	1.203673	0.118888	1.373618	1.113571	1.369328	1.216945	1.042545	1.046711	1.356706	1.118775	1.162817	0.120126
EscCo.2_49700_1-295_NEs	1.218554	1.064722	1.164713	1.067085	0.893312	1.341180	1.230595	1.058696	0.000000	0.984777	0.126339	0.961888	0.138493	0.928516	1.164713	1.067085	0.970993	1.322398	0.962870	1.329817	0.144372	1.020907	0.144372	1.001639	0.701107	1.187906	0.025195	0.989701	0.005652	0.974838	0.701107	1.186172	0.144372	1.001639	1.201199	1.153411	1.230058	1.091647	1.161290	1.039068	0.962870	1.329817	0.139624	0.923076	0.116277	0.981740	1.226699	1.113017	0.947593	1.313825	1.025258	1.345425	1.168398	0.144302	1.010165	1.234053	1.005303	0.701107	1.187906	0.701107	1.190013	1.191094	1.226699	1.113017	1.155988	1.160148	1.067085	0.144372	1.001639	1.020975	1.366988	0.701107	1.032771	0.701107	1.187906	1.028352	1.638267	0.764243	1.199269	0.970993	1.331353	0.951573	1.285712	0.015932	0.968656	1.168398	0.946682	1.313780	1.009491	1.646692	1.164713	1.067085	1.233069	1.113405	0.954916	1.318725	0.962870	1.341777	0.005652	0.974838	0.970993	1.322398	1.207606	1.091647
EscCo.2_49700_304-531_NEs	1.205712	1.035365	1.115871	1.054441	1.277886	1.023644	1.218066	1.035365	0.984777	0.000000	0.938897	0.168829	0.989130	0.166605	1.115871	1.037978	1.255748	1.115744	1.151978	1.223443	0.970944	0.157252	0.970944	0.156911	2.267996	1.067600	0.985784	0.023584	0.968800	0.016218	2.267996	1.042583	0.970944	0.155158	1.101709	1.185316	1.098205	0.973213	1.112424	1.030547	1.151978	1.223443	0.991882	0.162171	0.948178	0.140614	1.083689	0.978695	1.274608	1.127620	1.240999	1.158745	1.186372	0.952427	0.165508	1.151286	0.989903	2.267996	1.067600	2.267996	1.067616	1.103162	1.083689	0.983942	1.192249	1.111670	1.043432	0.970944	0.154335	1.227036	1.160247	2.104215	1.004853	2.267996	1.067600	1.446451	1.332584	2.795121	1.076692	1.255748	1.119228	1.125001	1.233362	0.979688	0.017642	1.186372	1.191338	1.081741	1.426816	1.355460	1.115871	1.037978	1.061888	0.977037	1.246069	1.122013	1.164071	1.223443	0.968800	0.016218	1.255748	1.115744	1.078959	0.973213
EntCo.1_18960_1-287_NEs	1.250999	1.074365	1.163755	1.010682	0.907604	1.285814	1.264373	1.068180	0.126339	0.938897	0.000000	0.915324	0.100903	0.860797	1.163755	1.010682	0.968255	1.214138	0.963857	1.333434	0.154698	0.964597	0.154698	0.951633	0.951633	1.235290	0.134660	0.956051	0.127832	0.941448	0.941448	1.232893	0.154698	0.951633	1.153437	1.160747	1.260318	1.101056	1.153005	1.009606	0.963857	1.333434	0.098101	0.855480	0.115443	0.924715	1.242818	1.108760	0.967117	1.211242	0.979493	1.228571	1.176794	0.157425	0.966735	1.197686	0.993207	0.993207	1.235290	1.235290	1.242590	1.153437	1.242818	1.108760	1.162833	1.151818	1.010682	0.154698	0.951633	0.975148	1.274520	1.274520	1.040002	1.040002	1.235290	1.069850	1.524914	1.524914	1.184416	0.968255	1.214138	0.952185	1.287987	0.134654	0.935580	1.176794	0.931599	1.329566	1.070288	1.524914	1.163755	1.010682	1.283448	1.123572	0.960724	1.224001	0.955270	1.345718	0.127832	0.941448	0.968255	1.214138	1.236306	1.101056
EntCo.1_18960_296-523_NEs	1.061474	0.968341	1.042604	0.962672	1.113337	1.060136	1.071749	0.973571	0.961888	0.168829	0.915324	0.000000	0.996841	0.115986	1.042604	0.965699	1.107008	1.076183	1.104133	1.177747	0.966840	0.167979	0.966840	0.167659	2.842798	1.061936	0.982035	0.168355	0.965277	0.158311	2.842798	1.051593	0.966840	0.165870	0.993460	1.122610	1.049195	0.949267	1.028033	0.958733	1.104133	1.177747	0.993757	0.119065	0.939042	0.152449	1.040434	0.948397	1.130602	1.069623	1.178207	1.130513	1.123950	0.978229	0.170551	1.143697	0.920655	2.842798	1.061936	2.842798	1.061950	0.995281	1.040434	0.953518	1.122294	1.032636	0.970901	0.966840	0.170845	1.164594	1.132202	2.577348	0.933985	2.842798	1.061936	1.348453	1.275128	3.104716	1.008469	1.107008	1.073925	1.092484	1.175037	0.969657	0.168841	1.123950	1.079306	1.091890	1.357715	1.290018	1.042604	0.965699	1.013997	0.959203	1.084574	1.069392	1.115394	1.177747	0.965277	0.158311	1.107008	1.076183	1.025797	0.949267
KlePn.2_14161_1-295_NEs	1.257040	1.112261	1.136082	1.046099	0.843885	1.167312	1.262564	1.105928	0.138493	0.989130	0.100903	0.996841	0.000000	0.914504	1.136082	1.046099	0.910303	1.157269	0.933525	1.184377	0.157724	0.977602	0.157724	0.964469	0.785419	1.226137	0.151221	0.994109	0.137279	0.973340	0.785419	1.217834	0.157724	0.964469	1.179600	1.174581	1.231439	1.138013	1.125921	1.052312	0.933525	1.184377	0.004556	0.909026	0.098944	0.974914	1.201365	1.145783	0.905002	1.155556	0.930633	1.160267	1.179232	0.160396	0.979687	1.227468	1.076542	0.785419	1.226137	0.785419	1.227306	1.169394	1.201365	1.145783	1.182081	1.131641	1.046099	0.157724	0.964469	0.926560	1.231015	0.785419	1.057677	0.785419	1.226137	1.091585	1.520663	0.721151	1.204049	0.910303	1.170326	0.944045	1.151642	0.144207	0.978434	1.179232	0.890562	1.266045	1.085848	1.520663	1.136082	1.046099	1.234527	1.161278	0.894986	1.154759	0.925515	1.196758	0.137279	0.973340	0.910303	1.157269	1.208598	1.138013
KlePn.2_14161_304-530_NEs	1.067637	1.016906	0.990575	0.962664	1.081982	1.000241	1.078047	1.022340	0.928516	0.166605	0.860797	0.115986	0.914504	0.000000	0.990575	0.962664	1.111613	0.999670	1.068756	1.118385	0.916352	0.171855	0.916352	0.175526	3.063739	1.107765	0.912698	0.160437	0.931638	0.157142	3.063739	1.096398	0.916352	0.173718	1.012201	1.147025	1.070877	0.949778	0.977299	0.967001	1.068756	1.118385	0.928833	0.002942	0.857471	0.164502	1.039740	0.943993	1.135764	0.988836	1.134699	1.036767	1.148274	0.944420	0.177138	1.108225	0.988568	3.063739	1.107765	3.063739	1.107787	1.013989	1.039740	0.949141	1.140773	0.987306	0.967906	0.916352	0.173718	1.121470	1.038709	2.845739	0.931145	3.063739	1.107765	1.320298	1.152774	3.346567	1.013086	1.111613	0.997923	1.063732	1.121175	0.930677	0.162661	1.148274	1.059213	1.044379	1.319371	1.180367	0.990575	0.962664	1.018558	0.965062	1.089053	0.993429	1.079576	1.118385	0.931638	0.157142	1.111613	0.999670	1.036395	0.949778
SalEn.3_4508_2-298_NEs	0.154259	1.234115	0.001128	1.280160	1.271475	1.204525	0.155801	1.239817	1.164713	1.115871	1.163755	1.042604	1.136082	0.990575	0.000000	1.272829	1.356996	1.479644	1.163255	1.443878	1.242489	1.088827	1.242489	1.074127	2.724304	1.310211	1.144061	1.097358	1.169034	1.099374	2.683592	1.325728	1.242489	1.074127	1.422814	1.455238	0.131642	1.259688	0.010211	1.270894	1.163255	1.443878	1.146390	0.987924	1.161259	1.058682	0.129433	1.278458	1.353967	1.441050	1.322900	1.375215	1.480066	1.254980	1.090570	0.139757	1.289505	2.724304	1.310211	2.683592	1.330913	1.434760	0.129433	1.284346	1.479681	0.003390	1.265592	1.242489	1.070902	1.322900	1.419448	2.707009	1.194265	2.724304	1.310211	1.680126	1.061638	2.683592	1.329496	1.356996	1.481819	1.193107	1.493185	1.180599	1.106585	1.480066	1.347330	1.335526	1.642933	1.030863	0.001128	1.272829	0.128334	1.264616	1.340995	1.471752	1.160041	1.467853	1.169034	1.099374	1.356996	1.479644	0.125268	1.259688
SalEn.3_4508_315-552_NEs	1.275903	0.098329	1.266865	0.000000	1.480870	1.049563	1.275903	0.098329	1.067085	1.037978	1.010682	0.965699	1.046099	0.962664	1.272829	0.000000	1.412642	1.094140	1.421914	1.142113	1.083386	1.089756	1.083386	1.069975	1.831022	1.270801	1.027131	1.051434	1.043173	1.055788	1.831022	1.259672	1.083386	1.069975	1.241188	1.290015	1.287644	0.104993	1.255638	0.014182	1.421914	1.142113	1.035921	0.962664	1.016536	1.114089	1.253416	0.111469	1.411910	1.068334	1.336122	1.114689	1.284458	1.081029	1.079801	1.249711	0.104952	1.831022	1.270801	1.831022	1.279434	1.241188	1.253416	0.113077	1.265227	1.260286	0.005643	1.083386	1.069975	1.319580	1.110014	1.483222	1.149156	1.831022	1.270801	1.638857	1.593062	1.295447	1.255666	1.412642	1.094140	1.421954	1.120432	1.027963	1.040372	1.284458	1.421926	1.040052	1.661994	1.606116	1.266865	0.000000	1.294959	0.106964	1.431175	1.082428	1.421914	1.136591	1.043173	1.055788	1.412642	1.094140	1.259285	0.104993
