SalEn.3_4023_4-501_NEs	0.000000	2.180427	2.097963	2.173689	1.972949	1.224636	2.198007	2.078260	2.325148	1.634546	2.015150	1.530742	2.140490	1.591625	2.091413	1.656298	2.073677	1.995149	1.411160	2.325148	1.663073	0.005350	2.014556	1.272758	1.986017	1.216128	1.962444	1.986017	1.361096	1.236442	2.191401	1.978042	1.962823	2.127643	1.990165	2.055015	1.521015	1.974420	2.015150	1.530742	2.325148	1.663073	2.067270	1.969276	1.846609	1.935182	2.070444	1.957843	1.203119	1.972098	2.170735	0.006021	2.052405	1.861500	2.059320	1.665563	1.995142	1.580813	1.963467	1.994976	1.308727	1.417843	1.294926	1.866251	1.928021	1.210953	1.215397	1.231099	1.972098	2.170735	1.304899	1.236344	1.227150	0.000000	1.280660	2.173689	1.972949	1.818267	1.923546	1.267933	2.189876	1.981327	2.325148	1.663073	2.322600	1.653136	2.073677	1.995149	1.694381	2.044368	1.218585	1.973988	1.595899	1.800234	2.010620	1.290640	1.962444	1.966700	1.408733	2.079865	1.553881	1.962444	1.866251	1.928021	1.972098	2.170735	2.083752	1.969276	1.963648	2.073909	1.957843	2.173689	1.972949	1.972098	2.197633	1.275667	1.981030	2.205837	1.275667	0.000000	1.377981
KlePn.2_04711_3-298_NEs	2.180427	0.000000	1.436893	0.156006	1.500917	1.625694	0.001135	1.436785	1.240816	1.410529	1.132099	1.456952	1.071159	1.399655	1.055080	1.385045	0.148537	1.504810	1.935500	1.240816	1.389031	2.180427	2.314777	1.824976	2.345221	1.704725	2.234002	2.345221	2.070615	1.724699	0.144771	1.517076	2.164981	0.149944	1.546607	1.166568	1.473887	2.235994	1.132099	1.456952	1.240816	1.389031	0.899222	1.215820	0.991733	1.213417	0.156819	1.482927	1.828551	0.976637	1.295723	2.181857	0.136099	1.393223	1.060716	1.385045	1.140339	1.507808	2.330209	2.291725	1.856182	1.924502	1.813885	0.982893	1.214455	1.828551	1.999999	1.747808	0.976637	1.295723	1.874440	2.038895	1.632336	2.180427	1.790011	0.154590	1.505991	0.951502	1.203990	2.070072	0.150280	1.497603	1.240816	1.389031	1.239335	1.411640	0.148537	1.496621	0.895927	1.227717	1.711693	1.133431	1.491728	0.983635	1.212655	1.787020	2.234002	1.938801	1.927233	1.144178	1.441096	2.234002	0.982893	1.214455	0.976637	1.295723	0.911357	1.207876	1.917470	0.154105	1.491082	0.156006	1.505991	0.979173	1.284638	1.799594	0.982786	1.296883	1.799594	2.180427	1.934882
KlePn.2_04711_319-552_NEs	2.097963	1.436893	0.000000	1.505081	0.098425	2.245315	1.423223	0.002863	1.386849	1.099145	1.312654	1.048196	1.353122	0.987345	1.347777	1.065020	1.422197	0.123882	2.026486	1.386849	1.091071	2.097963	2.159672	1.973498	2.600271	1.836496	2.909203	2.600271	2.019418	2.462248	1.482790	0.091808	2.840281	1.447230	0.114266	1.299912	1.055736	2.880068	1.312654	1.048196	1.386849	1.091071	1.330068	1.118985	1.424365	1.198407	1.455381	0.115545	2.085490	1.556304	1.182703	2.080768	1.520937	0.105087	1.360850	1.059632	1.363138	1.126634	2.582975	2.178214	2.061240	2.044525	1.684495	1.447731	1.199370	2.085490	1.901708	2.471725	1.556304	1.182703	2.036375	2.289096	2.220955	2.097963	1.849777	1.505081	0.098425	1.416597	1.205983	2.277401	1.488764	0.095146	1.386849	1.091071	1.393630	1.083351	1.422197	0.122219	1.339355	1.062638	1.836496	1.324909	1.037761	1.450199	1.206216	1.847090	2.909203	1.641310	2.005911	1.314042	1.040323	2.909203	1.447731	1.199370	1.556304	1.182703	1.329085	1.124625	1.613553	1.427911	0.115545	1.505081	0.098425	1.532429	1.168581	1.837100	1.540226	1.177979	1.837100	2.097963	1.948228
SalEn.2_MW45241_3-296_NEs	2.173689	0.156006	1.505081	0.000000	1.537368	1.640246	0.157561	1.505061	1.294109	1.410061	1.227923	1.385705	1.192429	1.339287	1.185118	1.261044	0.132410	1.557944	1.949542	1.294109	1.388374	2.173689	2.420133	2.009939	2.418638	1.803002	2.454467	2.418638	2.192647	1.825616	0.011479	1.564029	2.389221	0.129873	1.552500	1.202498	1.402022	2.461140	1.227923	1.385705	1.294109	1.388374	0.929074	1.158921	0.974842	1.152116	0.134671	1.510774	1.854983	0.943114	1.239371	2.175102	0.141446	1.493318	1.192404	1.268772	1.256656	1.417689	2.420061	2.419296	2.061487	1.945358	1.778018	0.967133	1.168148	1.854983	2.025035	1.833223	0.943114	1.239371	2.082949	2.078596	1.646942	2.173689	1.818140	0.001140	1.551491	0.952005	1.177101	2.170784	0.004573	1.551491	1.294109	1.388374	1.303365	1.411186	0.132410	1.549318	0.827425	1.135820	1.803256	1.218865	1.434289	0.972186	1.171745	1.829405	2.454467	1.940980	1.941399	1.235984	1.372595	2.454467	0.967133	1.168148	0.943114	1.239371	0.912747	1.165403	1.905917	0.128195	1.519281	0.000000	1.551491	0.941572	1.245810	1.835927	0.948991	1.239371	1.835927	2.173689	1.963989
SalEn.2_MW45241_319-554_NEs	1.972949	1.500917	0.098425	1.537368	0.000000	2.184973	1.493400	0.099564	1.421995	1.112840	1.341801	1.087605	1.320741	0.997618	1.373935	1.013741	1.452593	0.112915	1.912327	1.421995	1.104562	1.972949	2.412270	1.786303	2.830152	1.716278	3.209151	2.830152	1.936545	2.500965	1.522824	0.014364	3.132354	1.495433	0.106722	1.329527	1.083929	3.170426	1.341801	1.087605	1.421995	1.104562	1.380280	1.112751	1.416913	1.205934	1.517171	0.105264	2.297984	1.449401	1.207668	1.956108	1.516478	0.103484	1.380651	1.019610	1.394506	1.120406	2.830627	2.428210	2.073053	1.918694	1.748136	1.431356	1.206882	2.297984	1.902888	2.488465	1.449401	1.207668	2.028948	2.323289	2.162148	1.972949	1.816263	1.537368	0.000000	1.407239	1.208068	2.252470	1.528917	0.005714	1.421995	1.104562	1.435978	1.108677	1.452593	0.111844	1.325194	1.039184	1.716278	1.362188	1.070812	1.424424	1.181507	1.806091	3.209151	1.693609	1.921357	1.342859	1.067708	3.209151	1.431356	1.206882	1.449401	1.207668	1.372559	1.112751	1.655520	1.475055	0.104739	1.537368	0.000000	1.427334	1.193274	1.804299	1.434804	1.209087	1.804299	1.972949	1.860895
KlePn.1_04266_1-496_NEs	1.224636	1.625694	2.245315	1.640246	2.184973	0.000000	1.642034	2.234911	1.830948	1.925508	1.617083	1.645103	1.782073	1.847106	1.591501	1.750194	1.646942	2.108293	1.031214	1.830948	1.924179	1.221303	1.814376	1.071990	2.173682	0.946152	2.117588	2.177448	0.973638	0.822005	1.641721	2.181175	2.105895	1.638635	2.098931	1.656257	1.650990	2.126432	1.617083	1.645103	1.830948	1.924179	2.067585	2.307739	1.789915	2.146517	1.630819	2.100567	0.913953	1.801832	2.423511	1.221356	1.578133	2.270831	1.569651	1.741543	1.771542	1.901245	2.207846	1.809743	0.996943	1.037272	0.990487	1.775105	2.124150	0.908941	0.926262	0.822856	1.801832	2.423511	0.993377	1.130452	0.003382	1.224636	1.033879	1.640246	2.184973	1.742410	2.163413	1.035803	1.655002	2.194684	1.830948	1.924179	1.821094	1.939168	1.646942	2.099278	1.715492	2.041199	0.938616	1.632975	1.664548	1.739618	2.167312	1.031233	2.117588	1.967622	1.030443	1.678049	1.663455	2.117588	1.775105	2.124150	1.801832	2.423511	2.066311	2.317888	1.984187	1.618429	2.100567	1.640246	2.184973	1.794050	2.422680	1.037729	1.794050	2.405487	1.037729	1.224636	1.028365
KlePn.1_02324_3-298_NEs	2.198007	0.001135	1.423223	0.157561	1.493400	1.642034	0.000000	1.423101	1.232375	1.395862	1.124725	1.440739	1.064037	1.385071	1.048170	1.370645	0.148662	1.490560	1.924231	1.232375	1.374813	2.198007	2.287965	1.837543	2.318867	1.695740	2.216611	2.318867	2.056323	1.735150	0.146297	1.509454	2.148408	0.150071	1.531617	1.158908	1.457616	2.218261	1.124725	1.440739	1.232375	1.374813	0.901363	1.210410	0.994287	1.208450	0.156953	1.468890	1.839478	0.979173	1.283498	2.199451	0.137585	1.386805	1.053722	1.370645	1.132727	1.499321	2.303861	2.321811	1.845605	1.913428	1.832377	0.985393	1.209510	1.839478	2.022470	1.758478	0.979173	1.283498	1.863610	2.026710	1.648728	2.198007	1.807134	0.156141	1.498392	0.953869	1.199146	2.056184	0.151819	1.490080	1.232375	1.374813	1.230911	1.397072	0.148662	1.482469	0.902407	1.216573	1.702653	1.126073	1.474961	0.986139	1.207633	1.804299	2.216611	1.918822	1.916023	1.136699	1.425476	2.216611	0.985393	1.209510	0.979173	1.283498	0.913560	1.202533	1.897881	0.154237	1.476947	0.157561	1.498392	0.981728	1.272584	1.816934	0.985356	1.284638	1.816934	2.198007	1.923467
KlePn.1_02324_319-553_NEs	2.078260	1.436785	0.002863	1.505061	0.099564	2.234911	1.423101	0.000000	1.409318	1.099145	1.333138	1.048196	1.376112	0.992427	1.369524	1.070514	1.422078	0.128287	2.046918	1.409318	1.091071	2.078260	2.168842	1.973498	2.590615	1.836496	2.898126	2.590615	2.019418	2.451418	1.482737	0.092967	2.828896	1.447134	0.118687	1.320094	1.055736	2.869080	1.333138	1.048196	1.409318	1.091071	1.332034	1.113359	1.426521	1.192947	1.455294	0.118877	2.063883	1.566942	1.182703	2.060911	1.520943	0.105087	1.382939	1.065111	1.384804	1.114520	2.573180	2.187465	2.061240	2.065187	1.684495	1.449981	1.193935	2.063883	1.892815	2.460973	1.566942	1.182703	2.036375	2.278423	2.210420	2.078260	1.841232	1.505061	0.099564	1.425950	1.200563	2.256439	1.488719	0.096295	1.409318	1.091071	1.416195	1.083351	1.422078	0.125574	1.354961	1.062638	1.836496	1.345690	1.037761	1.452456	1.200734	1.838644	2.898126	1.651207	2.026486	1.334291	1.040323	2.898126	1.449981	1.193935	1.566942	1.182703	1.331062	1.118985	1.623153	1.427797	0.119951	1.505061	0.099564	1.542881	1.168581	1.828640	1.550710	1.177979	1.828640	2.078260	1.968230
SalEn.10783_1-295_NEs	2.325148	1.240816	1.386849	1.294109	1.421995	1.830948	1.232375	1.409318	0.000000	1.186607	0.143532	1.197487	0.154923	1.177707	0.157992	1.133468	1.349726	1.335312	1.593005	0.000000	1.186260	2.325148	2.687517	1.766478	2.745427	1.586654	2.822284	2.745427	1.608197	1.941326	1.280186	1.439735	2.776764	1.357085	1.369726	0.148648	1.193309	2.853098	0.143532	1.197487	0.000000	1.186260	1.204963	1.277691	1.156954	1.321824	1.356832	1.301209	1.856903	1.049108	1.380174	2.325148	1.322687	1.362428	0.156371	1.134299	0.120444	1.163577	2.729077	2.757434	1.768526	1.602261	1.784308	1.173966	1.328919	1.856903	1.802832	1.924240	1.049108	1.380174	1.775846	1.767761	1.830948	2.325148	1.642370	1.294109	1.419860	1.187613	1.328438	1.857379	1.295264	1.426934	0.000000	1.186260	0.009073	1.168163	1.349726	1.314062	1.024959	1.297932	1.586654	0.144753	1.201913	1.169359	1.329630	1.645773	2.822284	2.381464	1.600706	0.151603	1.193052	2.822284	1.173966	1.328919	1.049108	1.380174	1.194736	1.284655	2.333006	1.342829	1.322274	1.294109	1.419860	1.047799	1.395246	1.659336	1.060525	1.381597	1.659336	2.325148	1.640347
SalEn.10783_314-527_NEs	1.634546	1.410529	1.099145	1.410061	1.112840	1.925508	1.395862	1.099145	1.186607	0.000000	1.171808	0.168921	1.149942	0.170243	1.195322	0.173422	1.306778	1.090221	1.397510	1.186607	0.012535	1.642601	2.121478	1.482409	2.003053	1.526738	1.957554	2.003053	1.442690	1.474901	1.395666	1.112188	1.952019	1.324168	1.083556	1.142707	0.167126	1.958043	1.171808	0.168921	1.186607	0.010959	1.295068	1.114284	1.298943	1.277112	1.335346	1.072990	1.650672	1.306432	1.303153	1.643973	1.432349	1.100515	1.194012	0.173422	1.216286	0.163069	1.994148	2.182740	1.705524	1.389244	1.616567	1.307746	1.276695	1.650672	1.597405	1.482129	1.306432	1.303153	1.739073	1.576724	1.925508	1.634546	1.682161	1.410061	1.112840	1.267351	1.281499	1.731489	1.402333	1.118458	1.186607	0.010959	1.178370	0.007807	1.306778	1.084670	1.288333	1.202376	1.526738	1.167227	0.164876	1.279870	1.282439	1.694971	1.957554	1.777375	1.390430	1.155142	0.171066	1.957554	1.307746	1.276695	1.306432	1.303153	1.304311	1.120088	1.750841	1.331241	1.072990	1.410061	1.112840	1.314670	1.279680	1.693246	1.329221	1.297196	1.693246	1.634546	1.368973
