EscCo.1_01677_1-504_NEs	0.000000	0.418651	1.193243	1.398247	1.207661	0.017368	1.371446	0.417287	1.207813	1.085494	1.578586	1.737832	1.327716	1.153555	1.147982	1.566804	2.001484	1.559581	2.001484	0.015341	1.186676	0.597466	1.150330	1.816878	1.518592	1.354280	1.182822	1.269076	1.259770	1.816878	1.518592	1.496918	1.233036	1.229188	1.369208	1.385312	1.695517	1.424153	0.418651	1.352603	0.609877	1.777971	1.467556	1.398247	1.219569	1.243584	1.542752	1.974886	1.349862	1.726526	1.467556	1.209325	1.081491	1.321798	0.417304	1.321708	1.255417	1.193243	1.248898	1.519549	1.451938	0.010625	1.542752	1.974886	1.333557	1.144204	1.225645	1.505066	1.458163	1.445792	1.518567	1.488009	1.330878	1.198407	1.761312	1.509436	1.630387	1.707633	1.245918	1.786867	1.511207	1.578586	1.737832	1.207971	1.202623	1.641032	1.623872	1.193252	1.227912	1.204215	1.352603	1.542752	1.974886	1.380549	1.324197	1.253075	1.193243	1.185505	1.085670	1.084079	1.184266	1.333557	1.237724	0.598424	1.194160	1.629472	1.721229	1.615556	1.621558	1.190408	1.241277	1.116339	1.804109	1.503712	1.349595	1.376184	1.873377	1.479649	1.221297	1.155314	1.194316	1.220230	1.049746	1.381992	1.203890	1.634057	1.717834	1.769426	1.525314	1.324229	1.285695	1.134590	1.366138	1.134590	1.777971	1.503818	1.363252	1.816878	1.518592	1.586631	1.717093	1.129226	1.228120	1.194937	1.695517	1.417634	0.418651	1.369220
SalEn.3_4023_1-503_NEs	0.418651	0.000000	1.232792	1.341781	1.205287	0.418107	1.441235	0.005297	1.176257	1.205698	1.368044	1.576342	1.223526	1.253631	1.252456	1.413318	1.628315	1.419598	1.653291	0.422940	1.236836	0.654648	1.226387	1.763190	1.453880	1.319214	1.229927	1.212000	1.303652	1.763190	1.453880	1.323782	1.220013	1.177154	1.444910	1.347020	1.644923	1.385803	0.000000	1.309824	0.679048	1.565151	1.406623	1.345025	1.276941	1.250222	1.405977	1.646127	1.314976	1.538052	1.406623	1.264438	1.211649	1.329121	0.005962	1.354902	1.350945	1.232792	1.356867	1.394574	1.467125	0.417050	1.405977	1.646127	1.349628	1.247064	1.182293	1.388338	1.473579	1.404163	1.582595	1.321380	1.333065	1.244676	1.562759	1.419271	1.577073	1.596873	1.249901	1.752802	1.432967	1.368044	1.576342	1.178164	1.206124	1.603937	1.542167	1.186187	1.235227	1.235101	1.309824	1.405977	1.646127	1.337252	1.354243	1.196768	1.232792	1.181365	1.160363	1.167342	1.192719	1.349628	1.191904	0.632517	1.241747	1.366702	1.576342	1.619568	1.525890	1.320359	1.201500	1.232028	1.749780	1.440116	1.336287	1.261592	1.643391	1.416842	1.305780	1.255509	1.304902	1.307282	1.169546	1.342751	1.334196	1.393208	1.544625	1.573470	1.425079	1.226010	1.281858	1.245336	1.438572	1.245336	1.565151	1.420130	1.363965	1.763190	1.453880	1.438301	1.569290	1.205727	1.196430	1.327328	1.644923	1.379959	0.000000	1.406057
SalEn.4_38661_1-495_BeL	1.193243	1.232792	0.000000	0.923687	0.795761	1.208444	0.924551	1.237550	1.035810	0.162938	1.360642	1.806034	0.880957	0.182832	0.177448	1.617130	1.560509	1.642562	1.569167	1.205919	0.970320	1.064200	0.148344	1.468960	1.671624	0.905892	0.972743	0.929637	0.866790	1.468960	1.671624	1.200300	0.861897	1.100985	0.927730	0.940113	1.508971	1.543704	1.232792	0.910706	1.082306	1.413521	1.629530	0.923687	0.902044	0.897121	1.654523	1.592825	0.907547	1.400191	1.629530	0.883003	0.909466	0.909502	1.238070	0.885474	0.902093	0.000000	0.903167	1.434153	1.275326	1.198899	1.654523	1.592825	0.898331	0.175563	1.036470	1.440653	1.280655	1.585012	1.347846	1.213741	0.906504	0.012204	1.460511	1.647874	1.439616	1.557738	0.892048	1.447703	1.651673	1.360642	1.806034	1.042084	0.794668	1.594041	1.561608	0.942456	1.068284	0.008112	0.910706	1.654523	1.592825	0.855900	0.884228	1.019803	0.000000	0.939046	0.923555	0.931045	1.002181	0.900399	1.024718	1.179708	0.967420	1.379576	1.806034	1.629226	1.577721	1.096206	1.016034	0.180555	1.446475	1.651698	0.914639	1.208785	1.506247	1.563122	1.093195	0.182907	1.203351	1.106411	0.922791	0.921807	1.102128	1.418475	1.758246	1.407361	1.623787	0.874072	1.042767	0.173967	0.921714	0.174801	1.413521	1.647874	0.903233	1.468960	1.671624	1.427784	1.622967	0.818620	1.037507	1.095595	1.516663	1.551979	1.232792	0.928456
EscCo.51900_1-499	1.398247	1.341781	0.923687	0.000000	0.885870	1.421482	1.093892	1.341688	1.095807	0.948108	1.906242	1.789836	1.076228	0.949322	0.919351	2.000829	1.807784	2.026227	1.783746	1.419710	1.087271	1.245702	0.917914	1.784391	1.576640	1.040109	1.092881	1.070907	1.235429	1.784391	1.576640	1.281649	0.222065	1.113815	1.085282	0.022308	1.686930	1.444003	1.341781	1.052805	1.210906	1.786398	1.679395	0.000666	1.254467	0.275591	2.010197	1.795171	1.048918	1.724581	1.679395	1.136707	0.957508	1.078770	1.332545	1.081608	1.172057	0.923687	1.165057	1.470066	1.567095	1.388661	2.010197	1.795171	1.092895	0.916868	1.134823	1.477584	1.582453	1.682159	1.523651	1.290263	1.099864	0.916913	1.766259	1.718777	1.949922	1.663943	0.273563	1.775465	1.569058	1.906242	1.789836	1.086608	0.888869	1.928174	1.817099	1.021325	1.133953	0.917351	1.052805	2.010197	1.795171	1.124059	1.082789	1.136543	0.923687	1.024804	0.900700	0.901838	1.129448	1.095408	1.132533	1.268809	1.101346	1.983772	1.782129	1.950650	1.796877	1.218043	1.141680	0.928782	1.770506	1.577721	1.045729	1.229578	1.562906	1.668086	1.302520	0.948078	1.253296	1.310074	0.967320	0.012766	1.200677	1.961524	1.760794	1.747951	1.715555	1.075527	1.087821	0.915761	1.092960	0.915761	1.786398	1.680753	1.067089	1.784391	1.576640	1.976263	1.725219	0.947196	1.123210	1.228023	1.686930	1.457249	1.341781	1.106484
KlePn.1_02933_1-494_NEs	1.207661	1.205287	0.795761	0.885870	0.000000	1.196428	0.848502	1.198294	0.969202	0.764257	1.346142	1.765434	0.813726	0.748854	0.804459	1.428829	1.619488	1.441685	1.600002	1.205281	0.972959	1.096519	0.755430	1.518805	1.804458	0.808598	0.970868	0.931884	0.956820	1.518805	1.804458	1.240855	0.842012	1.012888	0.842099	0.891689	1.485795	1.396453	1.205287	0.816502	1.096026	1.475125	1.743544	0.883985	1.051171	0.771953	1.434798	1.616834	0.819125	1.460791	1.743544	0.939006	0.790914	0.801479	1.195803	0.780326	0.965026	0.795761	0.961466	1.419846	1.191537	1.210204	1.434798	1.616834	0.809600	0.806083	1.028854	1.421399	1.196014	1.492569	1.485934	1.247771	0.798851	0.801227	1.460262	1.780094	1.481131	1.375375	0.764340	1.518152	1.771828	1.346142	1.765434	0.976266	0.002711	1.309265	1.558379	0.933791	1.004799	0.788375	0.816502	1.434798	1.616834	0.826299	0.781052	1.032712	0.795761	0.934780	0.794816	0.797480	0.944648	0.807836	1.032652	1.092694	0.967078	1.352680	1.765434	1.333622	1.549247	1.087040	1.033748	0.805889	1.509110	1.789864	0.800656	1.270438	1.526472	1.470934	1.122775	0.749442	1.078113	1.111297	0.887606	0.877022	1.086831	1.376577	1.721188	1.468230	1.754599	0.812839	1.025181	0.806958	0.847393	0.806958	1.475125	1.772057	0.794615	1.518805	1.804458	1.375927	1.464552	0.822657	1.027611	1.111011	1.485795	1.409803	1.205287	0.836699
EscCo.2_5080_1-504_NEs	0.017368	0.418107	1.208444	1.421482	1.196428	0.000000	1.386019	0.415641	1.200317	1.096708	1.568531	1.763158	1.319701	1.172115	1.149559	1.526360	2.009792	1.519061	2.009792	0.020111	1.185425	0.607229	1.152412	1.740081	1.555817	1.381916	1.181594	1.279989	1.249871	1.740081	1.555817	1.497221	1.239450	1.213167	1.383714	1.398309	1.628640	1.443152	0.418107	1.380271	0.616810	1.690854	1.487870	1.421482	1.238974	1.252556	1.503181	1.983118	1.377418	1.639402	1.487870	1.233229	1.094664	1.330021	0.416763	1.326952	1.255547	1.208444	1.249009	1.475088	1.446290	0.018719	1.503181	1.983118	1.335957	1.145764	1.222460	1.461079	1.452401	1.413463	1.538518	1.488280	1.333270	1.213651	1.674662	1.500944	1.610701	1.670034	1.254937	1.719218	1.547892	1.568531	1.763158	1.200474	1.191473	1.634039	1.614088	1.203745	1.216599	1.219510	1.380271	1.503181	1.983118	1.399179	1.329465	1.249805	1.208444	1.195922	1.094346	1.092734	1.199522	1.335957	1.234561	0.603796	1.187738	1.618229	1.746596	1.616926	1.611874	1.208901	1.257486	1.117815	1.728261	1.540148	1.366478	1.378575	1.787245	1.472566	1.235271	1.173934	1.222757	1.234184	1.057822	1.401726	1.221477	1.622748	1.726501	1.682565	1.516673	1.310130	1.274506	1.136122	1.374215	1.136122	1.690854	1.495327	1.377169	1.740081	1.555817	1.569860	1.742156	1.144974	1.219473	1.206927	1.628640	1.436396	0.418107	1.383725
EscCo.53567_1-505	1.371446	1.441235	0.924551	1.093892	0.848502	1.386019	0.000000	1.435045	1.193727	0.921767	1.581164	1.548320	0.279247	0.902710	0.914834	1.563311	1.324420	1.563555	1.357213	1.380591	1.084701	1.326396	0.932604	1.553550	1.824796	0.953140	1.077008	1.144270	1.017901	1.553550	1.824796	1.205849	1.078064	1.194123	0.006566	1.081884	1.685304	1.793758	1.441235	0.956120	1.341149	1.473810	1.584769	1.093892	0.964123	1.043522	1.572263	1.344204	0.959295	1.470707	1.584769	0.938769	1.049236	0.931865	1.441679	0.971305	0.997720	0.924551	0.998195	1.677715	1.518153	1.380378	1.572263	1.344204	0.938370	0.908315	1.128360	1.695209	1.503095	1.589020	1.554537	1.209977	0.937817	0.928297	1.430519	1.620485	1.602787	1.628079	1.043033	1.577340	1.820062	1.581164	1.548320	1.199230	0.847423	1.655024	1.401939	1.147637	1.120576	0.915873	0.956120	1.572263	1.344204	0.297963	0.976507	1.131722	0.924551	1.151917	1.021005	1.014860	1.036808	0.938370	1.135355	1.423479	1.076119	1.605053	1.541085	1.635826	1.407080	1.262664	1.152787	0.913558	1.560738	1.800941	0.978875	1.325069	1.618219	1.902291	1.277007	0.903528	1.157003	1.270947	0.994249	1.097443	1.264238	1.601316	1.517682	1.458417	1.604513	0.279127	1.034395	0.917625	0.007878	0.917625	1.473810	1.584693	0.983915	1.553550	1.824796	1.721843	1.446466	0.930142	1.118809	1.246628	1.685304	1.812967	1.441235	0.017856
SalEn.13864_1-503_NEs	0.417287	0.005297	1.237550	1.341688	1.198294	0.415641	1.435045	0.000000	1.171817	1.210329	1.362018	1.577686	1.225678	1.255933	1.260080	1.407111	1.637673	1.413345	1.662656	0.421569	1.227122	0.656743	1.233815	1.772664	1.447790	1.311220	1.220297	1.214094	1.298474	1.772664	1.447790	1.323638	1.210384	1.167871	1.438722	1.346943	1.653004	1.380005	0.005297	1.301905	0.678038	1.565151	1.400585	1.344942	1.275103	1.247299	1.399777	1.655586	1.307011	1.538052	1.400585	1.267879	1.199104	1.321128	0.005960	1.346439	1.346026	1.237550	1.351911	1.382125	1.455080	0.415690	1.399777	1.655586	1.344221	1.254619	1.180712	1.375896	1.461453	1.398418	1.576041	1.321229	1.327755	1.249503	1.562759	1.413184	1.578356	1.589794	1.246970	1.762272	1.426931	1.362018	1.577686	1.173708	1.199141	1.597286	1.550349	1.179120	1.230485	1.239867	1.301905	1.399777	1.655586	1.343225	1.345760	1.195128	1.237550	1.174337	1.151155	1.158074	1.180663	1.344221	1.190305	0.631509	1.232010	1.360642	1.577686	1.627586	1.533995	1.309411	1.199858	1.239540	1.759145	1.434075	1.334127	1.267002	1.635981	1.424139	1.305585	1.257822	1.300192	1.307092	1.165587	1.342662	1.320267	1.387121	1.545940	1.573470	1.418911	1.228175	1.277405	1.252866	1.432412	1.252866	1.565151	1.414040	1.354674	1.772664	1.447790	1.432129	1.577774	1.204061	1.194809	1.313370	1.653004	1.374200	0.005297	1.400120
KlePn.2_02341_1-500_NEs	1.207813	1.176257	1.035810	1.095807	0.969202	1.200317	1.193727	1.171817	0.000000	0.983271	1.669594	1.795621	1.061217	1.020227	1.066950	1.624513	1.786512	1.650236	1.752628	1.192126	1.323085	1.014728	0.991599	1.745284	1.557735	1.266164	1.320167	1.131919	1.124077	1.745284	1.557735	1.265642	1.015891	0.210412	1.184275	1.109650	1.542854	1.330915	1.176257	1.268068	1.015184	1.750165	1.626990	1.095807	1.219327	1.013554	1.641726	1.771295	1.265725	1.667790	1.626990	1.301963	0.969180	1.348951	1.177293	1.226184	1.092461	1.035810	1.082616	1.474905	1.240125	1.196066	1.641726	1.771295	1.330775	1.066048	0.230775	1.435728	1.250934	1.492415	1.399934	1.263636	1.341409	1.029269	1.756221	1.713482	1.570631	1.673941	1.014626	1.753919	1.549506	1.669594	1.795621	0.008119	0.970533	1.477147	1.509083	1.074213	0.203102	1.035326	1.268068	1.641726	1.771295	1.118099	1.230951	0.230461	1.035810	1.076547	0.923022	0.919631	1.275004	1.330775	0.236090	1.083882	1.280506	1.695805	1.805394	1.476652	1.524599	1.254582	0.239778	1.082744	1.749675	1.563502	1.282378	1.271099	1.844723	1.488038	1.231154	1.025955	1.114017	1.249165	0.989509	1.099195	1.255221	1.719505	1.776713	1.741740	1.689998	1.060204	1.256881	1.064567	1.191029	1.064567	1.750165	1.686103	1.399603	1.745284	1.557735	1.616924	1.621948	1.084121	0.235125	1.241874	1.542854	1.324935	1.176257	1.190469
EntCo.1_04350_1-495_BeL	1.085494	1.205698	0.162938	0.948108	0.764257	1.096708	0.921767	1.210329	0.983271	0.000000	1.520947	1.827475	0.796675	0.180069	0.161610	1.660421	1.580436	1.697620	1.554324	1.112228	1.025547	1.034693	0.134564	1.474545	1.734451	0.891704	1.028228	0.906107	0.884170	1.474545	1.734451	1.211313	0.855741	1.027701	0.924905	0.969361	1.570436	1.504903	1.205698	0.898369	1.059251	1.384799	1.558680	0.948108	0.958987	0.884767	1.700708	1.578544	0.895227	1.370735	1.558680	0.936880	0.872939	0.916610	1.213457	0.850771	0.919828	0.162938	0.918919	1.489398	1.286077	1.096243	1.700708	1.578544	0.914778	0.161428	0.983789	1.490017	1.291736	1.750464	1.344541	1.222578	0.903234	0.166091	1.383923	1.607732	1.521904	1.432590	0.881869	1.453102	1.738210	1.520947	1.827475	0.991227	0.766778	1.537540	1.605521	0.898197	1.013903	0.161939	0.898369	1.700708	1.578544	0.757525	0.845808	0.999545	0.162938	0.894977	0.879605	0.886690	1.025147	0.912862	0.983622	1.101840	1.026461	1.536470	1.827475	1.597631	1.630490	1.092402	0.986281	0.163020	1.443949	1.711821	0.899724	1.125276	1.457469	1.578128	1.142099	0.180164	1.135499	1.151193	0.932458	0.942679	1.103465	1.550212	1.790239	1.366442	1.634381	0.786867	1.028405	0.160514	0.918959	0.161333	1.384799	1.575665	0.828081	1.474545	1.734451	1.501209	1.505467	0.832859	0.984638	1.092791	1.570436	1.512668	1.205698	0.925808
