SalEn.4_22911_1-350_NEs	0.000000	0.000000	0.016367	0.340300	0.338068	1.366223	0.323010	1.597816	0.319598	0.000000	0.360550	1.336550	0.340593	0.015400	0.321936	0.321936
SalEn.2_MW22911_1-350_NEs	0.000000	0.000000	0.016367	0.340300	0.338068	1.366223	0.323010	1.597816	0.319598	0.000000	0.360550	1.336550	0.340593	0.015400	0.321936	0.321936
SalEn.50598_1-350_NEs	0.016367	0.016367	0.000000	0.334764	0.334367	1.347969	0.318952	1.595272	0.317315	0.016367	0.360742	1.318728	0.336894	0.012481	0.314348	0.314348
EscCo.4_01494_1-351_NEs	0.340300	0.340300	0.334764	0.000000	0.362325	1.310069	0.030721	1.560717	0.285984	0.340300	0.362057	1.321920	0.361896	0.334657	0.034661	0.034661
KlePn.2_32401_1-350_NEs	0.338068	0.338068	0.334367	0.362325	0.000000	1.435127	0.354964	1.610270	0.366405	0.338068	0.333197	1.396991	0.004829	0.338140	0.356407	0.356407
KlePn.2_21051_18-305_NEs	1.366223	1.366223	1.347969	1.310069	1.435127	0.000000	1.280707	0.361978	1.349765	1.366223	1.405888	0.011739	1.428395	1.357738	1.307901	1.307901
EscCo.1_02464_1-351_NEs	0.323010	0.323010	0.318952	0.030721	0.354964	1.280707	0.000000	1.577400	0.294417	0.323010	0.359151	1.292487	0.352967	0.318851	0.013314	0.013314
EntCo.1_41970_19-312_NEs	1.597816	1.597816	1.595272	1.560717	1.610270	0.361978	1.577400	0.000000	1.570697	1.597816	1.606539	0.363092	1.616283	1.589415	1.584955	1.584955
CitRo.1_23471_1-351_NEs	0.319598	0.319598	0.317315	0.285984	0.366405	1.349765	0.294417	1.570697	0.000000	0.319598	0.368012	1.335912	0.369251	0.320308	0.297440	0.297440
SalEn.3_2236_1-350_NEs	0.000000	0.000000	0.016367	0.340300	0.338068	1.366223	0.323010	1.597816	0.319598	0.000000	0.360550	1.336550	0.340593	0.015400	0.321936	0.321936
EntCo.1_39700_1-351_NEs	0.360550	0.360550	0.360742	0.362057	0.333197	1.405888	0.359151	1.606539	0.368012	0.360550	0.000000	1.381507	0.334358	0.359234	0.359441	0.359441
KlePn.1_05135_18-306_NEs	1.336550	1.336550	1.318728	1.321920	1.396991	0.011739	1.292487	0.363092	1.335912	1.336550	1.381507	0.000000	1.390652	1.328330	1.309325	1.309325
KlePn.1_03945_1-350_NEs	0.340593	0.340593	0.336894	0.361896	0.004829	1.428395	0.352967	1.616283	0.369251	0.340593	0.334358	1.390652	0.000000	0.340665	0.354405	0.354405
SalEn.12249_1-350_NEs	0.015400	0.015400	0.012481	0.334657	0.338140	1.357738	0.318851	1.589415	0.320308	0.015400	0.359234	1.328330	0.340665	0.000000	0.317777	0.317777
EscCo.52214_1-351	0.321936	0.321936	0.314348	0.034661	0.356407	1.307901	0.013314	1.584955	0.297440	0.321936	0.359441	1.309325	0.354405	0.317777	0.000000	0.000000
EscCo.3_2348_1-351_NEs	0.321936	0.321936	0.314348	0.034661	0.356407	1.307901	0.013314	1.584955	0.297440	0.321936	0.359441	1.309325	0.354405	0.317777	0.000000	0.000000
