SalEn.12325_1-90_BeL	0.000000	1.212205	0.003706	1.162346	0.881814	0.844714	1.154062	1.276721	1.250715	0.893508	0.199624	0.949916	1.235908	1.229112	0.003706	1.183460	1.184333	1.104963	1.227313	1.229112	1.058696	1.340140	1.162346	1.229112	1.168675	1.225681	1.215507	1.229112	0.880780	0.003706	1.154062	0.018690	1.161790	1.154062
KlePn.2_01981_1-101_NEs	1.212205	0.000000	1.196730	0.195028	1.611111	1.526345	0.174936	1.882731	1.920728	1.630239	1.399524	1.193443	0.178269	1.763772	1.196730	0.006590	0.178077	0.173959	0.155497	1.729341	1.331160	1.486078	0.190835	1.763772	0.170346	1.425865	1.763772	1.763772	1.234174	1.196730	0.174936	1.213676	0.182588	0.174936
SalEn.3_2312_1-90_NEs	0.003706	1.196730	0.000000	1.147586	0.881814	0.854637	1.138821	1.276721	1.250715	0.893508	0.194752	0.961550	1.220353	1.229112	0.000000	1.168194	1.169286	1.090489	1.211501	1.229112	1.058696	1.340140	1.147586	1.229112	1.153565	1.209953	1.215507	1.229112	0.891677	0.000000	1.138821	0.014919	1.147046	1.138821
EscCo.54194_1-101	1.162346	0.195028	1.147586	0.000000	1.496859	1.501416	0.054738	1.473724	1.532582	1.496859	1.432100	1.300544	0.145284	1.674967	1.147586	0.195034	0.019955	0.043815	0.137494	1.674967	1.332832	1.443101	0.003289	1.674967	0.047362	1.389555	1.674967	1.674967	1.320476	1.147586	0.054738	1.148935	0.013229	0.054738
KlePn.1_00389_1-96_BeL	0.881814	1.611111	0.881814	1.496859	0.000000	1.221820	1.484642	1.687553	1.684366	0.003491	0.891565	1.174601	1.456356	1.279252	0.881814	1.631520	1.531401	1.500720	1.542716	1.307558	1.202058	1.319809	1.496859	1.279252	1.500541	1.212775	1.266503	1.279252	1.198195	0.881814	1.484642	0.893508	1.497790	1.484642
EscCo.3_3190_1-91_NEs	0.844714	1.526345	0.854637	1.501416	1.221820	0.000000	1.582736	1.120190	1.157334	1.207672	0.863015	0.931866	1.608483	1.199605	0.854637	1.546345	1.556190	1.540305	1.628216	1.215249	1.154236	1.223663	1.501416	1.199605	1.542053	1.539426	1.186130	1.199605	0.863817	0.854637	1.582736	0.835065	1.518952	1.582736
SalEn.2_MW43281_1-101_NEs	1.154062	0.174936	1.138821	0.054738	1.484642	1.582736	0.000000	1.499312	1.561834	1.484642	1.401052	1.359056	0.132649	1.656838	1.138821	0.183142	0.054853	0.026906	0.117977	1.656838	1.270402	1.389755	0.051211	1.656838	0.044211	1.304947	1.656838	1.656838	1.348669	1.138821	0.000000	1.169385	0.054737	0.000000
KlePn.1_02703_1-90_BeL	1.276721	1.882731	1.276721	1.473724	1.687553	1.120190	1.499312	0.000000	0.011190	1.687553	1.147622	1.113325	1.559799	1.471083	1.276721	1.903829	1.529545	1.475215	1.783821	1.489603	1.554821	1.428417	1.473724	1.471083	1.545366	1.318347	1.455523	1.471083	1.092375	1.276721	1.499312	1.291886	1.494001	1.499312
KlePn.2_08401_1-90_NEs	1.250715	1.920728	1.250715	1.532582	1.684366	1.157334	1.561834	0.011190	0.000000	1.684366	1.173674	1.124085	1.627662	1.439396	1.250715	1.942425	1.591275	1.535263	1.861447	1.457539	1.574244	1.446332	1.532582	1.439396	1.608630	1.379733	1.424110	1.439396	1.102725	1.250715	1.561834	1.265587	1.553547	1.561834
KlePn.2_48261_1-96_NEs	0.893508	1.630239	0.893508	1.496859	0.003491	1.207672	1.484642	1.687553	1.684366	0.000000	0.903096	1.161387	1.456356	1.279252	0.893508	1.650651	1.531401	1.500720	1.542716	1.307558	1.215844	1.319809	1.496859	1.279252	1.500541	1.212775	1.266503	1.279252	1.184495	0.893508	1.484642	0.905303	1.497790	1.484642
CitRo.1_27041_1-93_BeL	0.199624	1.399524	0.194752	1.432100	0.891565	0.863015	1.401052	1.147622	1.173674	0.903096	0.000000	0.765051	1.443305	1.490278	0.194752	1.382591	1.463567	1.382532	1.531984	1.490278	1.091354	1.303035	1.432100	1.490278	1.430535	1.207719	1.473753	1.490278	0.747789	0.194752	1.401052	0.189999	1.432100	1.401052
KlePn.1_04919_1-89_NEs	0.949916	1.193443	0.961550	1.300544	1.174601	0.931866	1.359056	1.113325	1.124085	1.161387	0.765051	0.000000	1.320304	1.598361	0.961550	1.222547	1.331177	1.329468	1.321060	1.578855	1.283330	1.591701	1.300544	1.598361	1.341510	1.209783	1.580001	1.598361	0.015492	0.961550	1.359056	0.927481	1.331177	1.359056
EntCo.1_42920_1-101_NEs	1.235908	0.178269	1.220353	0.145284	1.456356	1.608483	0.132649	1.559799	1.627662	1.456356	1.443305	1.320304	0.000000	1.704921	1.220353	0.182402	0.145620	0.153585	0.155959	1.673112	1.392199	1.458142	0.141337	1.704921	0.157896	1.459324	1.704921	1.704921	1.368976	1.220353	0.132649	1.237403	0.145288	0.132649
SalEn.3_0861_1-106_NEs	1.229112	1.763772	1.229112	1.674967	1.279252	1.199605	1.656838	1.471083	1.439396	1.279252	1.490278	1.598361	1.704921	0.000000	1.229112	1.782026	1.723010	1.692437	1.579760	0.012763	0.280511	0.277280	1.674967	0.000000	1.742630	1.379007	0.003174	0.000000	1.677933	1.229112	1.656838	1.214940	1.707042	1.656838
SalEn.2_MW23651_1-90_BeL	0.003706	1.196730	0.000000	1.147586	0.881814	0.854637	1.138821	1.276721	1.250715	0.893508	0.194752	0.961550	1.220353	1.229112	0.000000	1.168194	1.169286	1.090489	1.211501	1.229112	1.058696	1.340140	1.147586	1.229112	1.153565	1.209953	1.215507	1.229112	0.891677	0.000000	1.138821	0.014919	1.147046	1.138821
KlePn.1_02065_1-101_NEs	1.183460	0.006590	1.168194	0.195034	1.631520	1.546345	0.183142	1.903829	1.942425	1.650651	1.382591	1.222547	0.182402	1.782026	1.168194	0.000000	0.178082	0.173963	0.159565	1.747681	1.346797	1.515302	0.190841	1.782026	0.170350	1.443083	1.782026	1.782026	1.264620	1.168194	0.183142	1.184892	0.182594	0.183142
EscCo.1_04673_1-101_NEs	1.184333	0.178077	1.169286	0.019955	1.531401	1.556190	0.054853	1.529545	1.591275	1.531401	1.463567	1.331177	0.145620	1.723010	1.169286	0.178082	0.000000	0.050848	0.129419	1.723010	1.329146	1.386530	0.023320	1.723010	0.040531	1.402311	1.723010	1.723010	1.351420	1.169286	0.054853	1.199436	0.013256	0.054853
SalEn.14150_1-101_NEs	1.104963	0.173959	1.090489	0.043815	1.500720	1.540305	0.026906	1.475215	1.535263	1.500720	1.382532	1.329468	0.153585	1.692437	1.090489	0.173963	0.050848	0.000000	0.141798	1.692437	1.329748	1.425119	0.040363	1.692437	0.036933	1.345096	1.692437	1.692437	1.319300	1.090489	0.026906	1.119520	0.043815	0.026906
CitRo.1_32481_1-101_NEs	1.227313	0.155497	1.211501	0.137494	1.542716	1.628216	0.117977	1.783821	1.861447	1.542716	1.531984	1.321060	0.155959	1.579760	1.211501	0.159565	0.129419	0.141798	0.000000	1.547869	1.238681	1.445915	0.133579	1.579760	0.134287	1.493481	1.579760	1.579760	1.386628	1.211501	0.117977	1.228827	0.137491	0.117977
SalEn.10830_1-106_BeL	1.229112	1.729341	1.229112	1.674967	1.307558	1.215249	1.656838	1.489603	1.457539	1.307558	1.490278	1.578855	1.673112	0.012763	1.229112	1.747681	1.723010	1.692437	1.547869	0.000000	0.271343	0.268099	1.674967	0.012763	1.742630	1.412226	0.015984	0.012763	1.657279	1.229112	1.656838	1.214940	1.707042	1.656838
EscCo.2_50160_1-106_BeL	1.058696	1.331160	1.058696	1.332832	1.202058	1.154236	1.270402	1.554821	1.574244	1.215844	1.091354	1.283330	1.392199	0.280511	1.058696	1.346797	1.329146	1.329748	1.238681	0.271343	0.000000	0.264231	1.332832	0.280511	1.266573	1.490957	0.285179	0.280511	1.268295	1.058696	1.270402	1.034872	1.318949	1.270402
CitRo.1_08681_1-106_NEs	1.340140	1.486078	1.340140	1.443101	1.319809	1.223663	1.389755	1.428417	1.446332	1.319809	1.303035	1.591701	1.458142	0.277280	1.340140	1.515302	1.386530	1.425119	1.445915	0.268099	0.264231	0.000000	1.443101	0.277280	1.398669	1.527635	0.281955	0.277280	1.653975	1.340140	1.389755	1.357267	1.414899	1.389755
EscCo.2_38520_1-101_NEs	1.162346	0.190835	1.147586	0.003289	1.496859	1.501416	0.051211	1.473724	1.532582	1.496859	1.432100	1.300544	0.141337	1.674967	1.147586	0.190841	0.023320	0.040363	0.133579	1.674967	1.332832	1.443101	0.000000	1.674967	0.043890	1.389555	1.674967	1.674967	1.320476	1.147586	0.051211	1.148935	0.016563	0.051211
