EntCo.1_21840_1-902_NEs	0.000000	1.460683	1.343880	1.317574	1.426971	1.459047	1.460683	1.426211	0.375670	1.428430	0.247536	1.357360	0.247538	1.431438	1.460683	1.387546	1.315283	0.346073	1.425983	1.335558	1.342298	1.474571	1.427888	0.308835	1.343880
SalEn.2_MW44011_1-902_NEs	1.460683	0.000000	0.726655	0.268438	0.235856	0.019044	0.000369	0.234325	1.493704	0.235270	1.468541	0.723097	1.464743	0.236107	0.000369	0.223432	0.265624	1.416575	0.266810	0.726869	0.725764	0.009658	0.241174	1.536972	0.726655
SalEn.3_3728_15-907_NEs	1.343880	0.726655	0.000000	0.681074	0.738363	0.727787	0.725716	0.737278	1.409771	0.738859	1.370387	0.013873	1.382916	0.738163	0.725716	0.692354	0.683961	1.340276	0.720778	0.009716	0.000372	0.725761	0.738675	1.430866	0.000371
KlePn.1_02131_1-902_NEs	1.317574	0.268438	0.681074	0.000000	0.286793	0.266824	0.267919	0.288470	1.518490	0.285755	1.283481	0.674337	1.286409	0.284926	0.267919	0.212253	0.008637	1.437317	0.212395	0.679424	0.682078	0.266180	0.288639	1.393376	0.681074
EscCo.3_4590_1-898_NEs	1.426971	0.235856	0.738363	0.286793	0.000000	0.236241	0.236362	0.012646	1.418163	0.011895	1.482126	0.737647	1.482171	0.007790	0.236362	0.220076	0.284969	1.440438	0.268049	0.740277	0.739410	0.232859	0.009653	1.452397	0.738363
SalEn.54491_1-902_NEs	1.459047	0.019044	0.727787	0.266824	0.236241	0.000000	0.018667	0.234711	1.515826	0.236655	1.466127	0.724224	1.462364	0.236492	0.018667	0.222850	0.264532	1.420688	0.267223	0.728000	0.726894	0.015271	0.241559	1.548179	0.727787
SalEn.3_4387_1-902_NEs	1.460683	0.000369	0.725716	0.267919	0.236362	0.018667	0.000000	0.234831	1.493704	0.235776	1.468541	0.722161	1.464743	0.236614	0.000000	0.222944	0.265106	1.416575	0.266292	0.725930	0.724824	0.009285	0.241683	1.536972	0.725716
EscCo.54242_1-898	1.426211	0.234325	0.737278	0.288470	0.012646	0.234711	0.234831	0.000000	1.405846	0.005182	1.475077	0.735563	1.475150	0.010025	0.234831	0.221855	0.287714	1.425861	0.268824	0.739190	0.738324	0.231334	0.014153	1.452527	0.737278
EntCo.1_41700_1-896_NEs	0.375670	1.493704	1.409771	1.518490	1.418163	1.515826	1.493704	1.405846	0.000000	1.406020	0.378125	1.426124	0.377576	1.418904	1.493704	1.442393	1.505726	0.260356	1.464671	1.402245	1.408123	1.511964	1.403902	0.385632	1.409771
EscCo.2_39000_1-898_NEs	1.428430	0.235270	0.738859	0.285755	0.011895	0.236655	0.235776	0.005182	1.406020	0.000000	1.481231	0.738142	1.481280	0.010776	0.235776	0.218031	0.285003	1.420409	0.267898	0.741779	0.739907	0.232277	0.014158	1.454302	0.738859
