KlePn.2_37731_1-379_NEs	0.000000	0.388117	0.582326	0.629891	0.630060	0.561456	1.013423	0.630316	0.626510	0.393732	0.560553	0.628762	0.388117	0.601932	0.386709	0.681293	0.612391	0.675825	0.566590	0.628762	0.346327	0.628762	0.687127	0.567771	0.563176	0.675825	0.563141	0.675825	0.624245	0.001787	0.559130	0.626124	0.640461	0.639901	0.397791	1.014257
SalEn.4_29221_1-380_NEs	0.388117	0.000000	0.563354	0.739522	0.602615	0.542153	1.087300	0.585039	0.753655	0.007949	0.555571	0.595539	0.000000	0.609859	0.000878	0.757013	0.699112	0.751319	0.537188	0.595539	0.265028	0.595539	0.757591	0.539526	0.636192	0.751319	0.543797	0.751319	0.687013	0.391361	0.632204	0.735814	0.755509	0.747414	0.011496	1.074545
EntCo.1_33700_1-381_NEs	0.582326	0.563354	0.000000	0.666426	0.332000	0.321759	1.006266	0.338029	0.652895	0.563986	0.320223	0.334204	0.565406	0.635567	0.561672	0.747701	0.715480	0.751313	0.320297	0.334204	0.580064	0.334204	0.752262	0.232932	0.355592	0.751313	0.320360	0.751313	0.718651	0.585315	0.356399	0.666979	0.663795	0.672618	0.569479	1.030077
EscCo.50514_1-380	0.629891	0.739522	0.666426	0.000000	0.717906	0.679530	1.095900	0.718418	0.037873	0.736050	0.683832	0.727178	0.739522	0.697046	0.737493	0.316650	0.772770	0.311482	0.681325	0.727178	0.692614	0.727178	0.313940	0.664836	0.684903	0.311482	0.681387	0.311482	0.795051	0.631229	0.680631	0.012357	0.028664	0.020414	0.735653	1.095150
SalEn.13087_1-381_NEs	0.630060	0.602615	0.332000	0.717906	0.000000	0.265788	1.116009	0.014933	0.715088	0.600185	0.280684	0.009623	0.604706	0.671401	0.600846	0.752789	0.696927	0.749212	0.266854	0.009623	0.612013	0.009623	0.754388	0.226677	0.325762	0.749212	0.264506	0.749212	0.681769	0.634490	0.325295	0.706075	0.697612	0.702212	0.600571	1.100136
EscCo.3_3390_28-408_NEs	0.561456	0.542153	0.321759	0.679530	0.265788	0.000000	1.083956	0.265368	0.658616	0.542744	0.037332	0.261676	0.544191	0.620390	0.540510	0.734202	0.631111	0.719312	0.005222	0.261676	0.557278	0.261676	0.726890	0.240846	0.316305	0.719312	0.000868	0.719312	0.634046	0.567594	0.315648	0.674448	0.673702	0.674163	0.544158	1.087076
KlePn.2_22711_1-385_NEs	1.013423	1.087300	1.006266	1.095900	1.116009	1.083956	0.000000	1.104125	1.098953	1.073029	1.070346	1.102370	1.090752	1.081995	1.084490	1.072375	1.024559	1.088170	1.095466	1.102370	1.144127	1.102370	1.068899	1.042023	1.075027	1.088170	1.086619	1.088170	1.019783	1.017552	1.058775	1.102613	1.098684	1.089299	1.090647	0.013268
SalEn.53167_1-381_NEs	0.630316	0.585039	0.338029	0.718418	0.014933	0.265368	1.104125	0.000000	0.715593	0.582670	0.276548	0.014034	0.587126	0.673461	0.583299	0.739948	0.693326	0.736369	0.266432	0.014034	0.604785	0.014034	0.741453	0.227970	0.328549	0.736369	0.264088	0.736369	0.678208	0.634748	0.328077	0.706573	0.698097	0.698439	0.583092	1.088402
EscCo.4_03463_1-380_NEs	0.626510	0.753655	0.652895	0.037873	0.715088	0.658616	1.098953	0.715593	0.000000	0.750108	0.662748	0.719949	0.753655	0.667805	0.751600	0.307314	0.746494	0.302207	0.658281	0.719949	0.697293	0.719949	0.303336	0.661835	0.659559	0.302207	0.660436	0.302207	0.768068	0.627855	0.653141	0.034164	0.041706	0.042439	0.747104	1.091887
SalEn.12804_1-380_NEs	0.393732	0.007949	0.563986	0.736050	0.600185	0.542744	1.073029	0.582670	0.750108	0.000000	0.556181	0.593134	0.007949	0.619623	0.007063	0.747141	0.697311	0.741527	0.537771	0.593134	0.269518	0.593134	0.752041	0.542075	0.629617	0.741527	0.544391	0.741527	0.683297	0.398536	0.625674	0.732354	0.751934	0.743891	0.012395	1.060432
