EscCo.4_01266_1-316_NEs	0.000000	0.525543	0.316220	0.020203	0.256372	0.257820	0.528128	0.517487	0.518220	0.256372	0.545508	0.490986	0.530224	0.506978	0.508991	0.500776	0.528128	0.256372	0.284884	0.256129	0.318122	0.014814	0.499261	0.518089	0.504932	0.239272	0.528128	0.014814
SalEn.10006_1-317_NEs	0.525543	0.000000	0.509242	0.524859	0.507050	0.509080	0.008456	0.154878	0.116110	0.507050	0.526638	0.139940	0.008455	0.167474	0.164859	0.146554	0.008456	0.507050	0.486830	0.508441	0.506745	0.525621	0.137456	0.510635	0.142784	0.516398	0.008456	0.525621
KlePn.1_03781_1-316_NEs	0.316220	0.509242	0.000000	0.315903	0.294318	0.295861	0.508474	0.515904	0.478691	0.294318	0.470400	0.539803	0.504347	0.504263	0.504263	0.548130	0.508474	0.294318	0.284938	0.295571	0.003193	0.308424	0.537803	0.450944	0.546029	0.282105	0.508474	0.308424
EscCo.1_02743_1-316_NEs	0.020203	0.524859	0.315903	0.000000	0.248503	0.249937	0.527439	0.516778	0.514307	0.248503	0.533965	0.492383	0.529531	0.503032	0.505032	0.506261	0.527439	0.248503	0.283076	0.248269	0.317802	0.013778	0.496607	0.518665	0.502250	0.236213	0.527439	0.013778
SalEn.4_24921_1-316_NEs	0.256372	0.507050	0.294318	0.248503	0.000000	0.001055	0.511641	0.508624	0.517785	0.000000	0.517599	0.513335	0.501284	0.526317	0.526317	0.513602	0.511641	0.000000	0.267859	0.014882	0.296177	0.252012	0.513372	0.499172	0.511715	0.215828	0.511641	0.252012
SalEn.12452_1-316_NEs	0.257820	0.509080	0.295861	0.249937	0.001055	0.000000	0.513681	0.506555	0.519843	0.001055	0.519656	0.515361	0.503306	0.524178	0.524178	0.511504	0.513681	0.001055	0.269345	0.015954	0.297724	0.253455	0.511275	0.501190	0.509620	0.217209	0.513681	0.253455
SalEn.2_MW00061_1-317_NEs	0.528128	0.008456	0.508474	0.527439	0.511641	0.513681	0.000000	0.160098	0.121067	0.511641	0.526963	0.138742	0.008446	0.171487	0.168861	0.145348	0.000000	0.511641	0.493302	0.513032	0.505982	0.528207	0.136260	0.513095	0.141581	0.511191	0.000000	0.528207
EntCo.1_45320_1-317_NEs	0.517487	0.154878	0.515904	0.516778	0.508624	0.506555	0.160098	0.000000	0.134299	0.508624	0.571784	0.149590	0.158799	0.167328	0.164716	0.149672	0.160098	0.508624	0.487677	0.509991	0.512495	0.519697	0.145791	0.546673	0.147142	0.520976	0.160098	0.519697
CitRo.1_00061_1-317_NEs	0.518220	0.116110	0.478691	0.514307	0.517785	0.519843	0.121067	0.134299	0.000000	0.517785	0.526335	0.145620	0.118607	0.172417	0.169794	0.150782	0.121067	0.517785	0.463718	0.525521	0.474232	0.516247	0.141613	0.481462	0.146986	0.519690	0.121067	0.516247
SalEn.3_2436_1-316_NEs	0.256372	0.507050	0.294318	0.248503	0.000000	0.001055	0.511641	0.508624	0.517785	0.000000	0.517599	0.513335	0.501284	0.526317	0.526317	0.513602	0.511641	0.000000	0.267859	0.014882	0.296177	0.252012	0.513372	0.499172	0.511715	0.215828	0.511641	0.252012
