EntCo.1_20000_1-227_NEs	0.000000	1.069909	0.155763	0.144981	1.079482	1.007469	0.150561	0.144920	0.145067	1.069564	1.069564	0.150561	0.146788	1.080095	0.154565	1.079482	1.053435	0.155763	1.069909	0.145094	0.991890	0.157542	1.069564	1.069909	0.155934	1.004513	0.155763
EscCo.3_3279_1-244_NEs	1.069909	0.000000	1.133604	1.065016	0.248575	0.306566	1.165175	1.132152	1.125434	0.246465	0.246465	1.165175	1.059314	0.013773	1.138177	0.246688	0.225841	1.133604	0.000000	1.156721	0.282647	1.126796	0.246465	0.000000	1.129044	0.305828	1.133604
SalEn.4_08021_1-230_NEs	0.155763	1.133604	0.000000	0.153635	1.039429	1.131502	0.136894	0.144189	0.144060	1.029864	1.029864	0.136894	0.153635	1.138292	0.128742	1.039429	1.155701	0.000000	1.133604	0.142604	1.016270	0.007267	1.029864	1.133604	0.002903	1.142625	0.000000
KlePn.1_03184_1-230_NEs	0.144981	1.065016	0.153635	0.000000	1.034761	1.024927	0.161868	0.156538	0.160828	1.030970	1.030970	0.161868	0.001450	1.068805	0.145777	1.034761	1.065421	0.153635	1.065016	0.158498	0.950078	0.157163	1.030970	1.065016	0.153471	1.015356	0.153635
SalEn.53079_1-244_NEs	1.079482	0.248575	1.039429	1.034761	0.000000	0.258791	1.093779	1.098277	1.077176	0.001371	0.001371	1.093779	1.029063	0.254455	1.060500	0.001370	0.235371	1.039429	0.248575	1.098213	0.272419	1.045595	0.001371	0.248575	1.043379	0.260699	1.039429
KlePn.1_01181_1-243_NEs	1.007469	0.306566	1.131502	1.024927	0.258791	0.000000	1.056583	1.047393	1.038647	0.261035	0.261035	1.056583	1.024927	0.313082	1.086965	0.260714	0.247638	1.131502	0.306566	1.054588	0.219076	1.159051	0.261035	0.306566	1.136335	0.008322	1.131502
EscCo.3_0748_1-230_NEs	0.150561	1.165175	0.136894	0.161868	1.093779	1.056583	0.000000	0.025010	0.022261	1.083848	1.083848	0.000000	0.161868	1.176722	0.129361	1.093779	1.096920	0.136894	1.165175	0.011656	0.993525	0.136869	1.083848	1.165175	0.138799	1.041184	0.136894
EscCo.4_03257_1-230_Ess	0.144920	1.132152	0.144189	0.156538	1.098277	1.047393	0.025010	0.000000	0.014781	1.088254	1.088254	0.025010	0.158338	1.143187	0.123961	1.098277	1.079841	0.144189	1.132152	0.016090	1.004774	0.145919	1.088254	1.132152	0.146121	1.032095	0.144189
EscCo.2_48440_1-227_NEs	0.145067	1.125434	0.144060	0.160828	1.077176	1.038647	0.022261	0.014781	0.000000	1.067356	1.067356	0.022261	0.160828	1.136501	0.129083	1.077176	1.077297	0.144060	1.125434	0.016289	1.010005	0.144033	1.067356	1.125434	0.146012	1.023398	0.144060
SalEn.2_MW31191_1-244_NEs	1.069564	0.246465	1.029864	1.030970	0.001371	0.261035	1.083848	1.088254	1.067356	0.000000	0.000000	1.083848	1.025308	0.254171	1.050716	0.002744	0.235632	1.029864	0.246465	1.088192	0.270071	1.035970	0.000000	0.246465	1.033731	0.261000	1.029864
SalEn.4_31191_1-244_NEs	1.069564	0.246465	1.029864	1.030970	0.001371	0.261035	1.083848	1.088254	1.067356	0.000000	0.000000	1.083848	1.025308	0.254171	1.050716	0.002744	0.235632	1.029864	0.246465	1.088192	0.270071	1.035970	0.000000	0.246465	1.033731	0.261000	1.029864
EscCo.50737_1-230	0.150561	1.165175	0.136894	0.161868	1.093779	1.056583	0.000000	0.025010	0.022261	1.083848	1.083848	0.000000	0.161868	1.176722	0.129361	1.093779	1.096920	0.136894	1.165175	0.011656	0.993525	0.136869	1.083848	1.165175	0.138799	1.041184	0.136894
KlePn.2_13141_1-230_NEs	0.146788	1.059314	0.153635	0.001450	1.029063	1.024927	0.161868	0.158338	0.160828	1.025308	1.025308	0.161868	0.000000	1.063067	0.147554	1.029063	1.059515	0.153635	1.059314	0.160305	0.950078	0.157163	1.025308	1.059314	0.153471	1.015356	0.153635
EscCo.4_00700_1-244_NEs	1.080095	0.013773	1.138292	1.068805	0.254455	0.313082	1.176722	1.143187	1.136501	0.254171	0.254171	1.176722	1.063067	0.000000	1.149314	0.252555	0.229277	1.138292	0.013773	1.168243	0.291424	1.131432	0.254171	0.013773	1.133674	0.312324	1.138292
CitRo.1_07311_1-230_NEs	0.154565	1.138177	0.128742	0.145777	1.060500	1.086965	0.129361	0.123961	0.129083	1.050716	1.050716	0.129361	0.147554	1.149314	0.000000	1.060500	1.061564	0.128742	1.138177	0.125804	0.988328	0.130449	1.050716	1.138177	0.128878	1.084190	0.128742
SalEn.13002_1-244_NEs	1.079482	0.246688	1.039429	1.034761	0.001370	0.260714	1.093779	1.098277	1.077176	0.002744	0.002744	1.093779	1.029063	0.252555	1.060500	0.000000	0.237218	1.039429	0.246688	1.098213	0.270339	1.045595	0.002744	0.246688	1.043379	0.262625	1.039429
CitRo.1_35551_1-244_NEs	1.053435	0.225841	1.155701	1.065421	0.235371	0.247638	1.096920	1.079841	1.077297	0.235632	0.235632	1.096920	1.059515	0.229277	1.061564	0.237218	0.000000	1.155701	0.225841	1.085725	0.251823	1.147850	0.235632	0.225841	1.150836	0.245640	1.155701
SalEn.3_0727_1-230_NEs	0.155763	1.133604	0.000000	0.153635	1.039429	1.131502	0.136894	0.144189	0.144060	1.029864	1.029864	0.136894	0.153635	1.138292	0.128742	1.039429	1.155701	0.000000	1.133604	0.142604	1.016270	0.007267	1.029864	1.133604	0.002903	1.142625	0.000000
EscCo.53006_1-244	1.069909	0.000000	1.133604	1.065016	0.248575	0.306566	1.165175	1.132152	1.125434	0.246465	0.246465	1.165175	1.059314	0.013773	1.138177	0.246688	0.225841	1.133604	0.000000	1.156721	0.282647	1.126796	0.246465	0.000000	1.129044	0.305828	1.133604
EscCo.1_00736_1-230_NEs	0.145094	1.156721	0.142604	0.158498	1.098213	1.054588	0.011656	0.016090	0.016289	1.088192	1.088192	0.011656	0.160305	1.168243	0.125804	1.098213	1.085725	0.142604	1.156721	0.000000	1.024671	0.144333	1.088192	1.156721	0.144533	1.039125	0.142604
EntCo.1_32450_1-228_NEs	0.991890	0.282647	1.016270	0.950078	0.272419	0.219076	0.993525	1.004774	1.010005	0.270071	0.270071	0.993525	0.950078	0.291424	0.988328	0.270339	0.251823	1.016270	0.282647	1.024671	0.000000	1.008993	0.270071	0.282647	1.020270	0.220480	1.016270
SalEn.52131_1-230_NEs	0.157542	1.126796	0.007267	0.157163	1.045595	1.159051	0.136869	0.145919	0.144033	1.035970	1.035970	0.136869	0.157163	1.131432	0.130449	1.045595	1.147850	0.007267	1.126796	0.144333	1.008993	0.000000	1.035970	1.126796	0.010200	1.170473	0.007267
SalEn.3_3133_1-244_NEs	1.069564	0.246465	1.029864	1.030970	0.001371	0.261035	1.083848	1.088254	1.067356	0.000000	0.000000	1.083848	1.025308	0.254171	1.050716	0.002744	0.235632	1.029864	0.246465	1.088192	0.270071	1.035970	0.000000	0.246465	1.033731	0.261000	1.029864
EscCo.1_03429_1-244_NEs	1.069909	0.000000	1.133604	1.065016	0.248575	0.306566	1.165175	1.132152	1.125434	0.246465	0.246465	1.165175	1.059314	0.013773	1.138177	0.246688	0.225841	1.133604	0.000000	1.156721	0.282647	1.126796	0.246465	0.000000	1.129044	0.305828	1.133604
SalEn.10695_1-230_NEs	0.155934	1.129044	0.002903	0.153471	1.043379	1.136335	0.138799	0.146121	0.146012	1.033731	1.033731	0.138799	0.153471	1.133674	0.128878	1.043379	1.150836	0.002903	1.129044	0.144533	1.020270	0.010200	1.033731	1.129044	0.000000	1.147572	0.002903
KlePn.2_40791_1-243_NEs	1.004513	0.305828	1.142625	1.015356	0.260699	0.008322	1.041184	1.032095	1.023398	0.261000	0.261000	1.041184	1.015356	0.312324	1.084190	0.262625	0.245640	1.142625	0.305828	1.039125	0.220480	1.170473	0.261000	0.305828	1.147572	0.000000	1.142625
SalEn.2_MW08021_1-230_Ess	0.155763	1.133604	0.000000	0.153635	1.039429	1.131502	0.136894	0.144189	0.144060	1.029864	1.029864	0.136894	0.153635	1.138292	0.128742	1.039429	1.155701	0.000000	1.133604	0.142604	1.016270	0.007267	1.029864	1.133604	0.002903	1.142625	0.000000
