EscCo.51581_1-404	0.000000	1.636225	0.004128	1.398872	1.636225	0.241957	0.218680	0.218680	1.358004	1.358004	1.289662	1.310285	1.358010	1.289662	0.992299	1.414464	1.612402	1.498850	1.640390	1.653724	1.503767	1.267203	1.358004	0.215429	0.218537	1.681984	1.311679	1.612402	0.000000	0.218680	1.602464	1.352027	1.612402	1.411394	1.305621	1.398872	1.622614	0.220547	1.636225	1.410334	1.327491	0.009120
SalEn.3_3800_2-396_NEs	1.636225	0.000000	1.631284	0.653026	0.000000	1.604753	1.617967	1.617967	1.380572	1.380572	1.272794	1.273972	1.380779	1.272794	1.740245	0.657155	1.803526	1.716996	0.027485	0.043433	1.727324	1.318556	1.380572	1.554642	1.593044	1.760986	1.315975	1.803526	1.636225	1.617967	1.803526	1.350994	1.803526	0.653026	1.289791	0.653026	1.803062	1.530454	0.000000	0.662220	1.363202	1.631966
EscCo.1_01759_1-404_NEs	0.004128	1.631284	0.000000	1.407337	1.631284	0.239613	0.216418	0.216418	1.366267	1.366267	1.293159	1.313903	1.358099	1.293159	0.988751	1.431206	1.634185	1.504362	1.635454	1.648719	1.509309	1.266947	1.366267	0.213175	0.216277	1.684025	1.315411	1.634185	0.004128	0.216418	1.624181	1.352091	1.634185	1.419979	1.309228	1.407337	1.644464	0.217183	1.631284	1.418904	1.327456	0.006621
SalEn.4_22971_1-399_NEs	1.398872	0.653026	1.407337	0.000000	0.653026	1.372457	1.410984	1.410984	1.495522	1.495522	1.435601	1.443404	1.496009	1.435601	1.554796	0.011703	1.944477	1.943163	0.664600	0.641039	1.965703	1.528150	1.495522	1.403281	1.412511	2.029809	1.495679	1.944477	1.398872	1.410984	1.920816	1.498090	1.944477	0.000000	1.478504	0.000000	1.949694	1.453168	0.653026	0.006666	1.470045	1.398935
SalEn.2_MW38181_2-396_NEs	1.636225	0.000000	1.631284	0.653026	0.000000	1.604753	1.617967	1.617967	1.380572	1.380572	1.272794	1.273972	1.380779	1.272794	1.740245	0.657155	1.803526	1.716996	0.027485	0.043433	1.727324	1.318556	1.380572	1.554642	1.593044	1.760986	1.315975	1.803526	1.636225	1.617967	1.803526	1.350994	1.803526	0.653026	1.289791	0.653026	1.803062	1.530454	0.000000	0.662220	1.363202	1.631966
EscCo.1_04420_1-404_NEs	0.241957	1.604753	0.239613	1.372457	1.604753	0.000000	0.268629	0.268629	1.520508	1.520508	1.461375	1.485922	1.506965	1.461375	0.983754	1.395708	1.584110	1.607785	1.592536	1.639332	1.612869	1.503586	1.520508	0.257219	0.261164	1.622936	1.534904	1.584110	0.241957	0.268629	1.594453	1.432337	1.584110	1.381347	1.486533	1.372457	1.604269	0.240655	1.604753	1.384121	1.445335	0.240887
SalEn.4_15051_1-404_NEs	0.218680	1.617967	0.216418	1.410984	1.617967	0.268629	0.000000	0.000000	1.480007	1.480007	1.420100	1.453044	1.480807	1.420100	0.971500	1.431325	1.772515	1.656364	1.616638	1.641438	1.656364	1.429833	1.480007	0.023498	0.006642	1.790980	1.432623	1.772515	0.218680	0.000000	1.756575	1.367746	1.772515	1.415708	1.419509	1.410984	1.772515	0.209357	1.617967	1.422694	1.355575	0.220598
SalEn.3_1435_1-404_NEs	0.218680	1.617967	0.216418	1.410984	1.617967	0.268629	0.000000	0.000000	1.480007	1.480007	1.420100	1.453044	1.480807	1.420100	0.971500	1.431325	1.772515	1.656364	1.616638	1.641438	1.656364	1.429833	1.480007	0.023498	0.006642	1.790980	1.432623	1.772515	0.218680	0.000000	1.756575	1.367746	1.772515	1.415708	1.419509	1.410984	1.772515	0.209357	1.617967	1.422694	1.355575	0.220598
SalEn.3_3794_1-382_NEs	1.358004	1.380572	1.366267	1.495522	1.380572	1.520508	1.480007	1.480007	0.000000	0.000000	0.204677	0.213021	0.008793	0.204677	1.398186	1.500442	1.577037	1.569230	1.338240	1.322481	1.574359	0.157941	0.000000	1.501938	1.475813	1.554837	0.184353	1.577037	1.358004	1.480007	1.582296	0.183534	1.577037	1.496418	0.212998	1.495522	1.577306	1.432823	1.380572	1.491648	0.183551	1.381045
SalEn.2_MW38121_1-382_NEs	1.358004	1.380572	1.366267	1.495522	1.380572	1.520508	1.480007	1.480007	0.000000	0.000000	0.204677	0.213021	0.008793	0.204677	1.398186	1.500442	1.577037	1.569230	1.338240	1.322481	1.574359	0.157941	0.000000	1.501938	1.475813	1.554837	0.184353	1.577037	1.358004	1.480007	1.582296	0.183534	1.577037	1.496418	0.212998	1.495522	1.577306	1.432823	1.380572	1.491648	0.183551	1.381045
EscCo.3_3982_1-382_NEs	1.289662	1.272794	1.293159	1.435601	1.272794	1.461375	1.420100	1.420100	0.204677	0.204677	0.000000	0.034768	0.208081	0.000000	1.385582	1.435100	1.627230	1.527658	1.269337	1.222786	1.532400	0.207837	0.204677	1.405573	1.404025	1.587937	0.177910	1.627230	1.289662	1.420100	1.637877	0.228987	1.627230	1.436628	0.023928	1.435601	1.627514	1.370936	1.272794	1.435531	0.226646	1.296331
EscCo.4_04824_1-382_NEs	1.310285	1.273972	1.313903	1.443404	1.273972	1.485922	1.453044	1.453044	0.213021	0.213021	0.034768	0.000000	0.214170	0.034768	1.387851	1.442459	1.665524	1.523223	1.274086	1.246172	1.518039	0.207371	0.213021	1.442700	1.432250	1.619798	0.181033	1.665524	1.310285	1.453044	1.665524	0.243513	1.665524	1.444401	0.034818	1.443404	1.644393	1.388498	1.273972	1.438864	0.241134	1.321131
SalEn.13644_1-382_NEs	1.358010	1.380779	1.358099	1.496009	1.380779	1.506965	1.480807	1.480807	0.008793	0.008793	0.208081	0.214170	0.000000	0.208081	1.394184	1.509919	1.572317	1.564696	1.338440	1.322678	1.569823	0.159021	0.008793	1.502761	1.476614	1.555728	0.184361	1.572317	1.358010	1.480807	1.587827	0.182433	1.572317	1.496904	0.214147	1.496009	1.582835	1.428958	1.380779	1.492131	0.182449	1.381047
EscCo.54478_1-382	1.289662	1.272794	1.293159	1.435601	1.272794	1.461375	1.420100	1.420100	0.204677	0.204677	0.000000	0.034768	0.208081	0.000000	1.385582	1.435100	1.627230	1.527658	1.269337	1.222786	1.532400	0.207837	0.204677	1.405573	1.404025	1.587937	0.177910	1.627230	1.289662	1.420100	1.637877	0.228987	1.627230	1.436628	0.023928	1.435601	1.627514	1.370936	1.272794	1.435531	0.226646	1.296331
SalEn.11436_2-418_NEs	0.992299	1.740245	0.988751	1.554796	1.740245	0.983754	0.971500	0.971500	1.398186	1.398186	1.385582	1.387851	1.394184	1.385582	0.000000	1.565783	1.898656	1.776947	1.748309	1.788326	1.749484	1.309895	1.398186	0.969293	0.967605	1.799821	1.379222	1.898656	0.992299	0.971500	1.893076	1.350624	1.898656	1.560269	1.403773	1.554796	1.910448	0.929841	1.740245	1.559770	1.350947	0.993295
SalEn.50591_1-399_BeL	1.414464	0.657155	1.431206	0.011703	0.657155	1.395708	1.431325	1.431325	1.500442	1.500442	1.435100	1.442459	1.509919	1.435100	1.565783	0.000000	1.961164	1.975785	0.668821	0.641277	1.998679	1.546870	1.500442	1.427648	1.432811	2.084957	1.499918	1.961164	1.414464	1.431325	1.937368	1.507228	1.961164	0.011703	1.473687	0.011703	1.966405	1.473619	0.657155	0.011690	1.479132	1.414538
SalEn.3_3662_1-398_NEs	1.612402	1.803526	1.634185	1.944477	1.803526	1.584110	1.772515	1.772515	1.577037	1.577037	1.627230	1.665524	1.572317	1.627230	1.898656	1.961164	0.000000	1.799797	1.724834	1.666190	1.799797	1.528484	1.577037	1.719944	1.772595	0.097833	1.542719	0.000000	1.612402	1.772515	0.005043	1.519884	0.000000	1.944477	1.608804	1.944477	0.005889	1.637332	1.803526	1.939456	1.514644	1.635220
KlePn.1_04041_1-384_NEs	1.498850	1.716996	1.504362	1.943163	1.716996	1.607785	1.656364	1.656364	1.569230	1.569230	1.527658	1.523223	1.564696	1.527658	1.776947	1.975785	1.799797	0.000000	1.699408	1.712387	0.006126	1.350055	1.569230	1.610668	1.651932	1.741201	1.495121	1.799797	1.498850	1.656364	1.794677	1.562885	1.799797	1.943163	1.568252	1.943163	1.800807	1.644606	1.716996	1.954962	1.578384	1.493842
SalEn.13650_2-396_NEs	1.640390	0.027485	1.635454	0.664600	0.027485	1.592536	1.616638	1.616638	1.338240	1.338240	1.269337	1.274086	1.338440	1.269337	1.748309	0.668821	1.724834	1.699408	0.000000	0.039852	1.709677	1.274139	1.338240	1.563131	1.591880	1.676387	1.319774	1.724834	1.640390	1.616638	1.724834	1.330637	1.724834	0.664600	1.286219	0.664600	1.724393	1.507082	0.027485	0.673935	1.334652	1.645646
SalEn.53686_2-396_NEs	1.653724	0.043433	1.648719	0.641039	0.043433	1.639332	1.641438	1.641438	1.322481	1.322481	1.222786	1.246172	1.322678	1.222786	1.788326	0.641277	1.666190	1.712387	0.039852	0.000000	1.728044	1.278444	1.322481	1.576186	1.606687	1.647484	1.282570	1.666190	1.653724	1.641438	1.677074	1.322920	1.666190	0.641039	1.253970	0.641039	1.665777	1.555941	0.043433	0.650138	1.326896	1.649502
KlePn.2_31421_1-384_NEs	1.503767	1.727324	1.509309	1.965703	1.727324	1.612869	1.656364	1.656364	1.574359	1.574359	1.532400	1.518039	1.569823	1.532400	1.749484	1.998679	1.799797	0.006126	1.709677	1.728044	0.000000	1.359585	1.574359	1.610668	1.651932	1.741201	1.499823	1.799797	1.503767	1.656364	1.794677	1.578278	1.799797	1.965703	1.573118	1.965703	1.800807	1.650279	1.727324	1.977814	1.593800	1.498711
CitRo.1_40331_1-382_NEs	1.267203	1.318556	1.266947	1.528150	1.318556	1.503586	1.429833	1.429833	0.157941	0.157941	0.207837	0.207371	0.159021	0.207837	1.309895	1.546870	1.528484	1.350055	1.274139	1.278444	1.359585	0.000000	0.157941	1.446165	1.438952	1.489901	0.136625	1.528484	1.267203	1.429833	1.533737	0.179901	1.528484	1.528971	0.201177	1.528150	1.538487	1.258011	1.318556	1.528284	0.179917	1.299060
SalEn.4_38121_1-382_BeL	1.358004	1.380572	1.366267	1.495522	1.380572	1.520508	1.480007	1.480007	0.000000	0.000000	0.204677	0.213021	0.008793	0.204677	1.398186	1.500442	1.577037	1.569230	1.338240	1.322481	1.574359	0.157941	0.000000	1.501938	1.475813	1.554837	0.184353	1.577037	1.358004	1.480007	1.582296	0.183534	1.577037	1.496418	0.212998	1.495522	1.577306	1.432823	1.380572	1.491648	0.183551	1.381045
