SalEn.3_3923_1-476_NEs	0.000000	0.000000	0.275698	0.276805	0.000000	0.286294	0.004210	0.298605	0.298242	0.002805	0.275698	0.269718	0.276855
SalEn.2_MW39401_1-476_NEs	0.000000	0.000000	0.275698	0.276805	0.000000	0.286294	0.004210	0.298605	0.298242	0.002805	0.275698	0.269718	0.276855
EscCo.53832_1-475	0.275698	0.275698	0.000000	0.007039	0.275698	0.046921	0.278679	0.316491	0.314305	0.277690	0.000000	0.208137	0.002105
EscCo.1_04285_1-475_NEs	0.276805	0.276805	0.007039	0.000000	0.276805	0.046849	0.279790	0.320844	0.318647	0.278800	0.007039	0.205432	0.004920
SalEn.4_39401_1-476_BeL	0.000000	0.000000	0.275698	0.276805	0.000000	0.286294	0.004210	0.298605	0.298242	0.002805	0.275698	0.269718	0.276855
EscCo.4_04667_1-475_NEs	0.286294	0.286294	0.046921	0.046849	0.286294	0.000000	0.289309	0.327642	0.325433	0.288309	0.046921	0.219484	0.044684
SalEn.53328_1-476_NEs	0.004210	0.004210	0.278679	0.279790	0.004210	0.289309	0.000000	0.301602	0.301234	0.005618	0.278679	0.272662	0.279841
KlePn.2_49531_1-476_BeL	0.298605	0.298605	0.316491	0.320844	0.298605	0.327642	0.301602	0.000000	0.005654	0.298571	0.316491	0.311239	0.315600
KlePn.1_01800_1-476_NEs	0.298242	0.298242	0.314305	0.318647	0.298242	0.325433	0.301234	0.005654	0.000000	0.298207	0.314305	0.309758	0.313415
SalEn.13764_1-476_NEs	0.002805	0.002805	0.277690	0.278800	0.002805	0.288309	0.005618	0.298571	0.298207	0.000000	0.277690	0.271685	0.278850
EscCo.3_4109_1-475_NEs	0.275698	0.275698	0.000000	0.007039	0.275698	0.046921	0.278679	0.316491	0.314305	0.277690	0.000000	0.208137	0.002105
CitRo.1_39221_1-475_NEs	0.269718	0.269718	0.208137	0.205432	0.269718	0.219484	0.272662	0.311239	0.309758	0.271685	0.208137	0.000000	0.206404
EscCo.2_34490_1-475_NEs	0.276855	0.276855	0.002105	0.004920	0.276855	0.044684	0.279841	0.315600	0.313415	0.278850	0.002105	0.206404	0.000000
