SalEn.10337_1-145_NEs	0.000000	1.253441	1.223661	1.202136	1.213348	1.005869	1.262369	1.092870	0.004616	1.088972	1.262369	1.077035	0.004616	0.870426	0.882006	0.004616	0.899746	1.308285	1.077035	0.871811	0.871811	1.223661	1.077035	1.262369	0.899746	0.871811	1.110449	1.235900	1.176090	1.077035
SalEn.13240_1-141_NEs	1.253441	0.000000	0.243447	0.249976	0.230695	1.119262	0.014270	1.078616	1.264783	0.319626	0.011877	1.064398	1.264783	0.928215	0.931182	1.264783	1.085173	0.021575	1.073055	0.970820	0.970820	0.243447	1.073055	0.011877	1.085173	0.970820	0.227569	0.280040	0.286813	1.073055
EscCo.3_3544_1-141_NEs	1.223661	0.243447	0.000000	0.033689	0.014246	0.973399	0.255925	0.983156	1.235141	0.331295	0.252707	0.970848	1.235141	0.923615	0.920209	1.235141	0.921621	0.249869	0.978690	0.918884	0.918884	0.000000	0.978690	0.252707	0.921621	0.926187	0.253877	0.298761	0.303288	0.978690
EscCo.4_00403_1-141_NEs	1.202136	0.249976	0.033689	0.000000	0.028814	0.990836	0.255998	0.919219	1.191953	0.327740	0.252779	0.907834	1.191953	0.886126	0.882962	1.191953	0.883358	0.256440	0.915306	0.896832	0.896832	0.033689	0.915306	0.252779	0.883358	0.904041	0.264841	0.300040	0.307993	0.915306
EscCo.1_03727_1-141_NEs	1.213348	0.230695	0.014246	0.028814	0.000000	0.982863	0.243041	0.992538	1.224760	0.338897	0.239862	0.980097	1.224760	0.932290	0.913504	1.224760	0.899310	0.237039	0.987990	0.912132	0.912132	0.014246	0.987990	0.239862	0.899310	0.919411	0.241032	0.292084	0.299920	0.987990
CitRo.1_05421_1-137_NEs	1.005869	1.119262	0.973399	0.990836	0.982863	0.000000	1.112503	0.215879	1.029343	1.137463	1.103565	0.212317	1.029343	0.244358	0.254964	1.029343	0.200710	1.108984	0.215508	0.245497	0.236651	0.973399	0.215508	1.103565	0.209328	0.239983	1.025232	1.014255	1.050754	0.215508
SalEn.3_3379_1-141_NEs	1.262369	0.014270	0.255925	0.255998	0.243041	1.112503	0.000000	1.046514	1.273874	0.311890	0.002360	1.032821	1.273874	0.923591	0.926563	1.273874	1.070094	0.026400	1.041288	0.958007	0.958007	0.255925	1.041288	0.002360	1.070094	0.958007	0.243123	0.282843	0.289621	1.041288
SalEn.52361_1-137_NEs	1.092870	1.078616	0.983156	0.919219	0.992538	0.215879	1.046514	0.000000	1.099540	1.203484	1.038121	0.012264	1.099540	0.229472	0.222500	1.099540	0.212214	1.051664	0.009797	0.225583	0.214079	0.983156	0.009797	1.038121	0.213949	0.217300	1.010736	0.991094	1.009155	0.009797
SalEn.4_04241_1-145_NEs	0.004616	1.264783	1.235141	1.191953	1.224760	1.029343	1.273874	1.099540	0.000000	1.080278	1.273874	1.083471	0.000000	0.866982	0.878578	0.000000	0.904120	1.320365	1.083471	0.868332	0.868332	1.235141	1.083471	1.273874	0.904120	0.868332	1.120634	1.247040	1.186526	1.083471
EntCo.1_25070_1-141_BeL	1.088972	0.319626	0.331295	0.327740	0.338897	1.137463	0.311890	1.203484	1.080278	0.000000	0.308402	1.196277	1.080278	0.986662	0.982188	1.080278	1.145037	0.312471	1.205971	0.957876	0.957876	0.331295	1.205971	0.308402	1.145037	0.957876	0.331433	0.311532	0.310235	1.205971
SalEn.4_34051_1-141_NEs	1.262369	0.011877	0.252707	0.252779	0.239862	1.103565	0.002360	1.038121	1.273874	0.308402	0.000000	1.024540	1.273874	0.915979	0.918985	1.273874	1.061402	0.023971	1.032971	0.950221	0.950221	0.252707	1.032971	0.000000	1.061402	0.950221	0.239942	0.279501	0.286257	1.032971
SalEn.10480_1-137_NEs	1.077035	1.064398	0.970848	0.907834	0.980097	0.212317	1.032821	0.012264	1.083471	1.196277	1.024540	0.000000	1.083471	0.225834	0.218904	1.083471	0.202167	1.037815	0.002437	0.221973	0.210507	0.970848	0.002437	1.024540	0.207192	0.213713	0.981393	0.962719	0.980078	0.002437
SalEn.3_0349_1-145_NEs	0.004616	1.264783	1.235141	1.191953	1.224760	1.029343	1.273874	1.099540	0.000000	1.080278	1.273874	1.083471	0.000000	0.866982	0.878578	0.000000	0.904120	1.320365	1.083471	0.868332	0.868332	1.235141	1.083471	1.273874	0.904120	0.868332	1.120634	1.247040	1.186526	1.083471
EscCo.2_46090_1-136_NEs	0.870426	0.928215	0.923615	0.886126	0.932290	0.244358	0.923591	0.229472	0.866982	0.986662	0.915979	0.225834	0.866982	0.000000	0.037695	0.866982	0.242078	0.943500	0.229073	0.058789	0.056601	0.923615	0.229073	0.915979	0.242078	0.059252	0.885281	0.841204	0.870279	0.229073
EscCo.4_03488_1-136_NEs	0.882006	0.931182	0.920209	0.882962	0.913504	0.254964	0.926563	0.222500	0.878578	0.982188	0.918985	0.218904	0.878578	0.037695	0.000000	0.878578	0.238185	0.930539	0.222116	0.056059	0.053860	0.920209	0.222116	0.918985	0.238185	0.056499	0.866400	0.823578	0.837473	0.222116
SalEn.2_MW04241_1-145_NEs	0.004616	1.264783	1.235141	1.191953	1.224760	1.029343	1.273874	1.099540	0.000000	1.080278	1.273874	1.083471	0.000000	0.866982	0.878578	0.000000	0.904120	1.320365	1.083471	0.868332	0.868332	1.235141	1.083471	1.273874	0.904120	0.868332	1.120634	1.247040	1.186526	1.083471
KlePn.2_09541_1-136_NEs	0.899746	1.085173	0.921621	0.883358	0.899310	0.200710	1.070094	0.212214	0.904120	1.145037	1.061402	0.202167	0.904120	0.242078	0.238185	0.904120	0.000000	1.093869	0.205365	0.227038	0.214471	0.921621	0.205365	1.061402	0.000000	0.217748	0.955233	0.993461	1.011743	0.205365
SalEn.54093_1-141_NEs	1.308285	0.021575	0.249869	0.256440	0.237039	1.108984	0.026400	1.051664	1.320365	0.312471	0.023971	1.037815	1.320365	0.943500	0.930539	1.320365	1.093869	0.000000	1.046357	0.978573	0.978573	0.249869	1.046357	0.023971	1.093869	0.978573	0.221203	0.286709	0.293522	1.046357
SalEn.4_05691_1-137_NEs	1.077035	1.073055	0.978690	0.915306	0.987990	0.215508	1.041288	0.009797	1.083471	1.205971	1.032971	0.002437	1.083471	0.229073	0.222116	1.083471	0.205365	1.046357	0.000000	0.225192	0.213710	0.978690	0.000000	1.032971	0.210387	0.216925	0.989451	0.970543	0.988067	0.000000
EscCo.1_00519_1-136_NEs	0.871811	0.970820	0.918884	0.896832	0.912132	0.245497	0.958007	0.225583	0.868332	0.957876	0.950221	0.221973	0.868332	0.058789	0.056059	0.868332	0.227038	0.978573	0.225192	0.000000	0.002485	0.918884	0.225192	0.950221	0.227038	0.004977	0.894482	0.850426	0.864782	0.225192
EscCo.50487_1-135	0.871811	0.970820	0.918884	0.896832	0.912132	0.236651	0.958007	0.214079	0.868332	0.957876	0.950221	0.210507	0.868332	0.056601	0.053860	0.868332	0.214471	0.978573	0.213710	0.002485	0.000000	0.918884	0.213710	0.950221	0.214471	0.002485	0.902508	0.850426	0.864782	0.213710
EscCo.53292_1-141	1.223661	0.243447	0.000000	0.033689	0.014246	0.973399	0.255925	0.983156	1.235141	0.331295	0.252707	0.970848	1.235141	0.923615	0.920209	1.235141	0.921621	0.249869	0.978690	0.918884	0.918884	0.000000	0.978690	0.252707	0.921621	0.926187	0.253877	0.298761	0.303288	0.978690
SalEn.3_0492_1-137_NEs	1.077035	1.073055	0.978690	0.915306	0.987990	0.215508	1.041288	0.009797	1.083471	1.205971	1.032971	0.002437	1.083471	0.229073	0.222116	1.083471	0.205365	1.046357	0.000000	0.225192	0.213710	0.978690	0.000000	1.032971	0.210387	0.216925	0.989451	0.970543	0.988067	0.000000
SalEn.2_MW34051_1-141_NEs	1.262369	0.011877	0.252707	0.252779	0.239862	1.103565	0.002360	1.038121	1.273874	0.308402	0.000000	1.024540	1.273874	0.915979	0.918985	1.273874	1.061402	0.023971	1.032971	0.950221	0.950221	0.252707	1.032971	0.000000	1.061402	0.950221	0.239942	0.279501	0.286257	1.032971
KlePn.1_02818_1-137_NEs	0.899746	1.085173	0.921621	0.883358	0.899310	0.209328	1.070094	0.213949	0.904120	1.145037	1.061402	0.207192	0.904120	0.242078	0.238185	0.904120	0.000000	1.093869	0.210387	0.227038	0.214471	0.921621	0.210387	1.061402	0.000000	0.217748	0.955233	0.993461	1.011743	0.210387
EscCo.3_0539_1-135_NEs	0.871811	0.970820	0.926187	0.904041	0.919411	0.239983	0.958007	0.217300	0.868332	0.957876	0.950221	0.213713	0.868332	0.059252	0.056499	0.868332	0.217748	0.978573	0.216925	0.004977	0.002485	0.926187	0.216925	0.950221	0.217748	0.000000	0.894746	0.850426	0.864782	0.216925
CitRo.1_45291_1-141_NEs	1.110449	0.227569	0.253877	0.264841	0.241032	1.025232	0.243123	1.010736	1.120634	0.331433	0.239942	0.981393	1.120634	0.885281	0.866400	1.120634	0.955233	0.221203	0.989451	0.894482	0.902508	0.253877	0.989451	0.239942	0.955233	0.894746	0.000000	0.299000	0.302540	0.989451
KlePn.1_00893_1-142_BeL	1.235900	0.280040	0.298761	0.300040	0.292084	1.014255	0.282843	0.991094	1.247040	0.311532	0.279501	0.962719	1.247040	0.841204	0.823578	1.247040	0.993461	0.286709	0.970543	0.850426	0.850426	0.298761	0.970543	0.279501	0.993461	0.850426	0.299000	0.000000	0.019072	0.970543
KlePn.2_43291_1-142_BeL	1.176090	0.286813	0.303288	0.307993	0.299920	1.050754	0.289621	1.009155	1.186526	0.310235	0.286257	0.980078	1.186526	0.870279	0.837473	1.186526	1.011743	0.293522	0.988067	0.864782	0.864782	0.303288	0.988067	0.286257	1.011743	0.864782	0.302540	0.019072	0.000000	0.988067
SalEn.2_MW05691_1-137_NEs	1.077035	1.073055	0.978690	0.915306	0.987990	0.215508	1.041288	0.009797	1.083471	1.205971	1.032971	0.002437	1.083471	0.229073	0.222116	1.083471	0.205365	1.046357	0.000000	0.225192	0.213710	0.978690	0.000000	1.032971	0.210387	0.216925	0.989451	0.970543	0.988067	0.000000
