KlePn.1_00569_1-283_NEs	0.000000	1.276943	0.234826	1.194925	0.464268	1.276943	0.502232	1.276943	1.307462	0.229970	0.224431	0.507131	0.253763	0.501966	0.000000	0.229970	0.233144	0.336851	1.109412	0.189745	0.343640	1.192518	0.250512	0.253763	0.502232	1.194925	0.253763	0.229970	0.466246	0.510088	0.483075
EscCo.2_0942_1-231_NEs	1.276943	0.000000	1.150194	0.281234	1.386956	0.000000	1.326556	0.001451	0.031049	1.146058	1.196431	1.320102	1.171180	1.326556	1.276943	1.146058	1.152031	1.234589	0.234130	1.189898	1.245423	0.231040	1.153892	1.171180	1.326556	0.281234	1.171180	1.146058	1.386956	1.367021	1.329418
SalEn.53531_1-281_NEs	0.234826	1.150194	0.000000	1.181700	0.528775	1.150194	0.515431	1.150194	1.154794	0.007128	0.143398	0.520446	0.199478	0.515103	0.234826	0.007128	0.005934	0.357516	1.138012	0.207874	0.361553	1.135616	0.197978	0.199478	0.515431	1.175956	0.199478	0.007128	0.531920	0.523486	0.506979
KlePn.1_03396_1-231_BeL	1.194925	0.281234	1.181700	0.000000	1.250393	0.281234	1.233582	0.283214	0.292358	1.177317	1.255592	1.227679	1.228042	1.233582	1.194925	1.177317	1.171608	1.114818	0.185509	1.234662	1.118780	0.200380	1.234275	1.228042	1.233582	0.001451	1.228042	1.177317	1.250393	1.245217	1.236624
KlePn.1_01466_1-270_BeL	0.464268	1.386956	0.528775	1.250393	0.000000	1.386956	0.322039	1.386956	1.402508	0.521160	0.514527	0.325974	0.588953	0.322488	0.464268	0.521160	0.521160	0.519193	1.359039	0.515831	0.520618	1.501270	0.586372	0.588953	0.322039	1.250393	0.588953	0.521160	0.003737	0.328249	0.283834
EscCo.40875_1-231	1.276943	0.000000	1.150194	0.281234	1.386956	0.000000	1.326556	0.001451	0.031049	1.146058	1.196431	1.320102	1.171180	1.326556	1.276943	1.146058	1.152031	1.234589	0.234130	1.189898	1.245423	0.231040	1.153892	1.171180	1.326556	0.281234	1.171180	1.146058	1.386956	1.367021	1.329418
SalEn.3_2013_1-264_NEs	0.502232	1.326556	0.515431	1.233582	0.322039	1.326556	0.000000	1.326556	1.338348	0.513437	0.539052	0.002527	0.536552	0.000000	0.502232	0.513437	0.510603	0.549521	1.238180	0.534208	0.550346	1.270445	0.541698	0.536552	0.000000	1.239916	0.536552	0.513437	0.321997	0.007606	0.286363
EscCo.1_00936_1-231_NEs	1.276943	0.001451	1.150194	0.283214	1.386956	0.001451	1.326556	0.000000	0.032547	1.146058	1.196431	1.320102	1.171180	1.326556	1.276943	1.146058	1.152031	1.234589	0.236043	1.189898	1.245423	0.232924	1.153892	1.171180	1.326556	0.283214	1.171180	1.146058	1.386956	1.367021	1.329418
EscCo.3_03119_1-232_NEs	1.307462	0.031049	1.154794	0.292358	1.402508	0.031049	1.338348	0.032547	0.000000	1.150665	1.232936	1.345295	1.194039	1.338348	1.307462	1.150665	1.156597	1.267938	0.244187	1.186446	1.278928	0.239078	1.176513	1.194039	1.338348	0.292358	1.194039	1.150665	1.402508	1.365318	1.346606
SalEn.4_40521_1-281_NEs	0.229970	1.146058	0.007128	1.177317	0.521160	1.146058	0.513437	1.146058	1.150665	0.000000	0.139132	0.518447	0.196513	0.513117	0.229970	0.000000	0.003550	0.355621	1.133987	0.201577	0.359661	1.131687	0.195017	0.196513	0.513437	1.171608	0.196513	0.000000	0.524246	0.521483	0.502153
