SalEn.2_MW39891_1-267_NEs	0.000000	1.729364	1.512349	1.808158	1.712798	1.801210	1.743955	1.505306	0.530550	1.506426	1.664106	1.727781	1.783587	1.598234	0.000000	1.657390	1.500047	0.005015	1.482278	1.434498	1.839987	1.505709	1.758499	1.837039	1.649628	0.289425	0.241910	1.738460	1.719368	0.000000	1.499361	1.475504	1.682541	1.667823	1.639761	0.007539	1.626237	2.052698	1.764731	1.786069	1.800957	1.774558	0.280441	1.499361	1.721167	1.606565	1.805409	1.805409	1.821723	1.598194	1.682688	1.724625	1.630528	1.786043	1.676526	1.811525	0.275336	0.296472	1.805409	1.805409	1.693366	1.505306	1.500949	1.402182	0.272929	1.821723
EscCo.2_3110_1-240_NEs	1.729364	0.000000	1.856515	0.319512	0.014095	1.846622	0.316913	1.849602	1.761381	1.824544	0.421846	1.629454	1.833190	1.462856	1.729364	0.424274	2.090321	1.738659	2.070989	1.428697	1.447297	1.804318	1.544967	1.458625	1.882154	1.556277	1.634271	0.006968	0.015516	1.729364	1.807013	1.820665	1.768895	1.901598	1.831011	1.740347	1.417866	1.736482	1.571778	1.674191	1.860305	1.823943	1.548646	1.807013	1.576950	0.365638	0.325543	0.325543	1.439708	1.964111	1.675490	0.021134	1.783507	1.477141	1.509041	1.452110	1.548646	1.472488	0.325543	0.325543	1.534540	1.849602	1.838909	1.418278	1.563904	1.439708
EscCo.1_03138_1-243_NEs	1.512349	1.856515	0.000000	2.121805	1.772805	1.636119	1.893240	0.000000	1.659725	0.219246	1.796750	1.705324	1.628181	1.890809	1.512349	1.796750	1.828367	1.519319	1.836526	2.042115	1.883419	0.219467	1.668684	1.897538	0.509530	1.424090	1.517354	1.846901	1.772805	1.512349	0.221092	0.011046	2.196020	2.040124	0.313994	1.519251	1.771711	1.713384	1.737422	1.707668	1.628181	1.627365	1.450215	0.221092	2.510249	1.754637	2.116588	2.116588	1.883419	0.313519	1.755733	1.829904	0.310293	1.812216	1.641088	1.872991	1.450215	1.654660	2.116588	2.116588	2.518266	0.000000	0.226126	2.010694	1.493563	1.883419
SalEn.51617_1-249_NEs	1.808158	0.319512	2.121805	0.000000	0.308909	1.709724	0.307179	2.100309	1.792333	1.927006	0.388513	1.465366	1.693191	1.519867	1.808158	0.390775	1.811432	1.818903	1.822603	1.519620	1.413489	1.905446	1.430815	1.412220	1.800680	1.615031	1.745169	0.313408	0.310905	1.808158	1.917956	2.079505	1.768976	1.674948	1.927582	1.821498	1.412290	1.717525	1.390181	1.748092	1.715711	1.701608	1.584334	1.917956	1.587869	0.364819	0.012124	0.012124	1.400371	2.106826	1.626409	0.316845	1.884358	1.574514	1.502428	1.405946	1.584334	1.855795	0.012124	0.012124	1.587036	2.100309	1.952011	1.540315	1.615745	1.400371
EscCo.3_1388_1-249_NEs	1.712798	0.014095	1.772805	0.308909	0.000000	1.831576	0.301066	1.765698	1.759179	1.796666	0.407833	1.681231	1.818868	1.485305	1.712798	0.410121	2.047558	1.721692	2.029032	1.419313	1.495986	1.777227	1.589615	1.494710	1.879020	1.535393	1.680321	0.014871	0.001337	1.712798	1.779566	1.739756	1.779810	1.800137	1.815070	1.723188	1.421314	1.699817	1.616571	1.712995	1.844737	1.810100	1.538117	1.779566	1.566532	0.359520	0.314653	0.314653	1.488313	1.899980	1.698287	0.020337	1.769998	1.513210	1.531788	1.501007	1.538117	1.488754	0.314653	0.314653	1.525937	1.765698	1.810229	1.419788	1.552679	1.488313
EscCo.4_02110_1-253_NEs	1.801210	1.846622	1.636119	1.709724	1.831576	0.000000	1.751663	1.626350	1.549916	1.608794	1.856800	1.514085	0.006605	1.393792	1.801210	1.863934	1.589581	1.811560	1.571307	1.519849	1.502221	1.585567	1.411638	1.472869	1.786171	1.379103	1.646828	1.825745	1.831576	1.801210	1.616111	1.618725	1.747039	1.546219	1.607294	1.813622	1.456170	0.258143	1.488711	0.267155	0.006578	0.007938	1.446437	1.616111	1.983573	1.875089	1.738963	1.738963	1.502221	1.545442	0.292378	1.894060	1.597368	1.485603	1.509987	1.508456	1.446437	1.646105	1.738963	1.738963	1.979983	1.626350	1.633588	1.538922	1.496208	1.502221
CitRo.1_17161_1-249_NEs	1.743955	0.316913	1.893240	0.307179	0.301066	1.751663	0.000000	1.885870	1.754546	1.774694	0.345531	1.535559	1.734298	1.427464	1.743955	0.343448	1.685636	1.753799	1.650372	1.386038	1.309920	1.755912	1.482156	1.320061	1.668996	1.676034	1.722362	0.298666	0.303036	1.743955	1.766140	1.856687	1.703563	1.622355	1.772154	1.755704	1.368215	1.774089	1.498357	1.696557	1.757761	1.720497	1.664677	1.766140	1.481137	0.323279	0.305609	0.305609	1.303452	1.823456	1.733931	0.301290	1.743382	1.464207	1.288585	1.313586	1.664677	1.620952	0.305609	0.305609	1.447572	1.885870	1.785209	1.387663	1.668222	1.303452
EscCo.52805_1-242	1.505306	1.849602	0.000000	2.100309	1.765698	1.626350	1.885870	0.000000	1.644068	0.219246	1.779460	1.689284	1.618443	1.872305	1.505306	1.779460	1.855602	1.512260	1.863874	2.020349	1.866229	0.219467	1.652962	1.879988	0.502433	1.410565	1.503720	1.840087	1.765698	1.505306	0.221092	0.011091	2.233845	2.042449	0.313994	1.512147	1.753262	1.702692	1.721060	1.690144	1.618443	1.617714	1.436959	0.221092	2.509019	1.736388	2.095382	2.095382	1.866229	0.313519	1.737484	1.823171	0.310293	1.794917	1.625950	1.855967	1.436959	1.654328	2.095382	2.095382	2.517124	0.000000	0.226126	1.989197	1.479842	1.866229
EscCo.4_04626_1-263_NEs	0.530550	1.761381	1.659725	1.792333	1.759179	1.549916	1.754546	1.644068	0.000000	1.589007	1.559154	1.495280	1.535350	1.513683	0.530550	1.559154	1.823903	0.532420	1.851264	1.401704	1.600726	1.573621	1.504750	1.600082	1.839380	0.468292	0.472825	1.794075	1.759179	0.530550	1.581661	1.607987	1.734947	1.317886	1.541180	0.538372	1.751074	1.944494	1.515103	1.822171	1.543187	1.535316	0.465007	1.581661	1.870700	1.586221	1.768789	1.768789	1.593193	1.684167	1.800041	1.764070	1.532304	1.656680	1.538941	1.586209	0.465007	0.438652	1.768789	1.768789	1.834771	1.644068	1.590369	1.391079	0.457925	1.593193
SalEn.52887_1-236_NEs	1.506426	1.824544	0.219246	1.927006	1.796666	1.608794	1.774694	0.219246	1.589007	0.000000	1.670933	1.767467	1.577480	2.013825	1.506426	1.670933	1.568028	1.513974	1.600944	1.757012	1.885441	0.011365	1.715630	1.900870	0.476871	1.327552	1.435278	1.814826	1.796666	1.506426	0.009928	0.223281	1.837999	1.884421	0.280697	1.513863	1.750182	1.650386	1.751339	1.683773	1.577480	1.569454	1.356155	0.009928	2.223738	1.610101	1.906403	1.906403	1.885441	0.265468	1.534846	1.826208	0.276311	2.052520	1.597338	1.874092	1.356155	1.464596	1.906403	1.906403	2.266321	0.219246	0.009928	1.731631	1.384130	1.885441
