KlePn.2_15341_9-572_NEs	0.000000	1.618188	1.496337	2.402264	1.445201	2.246851	2.592627	2.538197	1.649501	1.642183	1.644178	2.333482	2.408232	2.592369	1.858924	1.695818	2.006637	2.562551	1.648401	1.726035	1.796946	1.658484	2.158464	2.292337	2.279009	2.310230	2.568721	1.835660	1.661931	2.113279	2.299799	0.358705	2.003154	1.736663	1.656856	1.654381	2.777280	2.093550	1.602539	1.956577	2.479717	1.675514	0.328171	2.268343	2.099992	0.361279	1.656856	2.308451	1.825965	2.568721	1.825965	2.581658	2.347239	2.210704	1.983139	1.636394	1.855542	2.409457	2.777280	2.523470	2.371248	1.698404	2.816749	2.196883	0.362509	2.099992	1.954569	2.342674	1.679801	1.761742	1.792775	1.457240	1.722263	2.389199	2.097460	2.384262	1.799194	1.719815	2.394519	2.006814	2.210897	2.376458	2.590926	2.376458	2.299799	2.384262	0.361928	2.561020	1.743547	2.526226	1.858924	2.399223	2.096555	1.571774	1.789987	2.191934	1.783753	2.608122	1.809918	2.462378	1.839362	1.514908	1.607014	2.376458	2.568721	2.186022	1.722263	2.487821	1.656856	1.726311	2.722731	2.401702	2.301528	1.748261	1.655640	2.353931	1.634663	2.581658	2.091721	2.566568	1.722263	2.776776	2.099992	0.303216	2.403753	1.543732	2.391727	2.581658	2.305345	2.061843	1.702113	1.747273	2.327142	1.740586	2.299799	2.097460	0.331610	0.328793	2.293153	2.541408	2.381964	2.368062	1.726035	2.416193	1.864243	2.054216	0.328793	2.374440	2.248021	0.356196	2.505247	0.328793	1.714686	2.106600	1.601452	2.032566	1.731240	1.640281	1.825965	0.009004	2.438141	1.497138	1.434068	1.997894	2.648590	1.666920
EscCo.2_45630_18-576_NEs	1.618188	0.000000	0.280818	2.517365	1.599435	1.911663	1.876784	1.874372	1.639709	1.569112	1.553185	2.401872	2.104545	2.176977	1.130983	1.605467	2.113573	2.157366	1.601445	0.292101	1.614360	1.628060	2.060372	2.226883	2.909398	1.847349	2.720586	1.136070	1.110282	2.765567	1.847732	1.686876	2.144203	1.051867	1.631867	1.571815	2.816157	2.152322	0.018773	2.119401	2.538247	1.685744	1.545082	1.854260	2.132362	1.669108	1.631867	2.408337	1.141213	2.738892	1.141213	1.888272	1.950949	2.238994	2.227436	0.221968	1.131079	2.228603	2.821708	2.143711	1.963953	1.666979	2.799094	1.931483	1.699870	2.132362	2.139903	1.956411	1.684909	1.611083	1.132649	1.608962	1.657239	2.083755	2.153509	2.240447	1.629364	0.295687	2.083755	2.646033	2.215615	2.494518	2.135354	2.494518	1.847732	2.240447	1.649062	2.125340	1.643428	2.234946	1.128107	2.080422	1.902906	1.691509	1.624019	1.922420	1.165361	2.170851	1.620439	2.571216	1.150338	1.503440	0.014494	2.494518	2.738892	2.532384	1.657239	2.091792	1.631867	1.647641	2.728097	2.539002	2.539516	1.651671	1.703698	2.204932	0.026849	1.888272	2.832336	2.130478	1.657239	2.777330	2.132362	1.613853	2.084758	0.273500	2.249458	1.888272	1.826169	2.111056	1.633353	1.653825	2.559392	1.051867	1.847732	2.153509	1.540973	1.520958	2.028144	2.713758	2.095111	2.088616	0.292101	2.530584	1.135764	2.157761	1.520958	2.496512	2.275117	1.692419	2.085538	1.520958	0.293854	1.902906	1.691597	2.178814	0.291101	0.020605	1.144006	1.618370	2.090224	0.282012	1.596820	2.260922	1.905272	1.579130
KlePn.2_09011_17-576_NEs	1.496337	0.280818	0.000000	2.287138	1.685590	1.804537	1.984154	1.987805	1.514802	1.502984	1.491691	2.407280	1.967574	2.244430	1.090694	1.589159	2.014299	2.169257	1.565035	0.285423	1.581692	1.497271	1.806601	2.276897	2.638222	1.911429	2.345149	1.120912	1.129323	2.399192	1.900631	1.663315	1.976800	1.045435	1.504336	1.486415	2.534604	2.310330	0.280177	1.956689	2.344643	1.678943	1.547432	2.102610	2.298580	1.649356	1.504336	2.401790	1.117822	2.356931	1.117822	2.015308	2.033449	2.183749	2.150978	0.252141	1.082360	2.129010	2.529997	2.206128	2.036814	1.685980	2.463983	1.878112	1.660604	2.298580	2.082342	2.013523	1.678409	1.554160	1.105075	1.671076	1.591651	1.943429	2.081299	2.104851	1.574899	0.287252	1.943429	2.246386	2.204411	2.273780	2.157081	2.273780	1.900631	2.104851	1.650649	2.143346	1.691664	2.347582	1.087836	2.132989	1.843421	1.595828	1.570792	1.869421	1.108838	2.238617	1.570746	2.362107	1.095160	1.553702	0.282005	2.273780	2.356931	2.633044	1.591651	2.072949	1.504336	1.720114	2.445608	2.292623	2.151233	1.716464	1.697398	1.976984	0.280618	2.015308	2.441723	2.148336	1.591651	2.502833	2.298580	1.512995	2.137456	0.255167	2.018286	2.015308	1.905559	2.282564	1.588378	1.702813	2.170411	1.045435	1.900631	2.081299	1.552090	1.543441	1.852980	2.315020	2.138422	1.961058	0.285423	2.165347	1.083726	2.065759	1.543441	2.148639	2.201990	1.652313	2.138103	1.543441	0.284511	1.848367	1.584013	2.123444	0.285571	0.282779	1.120630	1.497390	1.932964	0.004833	1.669438	2.145075	2.052924	1.504168
SalEn.13864_1-484_NEs	2.402264	2.517365	2.287138	0.000000	2.733348	1.248538	1.953224	1.969594	2.963594	3.321061	3.260535	1.197959	1.263639	1.176380	2.647002	3.088150	1.174291	1.408623	2.869038	2.264413	2.731367	2.920645	0.667670	1.215301	1.205149	1.270624	1.263351	2.644762	2.608937	1.358623	1.268087	2.703885	1.273852	2.371832	2.958023	2.595824	1.289963	3.001869	2.395001	1.914627	1.276678	2.290986	2.698158	1.881317	3.001869	2.730637	2.958023	1.203187	2.632575	1.258281	2.632575	1.976675	1.368533	1.290239	1.159872	2.354748	2.646289	1.148423	1.289963	1.188507	1.916522	2.880645	1.279663	1.273688	2.703193	3.001869	1.166227	1.926261	2.321901	2.668717	2.624553	2.708597	3.088407	1.261795	2.984359	1.198705	2.725581	2.275812	1.261795	1.156237	1.282773	0.005506	1.366732	0.005506	1.268087	1.200318	2.751040	1.404965	2.921313	1.232399	2.647002	1.952457	1.221410	3.041582	2.734904	1.271478	2.679871	1.178380	2.725033	1.278524	2.588818	2.884429	2.478852	0.005506	1.258281	1.205327	3.088407	1.255573	2.958023	2.929851	1.274086	0.006195	1.271090	2.925595	2.304440	1.833415	2.486835	1.976675	1.341462	1.402172	3.088407	1.273862	3.001869	2.895848	1.952457	2.465709	1.865825	1.976675	1.273083	2.999250	3.060096	2.925662	1.270180	2.371208	1.268087	2.984359	2.672331	2.721540	1.248369	1.264149	1.915087	1.245672	2.264413	1.291873	2.640359	2.934711	2.721540	1.286679	1.293499	2.583402	1.912051	2.721540	2.287492	1.224045	3.204243	2.923083	2.247735	2.462565	2.632575	2.384778	1.269306	2.287138	2.712477	1.167259	2.052159	2.606789
EscCo.3_2079_6-582_NEs	1.445201	1.599435	1.685590	2.733348	0.000000	3.577260	2.700764	2.699515	1.886459	1.433268	1.449566	3.240048	3.771134	3.277105	1.543964	1.566812	2.651682	3.074534	1.731474	1.675353	1.765647	1.883514	2.946572	3.040232	3.167145	3.377472	3.125812	1.526452	1.516013	3.287494	3.297333	1.561764	2.431875	1.399853	1.885809	1.756319	3.260803	2.052094	1.605115	3.029766	2.847502	1.056222	1.531295	2.662883	2.061471	1.532434	1.885809	3.240048	1.516639	3.125812	1.516639	2.742406	2.747492	3.359856	3.147434	1.661054	1.530198	2.791987	3.256382	3.317474	2.441874	1.509779	3.198310	3.278867	1.566661	2.061471	2.616444	2.395881	1.052023	1.752240	1.513544	0.005494	1.575006	3.731482	2.341172	2.785302	1.774689	1.664092	3.731482	3.000374	3.255726	2.762171	3.120392	2.762171	3.297333	2.773899	1.557449	3.115341	1.507605	3.176508	1.540080	2.439348	2.704020	1.510241	1.760009	3.244585	1.460074	3.308200	1.765255	2.872205	1.563830	1.783879	1.597960	2.762171	3.125812	3.917213	1.575006	3.251442	1.885809	1.528621	3.179513	2.733775	3.042587	1.505901	1.051907	2.686785	1.567160	2.742406	3.316272	3.116212	1.575006	3.203561	2.061471	1.591269	2.443476	1.680558	2.688301	2.742406	3.385931	2.077343	1.540550	1.518544	3.061032	1.397660	3.297333	2.341172	1.545876	1.555944	3.324173	3.097684	2.471119	3.681620	1.675353	3.728224	1.523040	2.309509	1.555944	3.694573	3.410641	1.561942	2.489948	1.555944	1.676635	2.704020	1.748462	2.321595	1.680270	1.596348	1.516639	1.451606	3.728734	1.685331	0.001824	3.180120	2.409129	1.769087
EntCo.1_04350_1-492_BeL	2.246851	1.911663	1.804537	1.248538	3.577260	0.000000	1.739169	1.746530	2.503753	2.426989	2.381286	0.869207	0.162417	1.016356	2.411497	2.360706	0.879664	0.920140	2.306230	1.917404	2.539411	2.508694	1.051754	0.955460	1.122848	0.162971	0.891814	2.488135	2.285425	1.048409	0.163967	2.355200	1.125503	2.342569	2.513248	2.562310	0.914139	2.425925	1.860858	1.685760	1.221506	2.436520	2.197416	1.709064	2.425925	2.317438	2.513248	0.872360	2.508966	0.894912	2.508966	1.742122	0.754561	1.104385	0.868489	1.957523	2.392171	1.006858	0.912190	1.013311	1.708711	2.225587	0.894021	0.181322	2.324018	2.425925	0.923857	1.678051	2.426034	2.473017	2.526779	3.632707	2.346954	0.161498	2.791337	0.743582	2.472352	1.928924	0.162324	0.818652	1.102068	1.243450	0.920966	1.243450	0.163967	0.743069	2.355185	0.917008	2.219796	1.013335	2.405373	1.769061	0.791626	2.210000	2.501815	0.181219	2.452113	1.007551	2.490934	1.210183	2.411913	2.345652	1.885529	1.243450	0.894912	0.862433	2.346954	0.932325	2.513248	2.188965	0.916477	1.252166	0.847461	2.173832	2.411883	1.592184	1.884022	1.742122	1.052310	0.914129	2.346954	0.902583	2.425925	2.278978	1.772675	2.010712	1.604927	1.742122	0.167153	2.408061	2.306634	2.178994	0.842495	2.342535	0.163967	2.791337	2.175572	2.147133	0.135394	0.890176	1.775217	0.164034	1.917404	1.156270	2.415437	2.789891	2.147133	1.160252	1.114786	2.291599	1.746425	2.147133	1.914938	0.781799	2.439826	2.842984	1.926189	1.890579	2.508966	2.217781	0.162598	1.821334	3.551808	0.875534	1.726836	2.534082
SalEn.12212_1-526_NEs	2.592627	1.876784	1.984154	1.953224	2.700764	1.739169	0.000000	0.009580	2.892683	1.933894	1.948112	1.705017	1.728414	2.379216	2.243524	2.312169	1.734350	1.708499	2.836406	2.285450	2.774129	2.867808	2.057884	2.008031	1.672415	1.836405	2.330695	2.384012	2.199471	1.939852	1.856873	2.492155	1.805236	2.000811	2.892683	2.398610	2.216784	2.688205	1.910488	0.870824	1.815885	2.278684	2.431280	0.398925	2.677592	2.500460	2.892683	1.706489	2.392736	2.341868	2.392736	0.008298	1.770503	2.259644	1.867055	1.967445	2.228182	2.274794	2.212440	2.365086	0.401572	2.033105	2.233728	1.658260	2.541897	2.677592	1.842258	0.396735	2.273576	2.805098	2.371978	2.661643	2.341052	1.749631	2.171964	1.614208	2.795924	2.292118	1.749631	2.004591	2.241636	1.940875	1.696654	1.940875	1.856873	1.617901	2.481971	1.728094	2.054313	2.407990	2.237823	0.298403	1.735373	2.265569	2.773763	1.670573	2.246403	2.390599	2.781068	1.831087	2.206003	2.692629	1.884039	1.940875	2.341868	1.961615	2.341052	2.050900	2.892683	2.038225	2.130656	1.948780	2.116401	2.028560	2.294532	0.958942	1.923584	0.008298	1.972303	1.702018	2.341052	2.194365	2.677592	2.416285	0.299314	1.935370	0.950513	0.008298	1.841163	2.701422	2.321894	2.064816	2.124625	2.010878	1.856873	2.171964	2.423896	2.398084	1.771124	2.327889	0.296114	1.750697	2.285450	2.004692	2.225843	2.176942	2.398084	2.017701	2.281998	2.570233	0.299648	2.398084	2.303475	1.717382	2.464653	2.221555	2.273905	1.913689	2.392736	2.608296	1.732810	1.983152	2.682866	1.856026	0.302419	2.372732
SalEn.50636_1-526_NEs	2.538197	1.874372	1.987805	1.969594	2.699515	1.746530	0.009580	0.000000	2.829681	1.921242	1.935421	1.731306	1.736947	2.429716	2.250255	2.299642	1.752023	1.705653	2.820221	2.273311	2.732931	2.805778	2.064994	2.035725	1.679706	1.831357	2.315410	2.391129	2.183082	1.948383	1.851785	2.474573	1.843883	1.981895	2.829681	2.398775	2.201669	2.672201	1.907777	0.876549	1.822595	2.282196	2.387229	0.399931	2.661571	2.482635	2.829681	1.732932	2.400019	2.326524	2.400019	0.006370	1.790037	2.273057	1.894376	1.944948	2.235147	2.300440	2.197290	2.415434	0.400030	2.038025	2.238488	1.659150	2.524087	2.661571	1.867504	0.395208	2.277099	2.762275	2.378911	2.660374	2.328135	1.758192	2.175553	1.638818	2.753196	2.279953	1.758192	2.004591	2.221326	1.957099	1.693704	1.957099	1.851785	1.642658	2.464621	1.725410	2.049550	2.451705	2.244640	0.296192	1.736253	2.253701	2.731911	1.671471	2.229286	2.441794	2.739155	1.837869	2.213152	2.654785	1.881531	1.957099	2.326524	2.011272	2.328135	2.082904	2.829681	2.033526	2.115290	1.965142	2.118623	2.023923	2.298042	0.971077	1.920769	0.006370	1.980939	1.699075	2.328135	2.179067	2.661571	2.398957	0.297100	1.953615	0.962589	0.006370	1.836119	2.685743	2.309043	2.059865	2.127009	1.991952	1.851785	2.175553	2.375580	2.350435	1.791244	2.312572	0.293914	1.759303	2.273311	2.008420	2.232840	2.180520	2.350435	2.021409	2.295630	2.551677	0.296487	2.350435	2.291130	1.718063	2.468344	2.225109	2.261943	1.910958	2.400019	2.553073	1.741341	1.986734	2.681601	1.882918	0.302030	2.373206
SalEn.10861_1-588_Ess	1.649501	1.639709	1.514802	2.963594	1.886459	2.503753	2.892683	2.829681	0.000000	2.009903	2.006798	2.805319	2.548637	2.890970	1.808740	1.901647	3.547869	2.718337	0.253682	1.635913	0.268605	0.010294	2.925667	2.660394	3.534327	2.762255	2.844955	1.707208	1.805841	3.132507	2.756755	1.924642	2.794729	1.800475	0.007994	0.357252	2.830339	2.197778	1.648504	3.009982	3.548244	1.885293	1.873686	2.524357	2.177687	1.874648	0.007994	2.790878	1.699066	2.822706	1.699066	2.835040	2.796076	3.383543	2.721192	1.549731	1.845473	2.677200	2.830339	2.784925	2.555122	1.886509	2.859629	2.713966	1.883898	2.177687	2.925179	2.510316	1.896417	0.265865	1.708054	1.866537	1.942501	2.527043	2.774812	3.038046	0.270671	1.640679	2.527043	3.005779	3.303955	2.993477	2.678459	2.993477	2.756755	3.095209	1.896182	2.694755	1.880368	3.081269	1.812110	2.394887	2.611390	1.905527	0.268170	2.739282	1.788734	2.825237	0.268347	3.513801	1.864049	1.581008	1.658518	2.993477	2.822706	3.001316	1.942501	3.611487	0.007994	1.892933	2.787728	2.982230	2.829524	1.889524	1.892530	2.792776	1.649486	2.835040	3.162080	2.695691	1.942501	2.834031	2.177687	1.708700	2.394887	1.676865	2.806790	2.835040	2.762677	2.164526	1.904849	1.893834	2.841315	1.800262	2.756755	2.774812	1.905771	1.861307	2.356020	2.858948	2.397433	2.537965	1.635913	3.378287	1.805576	2.818750	1.861307	3.416571	3.463602	1.865399	2.393575	1.861307	1.636468	2.602185	0.326243	2.788326	1.640155	1.658849	1.695431	1.668790	2.560509	1.512070	1.820428	2.726627	2.608560	0.359295
KlePn.1_02763_3-575_NEs	1.642183	1.569112	1.502984	3.321061	1.433268	2.426989	1.933894	1.921242	2.009903	0.000000	0.006488	2.118355	2.375606	2.906476	1.531766	0.299504	2.225643	2.787766	1.822544	1.736445	2.042500	1.998410	2.754842	2.958023	3.373053	2.382653	2.373033	1.645085	1.602421	2.194456	2.382964	1.733569	2.441593	1.466980	2.018123	1.883216	2.463404	2.220112	1.564502	2.140538	2.788220	1.586424	1.819976	2.096111	2.231421	1.727842	2.018123	2.108469	1.642926	2.385545	1.642926	1.916934	2.419564	2.328820	2.188163	1.555229	1.535469	2.741430	2.458676	2.874640	2.178746	0.301840	2.300605	2.076357	1.741666	2.231421	2.419125	2.137552	1.594494	2.062619	1.639333	1.455736	0.295521	2.378802	2.603450	2.038066	2.069151	1.728618	2.378802	2.888685	2.315442	3.280095	2.685203	3.280095	2.382964	2.038066	1.734530	2.786401	0.298867	2.891474	1.534849	1.976889	2.411498	0.253488	2.048837	2.055992	1.502477	2.925787	2.029771	2.806391	1.540320	1.765750	1.565726	3.280095	2.385545	2.418338	0.295521	3.046946	2.018123	0.298266	2.419448	3.316368	2.140802	0.296752	1.594494	3.130722	1.549172	1.916934	2.195137	2.797352	0.295521	2.437765	2.231421	1.791355	1.980865	1.614251	3.086907	1.916934	2.388254	2.234192	0.293547	0.294329	2.139673	1.460077	2.382964	2.603450	1.796716	1.804534	2.335445	2.349931	1.965279	2.371725	1.736445	2.402450	1.538093	2.573010	1.804534	2.382240	2.315247	1.741949	1.959357	1.804534	1.738209	2.403415	1.952279	2.680313	1.726917	1.544501	1.642926	1.633570	2.385128	1.491879	1.423058	2.183157	2.190466	1.890039
