EscCo.3_04079_1-165_BeL	0.000000	1.439343	1.333283	1.538778	1.448620	0.014282	1.482044	1.715268	0.012229	1.187746	1.480640	1.459325	1.642111	1.761144	1.677969	1.625294	1.286097	1.364789	1.499817	1.550102	1.642111	1.550102	1.549843	1.482487	1.482487	0.045997	1.570515	1.295533	1.512290	1.802610	1.499817	1.470819	1.445589	1.448620	1.490918	1.750485	1.696070	1.822553	1.538694	1.629696	1.511136	1.549703	1.647019	1.727398	1.480640	1.499817	1.809901	1.676880	1.482487	1.294316	1.681012	1.336477	1.743811	1.498959	1.538572	1.501477	1.448620	1.286097	1.489946	1.286097	1.538778	1.794524	1.900627	1.445589	1.523587	1.822231	1.288236	1.802610	2.035177	1.822231	2.037012	1.480732	1.480640	1.687652	1.288236	1.886198	1.488575	1.479938	1.315647	1.293448	1.687652	1.630380	0.327349	1.681012	1.715268	1.020737	0.389352	1.687652	0.396753	1.501486	1.500494	1.571803
SalEn.13463_3-178_NEs	1.439343	0.000000	1.168824	1.463910	0.001890	1.488702	1.119434	1.174466	1.457906	1.398723	1.842692	1.200519	1.823922	1.365761	1.130749	1.138504	1.365965	1.184529	1.376804	1.100644	1.823922	1.100644	1.455106	1.101035	1.100812	1.677848	1.805064	1.365965	1.365943	1.251229	1.376804	1.838795	1.402358	0.001890	1.449301	1.107866	1.255548	1.030009	1.446397	1.142311	1.606497	1.242379	1.625252	1.874386	1.842692	1.376804	1.491960	1.131026	1.107738	1.219610	1.831952	1.366131	1.280219	1.377085	1.426546	1.430336	0.001890	1.365965	1.503504	1.365965	1.463910	1.764790	1.411998	1.385274	1.420399	1.501304	1.165819	1.258854	1.341747	1.501304	1.247714	1.123736	1.842692	1.124105	1.165819	1.270096	1.377429	1.832040	1.198943	1.140852	1.124105	1.004124	1.469626	1.819254	1.174466	1.131697	1.393875	1.124105	1.423002	1.550397	1.559844	1.111488
CitRo.1_29121_1-182_NEs	1.333283	1.168824	0.000000	1.170741	1.168824	1.345345	0.806031	1.230450	1.351774	1.199403	1.836086	1.111729	1.634526	1.374307	1.214616	0.697135	1.443108	0.350238	1.647340	0.950210	1.634526	0.950210	1.163676	0.795771	0.789596	1.507173	1.632214	1.434269	1.467613	1.244580	1.647340	1.811502	1.392435	1.168824	1.533027	1.184316	1.415071	1.065964	1.159029	0.967279	1.555179	0.558582	1.138934	1.417366	1.836086	1.647340	1.355336	0.994615	0.794655	0.404959	1.407847	1.517027	1.291735	1.689917	1.305857	1.504681	1.168824	1.443108	1.420159	1.443108	1.170741	1.225564	1.418695	1.401819	1.504681	1.355336	0.261607	1.244580	1.003286	1.355336	1.157580	0.790824	1.836086	1.000534	0.261607	1.381611	1.658800	1.816891	0.373149	0.345606	1.000534	1.031577	1.155933	1.425903	1.230450	1.213774	1.216753	1.000534	1.222366	1.412505	1.454843	0.958790
SalEn.4_01831_1-179_BeL	1.538778	1.463910	1.170741	0.000000	1.463910	1.535791	1.202998	1.391036	1.550421	1.705476	1.819252	1.319596	1.499146	1.235390	1.276437	1.019473	1.179171	1.161155	1.699809	1.247579	1.499146	1.247579	0.001863	1.187624	1.159726	1.692937	1.499662	1.187598	1.407294	1.453548	1.699809	1.834879	1.130727	1.463910	1.434475	1.354778	1.562706	1.237227	0.009387	1.228714	1.698383	1.274503	1.332278	1.852020	1.819252	1.699809	1.862582	1.217932	1.167315	1.145222	1.822570	1.187638	1.672506	1.743452	1.319446	1.444747	1.463910	1.179171	1.458675	1.179171	0.000000	1.366710	1.634448	1.154942	1.415939	1.862582	1.045288	1.443985	1.339872	1.862582	1.742369	1.131529	1.819252	1.201455	1.045288	1.423873	1.719111	1.820137	1.213867	1.180076	1.201455	1.433324	1.476208	1.856847	1.391036	1.510377	1.589648	1.201455	1.600427	1.509307	1.539061	1.261543
SalEn.2_MW36301_3-178_BeL	1.448620	0.001890	1.168824	1.463910	0.000000	1.497754	1.112649	1.174466	1.467202	1.390221	1.832651	1.193447	1.812477	1.365761	1.123171	1.145638	1.365965	1.192102	1.385603	1.100644	1.812477	1.100644	1.455106	1.094338	1.094264	1.688544	1.793865	1.365965	1.365943	1.259358	1.385603	1.828887	1.402358	0.000000	1.449301	1.107866	1.255548	1.030009	1.446397	1.149320	1.606497	1.242379	1.614440	1.887153	1.832651	1.385603	1.501304	1.137967	1.101169	1.227529	1.844620	1.366131	1.288828	1.385813	1.426546	1.430336	0.000000	1.365965	1.503504	1.365965	1.463910	1.764790	1.411998	1.385274	1.420399	1.510655	1.173274	1.267000	1.333550	1.510655	1.247714	1.116944	1.832651	1.131026	1.173274	1.262403	1.386232	1.821971	1.206560	1.148157	1.131026	0.997673	1.479104	1.831952	1.174466	1.124578	1.402763	1.131026	1.431898	1.550397	1.559844	1.111488
EscCo.44315_1-179_BeL	0.014282	1.488702	1.345345	1.535791	1.497754	0.000000	1.464833	1.690631	0.010179	1.242540	1.501551	1.490838	1.568152	1.676503	1.708716	1.675353	1.377176	1.424250	1.582898	1.535591	1.568152	1.535591	1.546101	1.465419	1.474456	0.041967	1.527389	1.377176	1.473702	1.775214	1.582898	1.501642	1.410538	1.497754	1.453405	1.843837	1.694237	1.815194	1.535743	1.637102	1.499996	1.539535	1.674797	1.743442	1.501551	1.582898	2.016738	1.680846	1.465496	1.342780	1.685361	1.411504	1.886422	1.582992	1.658239	1.463237	1.497754	1.377176	1.454739	1.377176	1.535791	1.835998	1.815324	1.410538	1.483817	2.029014	1.307031	1.775214	2.114197	2.029014	2.054351	1.472528	1.501551	1.670246	1.307031	1.960093	1.562046	1.500871	1.325720	1.319168	1.670246	1.573380	0.350962	1.699016	1.690631	1.052190	0.412250	1.670246	0.426453	1.456001	1.454664	1.555406
SalEn.10524_1-180_BeL	1.482044	1.119434	0.806031	1.202998	1.112649	1.464833	0.000000	1.458559	1.492454	1.181570	1.410166	1.062760	1.782969	1.413041	1.105441	0.488080	1.481469	0.848941	1.397443	0.536813	1.782969	0.536813	1.195537	0.009345	0.009345	1.551711	1.779072	1.481469	1.379439	1.209232	1.397443	1.385764	1.333666	1.112649	1.435149	1.324972	1.526536	1.101566	1.157108	1.079690	1.381382	0.981639	1.299363	1.147334	1.410166	1.397443	1.571868	1.091079	0.009345	0.852199	1.126655	1.550510	1.400030	1.412803	1.243883	1.406052	1.112649	1.481469	1.338077	1.481469	1.202998	1.549825	1.504455	1.351919	1.416128	1.571868	0.749594	1.201677	1.069720	1.571868	1.397050	0.022778	1.410166	1.084049	0.754389	1.343844	1.371863	1.384603	0.826856	0.800225	1.084049	1.043500	1.502073	1.118853	1.458559	1.058174	1.561912	1.084049	1.571864	1.322684	1.338127	0.541692
EscCo.2_1006_1-178_NEs	1.715268	1.174466	1.230450	1.391036	1.174466	1.690631	1.458559	0.000000	1.703274	1.687488	2.280357	1.327096	1.924859	1.455290	1.238398	1.376497	1.908532	1.159963	1.731793	1.440690	1.924859	1.440690	1.391036	1.439764	1.395025	1.953414	1.928197	1.908532	1.691078	1.462078	1.731793	2.268804	1.818527	1.174466	1.774000	1.502163	0.207467	2.048132	1.382542	1.086895	1.691827	1.334527	1.657764	1.851221	2.280357	1.731793	1.552026	1.089082	1.404278	1.146890	1.798238	2.028272	1.462180	1.762733	1.673877	1.731722	1.174466	1.908532	1.492886	1.908532	1.391036	1.963378	1.628231	1.828956	1.721696	1.561592	1.214990	1.462078	1.261555	1.561592	1.607668	1.431821	2.280357	1.089082	1.207366	1.499315	1.743204	2.269736	1.191345	1.161761	1.089082	1.638338	1.880989	1.798238	0.000000	1.700451	1.917980	1.089082	1.911845	1.559955	1.569557	1.458329
EscCo.1_04779_1-165_NEs	0.012229	1.457906	1.351774	1.550421	1.467202	0.010179	1.492454	1.703274	0.000000	1.196016	1.531034	1.440453	1.582455	1.748355	1.641740	1.659048	1.259021	1.390610	1.540943	1.550102	1.582455	1.550102	1.561752	1.492794	1.492794	0.039004	1.514285	1.268372	1.490420	1.779411	1.540943	1.530821	1.425514	1.467202	1.469364	1.797550	1.717654	1.798350	1.550203	1.640125	1.480083	1.528579	1.606461	1.712705	1.531034	1.540943	1.868043	1.687434	1.492794	1.308044	1.666613	1.298348	1.711798	1.519652	1.538572	1.479650	1.467202	1.259021	1.469488	1.259021	1.550421	1.879377	1.866306	1.425514	1.501182	1.880628	1.310362	1.779411	1.972043	1.880628	2.061127	1.491441	1.531034	1.698198	1.310362	1.837972	1.509026	1.530300	1.339267	1.307672	1.698198	1.676344	0.327349	1.680938	1.703274	1.014367	0.382676	1.698198	0.390019	1.470973	1.469709	1.571803
EntCo.1_33300_1-181_NEs	1.187746	1.398723	1.199403	1.705476	1.390221	1.242540	1.181570	1.687488	1.196016	0.000000	1.966303	1.748995	1.999732	1.336015	1.394606	1.104179	1.578556	1.497320	0.712997	1.378952	1.999732	1.378952	1.695083	1.163456	1.204488	1.408345	1.955809	1.567877	1.236272	1.372523	0.712997	1.905630	1.345023	1.390221	1.256184	1.540626	1.742631	1.530527	1.719333	1.447351	1.701283	1.655813	1.768884	1.576685	1.966303	0.712997	1.001990	1.439104	1.197307	1.441916	1.576058	1.649750	1.737348	0.708751	1.529800	1.233148	1.390221	1.578556	1.678703	1.578556	1.705476	1.461317	1.525093	1.336333	1.240839	1.008476	1.307041	1.372523	1.567191	1.008476	1.959807	1.209092	1.966303	1.439104	1.315371	1.655091	0.708367	1.945145	1.494373	1.525852	1.439104	1.637470	1.457018	1.554054	1.687488	1.327126	1.378087	1.439104	1.409861	1.700954	1.744036	1.394774
