SalEn.14298_1-99_NEs	0.000000	1.687922	2.715856	1.659548	0.003352	1.749590	2.119951	1.156989	1.846621	1.144777	1.987984	0.217461	2.011054	0.221495	2.037439	0.225892	2.084916	0.212517	1.986029	0.212517	2.039084	0.003352	1.749590	2.041781	2.119951	2.119951	0.003352	1.749590	3.025915	1.158110	1.987984	1.144777	1.987984	1.177407	1.871319	1.129695	1.945014	2.102180	1.136086	1.861506
SalEn.14298_176-520_NEs	1.687922	0.000000	1.767435	0.640227	1.623878	0.012739	1.047261	2.474131	0.392450	4.394683	0.466793	1.883185	0.229350	1.944498	0.226913	2.035636	0.229239	2.010999	0.225220	2.010999	0.222378	1.623878	0.012739	1.053304	1.047261	1.047261	1.623878	0.012739	0.731522	4.394683	0.470159	4.394683	0.466793	2.451699	0.386862	4.415624	0.466200	1.044770	2.469198	0.384525
EntCo.1_32380_3-103_NEs	2.715856	1.767435	0.000000	2.472309	2.680762	1.714079	2.303894	2.327481	1.862195	3.092735	2.481521	2.379448	1.804999	2.436696	1.780575	2.460362	1.770717	2.460362	1.796002	2.460362	1.766830	2.680762	1.714079	2.189226	2.303894	2.303894	2.680762	1.714079	2.153542	3.121968	2.456028	3.092735	2.481521	2.327481	1.887165	3.121968	2.440297	2.172099	2.393099	1.915383
EntCo.1_32380_173-515_NEs	1.659548	0.640227	2.472309	0.000000	1.614558	0.636328	1.086526	3.110079	0.621643	3.692322	0.633518	1.818264	0.583194	1.826371	0.591753	1.896690	0.603679	1.915040	0.597072	1.915040	0.595667	1.614558	0.636328	1.080735	1.086526	1.086526	1.614558	0.636328	0.783456	3.692322	0.635939	3.692322	0.633518	3.110079	0.614013	3.692322	0.626080	1.083020	3.050455	0.610278
SalEn.4_44791_1-103_NEs	0.003352	1.623878	2.680762	1.614558	0.000000	1.676319	2.081830	1.196116	1.754657	1.144777	1.904900	0.224340	1.955598	0.228358	1.979412	0.239541	2.019781	0.226188	1.933000	0.226188	1.980846	0.000000	1.676319	2.008723	2.081830	2.081830	0.000000	1.676319	2.983985	1.158110	1.904900	1.144777	1.904900	1.215814	1.777770	1.129695	1.867078	2.064778	1.175884	1.765902
SalEn.4_44791_176-520_NEs	1.749590	0.012739	1.714079	0.636328	1.676319	0.000000	1.020086	2.573017	0.391229	4.905887	0.467956	1.938744	0.229926	2.006757	0.226158	2.106043	0.228487	2.079673	0.224463	2.079673	0.222932	1.676319	0.000000	1.025917	1.020086	1.020086	1.676319	0.000000	0.735299	4.923937	0.471321	4.905887	0.467956	2.550667	0.385639	4.940736	0.467362	1.017504	2.513618	0.384895
SalEn.2_MW16531_1-359_NEs	2.119951	1.047261	2.303894	1.086526	2.081830	1.020086	0.000000	2.560781	1.104289	2.373285	1.117913	2.150589	1.021650	2.165145	1.047281	2.272754	1.046661	2.272754	1.033508	2.272754	1.058216	2.081830	1.020086	0.013933	0.000000	0.000000	2.081830	1.020086	1.123431	2.347951	1.110427	2.373285	1.117913	2.579191	1.100911	2.373285	1.116194	0.015833	2.519203	1.085767
SalEn.50958_33-136_NEs	1.156989	2.474131	2.327481	3.110079	1.196116	2.573017	2.560781	0.000000	2.569136	1.568749	3.060307	1.050353	2.895389	1.022659	2.915565	1.007572	3.100441	0.991809	2.969901	0.991809	3.030279	1.196116	2.573017	2.508533	2.560781	2.560781	1.196116	2.573017	5.957531	1.600137	3.060307	1.568749	3.060307	0.003202	2.545674	1.532301	2.947620	2.476382	0.009632	2.617827
SalEn.50958_171-518_NEs	1.846621	0.392450	1.862195	0.621643	1.754657	0.391229	1.104289	2.569136	0.000000	5.197946	0.469732	1.943274	0.428352	2.001288	0.427668	2.085318	0.438929	2.062951	0.434318	2.062951	0.422866	1.754657	0.391229	1.102149	1.104289	1.104289	1.754657	0.391229	0.711748	5.197946	0.466130	5.197946	0.469732	2.547573	0.010659	5.212374	0.456941	1.085546	2.511856	0.009671
SalEn.3_3542_1-87_NEs	1.144777	4.394683	3.092735	3.692322	1.144777	4.905887	2.373285	1.568749	5.197946	0.000000	4.275617	0.976855	5.957531	0.989474	5.957531	0.977918	5.957531	0.976855	5.957531	0.976855	5.957531	1.144777	4.905887	2.299485	2.373285	2.373285	1.144777	4.905887	5.957531	0.011497	4.275617	0.000000	4.275617	1.603538	5.183314	0.007650	3.944455	2.355679	1.532301	4.643640
