KlePn.1_01958_1-242_NEs	0.000000	1.562532	1.165773	1.137499	1.431752	1.036537	1.427855	1.049102	1.631746	1.185970	1.357180	1.330581	1.336973	1.515897	1.459823	1.260158	1.110687	0.990227	1.277573	1.499730	1.273572	1.516631	1.322396	1.277009	1.818824	1.461244	1.298119	1.420927	1.298119	1.133773	1.241564	1.520700	1.277573	1.214407	1.534153	1.298119	1.008315	0.940793	1.232161	1.438237	0.983206	0.951154	1.556132	1.522535	1.337765	1.044693	1.271861	1.430482	1.549416	1.056350	1.340154	1.336973	1.413750	1.210745	0.962754	1.496057	1.409145	0.362112	1.310824	1.010263	1.158541	1.294892	1.298496	1.516369	1.520700	1.394177	1.210745	1.806095	1.259789	1.439942	1.165773	1.509767	1.143027	1.499730	1.512031	1.343113	1.328060	1.238254	1.355076	0.995406	1.000925	1.335993	1.165773	1.648753	0.998184	1.442702	1.343919	1.309192	1.189912	1.432953	1.031406	1.401575	1.433444	1.071975	1.549416	1.638984	1.394177	1.361741	1.085146	1.620161	1.212535	1.461404	1.281337	1.177734	1.503322	1.496057	1.473757	1.516497	1.182147	0.990227	1.435359	1.513484	1.206630	0.994420	1.381966	1.298119	1.538506	1.499730	0.008403	1.516736	1.641797	1.156066	1.631746	1.335564	1.361741	1.335232	1.509952	1.156066	1.160359	1.146793	1.186070	1.143682	1.348114	1.520700	1.051595	1.265935	1.198943	1.388376	1.520700	1.194413	1.826323	1.182147	1.810153	1.269642	0.994420	1.427159	1.085146	1.141482	1.239517	1.311442	1.650260	1.214725	1.061429	1.787748	1.360221	1.455885	1.817712	1.613430	1.210745	1.018920	1.199108	1.638684	1.064579	1.811351	1.439942	1.088469	1.672642	1.115472	0.984355	1.244265	1.238254	1.492529	1.292981	1.186070	1.336973	1.427159	1.063006	1.177734	1.314465	1.453876	1.355328	1.164922	1.085146	1.277573	1.361714	1.778639	1.314354	1.314354	1.177734
EscCo.3_03300_1-226_NEs	1.562532	0.000000	1.320657	1.396814	1.228280	1.076665	1.400781	1.401638	1.219680	1.422267	1.184045	1.364941	1.584023	1.345951	1.445705	1.297180	1.323968	1.215268	1.368209	1.331002	0.302224	1.345951	1.436157	0.295913	1.749015	1.295725	1.232740	0.229419	1.232740	1.199081	1.442082	1.426695	1.368209	1.172598	1.426695	1.232740	1.238561	1.276800	1.261560	1.534296	1.217733	1.276800	1.248454	1.500851	1.358379	1.301746	1.368209	1.304020	0.049200	1.373343	1.370536	1.584023	1.529632	1.244923	1.157673	1.538932	1.573093	1.458249	1.339501	1.284966	1.357760	1.439037	1.246848	1.178309	1.426695	1.557795	1.250962	1.557607	1.188100	1.432292	1.320657	1.546805	1.322415	1.331845	1.538932	1.326334	1.376845	1.273606	1.309239	1.221652	1.215268	1.140651	1.320657	1.183873	1.235403	0.230393	1.116486	0.201149	1.294675	1.394378	1.265096	0.229986	1.425807	1.235771	0.049200	1.225040	1.566002	1.150483	1.311456	1.202855	1.507345	1.229149	1.477030	1.338315	1.153664	1.538932	1.295725	1.331845	1.524358	1.215268	1.549711	1.346810	1.172598	1.272630	1.523831	1.232740	1.351195	1.331845	1.571070	1.345951	1.178307	1.266802	1.219680	1.442695	1.150483	1.336751	1.240579	1.266802	1.302966	1.325995	1.414625	1.325995	1.193934	1.426695	1.367335	1.368209	1.289757	1.170200	1.426695	1.414625	1.626779	1.524358	1.550283	1.322751	1.272630	0.231653	1.311456	1.325995	1.448860	1.258856	1.219680	1.524241	1.373597	1.635261	1.524798	1.432292	1.858798	0.033267	1.250962	1.063555	1.524358	1.212474	1.240576	1.591032	1.432292	1.309876	1.197265	1.185491	1.267574	1.238648	1.273606	1.234612	1.211747	1.414625	1.584023	0.231653	1.163489	1.338315	1.600367	1.205394	1.188194	1.301104	1.311456	1.368209	1.600501	1.565225	1.436157	1.436157	1.338315
SalEn.2_MW40241_1-232_NEs	1.165773	1.320657	0.000000	1.162672	1.461204	1.221358	1.340070	1.099678	1.352738	1.182426	1.278475	1.331804	1.157640	1.311186	1.284560	1.272817	1.101778	1.096539	1.147671	1.235714	1.334819	1.311186	1.253128	1.341533	1.653994	1.293267	1.222948	1.461218	1.222948	1.186872	1.195730	1.351095	1.147671	1.385803	1.352889	1.222948	1.144606	1.042634	0.166830	1.399498	1.088954	1.038008	1.262940	1.382619	1.348821	1.144834	1.142683	1.443651	1.369843	1.088383	1.344335	1.157640	1.296647	1.226215	1.004970	1.372166	1.414868	1.179305	1.260006	1.066993	0.143766	1.286489	1.204802	1.367886	1.351095	1.414622	1.219388	1.564691	1.204131	1.271116	0.000000	1.360051	1.296216	1.224015	1.372166	1.191950	1.338105	1.264069	1.258390	1.096539	1.096539	1.264874	0.000000	1.334430	1.133749	1.498148	1.259671	1.428230	1.201969	1.273304	1.065501	1.468887	1.265349	1.094064	1.369843	1.358806	1.408963	1.337995	1.091730	1.328475	1.281117	1.487955	1.169041	0.150896	1.211205	1.372166	1.293267	1.224015	1.287141	1.096539	1.408970	1.334823	1.385803	1.047525	1.262678	1.222948	1.233238	1.224015	1.159969	1.311186	1.328104	0.156039	1.352738	1.243562	1.337995	1.201828	1.314653	0.156039	0.004319	1.300168	1.176758	1.294680	1.342256	1.351095	1.083595	1.142683	0.145388	1.310726	1.358648	1.176758	1.305272	1.287141	1.581780	1.147892	1.047525	1.475375	1.091730	1.300168	1.210947	1.237308	1.347063	1.268373	1.093343	1.299247	1.279253	1.266149	1.613306	1.340890	1.219388	1.218492	1.287141	1.351502	1.102864	1.580091	1.271116	1.085616	1.387536	1.173426	1.044448	1.218986	1.264069	1.313812	1.238378	1.176758	1.157640	1.475375	0.997613	0.150896	1.158646	1.462995	1.329352	0.008656	1.091730	1.147671	1.182311	1.595568	1.257282	1.264014	0.150896
CitRo.1_31481_1-224_NEs	1.137499	1.396814	1.162672	0.000000	1.072236	1.398404	1.055235	1.650299	1.648504	1.452270	1.042059	1.222515	0.221819	1.883242	1.004040	1.348109	1.680898	1.194495	1.461639	1.038778	1.362079	1.883242	1.083790	1.400376	1.505710	1.003116	1.592662	1.480803	1.592662	1.070597	0.985749	1.265136	1.461639	1.269909	1.248534	1.592662	1.379504	1.121936	1.261432	1.620394	1.184209	1.116415	1.489069	1.673683	1.188243	1.498969	1.461639	1.228040	1.381662	1.620813	1.194851	0.221819	1.577010	1.406711	1.161967	1.622694	1.679775	1.195845	1.411810	1.293488	1.165905	0.998842	1.575675	1.488198	1.265136	1.668668	1.406711	1.633871	1.061857	0.996706	1.162672	1.638593	1.523119	1.033578	1.640410	1.381899	1.195626	1.481684	1.427401	1.194495	1.194495	1.049749	1.162672	1.523360	1.371705	1.482722	1.057629	1.350415	1.400122	1.072483	1.472637	1.466132	0.991922	1.142509	1.381662	1.648504	1.668668	1.065615	1.655691	1.532484	1.208363	1.067716	1.084012	1.177692	1.203220	1.622694	1.003116	1.033578	1.210893	1.194495	1.696495	1.830842	1.256342	1.293724	1.472392	1.592662	1.031809	1.033578	1.149768	1.883242	1.523360	1.216735	1.648504	1.100071	1.065615	1.375002	1.382797	1.216735	1.163519	1.528876	1.466100	1.552927	1.031741	1.265136	1.613168	1.468893	1.155998	1.017314	1.259154	1.482276	1.659414	1.210893	1.637254	0.915315	1.293724	1.473113	1.655691	1.528876	0.976421	0.274401	1.659187	1.229477	1.637224	1.659093	1.464731	1.007974	1.534411	1.371488	1.406711	1.363455	1.219717	1.664443	1.147683	1.627267	0.996706	1.643196	1.549245	1.077318	1.305172	1.425503	1.481684	1.374362	1.025458	1.466100	0.221819	1.473113	1.165394	1.177692	0.213458	1.043877	1.031741	1.151062	1.655691	1.461639	0.230124	1.619484	1.071400	1.077161	1.177692
EscCo.2_0218_1-226_NEs	1.431752	1.228280	1.461204	1.072236	0.000000	1.187436	1.017549	1.555847	1.505506	1.378772	1.164389	1.420239	1.123442	1.543516	1.020764	1.213183	1.514601	1.330597	1.426028	1.162302	1.315561	1.543516	0.970172	1.326451	2.281539	1.340425	1.323942	1.378686	1.323942	1.328481	1.058793	0.728447	1.426028	0.630217	0.731289	1.323942	1.466468	1.383919	1.559634	1.689690	1.308019	1.377744	1.319220	1.677034	1.423769	1.415771	1.426028	0.735663	1.211277	1.516832	1.420094	1.123442	1.631064	1.329168	1.285392	1.712688	1.691065	1.385964	1.408555	1.260422	1.425299	0.975753	1.317883	1.388627	0.728447	1.683489	1.329168	0.802169	0.330666	1.018459	1.461204	1.731961	1.478415	1.150285	1.712688	1.422533	1.442098	1.325187	1.241164	1.330597	1.330597	0.322245	1.461204	1.307010	1.451893	1.381224	0.322430	1.316022	1.283213	1.001323	1.426959	1.380093	1.018459	1.305357	1.211277	1.505506	1.690700	0.336741	1.523869	1.326300	1.506648	0.052008	1.429421	1.446500	1.127214	1.712688	1.332891	1.150285	1.524219	1.330597	1.700611	1.550833	0.630217	1.273245	1.670859	1.323942	1.162913	1.150285	1.424139	1.543516	1.300876	1.567671	1.505506	0.976000	0.336741	1.408125	1.456677	1.567671	1.447251	1.462215	1.391525	1.477668	1.193853	0.728447	1.510112	1.426028	1.481284	1.188275	0.728499	1.391525	1.501346	1.524219	0.794744	1.138665	1.273245	1.372311	1.523869	1.469877	1.050654	1.037452	1.513993	1.548209	1.501456	1.500859	1.689295	1.029819	2.375302	1.246714	1.329168	1.183172	1.533497	1.511954	1.325253	0.786635	1.018459	1.520987	1.338835	1.329288	1.284473	1.350898	1.325187	1.434843	0.336037	1.391525	1.123442	1.372311	1.324467	1.446500	1.140788	0.050339	1.193853	1.454375	1.523869	1.426028	1.120128	0.788393	0.968834	0.964035	1.446500
KlePn.2_23861_3-243_NEs	1.036537	1.076665	1.221358	1.398404	1.187436	0.000000	1.291441	1.239105	1.424384	1.052409	1.325733	1.362887	1.542438	1.260793	1.380210	1.130975	1.247056	0.953542	1.131463	1.327473	1.083572	1.266918	1.445739	1.092162	1.661231	1.341853	1.123039	1.102842	1.123039	1.343377	1.337531	1.538358	1.131463	1.451312	1.545194	1.123039	1.167954	0.898668	1.223954	1.222994	0.951854	0.898668	1.347819	1.187090	1.324274	1.190179	1.126730	1.588907	1.092726	1.204103	1.353698	1.542438	1.259575	1.189362	0.966803	1.200212	1.246353	1.067346	1.053552	0.999436	1.316987	1.309845	1.106994	1.331305	1.538358	1.238311	1.189362	1.439439	1.191892	1.374952	1.221358	1.204170	1.106672	1.328304	1.208112	0.986230	1.375359	1.077779	1.136804	0.953542	0.953542	1.168449	1.221358	1.364482	1.148209	1.105711	1.174918	1.088823	1.101406	1.361324	1.213647	1.106590	1.374952	1.204421	1.092726	1.436872	1.233117	1.171692	1.241330	1.367104	1.384412	1.170828	1.516408	1.321365	1.020542	1.200212	1.338978	1.328304	1.365617	0.953542	1.236515	1.253428	1.428776	1.000003	1.181788	1.123039	1.333419	1.328304	1.031702	1.262509	1.364482	1.279664	1.424384	1.473593	1.171692	0.992698	1.272240	1.279664	1.210500	1.148292	1.067719	1.163715	1.315258	1.538358	1.198703	1.142024	1.255038	1.315850	1.544823	1.082277	1.675239	1.365617	1.446690	1.279841	1.000003	1.097720	1.241330	1.148292	1.336463	1.622819	1.446246	1.378156	1.191788	1.674362	1.183346	1.396898	1.678084	1.106793	1.189362	0.019904	1.373121	1.430434	1.187775	1.485911	1.374952	1.250135	1.391234	1.344211	1.006432	1.224030	1.077779	1.254036	1.202679	1.067719	1.542438	1.097720	0.978819	1.321365	1.520012	1.192174	1.309355	1.203572	1.241330	1.131463	1.533218	1.479469	1.429822	1.429822	1.321365
EntCo.1_34180_1-220_BeL	1.427855	1.400781	1.340070	1.055235	1.017549	1.291441	0.000000	1.395024	1.174290	1.457515	0.687379	1.550944	1.039708	1.772862	0.983417	1.338065	1.355817	1.167079	1.504636	0.676471	1.289185	1.772862	1.004086	1.318512	1.800076	0.666677	1.409426	1.400342	1.409426	1.649011	0.910778	1.146398	1.504636	1.223008	1.128686	1.409426	1.412938	1.224653	1.316277	1.359428	1.145845	1.224653	1.261032	1.354972	1.490218	1.356097	1.504636	1.129681	1.340019	1.366262	1.534357	1.039708	1.288863	1.372208	1.184200	1.315329	1.447571	1.292457	1.217966	1.191815	1.338299	0.985917	1.388783	1.178776	1.146398	1.433079	1.372208	1.226238	0.972684	0.981948	1.340070	1.327206	1.440750	0.676738	1.315329	1.380757	1.542570	1.279372	1.388134	1.167079	1.167079	1.010609	1.340070	1.261128	1.398703	1.389872	1.012505	1.238479	1.307038	0.973168	1.420179	1.388680	0.981948	1.296336	1.340019	1.168792	1.440832	1.021014	1.369232	1.254333	1.578233	1.027031	1.541716	1.348452	1.166440	1.315329	0.662862	0.676738	1.562354	1.167079	1.433927	1.761923	1.223008	1.204168	1.319710	1.409426	0.669896	0.676738	1.428022	1.772862	1.267743	1.349421	1.174290	1.008887	1.021014	1.393896	1.255029	1.349421	1.333755	1.453111	1.463680	1.468989	0.714082	1.146398	1.373975	1.489320	1.303533	0.708554	1.135076	1.463680	1.679193	1.562354	1.225250	0.610726	1.204168	1.387286	1.369232	1.460983	0.900848	0.975680	1.170071	1.563746	1.366381	1.671361	1.325506	0.984489	1.823146	1.349402	1.372208	1.324520	1.562354	1.173306	1.301858	1.208151	0.981948	1.381296	1.281400	1.670710	1.193830	1.405029	1.279372	1.246696	0.981098	1.463680	1.039708	1.387286	1.262978	1.348452	1.051242	0.996289	0.717768	1.340331	1.369232	1.504636	1.038070	1.223438	1.001060	0.996340	1.348452
EscCo.3_01631_1-240_NEs	1.049102	1.401638	1.099678	1.650299	1.555847	1.239105	1.395024	0.000000	1.556480	1.228049	1.432616	1.076944	1.508589	1.588367	1.335641	1.191800	0.214679	1.079615	1.471749	1.352180	1.361153	1.607193	1.389034	1.332977	1.774902	1.437359	1.215381	1.405667	1.215381	0.868452	1.257889	1.756130	1.471749	1.274524	1.730230	1.215381	0.217873	1.084532	1.166279	1.451461	1.078664	1.094501	1.445114	1.438248	1.075678	0.197655	1.471749	1.591656	1.387391	0.031132	1.060444	1.508589	1.508777	1.194880	1.067508	1.439989	1.606736	1.344607	1.298991	1.121709	1.131981	1.185156	1.209750	1.465615	1.756130	1.574539	1.194880	1.574804	1.502966	1.330616	1.099678	1.453968	1.220771	1.359523	1.461917	1.412566	1.055538	1.167306	1.247668	1.079615	1.093929	1.476740	1.099678	1.459907	0.220455	1.400930	1.472732	1.399308	1.185108	1.332441	0.196789	1.412719	1.324237	1.033750	1.387391	1.563054	1.574656	1.483256	0.211159	1.481870	0.941740	1.574721	1.118295	1.154200	1.140965	1.439989	1.442787	1.380799	0.922816	1.079615	1.591164	1.560418	1.260593	1.113174	1.533782	1.215381	1.378978	1.359523	1.059388	1.588763	1.459907	1.150745	1.556480	1.395500	1.483256	1.409046	1.353465	1.150745	1.094864	1.233022	1.239929	1.246776	1.351869	1.756130	0.029697	1.464354	1.204967	1.398593	1.740072	1.253467	1.316824	0.922816	1.576594	1.404611	1.113174	1.411784	0.211159	1.239367	1.268348	1.520339	1.549241	0.930280	0.032564	1.278721	1.496116	1.332394	1.858872	1.369419	1.194880	1.244027	0.935635	1.570954	1.031934	1.608610	1.330616	0.216522	1.447295	0.860044	1.126164	1.239063	1.167306	1.359197	1.501065	1.239929	1.508589	1.411784	1.111690	1.154200	1.495973	1.608297	1.358331	1.094060	0.211159	1.471749	1.484645	1.593309	1.372223	1.379859	1.154200
SalEn.3_1169_1-224_NEs	1.631746	1.219680	1.352738	1.648504	1.505506	1.424384	1.174290	1.556480	0.000000	1.580043	1.245350	1.690324	1.489598	1.678928	1.449322	1.243486	1.531407	1.311560	1.664076	1.433314	1.244766	1.678928	1.337703	1.276225	1.484236	1.215772	1.311438	1.146148	1.311438	1.554288	1.366838	1.706459	1.664076	1.333268	1.716389	1.311438	1.553583	1.283884	1.415180	1.459957	1.301168	1.283884	0.224378	1.412182	1.696238	1.521868	1.664076	1.627038	1.213528	1.581728	1.682240	1.489598	1.409226	1.135031	1.186589	1.431649	1.417793	1.590232	1.711874	1.291257	1.353222	1.506351	1.292305	0.209799	1.706459	1.417518	1.140623	1.737106	1.350971	1.443518	1.352738	1.431887	1.466294	1.426333	1.431649	1.785587	1.691696	1.228681	1.786271	1.318240	1.311560	1.257099	1.352738	0.209270	1.531068	1.139938	1.251262	1.282047	1.227143	1.304394	1.474802	1.163181	1.443518	1.283276	1.213528	0.005945	1.411220	1.231695	1.539760	0.207603	1.761049	1.400699	1.605384	1.346906	1.326525	1.431649	1.215772	1.426333	1.727377	1.311560	1.389971	1.687951	1.333268	1.297740	1.439655	1.311438	1.425922	1.426333	1.633074	1.678928	0.207343	1.362221	0.000000	1.383201	1.231695	1.804275	0.244796	1.362221	1.353920	1.531601	1.555727	1.508871	1.211920	1.706459	1.589690	1.655363	1.390182	1.222857	1.716389	1.555727	1.874344	1.727377	1.735187	1.258145	1.297740	1.136966	1.539760	1.531601	1.379266	1.351337	0.000000	1.728650	1.580554	1.865879	1.418624	1.443518	1.516588	1.165234	1.140623	1.417601	1.727377	0.004462	1.284058	1.762220	1.443518	1.508415	0.211520	1.563997	1.297991	1.127721	1.228681	0.246895	1.365802	1.555727	1.489598	1.136966	1.241399	1.346906	1.469147	1.457358	1.199406	1.372416	1.539760	1.664076	1.538127	1.769467	1.337703	1.337703	1.346906
SalEn.13640_1-230_NEs	1.185970	1.422267	1.182426	1.452270	1.378772	1.052409	1.457515	1.228049	1.580043	0.000000	1.459699	1.662431	1.530105	1.582392	1.535551	1.284909	1.320002	1.101821	1.374858	1.483956	1.407330	1.582855	1.645180	1.429167	1.766368	1.552681	1.412436	1.455189	1.412436	1.375230	1.563534	1.449087	1.374858	1.331785	1.416332	1.412436	1.223958	1.206425	1.310512	0.976788	1.093908	1.201066	1.401641	0.957770	1.719283	1.301505	1.374858	1.532380	1.414345	1.265438	1.618802	1.530105	0.933146	1.425549	1.149007	0.964281	0.993846	1.149432	1.302723	1.236001	1.293954	1.424051	1.386889	1.422932	1.449087	0.998866	1.425549	1.506336	1.329693	1.521843	1.182426	0.966907	0.341261	1.484939	0.964281	1.260025	1.637088	1.285453	1.350351	1.101821	1.101821	1.255064	1.182426	1.497787	1.233356	1.457399	1.249747	1.449155	1.344663	1.570170	1.263915	1.455887	1.521843	1.241838	1.414345	1.573261	1.003289	1.278407	1.314869	1.485575	1.484774	1.436988	1.338514	1.274433	1.372538	0.964281	1.552681	1.484939	1.485731	1.101821	1.010714	1.560195	1.331785	1.247853	0.969044	1.412436	1.500437	1.484939	1.185970	1.582392	1.497787	1.299180	1.580043	1.612258	1.278407	1.271036	1.355503	1.299180	1.177373	0.344146	0.013157	0.341954	1.504019	1.449087	1.259634	1.374858	1.322457	1.495178	1.435850	0.013157	1.569155	1.485731	1.520959	1.479122	1.247853	1.448426	1.314869	0.344146	1.562817	1.667397	1.597156	1.515594	1.264920	1.576619	0.966352	1.538913	1.752124	1.417742	1.425549	1.052974	1.486727	1.547422	1.236780	1.513633	1.521843	1.324136	1.520112	1.355382	1.253637	1.460025	1.285453	1.340461	1.355255	0.013157	1.530105	1.448426	1.184583	1.274433	1.555541	1.397959	1.496899	1.160587	1.314869	1.374858	1.538076	1.470199	1.641934	1.634463	1.274433
