SalEn.3_1881_1-222_NEs	0.000000	1.489214	1.125956	1.235178	2.568929	1.453274	1.229077	2.568929	2.012981	1.515021	1.336287	1.392686	1.686925	1.489214	1.522124	1.788445	1.355842	1.248011	2.475059	1.716791	1.250645	1.512874	2.176434	2.856991	0.188637	1.313482	1.297070	1.576835	1.162563	1.287572	1.275363	0.225326	1.716791	1.499481	1.405656	1.288685	1.263230	2.544140	1.243313	1.297448	2.531371	1.178847	1.235867	1.032782	1.953599	1.256365	1.527147	0.990489	1.032782	2.597598	1.093345	1.311240	2.531371	1.602188	1.344078	2.152004	0.229976	1.410854	1.587179	1.404228	1.345043	1.678878	2.138689	2.013671	1.320862	1.313309	1.335718	1.599664	1.087431	1.316242	2.619767	1.421032	1.040898	0.007524	1.410854	0.007535	1.184338	1.788445	0.216100	1.339460	1.489214	1.459214	1.760768	2.193927	1.230539	1.492085	1.087431	1.437074	1.339460	1.040898	1.410854	1.754638	1.476446	1.284809	1.305974	1.953599	1.329083	0.000000	1.347903	1.492915	1.345043	1.351597	1.293105	1.307612	1.263279	1.035044	1.276756	1.601123	1.021336	1.541098	1.019073	0.216100	0.160784	0.000000	1.502518	1.263230	0.219212	1.240362	1.345397	1.275363	1.475677	1.435887	1.696623	1.607245	1.210694	1.357465	1.716791	1.019073	1.704732	1.542865	1.301442	1.602459	1.293438	1.601123	1.534300	2.429116	1.349567	1.335718	1.616189	1.556842	2.123793	1.228799	1.263729	2.596287	1.527147	1.853906	1.492915	1.092668	1.445064	2.702565	1.636005	1.570346	1.203372	1.087431	1.788445	1.014820	2.531371	1.339460	1.276756	1.619638	1.218848	1.295476	1.124172	1.219709	1.293105	1.232976	1.052695	1.330681	1.328238	1.345043	1.240362	1.256045	1.309711	1.293105	2.955687	1.599343	0.216763	2.531371	1.953599	1.263230	1.311279
SalEn.3_2322_1-228_NEs	1.489214	0.000000	1.497034	1.463574	2.490042	1.696965	1.788595	2.490042	2.559621	1.792267	1.900230	1.693499	1.375850	0.000000	0.007371	1.993429	1.646404	1.456654	3.197909	1.686569	1.316867	0.007365	2.889231	4.157356	1.563697	1.332043	1.405783	1.807313	1.596210	1.950197	1.509590	1.520115	1.686569	1.990920	1.141876	1.832804	1.440380	3.292532	1.744831	1.773147	2.453164	1.739395	1.465779	1.568657	2.533422	1.431615	1.781294	1.397871	1.559328	2.501913	1.602379	2.122384	2.453164	1.982060	1.394036	2.859073	1.512236	1.741023	1.975173	1.729443	1.960670	1.375995	2.866502	2.575571	1.423499	1.747680	1.882646	2.187660	1.592631	1.783480	2.429173	1.617983	1.578425	1.488302	1.741023	1.489592	1.772465	1.993429	1.485886	1.383347	0.000000	0.234254	1.985829	2.792611	1.797379	0.252254	1.592631	1.773745	1.375566	1.578425	1.741023	2.002424	0.248580	1.401059	1.846313	2.533422	1.900230	1.489214	1.676937	1.938381	1.960670	1.401995	1.408799	1.787442	1.350050	1.617559	1.848217	0.212637	1.629200	1.511840	1.434013	1.493996	1.470789	1.489214	1.895759	1.440380	1.489133	1.707054	1.908845	1.509590	1.554912	1.741391	1.705196	2.135658	1.750083	1.909782	1.686569	1.434013	1.666935	1.826610	1.619501	0.214582	1.650960	0.212637	1.860588	2.458929	1.886179	1.882646	2.135367	0.155459	2.878086	1.827393	1.465351	2.201104	1.781294	2.187544	1.938381	1.610888	1.558464	2.564868	1.956725	0.206842	1.707125	1.592631	1.993429	1.589121	2.453164	1.375566	1.848217	1.989147	1.770979	1.828303	1.467723	1.912828	1.408799	1.740517	1.497004	2.205943	1.357473	1.960670	1.707054	1.736170	1.631402	1.410949	3.986228	2.020229	1.439555	2.453164	2.533422	1.448754	1.381353
KlePn.2_24741_1-290_NEs	1.125956	1.497034	0.000000	1.685725	3.243934	1.564726	1.260654	3.243934	2.922989	2.296301	1.327125	1.779515	1.971633	1.497034	1.489351	2.413539	1.545793	1.698207	4.141629	2.175218	1.652397	1.502828	3.140551	3.618195	1.053446	1.534587	1.683945	2.115374	1.140451	1.182431	1.631512	1.065613	2.175218	1.915244	1.409387	1.270728	1.691418	3.948000	1.603536	1.137791	3.146632	1.624941	1.696214	1.138876	2.927178	1.690251	2.249886	0.233250	1.132570	3.121311	1.236804	1.599999	3.146632	1.956727	1.480624	3.007921	1.075905	1.839512	1.939839	1.818827	2.321095	1.981260	2.886966	2.937348	1.494520	1.782731	1.360223	2.075935	1.230027	1.315540	2.970221	1.650991	1.311678	1.121825	1.839512	1.115746	1.643675	2.413539	0.982801	1.670069	1.497034	1.441016	2.420169	2.977554	1.526532	1.459981	1.230027	2.365357	1.672504	1.311678	1.839512	2.474733	1.493510	1.459289	1.274643	2.927178	1.334137	1.125956	1.604959	1.857919	2.321095	1.480624	1.463912	1.136903	1.591249	1.306810	1.272597	1.641684	1.328869	1.614656	1.652445	0.982801	1.051396	1.125956	1.862740	1.691418	1.062388	1.607167	1.369495	1.631512	1.539546	1.891970	2.195352	2.074210	1.661184	2.321095	2.175218	1.661284	2.102192	2.180929	1.230615	1.659672	1.225804	1.641684	2.250515	2.099979	2.264466	1.360223	2.663501	1.570387	2.966241	1.608559	1.633797	2.822140	2.249886	2.062340	1.857919	1.236804	1.547772	3.232956	1.932063	1.664009	1.615755	1.230027	2.413539	1.305633	3.146632	1.672504	1.272597	1.964061	1.636684	1.263484	0.012929	1.612765	1.463912	1.624700	1.712679	1.654298	1.649012	2.321095	1.607167	1.586160	1.544631	1.471141	3.783099	1.583800	1.062375	3.146632	2.927178	1.700762	1.662005
KlePn.1_02646_1-229_NEs	1.235178	1.463574	1.685725	0.000000	2.615456	0.333574	1.396987	2.615456	2.160408	1.519226	1.430234	1.181021	1.390103	1.463574	1.473467	1.984985	1.120688	2.047452	2.248689	1.884049	2.009800	1.488537	2.801859	3.888571	1.082846	1.528135	1.594952	1.484544	1.475294	1.402729	1.560314	1.357279	1.884049	1.151176	1.389466	1.604088	2.058836	2.300056	1.952751	1.281850	3.945609	2.265340	0.002965	1.408639	2.089360	2.058836	1.517815	1.796364	1.417389	2.609265	1.425398	1.087122	3.933627	1.707345	1.719980	3.021761	1.350428	2.020375	1.683072	1.998402	1.398755	1.397452	2.978881	2.151890	1.439431	1.424424	1.413239	1.519396	1.425398	1.199776	3.650237	1.213097	1.518569	1.216348	2.020375	1.231925	2.254899	1.984985	1.111551	1.963450	1.463574	1.470903	2.046503	2.979715	1.998843	1.588959	1.425398	1.415238	1.954124	1.518569	2.020375	2.022465	1.564571	1.477998	1.591216	2.089360	1.430234	1.235178	1.460419	1.153655	1.398755	1.730608	1.446859	1.272706	1.751158	1.519300	1.570744	1.556074	1.505032	0.366475	1.507605	1.111551	1.154397	1.235178	1.132458	2.058836	1.365293	1.970486	1.441171	1.560314	1.555801	2.018755	1.850161	1.535176	2.177060	1.370980	1.884049	1.517484	1.868233	1.588522	1.760375	1.557043	1.701609	1.556074	1.528939	2.318611	1.354134	1.413239	1.623846	1.506228	3.004850	2.112149	1.545588	2.955133	1.517815	1.879838	1.153655	1.432936	1.548784	2.570583	1.746822	1.557043	2.221210	1.425398	1.984985	1.520801	4.034858	1.954124	1.570744	1.725543	2.181895	1.557714	1.684625	2.077934	1.446859	1.964580	1.624737	1.126757	1.949574	1.398755	1.970486	1.961033	2.020174	1.446859	4.054872	1.446716	1.360520	4.034858	2.089360	2.058836	1.935647
EscCo.51486_3-333	2.568929	2.490042	3.243934	2.615456	0.000000	2.499931	2.677611	0.000000	2.939127	2.367144	2.582452	2.974872	2.064704	2.490042	2.506808	2.711039	2.722651	2.633150	3.883218	2.693886	2.931177	2.501449	2.784999	1.127176	2.476582	2.664207	2.553162	4.246625	2.664369	2.553381	2.554875	2.728970	2.693886	2.922494	2.727819	2.552874	2.625854	3.998766	3.256464	3.118433	1.298965	2.980297	2.606814	2.347119	2.848490	2.625854	2.241817	3.226047	2.355720	0.018566	2.847747	3.693354	1.294430	2.860772	2.566123	2.874358	2.819542	3.039620	2.860772	3.082618	2.378305	2.039978	2.884064	2.927078	2.796536	3.003905	2.618108	2.594864	2.847747	2.717072	1.299158	2.637533	2.685865	2.529277	3.039620	2.505179	2.980297	2.718612	2.436831	2.499855	2.490042	2.936479	2.598383	2.938072	3.350300	2.692334	2.847747	2.162973	2.499855	2.685865	3.039620	2.659882	2.752166	2.943011	2.621637	2.848490	2.593679	2.568929	2.889832	2.903108	2.378305	2.566123	2.847799	3.209816	2.394391	2.688784	2.672269	2.923547	2.721903	2.566314	2.663536	2.428124	2.788362	2.568929	2.914772	2.625854	2.760313	3.248707	2.618108	2.554875	2.561571	3.032647	2.655349	2.537266	2.948274	2.378305	2.693886	2.663536	2.689063	2.249564	3.847008	2.884566	3.643177	2.923547	2.365655	3.254893	2.364598	2.618108	2.520873	2.509988	2.886737	3.529697	2.563318	1.235968	2.241817	2.603716	2.903108	2.840168	2.595368	0.018451	2.948933	2.855526	3.042983	2.847747	2.718612	2.693689	1.298895	2.499855	2.672269	2.865578	2.808993	2.606057	3.343183	3.392510	2.854777	3.248707	3.274243	3.764360	2.533871	2.378305	3.248707	3.265373	2.938956	2.854777	1.125755	3.026271	2.766315	1.298895	2.854808	2.625854	2.589129
EntCo.1_13530_11-225_NEs	1.453274	1.696965	1.564726	0.333574	2.499931	0.000000	1.911860	2.499931	2.222988	1.699154	1.694971	1.285743	1.681291	1.696965	1.666693	2.184225	1.364313	2.043553	2.170866	1.749477	1.966738	1.700607	2.412635	3.295334	1.459226	1.649546	1.853411	1.591537	1.970013	1.725671	1.818041	1.555130	1.749477	1.226390	1.421050	1.816717	2.044950	2.212432	1.715455	1.520598	3.604973	1.894904	0.331065	1.663353	2.197340	2.054537	1.700454	1.809491	1.673188	2.510294	1.794791	1.195956	3.592010	1.825037	1.781281	2.576028	1.537097	2.078114	1.790516	2.054938	1.632517	1.698209	2.538189	2.214407	1.675694	1.640808	1.703541	1.562213	1.794791	1.293866	3.476590	1.426560	1.828069	1.436600	2.078114	1.421739	1.894904	2.184225	1.489299	2.058880	1.696965	1.773235	2.165066	2.543817	1.686350	1.666022	1.794791	1.572609	2.058880	1.828069	2.078114	2.180181	1.677905	1.707419	1.792307	2.197340	1.704796	1.453274	1.790795	1.273975	1.632517	1.791852	1.686633	1.499823	1.934464	1.829328	1.815778	1.767419	1.845020	0.397803	1.900551	1.489299	1.389629	1.453274	1.245623	2.044950	1.537996	1.712601	1.740309	1.818041	1.867599	2.078114	1.703900	1.550983	1.881627	1.640940	1.749477	1.889860	1.782697	1.808577	2.127463	1.771114	2.146106	1.767419	1.738875	2.366058	1.596101	1.703541	1.835677	1.697404	2.565692	2.014042	1.813332	3.157847	1.700454	2.186662	1.273975	1.804598	1.892153	2.419202	1.868633	1.682590	1.862661	1.794791	2.184225	1.833676	3.598770	2.058880	1.815778	1.842884	1.854471	1.765772	1.554611	1.986850	1.674918	1.712601	1.812146	1.196133	2.101944	1.632517	1.712601	1.703792	1.843142	1.674918	3.417391	1.778890	1.548236	3.598770	2.197340	2.044950	2.085065
CitRo.1_06661_1-224_NEs	1.229077	1.788595	1.260654	1.396987	2.677611	1.911860	0.000000	2.677611	2.210915	1.859684	0.175231	1.207040	1.738713	1.788595	1.788595	2.159484	1.811259	1.461819	2.624737	2.286792	1.614312	1.798708	2.893720	3.649482	1.153372	1.779537	2.184616	1.755216	1.107617	0.212591	2.142046	1.225050	2.286792	1.290699	1.484430	0.180346	1.471330	2.638357	1.613916	0.196327	2.700943	1.554979	1.405364	1.118548	2.187992	1.454251	1.854271	1.523413	1.130977	2.731797	1.235252	1.735052	2.714165	1.635729	1.584581	2.891893	1.231592	1.876049	1.651336	1.890886	1.619433	1.738713	2.843006	2.230471	1.810327	1.582573	0.177114	1.630754	1.228507	1.328885	2.829336	1.957741	1.268980	1.224069	1.876049	1.206513	1.554979	2.159484	1.174326	1.677613	1.788595	1.944697	2.071902	2.828894	1.509634	1.886650	1.228507	1.747444	1.669718	1.268980	1.876049	2.109581	1.832273	1.803790	0.182046	2.187992	0.171547	1.229077	1.603273	1.293793	1.619433	1.584581	1.771487	0.194316	1.491701	1.244497	0.186194	1.731684	1.251050	1.352125	0.972739	1.180946	1.201807	1.229077	1.253279	1.471330	1.241377	1.613128	0.177114	2.142046	1.830808	1.876049	2.297498	1.617185	1.590836	1.619433	2.286792	0.977917	2.317426	1.768789	1.443561	1.734854	1.387995	1.731684	1.852515	2.051051	1.599427	0.177114	1.642086	2.205768	2.899769	1.447444	2.150530	3.131782	1.854271	2.279727	1.293793	1.241202	1.827016	2.819276	1.711878	1.794448	1.587437	1.228507	2.159484	1.281851	2.714165	1.669718	0.186194	1.651721	1.562124	0.176632	1.274630	1.470434	1.760947	1.613128	1.130766	1.788236	1.590291	1.619433	1.613128	1.621626	1.625848	1.760947	3.512392	1.405340	1.226954	2.714165	2.187992	1.471330	1.587081
EscCo.3_1556_3-333_NEs	2.568929	2.490042	3.243934	2.615456	0.000000	2.499931	2.677611	0.000000	2.939127	2.367144	2.582452	2.974872	2.064704	2.490042	2.506808	2.711039	2.722651	2.633150	3.883218	2.693886	2.931177	2.501449	2.784999	1.127176	2.476582	2.664207	2.553162	4.246625	2.664369	2.553381	2.554875	2.728970	2.693886	2.922494	2.727819	2.552874	2.625854	3.998766	3.256464	3.118433	1.298965	2.980297	2.606814	2.347119	2.848490	2.625854	2.241817	3.226047	2.355720	0.018566	2.847747	3.693354	1.294430	2.860772	2.566123	2.874358	2.819542	3.039620	2.860772	3.082618	2.378305	2.039978	2.884064	2.927078	2.796536	3.003905	2.618108	2.594864	2.847747	2.717072	1.299158	2.637533	2.685865	2.529277	3.039620	2.505179	2.980297	2.718612	2.436831	2.499855	2.490042	2.936479	2.598383	2.938072	3.350300	2.692334	2.847747	2.162973	2.499855	2.685865	3.039620	2.659882	2.752166	2.943011	2.621637	2.848490	2.593679	2.568929	2.889832	2.903108	2.378305	2.566123	2.847799	3.209816	2.394391	2.688784	2.672269	2.923547	2.721903	2.566314	2.663536	2.428124	2.788362	2.568929	2.914772	2.625854	2.760313	3.248707	2.618108	2.554875	2.561571	3.032647	2.655349	2.537266	2.948274	2.378305	2.693886	2.663536	2.689063	2.249564	3.847008	2.884566	3.643177	2.923547	2.365655	3.254893	2.364598	2.618108	2.520873	2.509988	2.886737	3.529697	2.563318	1.235968	2.241817	2.603716	2.903108	2.840168	2.595368	0.018451	2.948933	2.855526	3.042983	2.847747	2.718612	2.693689	1.298895	2.499855	2.672269	2.865578	2.808993	2.606057	3.343183	3.392510	2.854777	3.248707	3.274243	3.764360	2.533871	2.378305	3.248707	3.265373	2.938956	2.854777	1.125755	3.026271	2.766315	1.298895	2.854808	2.625854	2.589129
SalEn.12158_4-389_NEs	2.012981	2.559621	2.922989	2.160408	2.939127	2.222988	2.210915	2.939127	0.000000	2.584171	2.273622	2.163088	3.286531	2.559621	2.542929	2.483327	1.775985	2.643538	0.542011	2.057590	2.366260	2.538632	0.310053	2.957706	2.044804	3.005463	2.803159	3.444213	3.376245	2.384702	2.892820	2.004603	2.057590	2.170054	2.356651	2.252499	2.651767	0.557863	2.342202	2.365569	3.483553	2.222555	2.169256	2.602738	0.015916	2.643538	2.561780	2.421173	2.593205	2.924490	3.002840	3.135351	3.483553	2.014636	2.402367	0.364699	1.966510	2.135451	2.013791	2.165663	2.268265	3.286531	0.363625	0.016777	2.767778	2.130820	2.315690	2.879615	2.994007	2.247205	3.595348	1.838549	2.557729	1.977372	2.135451	1.961698	2.213719	2.483327	1.837952	2.424054	2.559621	3.379357	2.428570	0.366887	2.383530	3.001912	2.994007	2.495319	2.415488	2.557729	2.135451	2.484194	3.056181	2.680884	2.305066	0.015916	2.273622	2.012981	2.125866	2.187281	2.268265	2.394063	2.737213	2.408594	2.595339	2.619036	2.335186	2.897367	2.674650	2.247278	2.516084	1.847243	2.038621	2.012981	2.165607	2.651767	1.975484	2.337665	2.315690	2.892820	3.306013	2.155437	2.047779	2.884628	2.196780	2.286724	2.057590	2.516084	2.036931	2.598962	2.023882	2.889947	2.041126	2.897367	2.634547	2.905902	2.285851	2.315690	2.467013	2.715947	0.365266	2.938487	2.843755	3.334436	2.561780	2.371370	2.187281	3.002840	3.356851	2.872039	2.123576	2.893029	2.195425	2.994007	2.483327	2.602014	3.478392	2.415488	2.335186	2.014636	2.216167	2.303857	2.989884	2.952468	2.744367	2.337665	2.703706	3.078140	2.388792	2.268265	2.337665	2.342202	2.804822	2.744367	3.062834	1.913124	1.973139	3.478392	0.016809	2.651767	2.439732
EscCo.2_47620_1-246_NEs	1.515021	1.792267	2.296301	1.519226	2.367144	1.699154	1.859684	2.367144	2.584171	0.000000	1.837619	2.318493	2.100905	1.792267	1.759664	2.642527	1.549883	1.683584	2.948708	1.916053	1.564240	1.784917	2.725140	3.044910	1.707131	2.224419	2.158021	1.595487	1.895549	1.828047	2.185633	1.440759	1.916053	2.352050	1.461826	2.287831	1.684588	2.928569	1.577813	1.890801	2.696571	1.639480	1.537264	1.687854	2.580995	1.676727	0.026137	2.417546	1.687854	2.381540	1.767422	1.431422	2.680939	1.408157	1.712189	3.223667	1.418357	1.775049	1.408801	1.796747	0.159508	2.107482	3.224809	2.616532	2.298911	2.098357	1.788317	0.207357	1.757716	1.757993	2.684383	1.438909	1.723228	1.530412	1.775049	1.501186	1.657364	2.642527	1.681100	1.677170	1.792267	2.016933	2.681948	3.343814	1.540659	1.844120	1.757716	0.159449	1.698289	1.723228	1.775049	2.650440	1.809201	2.343548	2.295355	2.580995	1.837619	1.515021	2.040716	2.362463	0.159508	1.720602	2.249694	1.881830	1.743612	1.708937	2.275061	1.689198	1.680639	1.635380	1.426389	1.681100	1.570335	1.515021	2.326807	1.684588	1.404783	1.553923	1.797689	2.185633	2.342197	1.797940	1.898435	0.206076	1.566048	0.163158	1.916053	1.426389	1.880374	0.037465	1.750377	1.697091	1.707509	1.689198	0.030340	3.005570	0.161432	1.788317	0.191221	2.082541	3.184381	1.615399	2.204369	2.540589	0.026137	2.437548	2.362463	1.757970	2.306916	2.357577	1.438570	1.628655	1.625049	1.757716	2.642527	1.705622	2.689158	1.698289	2.275061	1.413747	1.662651	2.286299	2.317433	1.644652	2.257466	1.572150	1.440743	1.469820	1.692006	0.159508	1.553923	1.569919	1.536744	2.257466	3.036381	1.355084	1.382678	2.689158	2.580995	1.672054	1.652423
