EscCo.1_01677_268-511_NEs	0.000000	0.391897	1.113266	1.228047	0.391897	1.250156	0.024990	0.389166	1.233218	1.972075	1.069661	1.304684	1.124677	1.245786	1.448261	1.108474	1.448252	1.113266	1.096393	0.019369	1.898905	1.023523	1.933716	1.029782	0.598761	1.309372	1.075073	1.141834	1.253670	1.245786	0.597066	1.209441	1.223298	1.113262	1.972754	1.067219	1.646016	1.313323	1.174295	1.071375	1.301661	1.132434	1.245786	1.874441	1.198742	0.605405	1.100839	1.448252	1.852664	1.204300	1.352844	1.752358	1.008312	1.245786	1.111557	1.379613	1.284396	1.134571	1.067951	1.182876	1.498273	1.275933	0.393633	1.205106	1.373769	1.115219	1.108132	1.086103	0.015132	1.086103	1.253670	1.342486	1.096875	1.005777	1.096894	1.335004	1.624395	1.293354	1.275822	1.336083	1.227064	0.389778	1.132928
SalEn.3_4023_267-507_NEs	0.391897	0.000000	1.018900	1.134756	0.000000	1.003952	0.389725	0.006914	0.999429	1.760889	1.006446	1.033696	1.023347	1.231237	1.297418	1.044927	1.263398	1.018900	1.049530	0.392422	1.802800	0.941382	1.818728	0.941382	0.589781	0.994777	1.018429	1.027981	1.224419	1.231237	0.584802	1.184402	1.130956	1.053921	1.835155	1.095803	1.306177	1.385689	1.094333	1.085645	1.278437	1.033364	1.231237	2.200802	1.281376	0.608030	1.335092	1.263398	2.147851	1.288349	1.286131	1.849564	1.021471	1.231237	1.113558	1.243405	1.385239	1.269746	1.127542	1.203997	1.318345	0.975901	0.006913	1.180219	1.255121	1.018900	1.110013	1.080736	0.384712	1.080736	1.224419	1.011227	1.084110	1.034923	1.089579	1.040435	1.307427	0.984952	1.364648	1.015898	1.213639	0.000000	1.041304
SalEn.4_38661_254-501_BeL	1.113266	1.018900	0.000000	0.924128	1.018900	1.094811	1.122245	1.030738	1.089189	1.635389	0.156955	1.068584	0.013552	1.026127	1.196115	0.185580	0.972256	0.000000	0.183831	1.129888	1.432204	0.899233	1.414528	0.899233	0.967750	1.012525	0.157161	0.877134	1.073280	1.026279	1.087860	0.982295	0.934482	0.849122	1.613518	0.900732	1.134199	1.057711	0.905913	0.177371	1.054108	0.881532	1.026127	1.745052	0.981530	1.024328	1.030774	0.972256	1.721378	0.984648	1.070718	1.431252	0.837575	1.026127	0.890800	0.958339	1.050908	0.937639	0.847676	1.080591	1.190917	1.028177	1.030895	0.989803	0.996040	0.000000	0.893078	0.179024	1.105981	0.180687	1.068060	1.011696	0.178844	0.923445	0.177244	1.140134	1.134239	1.037333	1.072456	1.002963	1.089335	1.021234	0.017686
KlePn.1_04266_260-503_NEs	1.228047	1.134756	0.924128	0.000000	1.134756	0.865821	1.203071	1.138595	0.871725	1.794816	0.892820	0.933263	0.924384	1.177595	1.192400	0.885886	0.291699	0.924128	0.878578	1.215218	1.488453	0.870931	1.489190	0.876288	1.056671	1.007678	0.905459	0.889182	1.242427	1.183673	1.138355	1.033630	0.002754	1.121554	1.431805	0.970295	1.144122	1.145225	0.255482	0.922862	1.151013	0.882252	1.177595	1.764751	1.247465	1.083519	1.057838	0.291699	1.704744	1.219507	1.065247	1.453868	0.954584	1.177595	0.997166	0.285358	1.135444	1.085334	0.923677	1.226561	1.222386	1.005434	1.137962	1.030684	0.286048	0.935939	0.994425	0.915235	1.182749	0.919238	1.236383	1.024460	0.924559	1.172090	0.920694	0.939167	1.132469	1.004771	1.183355	1.012265	1.232368	1.142682	0.923697
SalEn.4_40391_267-507_BeL	0.391897	0.000000	1.018900	1.134756	0.000000	1.003952	0.389725	0.006914	0.999429	1.760889	1.006446	1.033696	1.023347	1.231237	1.297418	1.044927	1.263398	1.018900	1.049530	0.392422	1.802800	0.941382	1.818728	0.941382	0.589781	0.994777	1.018429	1.027981	1.224419	1.231237	0.584802	1.184402	1.130956	1.053921	1.835155	1.095803	1.306177	1.385689	1.094333	1.085645	1.278437	1.033364	1.231237	2.200802	1.281376	0.608030	1.335092	1.263398	2.147851	1.288349	1.286131	1.849564	1.021471	1.231237	1.113558	1.243405	1.385239	1.269746	1.127542	1.203997	1.318345	0.975901	0.006913	1.180219	1.255121	1.018900	1.110013	1.080736	0.384712	1.080736	1.224419	1.011227	1.084110	1.034923	1.089579	1.040435	1.307427	0.984952	1.364648	1.015898	1.213639	0.000000	1.041304
KlePn.1_02099_264-501_NEs	1.250156	1.003952	1.094811	0.865821	1.003952	0.000000	1.254460	0.996456	0.007140	1.741533	1.062237	0.217827	1.096452	1.350960	1.157531	1.039288	1.030733	1.094811	1.043982	1.219488	1.506717	0.894264	1.514283	0.894264	0.906331	0.234843	1.090079	1.124867	1.459546	1.350960	1.004756	1.201484	0.863432	1.189316	1.627935	1.004705	1.242905	1.372459	0.889031	1.203514	1.334046	1.119929	1.350960	1.922119	1.341719	0.953693	1.199161	1.030733	1.866524	1.351414	1.238364	1.609208	0.967754	1.350960	1.134555	1.034561	1.377077	1.427628	1.159463	1.493297	1.161968	0.226866	1.001213	1.197244	1.036825	1.094811	1.130904	1.200835	1.235166	1.200835	1.459546	0.234819	1.205170	1.163102	1.188791	0.228811	1.225904	0.236312	1.375648	0.230796	1.473965	1.003952	1.084781
EscCo.2_5080_267-510_NEs	0.024990	0.389725	1.122245	1.203071	0.389725	1.254460	0.000000	0.384832	1.237384	2.028334	1.069847	1.291650	1.133623	1.316648	1.474352	1.124621	1.440676	1.122245	1.114449	0.029245	1.956229	1.038469	1.991669	1.038469	0.617614	1.302322	1.070743	1.108522	1.273838	1.316648	0.603281	1.224656	1.198503	1.116647	1.956569	1.067234	1.654745	1.326091	1.152346	1.059122	1.368263	1.114183	1.316648	1.933766	1.228157	0.618109	1.141779	1.440676	1.910735	1.234100	1.377858	1.826516	1.014585	1.316648	1.123991	1.378008	1.309912	1.152956	1.094137	1.212652	1.526355	1.268741	0.389263	1.220202	1.357148	1.122245	1.120496	1.075681	0.029258	1.075681	1.273838	1.369483	1.084302	1.023665	1.084322	1.325411	1.632967	1.286220	1.287603	1.336122	1.246413	0.387629	1.141876
SalEn.13864_267-507_NEs	0.389166	0.006914	1.030738	1.138595	0.006914	0.996456	0.384832	0.000000	0.991956	1.768218	1.013653	1.025730	1.035227	1.214836	1.302938	1.048111	1.274103	1.030738	1.052739	0.387509	1.791646	0.930304	1.807425	0.930304	0.597051	0.987477	1.030251	1.020380	1.208092	1.214836	0.585855	1.180000	1.134756	1.045843	1.864742	1.082600	1.306022	1.361401	1.086145	1.098358	1.273278	1.025721	1.214836	2.182280	1.286862	0.602888	1.336752	1.274103	2.130336	1.293944	1.299041	1.830947	1.019411	1.214836	1.106063	1.253702	1.361295	1.283469	1.124691	1.188062	1.324123	0.968686	0.005524	1.175866	1.265522	1.030738	1.102572	1.093341	0.382009	1.093341	1.208092	1.003704	1.096797	1.032776	1.102323	1.027679	1.307279	0.977672	1.341748	1.008256	1.197434	0.006914	1.053405
KlePn.2_02341_264-500_NEs	1.233218	0.999429	1.089189	0.871725	0.999429	0.007140	1.237384	0.991956	0.000000	1.714533	1.052126	0.215753	1.090847	1.344273	1.154716	1.038532	1.030873	1.089189	1.043227	1.203137	1.483163	0.878339	1.498368	0.878339	0.892156	0.237881	1.079917	1.102296	1.446711	1.344273	0.989233	1.190260	0.869330	1.214792	1.610099	0.986921	1.251466	1.372781	0.893662	1.197522	1.340245	1.097404	1.344273	1.909122	1.319316	0.933989	1.201624	1.030873	1.853391	1.328957	1.249908	1.616783	0.957692	1.344273	1.146153	1.034706	1.377369	1.414124	1.148862	1.480270	1.159118	0.228567	0.996708	1.186090	1.036973	1.089189	1.142385	1.194795	1.218472	1.194795	1.446711	0.237856	1.199089	1.180100	1.182753	0.232435	1.234443	0.238021	1.368580	0.233801	1.460907	0.999429	1.079245
EntCo.1_04350_1-251_NEs	1.972075	1.760889	1.635389	1.794816	1.760889	1.741533	2.028334	1.768218	1.714533	0.000000	1.599298	1.987753	1.613010	2.172729	1.726057	1.431546	1.886262	1.635389	1.443743	1.980096	0.838365	1.833152	0.846493	1.854572	1.819529	1.784938	1.595384	1.686984	2.063790	2.180130	1.700162	1.876806	1.806497	1.895932	0.873227	1.635337	1.388288	1.869031	1.748206	1.639785	2.082641	1.652740	2.172729	1.196990	1.993922	1.895387	1.793384	1.886262	1.225820	2.019503	1.575586	0.970525	1.823643	2.172729	1.849648	1.852401	1.894882	1.809843	1.726152	2.013760	1.750639	1.765140	1.766634	1.850038	1.875996	1.635246	1.837215	1.625223	1.996323	1.617475	2.054260	1.752503	1.641317	1.924802	1.641317	1.777928	1.371413	1.773934	1.951442	1.784034	2.095081	1.753723	1.596668
