EscCo.1_01677_1-508_NEs	0.000000	2.050781	1.630432	1.227594	1.821026	1.704062	1.880806	1.688409	2.086416	1.644414	1.896339	0.017193	1.792488	1.723021	1.111261	2.056260	1.637692	0.015458	2.056260	1.637692	2.056260	1.637692	1.150131	1.128959	1.864697	1.819769	1.590063	1.134620	1.896339	1.144891	1.123032	0.010518	1.113282	1.881696	1.741075	1.938837	1.804266	1.832817	1.896339	1.841532	1.794498	1.812025	1.739920	1.133801	1.837614	1.797668	1.671233	1.136908	1.735673	1.147130	1.803250	1.568788	1.871809	1.141565	1.852541	1.560749	1.830015	1.704062
SalEn.10763_1-291_NEs	2.050781	0.000000	1.186211	1.507640	0.224978	1.040983	0.201325	1.026103	0.011585	1.186211	2.703883	2.027506	0.214707	1.063771	1.371042	0.017386	1.190937	1.868110	0.017386	1.190937	0.017386	1.197276	1.454487	1.409782	2.677721	0.255217	1.124998	1.545649	2.703883	1.349702	1.415733	2.074770	1.540194	2.701090	1.690478	2.146024	2.498850	2.416589	2.703883	2.448769	2.375907	0.221450	1.058687	1.535427	2.440314	0.225334	1.036047	1.560548	1.690478	1.535427	0.300829	1.067196	2.892021	1.560548	0.312883	1.048383	0.224978	1.040983
SalEn.10763_314-575_NEs	1.630432	1.186211	0.000000	1.601669	1.297089	0.210810	1.187679	0.182374	1.209678	0.005095	2.065326	1.602670	1.277254	0.208714	1.507175	1.183958	0.003819	1.604153	1.183958	0.003819	1.183958	0.003819	1.647920	1.634373	2.064390	1.295050	0.201357	1.469019	2.065326	1.647005	1.643186	1.605475	1.591807	2.052951	1.622503	1.989584	1.718218	1.661701	2.065326	1.695432	1.673032	1.301870	0.225741	1.588721	1.687745	1.291293	0.216570	1.487504	1.622503	1.596326	1.357576	0.235038	1.491709	1.487504	1.329676	0.233292	1.297089	0.210810
EntCo.1_05210_2-509_NEs	1.227594	1.507640	1.601669	0.000000	1.304496	1.503513	1.405763	1.517520	1.530051	1.615248	2.050306	1.222996	1.317966	1.502133	1.052611	1.519627	1.601669	1.212580	1.519627	1.601669	1.519627	1.601669	0.190694	0.211428	2.011437	1.565761	1.552761	1.102386	2.050306	0.208326	0.213332	1.224787	1.046334	2.035819	2.053496	2.267188	2.088262	2.082776	2.050306	2.104452	2.056837	1.291720	1.487423	1.055184	2.100112	1.325443	1.509320	1.040682	2.045123	1.057552	1.457924	1.561887	2.293241	1.037393	1.457503	1.555138	1.304496	1.503513
EscCo.3_0861_1-262_NEs	1.821026	0.224978	1.297089	1.304496	0.000000	1.152186	0.197217	1.111709	0.225523	1.297089	2.136919	1.843041	0.019405	1.161938	1.501612	0.228521	1.302537	1.781034	0.228521	1.302537	0.228521	1.309984	1.243388	1.273927	2.145379	0.231938	1.218072	1.513568	2.136919	1.244377	1.278987	1.838231	1.487858	2.154021	1.590651	1.994129	2.071623	2.073414	2.136919	2.089540	1.988336	0.018045	1.194914	1.519174	2.080600	0.031404	1.167974	1.608872	1.590651	1.519174	0.241485	1.230899	2.306288	1.608872	0.241570	1.208768	0.001277	1.152186
EscCo.3_0861_315-575_NEs	1.704062	1.040983	0.210810	1.503513	1.152186	0.000000	1.062871	0.182076	1.046104	0.210756	1.902940	1.666603	1.145529	0.016732	1.525411	1.056346	0.214155	1.675515	1.056346	0.214155	1.056346	0.214155	1.578491	1.536346	1.902207	1.123557	0.223095	1.518459	1.902940	1.533815	1.544094	1.678051	1.607284	1.910306	1.496451	1.760565	1.633490	1.597785	1.902940	1.629144	1.616251	1.155514	0.029852	1.637043	1.621853	1.169250	0.043276	1.661986	1.496451	1.644529	1.109654	0.266072	1.612094	1.661986	1.120451	0.267872	1.152186	0.000000
CitRo.1_07941_1-276_NEs	1.880806	0.201325	1.187679	1.405763	0.197217	1.062871	0.000000	0.992309	0.197016	1.192636	2.348259	1.867298	0.197485	1.072007	1.314573	0.196726	1.192636	1.860681	0.196726	1.192636	0.196726	1.199288	1.362830	1.385525	2.346872	0.214509	1.098546	1.346257	2.348259	1.330634	1.391387	1.898951	1.498556	2.345979	1.682547	2.217356	2.069407	2.051174	2.348259	2.066415	1.987298	0.200411	1.077145	1.515143	2.057755	0.177203	1.095395	1.585544	1.682547	1.515143	0.207306	1.104714	2.414487	1.585544	0.207320	1.094155	0.197217	1.062871
CitRo.1_07941_311-570_NEs	1.688409	1.026103	0.182374	1.517520	1.111709	0.182076	0.992309	0.000000	1.036042	0.188949	2.007453	1.677625	1.089744	0.182044	1.454792	1.042349	0.180709	1.660549	1.042349	0.180709	1.042349	0.180709	1.669144	1.621737	2.006561	1.094980	0.159189	1.486417	2.007453	1.620554	1.630545	1.656308	1.621967	1.994856	1.568801	1.892535	1.767548	1.708389	2.007453	1.734280	1.712590	1.120533	0.193425	1.590453	1.726444	1.100622	0.184058	1.399057	1.568801	1.597941	1.039201	0.212987	1.593127	1.399057	1.025914	0.214705	1.111709	0.182076
SalEn.52071_1-291_NEs	2.086416	0.011585	1.209678	1.530051	0.225523	1.046104	0.197016	1.036042	0.000000	1.209678	2.639929	2.062148	0.216894	1.068992	1.383775	0.015078	1.214484	1.897543	0.015078	1.214484	0.015078	1.220950	1.476644	1.424136	2.614979	0.253651	1.130392	1.569448	2.639929	1.363486	1.430197	2.111762	1.566008	2.637284	1.694814	2.201260	2.484860	2.402566	2.639929	2.434810	2.361720	0.225395	1.063862	1.560943	2.426249	0.224149	1.041146	1.571090	1.694814	1.560943	0.297493	1.087866	2.927742	1.571090	0.306067	1.068726	0.225523	1.046104
SalEn.52071_314-575_NEs	1.644414	1.186211	0.005095	1.615248	1.297089	0.210756	1.192636	0.188949	1.209678	0.000000	2.052415	1.586292	1.277254	0.205358	1.498155	1.183958	0.008934	1.617671	1.183958	0.008934	1.183958	0.008934	1.662287	1.641021	2.051490	1.295050	0.206342	1.469019	2.052415	1.638806	1.649888	1.619221	1.590415	2.040002	1.644266	1.987404	1.724289	1.667652	2.052415	1.701405	1.679033	1.301870	0.225682	1.587290	1.693728	1.291293	0.219849	1.502938	1.644266	1.594891	1.357576	0.240263	1.513301	1.502938	1.329676	0.238507	1.297089	0.210756
