SalEn.52812_1-402_NEs	0.000000	2.079867	2.010798	1.860789	2.758542	1.889612	2.059947	2.177098	1.848187	1.910909	1.850235	1.919373	2.542955	2.157302	1.505197	1.834774	2.042940	2.148673	2.322019	1.811193	2.325028	1.914618	0.577433	0.011711	1.915432	2.176573	2.416736	2.273431	1.679859	2.204809	1.863732	2.057029	2.010798	2.139551	2.174520	2.148673	1.845019	2.066752	1.907269	2.274465	2.170585	1.870777	2.042940	2.776480	0.011711	2.716338	2.106479	2.252700	2.429962	2.175522	2.010798	2.174520	1.876253	1.996108	2.100762	2.240603	2.160393	2.128003	1.924703	1.972709	2.113500	2.033710	2.482624	2.736392	2.274465	2.552550	2.222159	2.083618	2.456428	2.468990	1.834774	2.054999	2.148673	2.174520	0.579445	1.546189	1.920062	2.228625	0.011711	2.037644	0.505788	2.226277	2.124093	2.085331	1.847880	2.259785	2.044486	2.079905	1.530086	2.163849	1.924703	0.013381	1.921208
KlePn.2_29291_1-456_NEs	2.079867	0.000000	2.086199	0.397363	1.152761	0.389206	1.643922	2.021459	1.665947	1.980510	0.385226	1.989250	2.186604	2.029961	1.641830	1.663250	1.628063	2.090918	1.930712	2.212173	1.855982	1.781251	1.970128	2.090518	1.973503	2.029504	1.636874	1.851675	1.712492	2.081055	1.661480	1.891901	2.071486	2.116037	1.658445	2.090918	1.653764	1.869083	1.772575	0.398561	1.547124	0.383796	1.624480	2.374076	2.090518	1.173551	1.492577	0.401027	2.095948	2.106019	2.071486	1.658445	0.401671	2.042146	1.483378	2.087130	1.667951	1.690530	1.804393	2.076448	0.004437	1.619443	1.921108	1.165935	0.398561	2.506268	1.660129	1.872449	2.178517	1.933565	1.663250	1.575950	2.090918	1.658445	1.946994	1.409568	1.815157	1.920715	2.090518	1.893211	2.094576	2.087083	1.973065	1.880717	2.136315	0.398561	1.605035	0.363864	1.397259	1.672806	1.804393	2.074520	2.017001
SalEn.4_27821_1-512_NEs	2.010798	2.086199	0.000000	2.260846	1.923391	2.242458	1.749234	0.663448	1.688343	0.183093	2.171707	0.183822	2.290130	0.662109	1.846702	1.674194	1.727244	2.214165	1.394100	2.861262	1.740669	1.428874	1.994870	2.013921	0.183071	0.662374	1.775288	1.399264	1.501774	2.264037	1.676416	2.098815	0.000649	2.208774	1.838414	2.201158	1.565268	0.162324	1.411739	2.073233	1.703673	2.187036	1.727244	2.235522	2.023133	1.877572	1.695522	2.038846	1.056852	2.223411	0.000649	1.828012	1.966960	0.015085	1.695522	1.939612	1.822458	1.797548	1.677616	0.007835	2.096394	1.740243	1.920796	1.903522	2.073233	2.162897	1.724231	0.218804	2.289651	1.895071	1.674194	1.799731	2.201158	1.828012	2.006213	1.817218	1.687856	2.048338	2.013921	0.211819	2.117573	2.277931	0.663371	0.216861	2.823746	2.086593	1.754639	1.990169	1.802596	1.843722	1.677616	2.020151	0.181552
EscCo.3_02059_1-458_NEs	1.860789	0.397363	2.260846	0.000000	1.237125	0.022829	1.696923	2.085968	1.678785	2.258591	0.019060	2.269472	2.577920	2.100444	1.834980	1.654081	1.685320	2.033740	2.045841	2.329589	2.010874	2.068800	2.007635	1.846445	2.258591	2.096597	1.749035	2.079683	1.891596	2.589730	1.678759	2.019190	2.245113	2.054302	1.645082	2.033740	1.921920	2.105404	2.081232	0.331839	1.798555	0.019845	1.690893	2.674136	1.846445	1.285690	1.897949	0.330628	2.136838	2.043441	2.245113	1.645082	0.394574	2.240259	1.897949	2.409689	1.641862	1.666437	1.890361	2.220442	0.400044	1.679200	2.164541	1.247025	0.331839	2.421869	1.762785	2.164683	2.568675	2.180754	1.654081	1.930469	2.033740	1.645082	2.008621	1.866952	1.894440	1.899437	1.846445	2.171106	1.822271	2.575649	2.059018	2.177805	2.350096	0.330729	1.606514	0.308670	1.848654	1.639645	1.890361	1.871178	2.307521
KlePn.2_39821_2-462_NEs	2.758542	1.152761	1.923391	1.237125	0.000000	1.239596	1.648802	2.007561	1.627620	1.891425	1.244444	1.883800	2.710523	2.016212	2.162051	1.615159	1.678531	2.179161	1.949041	2.452354	2.092444	1.753028	2.086364	2.691795	1.899891	2.022833	1.699047	2.001504	1.691727	2.550711	1.635452	1.897945	1.912169	2.208222	1.773489	2.179161	1.499977	1.901481	1.747168	1.248776	1.640649	1.234010	1.675196	2.657091	2.691795	0.072851	1.665462	1.259952	2.035898	2.179628	1.912169	1.773489	1.275798	1.920586	1.676288	2.308791	1.767781	1.764920	1.700727	1.899704	1.158222	1.659853	2.110578	0.005825	1.248776	2.684524	1.706408	1.904450	2.664713	2.105691	1.615159	1.607713	2.179161	1.773489	2.068888	2.199972	1.699952	1.914421	2.691795	1.954418	2.331487	2.539902	2.053431	1.893598	2.499629	1.248985	1.865193	1.178348	2.179449	1.758259	1.700727	2.724783	1.934265
EscCo.2_1861_1-457_NEs	1.889612	0.389206	2.242458	0.022829	1.239596	0.000000	1.693051	2.026642	1.689806	2.256505	0.010215	2.267395	2.555958	2.040565	1.781777	1.673530	1.681558	2.051511	1.997146	2.363314	1.998314	2.062108	2.066755	1.874829	2.256505	2.036773	1.772325	2.025995	1.894705	2.531391	1.685595	2.008934	2.226912	2.072554	1.646061	2.051511	1.932058	2.105119	2.074555	0.329625	1.785937	0.012425	1.687079	2.700323	1.874829	1.263852	1.918900	0.331095	2.143467	2.061367	2.226912	1.646061	0.383480	2.222436	1.918900	2.399484	1.642868	1.636622	1.877801	2.202630	0.391879	1.671378	2.070745	1.249545	0.329625	2.421003	1.795894	2.181713	2.540901	2.086158	1.673530	1.872076	2.051511	1.646061	2.062654	1.805605	1.881837	1.892708	1.874829	2.119912	1.839403	2.517926	2.000729	2.194985	2.384119	0.329625	1.584927	0.304400	1.787862	1.640673	1.877801	1.900377	2.305530
EscCo.1_02321_1-472_NEs	2.059947	1.643922	1.749234	1.696923	1.648802	1.693051	0.000000	1.836201	0.914090	1.683502	1.673522	1.672492	2.267164	1.835831	1.952301	0.918566	0.010677	1.919197	2.097556	2.409178	2.325511	0.806233	1.842991	2.059260	1.687691	1.841755	1.215219	2.102254	0.823367	2.629687	0.918003	1.917570	1.743683	1.881373	0.253755	1.909073	0.848865	1.715360	0.802500	1.581268	0.231020	1.680597	0.009962	2.352137	2.057733	1.632633	0.271623	1.577395	2.079592	1.860429	1.743683	0.253538	1.494952	1.730684	0.270670	2.367608	0.259456	1.089995	0.842358	1.751767	1.647506	0.028721	1.888474	1.638024	1.581268	2.214887	1.182216	1.793660	2.280613	1.869130	0.918566	0.291951	1.909073	0.253538	1.838452	1.711931	0.844528	1.827398	2.059260	1.778846	2.404778	2.654949	1.857214	1.812632	2.452294	1.595082	1.195316	1.604948	1.711019	0.257499	0.842358	2.065455	1.705658
EscCo.1_02656_2-513_Ess	2.177098	2.021459	0.663448	2.085968	2.007561	2.026642	1.836201	0.000000	1.830200	0.636834	1.994270	0.634630	2.720827	0.002536	2.100348	1.818669	1.839125	2.396839	1.720814	3.278661	1.730895	1.684176	2.312797	2.178854	0.636664	0.009557	2.111904	1.736231	1.595586	2.641827	1.822338	2.452036	0.661418	2.392654	1.845261	2.372196	1.702346	0.645323	1.662652	1.926279	1.918774	1.985631	1.839125	2.442871	2.187994	2.052108	1.841991	1.902946	1.353438	2.407612	0.661418	1.858257	2.072287	0.669913	1.862713	2.439730	1.838258	1.928301	1.685273	0.668084	2.027346	1.821022	2.359006	1.995497	1.926279	2.551227	2.077442	0.680440	2.735069	2.349386	1.818669	1.988495	2.372196	1.858257	2.356796	2.033408	1.677325	2.704977	2.178854	0.661837	1.997375	2.634098	0.021155	0.680913	3.204849	1.930204	2.089325	2.090600	2.021984	1.842075	1.685273	2.199937	0.634606
EscCo.1_04210_1-475_NEs	1.848187	1.665947	1.688343	1.678785	1.627620	1.689806	0.914090	1.830200	0.000000	1.583348	1.646312	1.587882	2.358479	1.838928	2.002179	0.008323	0.911570	1.878857	2.063725	2.424425	2.023410	0.364818	1.910677	1.842135	1.587411	1.820762	1.146522	2.109472	0.327654	2.291040	0.011842	1.657085	1.683318	1.879036	0.890143	1.881229	0.311110	1.635513	0.360926	1.906530	0.896159	1.679965	0.911570	2.471574	1.850912	1.598960	0.859321	1.893284	2.021366	1.835162	1.683318	0.890143	1.754388	1.679095	0.859406	2.424985	0.882766	1.179661	0.320575	1.694929	1.667640	0.894692	1.887901	1.606570	1.906530	2.364944	1.130758	1.562911	2.328496	1.891511	0.008323	0.898694	1.881229	0.890143	1.901621	1.898241	0.319295	1.806142	1.842135	1.546631	1.892806	2.308273	1.826634	1.557617	2.396549	1.898654	1.200635	1.770004	1.911292	0.880832	0.320575	1.830611	1.590843
EscCo.42686_1-512	1.910909	1.980510	0.183093	2.258591	1.891425	2.256505	1.683502	0.636834	1.583348	0.000000	2.171662	0.001302	2.067276	0.632961	1.728127	1.574399	1.654147	1.984274	1.449028	2.642815	1.672730	1.398969	1.939360	1.940248	0.001301	0.638314	1.894200	1.469616	1.497545	2.197728	1.588382	1.952798	0.182177	1.981541	1.706510	1.972405	1.523828	0.142372	1.387124	2.114166	1.685962	2.183258	1.654147	2.178116	1.949024	1.851563	1.636125	2.092475	1.008800	2.015527	0.182177	1.696880	2.027972	0.182748	1.639926	1.972399	1.715744	1.896516	1.636647	0.179808	1.985027	1.686885	1.797212	1.875712	2.114166	2.131296	1.793149	0.185054	2.063622	1.787317	1.574399	1.746165	1.972405	1.696880	1.950392	1.765255	1.634107	1.886497	1.940248	0.182012	1.986695	2.211323	0.633838	0.185918	2.611205	2.110975	1.799229	1.998490	1.755364	1.716168	1.636647	1.930695	0.015785
