EscCo.2_49810_12-623_Ess	0.000000	2.064609	2.171149	0.292224	0.867692	0.297336	1.992442	1.829774	1.657950	2.360002	1.945283	2.023497	2.017024	2.196300	0.908225	1.751887	2.003966	2.095079	2.283813	0.862252	0.871685	0.297336	2.068811	1.889679	2.121258	1.901681	1.657950	2.367302	0.297336	1.717109	2.509115	2.064609	2.157230	0.862090	2.092619	2.157840	1.992442	1.841353	0.349597	0.858204	0.299514	2.087699	2.283813	1.700100	1.870554	2.095514	2.248823	2.078514	2.230018	2.531833	1.975750	0.886950	0.897908	1.652951	2.047442	0.020977	2.125717	2.293354	0.014281	0.867692	0.013728	0.294540	0.867692	0.010404	0.908225	1.669096	2.070701	0.721240	1.924552	1.993160	1.992442	1.820840	2.075904	2.144486	0.348513	1.948254	1.802016
KlePn.1_04266_1-247_NEs	2.064609	0.000000	1.662759	2.032556	2.023634	2.049712	1.141534	2.130130	1.043807	1.499147	1.043194	1.666859	1.159095	1.626277	2.108214	1.027405	1.746037	0.249204	1.698421	2.015054	1.996252	2.049712	0.819599	1.826152	0.831570	1.826152	1.043807	1.515676	2.049712	0.986845	1.852193	0.004055	1.678427	2.144128	0.245438	1.586892	1.147062	2.146854	1.817145	2.164298	1.789307	0.249204	1.698421	0.796621	1.914162	0.254744	1.720125	1.161076	1.590804	1.029177	1.618716	2.116299	2.108214	1.006914	1.611295	2.032507	0.255085	1.730456	2.008934	2.023634	2.008934	2.021718	2.023634	2.050552	2.108214	0.998367	1.612420	1.728382	1.045648	1.653289	1.147062	2.155680	1.181247	1.606873	1.804985	1.123991	2.128421
KlePn.1_04266_260-504_NEs	2.171149	1.662759	0.000000	2.064946	2.467202	2.074021	2.077685	0.915728	1.708361	0.840129	2.136791	0.899150	1.622524	1.151126	2.529270	1.823054	0.923712	1.596450	0.290377	2.439877	2.459046	2.074021	1.625682	0.901789	1.603523	0.901789	1.708361	0.843229	2.074021	1.793523	0.875274	1.662759	0.002755	1.992216	1.731077	0.254326	2.070754	0.921922	1.875839	2.008275	2.221558	1.596450	0.290377	1.664992	0.903214	1.589943	0.284083	1.605674	1.143302	1.887505	1.031619	2.499460	2.529270	1.728407	1.224585	2.155866	1.616047	0.284768	2.092817	2.467202	2.092817	2.048810	2.467202	2.127868	2.529270	1.699542	1.194896	2.269587	2.152529	0.882907	2.070754	0.909732	1.588274	1.156754	1.863751	2.054695	0.923435
SalEn.10794_12-623_NEs	0.292224	2.032556	2.064946	0.000000	0.885628	0.008249	2.029025	1.787670	1.579119	2.493613	1.812851	1.961695	2.061041	2.181530	0.890738	1.733171	1.866416	1.856315	2.282571	0.880378	0.887625	0.008249	2.183612	1.914352	2.199478	1.926754	1.579119	2.504001	0.008249	1.629695	2.460640	2.032556	2.028941	0.826821	1.973285	2.075565	2.029025	1.811794	0.343933	0.828444	0.271909	1.856315	2.282571	1.657950	1.813350	1.847207	2.245167	2.108373	2.255239	2.037125	2.219249	0.870717	0.880651	1.925879	2.136211	0.284902	1.851671	2.333615	0.292640	0.885628	0.291857	0.008794	0.885628	0.291227	0.890738	1.940021	2.144430	0.735599	1.817534	1.923112	2.029025	1.779358	2.036305	2.217504	0.343751	1.942042	1.790336
SalEn.3_2196_5-529_NEs	0.867692	2.023634	2.467202	0.885628	0.000000	0.884935	1.768202	2.070714	1.852473	1.954217	1.584250	1.867864	1.940748	1.953272	0.293054	1.473928	1.762265	2.020698	2.438029	0.008309	0.006377	0.884935	1.923397	2.197480	1.938068	2.197480	1.852473	1.962872	0.884935	1.957721	2.266590	2.002620	2.430870	0.400198	1.885219	2.253704	1.768202	2.018841	0.902095	0.395429	0.847703	2.020698	2.438029	1.870771	2.071440	2.022787	2.434754	1.984390	1.977230	2.179507	2.099827	0.294314	0.289910	1.690886	2.061200	0.869535	2.021474	2.435173	0.882348	0.000000	0.880543	0.886394	0.000000	0.877685	0.292153	1.698805	2.125541	0.872215	1.601658	1.857147	1.768202	2.023437	1.940881	1.973839	0.901268	1.752731	2.071309
SalEn.3_0824_12-623_NEs	0.297336	2.049712	2.074021	0.008249	0.884935	0.000000	2.030376	1.783224	1.573841	2.525631	1.809548	1.935196	2.082272	2.192668	0.890027	1.721645	1.847669	1.859436	2.282593	0.879692	0.886929	0.000000	2.208325	1.929078	2.224667	1.941678	1.573841	2.536557	0.000000	1.633013	2.478368	2.049712	2.037446	0.829508	2.012848	2.084726	2.030376	1.822086	0.343124	0.831142	0.272472	1.859436	2.282593	1.689643	1.851071	1.850222	2.245806	2.130735	2.267836	2.072930	2.190393	0.869991	0.879932	1.931013	2.148188	0.291549	1.854737	2.332748	0.299359	0.884935	0.298570	0.006033	0.884935	0.297940	0.890027	1.945376	2.156287	0.730171	1.814251	1.897177	2.030376	1.789253	2.057447	2.229345	0.342943	1.941975	1.800366
EscCo.53567_1-253	1.992442	1.141534	2.077685	2.029025	1.768202	2.030376	0.000000	1.837380	1.096207	1.580894	0.258206	1.769201	1.168454	2.098194	2.000662	0.290764	1.689255	1.147770	2.174251	1.758909	1.770293	2.030376	1.047855	1.790550	1.034857	1.821297	1.096207	1.582476	2.030376	1.114622	1.733566	1.146230	2.093948	1.760906	1.121426	1.930315	0.001296	1.828637	2.083511	1.742271	2.056357	1.147770	2.174251	0.817821	1.645372	1.143186	2.188943	1.172795	2.047036	0.881921	1.645430	2.005557	1.978881	1.056414	2.549455	1.990348	1.136045	2.181809	1.992646	1.768202	1.992646	2.028569	1.768202	2.022459	2.000662	1.057076	2.596805	2.130815	0.261554	1.761538	0.002593	1.842472	1.173793	2.104582	2.083511	0.023677	1.857610
EscCo.53567_258-513	1.829774	2.130130	0.915728	1.787670	2.070714	1.783224	1.837380	0.000000	1.906123	1.088292	1.921718	0.295647	1.907224	1.328367	2.232074	1.828772	0.294951	2.091731	0.960621	2.079773	2.070714	1.783224	1.728408	0.998218	1.745584	0.998218	1.906123	1.091126	1.783224	1.722847	1.010135	2.137619	0.912811	1.948070	2.062194	0.924333	1.829499	0.011647	1.848072	1.972663	1.998096	2.091731	0.960621	1.769249	0.872828	2.091731	0.971893	1.950920	1.308960	1.746756	0.943667	2.176214	2.223493	2.176110	1.037346	1.860597	2.078911	0.952714	1.895133	2.070714	1.895133	1.773285	2.070714	1.852496	2.232074	2.168811	1.019907	2.173379	1.933711	0.293360	1.819511	0.012930	1.842516	1.298301	1.829593	1.909009	0.011637
KlePn.2_48421_2-254_NEs	1.657950	1.043807	1.708361	1.579119	1.852473	1.573841	1.096207	1.906123	0.000000	1.659207	0.937991	1.751699	1.273947	2.009668	1.923646	1.007620	1.731745	1.015642	1.990265	1.822797	1.837136	1.573841	0.941239	1.589805	0.934620	1.598352	0.000000	1.686843	1.573841	0.212505	1.695823	1.043807	1.741273	1.746849	1.100317	1.647124	1.091775	2.006923	1.728517	1.720510	1.613350	1.011535	1.990265	0.950780	1.807959	1.007435	2.056576	1.277916	2.019171	1.315548	1.771801	1.924651	1.933353	1.140164	1.574827	1.625999	1.020122	1.975061	1.641295	1.852473	1.641295	1.571151	1.852473	1.650253	1.923646	1.139993	1.567389	2.026400	0.939958	1.734309	1.096363	1.910887	1.268034	2.001734	1.718135	1.091847	1.927172
KlePn.2_48421_261-501_NEs	2.360002	1.499147	0.840129	2.493613	1.954217	2.525631	1.580894	1.088292	1.659207	0.000000	1.477997	0.897825	1.714037	1.088547	2.354638	1.454829	0.915532	1.665105	1.050253	1.945046	1.936340	2.525631	1.587015	0.944709	1.630209	0.944709	1.659207	0.001400	2.525631	1.747240	0.190494	1.512463	0.843984	2.032619	1.672373	0.913829	1.574235	1.087294	1.989682	1.997296	2.350849	1.658427	1.050253	1.648462	0.920690	1.689349	1.064643	1.662677	1.095760	1.777806	1.057258	2.264281	2.346404	1.763821	1.051902	2.351306	1.707432	1.050227	2.342868	1.954217	2.342868	2.493613	1.954217	2.377949	2.354638	1.735576	1.062009	2.014569	1.499196	0.889909	1.581215	1.081316	1.642939	1.081705	1.973612	1.564687	1.088209
