KlePn.1_00848_1-293_NEs	0.000000	1.281843	1.307469	1.305585	1.515714	1.234018	0.182813	1.481245	1.269646	1.265252	1.278283	1.265252	1.278042	1.165637	1.494833	1.224412	1.295348	1.315175	0.184954	1.552314	1.481994	1.229271	1.269646	1.265252	1.306527	1.311502	1.207323	1.294583	0.189873	1.393274	1.279804	1.256176	0.002287	1.302790	0.189873	1.393274	0.183239	1.497687	1.274311	1.271295	1.300234	1.165637	1.307469	1.305585	0.190547	1.411380	1.269646	1.265252	1.476097	1.226160	0.192803	1.394120	1.515714	1.224412	0.184954	1.552314	0.189873	1.393274	0.186433	1.552314	0.189687	1.393274
KlePn.1_00848_310-567_NEs	1.281843	0.000000	1.511131	1.483243	1.369835	1.283080	1.416412	0.183535	1.542870	1.461355	1.564291	1.461355	1.453791	1.298856	1.370401	1.267250	1.507911	1.503983	1.406970	0.197925	1.358589	1.278949	1.542870	1.461355	1.522847	1.462699	1.359213	1.437468	1.415609	0.185167	1.512547	1.432776	1.276476	0.006558	1.415609	0.185167	1.398635	0.202743	1.550950	1.461355	1.459495	1.292781	1.511131	1.483243	1.498955	0.177385	1.542870	1.461355	1.352784	1.256661	1.445916	0.188438	1.369835	1.267250	1.406970	0.197925	1.415609	0.185167	1.388363	0.199629	1.439462	0.185167
EscCo.50949_1-291	1.307469	1.511131	0.000000	1.566568	1.161293	1.329874	1.229585	1.456782	0.156254	1.635085	0.154714	1.651329	0.229589	1.572285	1.165887	1.335319	0.028991	1.632698	1.255161	1.464988	1.151967	1.327465	0.156254	1.635085	0.005721	1.560115	0.151906	1.485874	1.284762	1.480613	0.026674	1.632226	1.302195	1.532762	1.284762	1.480613	1.267747	1.444337	0.154783	1.683799	0.231056	1.580876	0.000000	1.566568	1.332767	1.484080	0.156254	1.635085	1.163138	1.334824	1.289673	1.509118	1.161293	1.335319	1.255161	1.464988	1.284762	1.480613	1.242682	1.472832	1.279997	1.480686
EscCo.50949_317-577	1.305585	1.483243	1.566568	0.000000	1.663003	1.108779	1.336024	1.426175	1.541753	0.202831	1.540820	0.207871	1.469507	0.224581	1.638142	1.099919	1.506677	0.024478	1.296297	1.473184	1.621331	1.105561	1.541753	0.202831	1.556986	0.005091	1.478364	0.189329	1.274445	1.517658	1.498645	0.019353	1.319183	1.446569	1.274445	1.517658	1.307696	1.507879	1.534425	0.208139	1.462275	0.226334	1.566568	0.000000	1.392133	1.457709	1.541753	0.202831	1.608564	1.100121	1.305113	1.555705	1.663003	1.099919	1.296297	1.473184	1.274445	1.517658	1.287890	1.473184	1.284829	1.518431
SalEn.2_MW45241_5-297_NEs	1.515714	1.369835	1.161293	1.663003	0.000000	1.162135	1.607840	1.354967	1.164230	1.791986	1.181692	1.790915	1.108871	1.663961	0.001143	1.154486	1.136395	1.699884	1.534733	1.491878	0.004585	1.147475	1.164230	1.791986	1.171420	1.641504	1.030971	1.685669	1.544122	1.489968	1.162991	1.620579	1.509665	1.383502	1.544122	1.489968	1.548157	1.448354	1.163278	1.811284	1.119453	1.657496	1.161293	1.663003	1.490630	1.267363	1.164230	1.791986	0.011510	1.165313	1.590612	1.439012	0.000000	1.154486	1.534733	1.491878	1.544122	1.489968	1.514059	1.491878	1.571289	1.483791
SalEn.2_MW45241_321-548_NEs	1.234018	1.283080	1.329874	1.108779	1.162135	0.000000	1.354178	1.212975	1.378858	1.099253	1.372109	1.094437	1.258127	1.058904	1.158123	0.000000	1.321165	1.122600	1.281088	1.310348	1.140881	0.005915	1.378858	1.099253	1.330042	1.113064	1.264386	1.002582	1.224870	1.297455	1.335552	1.087947	1.221381	1.276387	1.224870	1.297455	1.288410	1.283542	1.372109	1.088260	1.265317	1.058904	1.329874	1.108779	1.308460	1.126992	1.378858	1.099253	1.136484	0.014869	1.231996	1.285232	1.162135	0.000000	1.281088	1.310348	1.224870	1.297455	1.274846	1.303737	1.224770	1.297455
CitRo.1_44661_1-293_NEs	0.182813	1.416412	1.229585	1.336024	1.607840	1.354178	0.000000	1.506172	1.239477	1.321071	1.243763	1.298744	1.279246	1.245561	1.583829	1.343901	1.265385	1.342714	0.157439	1.589297	1.561092	1.365642	1.239477	1.321071	1.249035	1.314819	1.235750	1.250643	0.138141	1.438446	1.231393	1.299839	0.184294	1.440676	0.138141	1.438446	0.155827	1.546753	1.238816	1.310165	1.301412	1.245561	1.229585	1.336024	0.163334	1.432238	1.239477	1.321071	1.554722	1.341479	0.142207	1.426254	1.607840	1.343901	0.157439	1.589297	0.138141	1.438446	0.158857	1.589297	0.139362	1.432510
CitRo.1_44661_310-568_NEs	1.481245	0.183535	1.456782	1.426175	1.354967	1.212975	1.506172	0.000000	1.435987	1.495461	1.442182	1.480088	1.379943	1.350078	1.355583	1.198010	1.482149	1.468593	1.443430	0.179206	1.344470	1.210670	1.435987	1.495461	1.448033	1.406433	1.325209	1.349267	1.487502	0.195382	1.479107	1.387564	1.475154	0.188568	1.487502	0.195382	1.455102	0.171022	1.443097	1.480088	1.399145	1.358120	1.456782	1.426175	1.474665	0.161792	1.435987	1.495461	1.334751	1.189949	1.486297	0.187065	1.354967	1.198010	1.443430	0.179206	1.487502	0.195382	1.431135	0.177631	1.493484	0.190390
SalEn.4_10751_1-291_NEs	1.269646	1.542870	0.156254	1.541753	1.164230	1.378858	1.239477	1.435987	0.000000	1.649669	0.008016	1.658081	0.221448	1.505831	1.168767	1.378269	0.157691	1.609442	1.210436	1.623700	1.160513	1.369875	0.000000	1.649669	0.162028	1.528889	0.144933	1.405627	1.225126	1.632867	0.145302	1.591354	1.275975	1.564831	1.225126	1.632867	1.222617	1.609394	0.003428	1.681663	0.224472	1.513980	0.156254	1.541753	1.278386	1.482564	0.000000	1.649669	1.171589	1.413048	1.242602	1.672223	1.164230	1.378269	1.210436	1.623700	1.225126	1.632867	1.198895	1.617088	1.233814	1.639582
SalEn.4_10751_317-574_NEs	1.265252	1.461355	1.635085	0.202831	1.791986	1.099253	1.321071	1.495461	1.649669	0.000000	1.633663	0.009041	1.644998	0.241989	1.771023	1.086583	1.623803	0.204122	1.287846	1.483242	1.780591	1.079283	1.649669	0.000000	1.632786	0.201444	1.426252	0.178737	1.279075	1.661983	1.592539	0.196432	1.254651	1.439856	1.279075	1.661983	1.293752	1.488913	1.634700	0.009050	1.635470	0.240266	1.635085	0.202831	1.333103	1.500480	1.649669	0.000000	1.782544	1.087434	1.292550	1.653111	1.791986	1.086583	1.287846	1.483242	1.279075	1.661983	1.279709	1.483242	1.272777	1.662042
