SalEn.3_4385_1-472_NEs	0.000000	0.211502	0.207700	0.057371	1.890204	1.142609	1.483741	0.212456	0.186597	1.603199	1.585629	1.603199	0.227265	0.230214	1.926212	1.920978	0.007063	0.214272	1.304901	1.493983	0.213473	1.625068	1.699590	0.225263	1.750971	1.619566	1.719261	1.898018	1.629117	1.623984	1.890204	1.625068	1.642158	1.607596	1.137220
EscCo.54240_1-473	0.211502	0.000000	0.012033	0.211337	1.813086	1.134624	1.589767	0.009881	0.209525	1.608561	1.589688	1.608561	0.222369	0.228396	1.837362	1.827906	0.215191	0.011312	1.256845	1.601504	0.011307	1.648265	1.687524	0.230053	1.865930	1.655616	1.701184	1.820052	1.685375	1.659876	1.813086	1.648265	1.671874	1.604521	1.136338
EscCo.2_38980_1-473_NEs	0.207700	0.012033	0.000000	0.207173	1.795676	1.112543	1.563641	0.014890	0.208526	1.586325	1.589335	1.586325	0.217068	0.223040	1.819793	1.810300	0.210478	0.013446	1.263875	1.574952	0.013454	1.598730	1.657313	0.226137	1.869796	1.612786	1.700942	1.802544	1.649738	1.616983	1.795676	1.598730	1.626450	1.574138	1.117045
SalEn.54489_1-472_NEs	0.057371	0.211337	0.207173	0.000000	1.918279	1.105561	1.459450	0.212291	0.189376	1.562987	1.561490	1.562987	0.220629	0.221650	1.950611	1.945204	0.057381	0.214105	1.285311	1.469253	0.212391	1.643516	1.731246	0.232456	1.854148	1.629420	1.724312	1.926570	1.685899	1.633870	1.918279	1.643516	1.670735	1.575015	1.103818
SalEn.2_MW25861_1-454_NEs	1.890204	1.813086	1.795676	1.918279	0.000000	1.304451	1.503802	1.796026	1.764291	1.518509	1.511358	1.515173	1.816211	1.800208	0.008888	0.011883	1.882672	1.818895	1.321195	1.502845	1.807762	1.041323	0.272494	1.738128	1.133353	0.953258	0.222182	0.000737	1.052294	0.963304	0.000000	1.041323	1.032522	1.534621	1.291826
KlePn.2_10771_2-456_NEs	1.142609	1.134624	1.112543	1.105561	1.304451	0.000000	1.054354	1.126251	1.085346	1.087561	1.012539	1.084976	0.996993	1.003128	1.329461	1.331686	1.140007	1.130814	0.316145	1.053491	1.118924	1.205630	1.281473	1.090513	1.374128	1.117503	1.217175	1.311745	1.230152	1.120397	1.304451	1.205630	1.186858	1.082865	0.007407
KlePn.1_01609_1-480_NEs	1.483741	1.589767	1.563641	1.459450	1.503802	1.054354	0.000000	1.562762	1.360664	0.231368	0.205955	0.230451	1.404733	1.397367	1.505200	1.517707	1.473792	1.566381	1.284801	0.005631	1.561712	1.362698	1.320217	1.377892	1.633367	1.305772	1.389739	1.513144	1.392646	1.310470	1.504057	1.362698	1.364587	0.224490	1.048965
EscCo.3_4588_1-473_NEs	0.212456	0.009881	0.014890	0.212291	1.796026	1.126251	1.562762	0.000000	0.208606	1.593043	1.570268	1.593043	0.221916	0.226028	1.819982	1.810554	0.214291	0.002811	1.256441	1.574014	0.007041	1.623639	1.670589	0.223444	1.846490	1.608787	1.686522	1.802849	1.659903	1.612988	1.796026	1.623639	1.646283	1.588998	1.127965
CitRo.1_33111_1-473_NEs	0.186597	0.209525	0.208526	0.189376	1.764291	1.085346	1.360664	0.208606	0.000000	1.484468	1.362574	1.484468	0.197989	0.202917	1.788283	1.798230	0.190215	0.211383	1.264706	1.362155	0.209624	1.514965	1.669144	0.199692	1.680873	1.572920	1.573424	1.771029	1.545146	1.577364	1.764291	1.514965	1.526224	1.491149	1.083386
EscCo.3_2906_1-484_NEs	1.603199	1.608561	1.586325	1.562987	1.518509	1.087561	0.231368	1.593043	1.484468	0.000000	0.194235	0.000686	1.502969	1.502200	1.519975	1.541381	1.604807	1.596776	1.302981	0.228417	1.609507	1.481999	1.419572	1.486726	1.666609	1.390612	1.424919	1.528050	1.548283	1.395207	1.518816	1.481999	1.489230	0.019467	1.095509
