SalEn.13198_1-310_NEs	0.000000	1.694906	1.823235	1.213202	1.854040	1.511067	1.492681	0.260841	1.666275	1.633295	1.207845	1.102011	0.914332	0.260841	1.827650	1.873770	2.035065	1.882061	1.096536	0.191000	0.009744	0.216554	1.764071	2.094228	0.009744	1.694906	1.809886	1.777307	1.604270	1.877475	0.216554	1.688757	1.155722	0.218289	1.662837	2.048379	0.220802	1.787174	1.873770	1.785671	1.613953	0.009744	1.694906	0.013033	1.509838	1.918667	1.809886	1.779247	1.873042	1.205228	1.882061	1.729613	1.764235	1.853630	1.696482	1.785671	1.719877	2.048379	1.451217	1.213202	1.785087	2.010475	2.127049
SalEn.4_27811_1-390_NEs	1.694906	0.000000	2.168906	1.804343	2.192872	1.276386	1.273946	1.682540	0.015530	2.187008	1.807469	1.945232	1.766081	1.682540	2.171495	2.161156	0.888057	2.019521	1.916778	1.760169	1.683601	1.792116	1.359036	2.071558	1.683601	0.000000	2.016366	1.410159	0.191814	2.234763	1.792116	0.006859	1.855378	1.741792	2.135461	0.891635	1.703818	0.213369	2.152822	0.210418	2.230081	1.683601	0.000000	1.705640	1.448164	2.014048	2.016366	1.998898	1.992278	1.771283	2.025741	0.270205	1.406086	2.022474	0.790932	0.209306	0.269021	0.894288	1.495266	1.804343	0.206145	0.907195	2.061897
EscCo.4_03199_1-332_NEs	1.823235	2.168906	0.000000	1.647590	0.036140	1.787045	1.851473	1.884596	2.146892	2.070636	1.607397	1.925096	1.619441	1.884596	2.257766	0.038307	2.663566	2.354396	1.895787	1.924772	1.803407	1.815112	2.081687	2.484376	1.803407	2.168906	2.389570	2.112388	2.273590	0.035059	1.821732	2.168163	1.692634	1.819553	1.971012	2.686468	1.837864	2.208872	0.038301	2.265224	2.082785	1.803407	2.168906	1.866452	1.838726	2.417426	2.389570	2.403763	2.362761	1.634155	2.354396	2.385943	2.106573	2.180942	2.309262	2.273472	2.397766	2.686468	2.239372	1.647590	2.251480	2.716795	2.466712
EscCo.54082_1-343	1.213202	1.804343	1.647590	0.000000	1.648167	1.621708	1.656352	1.196952	1.816139	1.496984	0.022690	0.614856	1.184562	1.196952	2.022360	1.621712	1.863054	1.882335	0.610157	1.282593	1.199626	1.345538	1.577378	2.253730	1.199626	1.804343	2.002585	1.479578	1.831430	1.607361	1.345538	1.805282	0.039012	1.345326	1.535474	1.884856	1.366943	1.753900	1.621712	1.754817	1.492821	1.199626	1.804343	1.223096	1.630240	1.920234	2.002585	2.019686	1.899144	0.019736	1.882335	1.911226	1.474878	2.100711	2.023659	1.754817	1.901323	1.884856	1.713529	0.000000	1.762565	1.840005	2.269810
EscCo.1_00854_1-332_NEs	1.854040	2.192872	0.036140	1.648167	0.000000	1.811930	1.909450	1.866266	2.183651	2.051738	1.631638	1.931633	1.681621	1.866266	2.242014	0.017350	2.710689	2.320585	1.907802	1.921433	1.833726	1.869377	2.101518	2.531257	1.833726	2.192872	2.365968	2.049136	2.297129	0.021428	1.876133	2.192112	1.711219	1.875033	1.953673	2.733671	1.901856	2.178999	0.017348	2.224872	2.063494	1.833726	2.192872	1.899019	1.819090	2.389669	2.365968	2.380171	2.330030	1.658428	2.320585	2.402341	2.043206	2.211366	2.340563	2.233048	2.414327	2.733671	2.309872	1.648167	2.220087	2.770445	2.513051
KlePn.2_23501_1-347_NEs	1.511067	1.276386	1.787045	1.621708	1.811930	0.000000	0.035007	1.469059	1.269654	1.855581	1.595735	1.533524	1.385598	1.469059	2.076603	1.825801	1.309328	1.904069	1.521613	1.573324	1.500518	1.668837	1.178694	2.013395	1.500518	1.276386	1.969260	1.184318	1.251967	1.803058	1.674578	1.267952	1.574493	1.687082	1.879117	1.316980	1.653026	1.316442	1.818567	1.327396	1.872975	1.500518	1.276386	1.511348	1.038957	1.963521	1.969260	1.995702	1.883299	1.571495	1.898343	1.210407	1.181370	1.983668	1.372389	1.327396	1.207097	1.313028	0.906319	1.621708	1.325941	1.288874	2.067895
KlePn.1_04891_1-347_NEs	1.492681	1.273946	1.851473	1.656352	1.909450	0.035007	0.000000	1.472740	1.267228	1.914343	1.628970	1.552434	1.363103	1.472740	2.054314	1.921616	1.334368	1.882223	1.535216	1.545123	1.482289	1.659575	1.178405	2.024647	1.482289	1.273946	1.910899	1.196069	1.257932	1.897368	1.665297	1.265507	1.607002	1.664888	1.858958	1.342299	1.630902	1.313661	1.914207	1.324631	1.932543	1.482289	1.273946	1.487771	1.027158	1.938831	1.910899	1.912406	1.861558	1.620751	1.876469	1.226352	1.193056	1.935406	1.406592	1.324631	1.218169	1.338258	0.904183	1.656352	1.323165	1.321910	2.079251
KlePn.2_42911_1-310_NEs	0.260841	1.682540	1.884596	1.196952	1.866266	1.469059	1.472740	0.000000	1.658524	1.535919	1.163438	1.139962	0.938854	0.000000	1.952124	1.878723	1.904181	1.836279	1.133364	0.277490	0.260967	0.298924	1.787305	2.028960	0.260967	1.682540	1.890155	1.696062	1.565058	1.897476	0.298924	1.676355	1.162532	0.292078	1.464187	1.915542	0.293085	1.714700	1.878723	1.708017	1.514195	0.260967	1.682540	0.266514	1.511241	1.857333	1.890155	1.916416	1.802209	1.169888	1.836279	1.612791	1.682834	1.829837	1.530790	1.708017	1.597083	1.915542	1.557050	1.196952	1.739009	1.924773	2.054864
SalEn.52711_1-390_NEs	1.666275	0.015530	2.146892	1.816139	2.183651	1.269654	1.267228	1.658524	0.000000	2.179965	1.796100	1.912706	1.729224	1.658524	2.175179	2.153007	0.900519	2.044810	1.884816	1.696906	1.655110	1.781405	1.352975	2.111995	1.655110	0.015530	2.048986	1.381462	0.197473	2.217154	1.781405	0.010325	1.837000	1.732207	2.122096	0.904144	1.695062	0.214680	2.144898	0.212878	2.222941	1.655110	0.015530	1.663144	1.464843	2.039350	2.048986	2.019359	2.017214	1.753821	2.051010	0.272918	1.377559	2.045049	0.803516	0.211762	0.271730	0.906820	1.461202	1.816139	0.205197	0.914841	2.101817
KlePn.2_03861_1-355_NEs	1.633295	2.187008	2.070636	1.496984	2.051738	1.855581	1.914343	1.535919	2.179965	0.000000	1.520822	1.462843	1.481953	1.535919	1.646497	2.052530	2.868315	1.688299	1.474253	1.524389	1.615230	1.573785	2.149735	1.830734	1.615230	2.187008	1.730082	1.947740	2.009673	2.014876	1.573785	2.174259	1.498385	1.579615	0.301378	2.897709	1.611266	2.017526	2.052530	2.041633	0.011463	1.615230	2.187008	1.624251	1.662811	1.691255	1.730082	1.761958	1.672527	1.512490	1.688299	2.062131	1.915149	1.458833	2.496173	2.041633	2.080049	2.897709	2.142386	1.496984	2.066424	2.848946	1.839662
