SalEn.3_4023_2-485_NEs	0.000000	2.180139	2.169671	2.465407	2.145233	2.182901	2.401644	2.410889	2.401644	2.432465	2.161976	2.059635	2.391140	2.246498	1.363255	0.005500	1.646014	1.195585	1.739677	1.646014	1.239101	1.684349	1.701139	2.122771	2.001984	2.100067	2.554464	1.161241	2.212199	2.609425	2.471313	2.157927	1.227940	1.367074	2.038015	2.237266	2.071270	1.248541	1.156791	2.212199	2.609425	1.232890	1.253491	2.465407	2.145233	2.428843	2.154566	2.012718	2.626651	1.690976	2.391140	2.246498	1.961178	1.690976	2.118445	2.534295	1.168981	2.212199	2.609425	2.118445	2.534295	2.385434	2.194912	2.143855	2.122771	2.001984	2.201155	2.113349	2.067459	1.779303	0.000000	2.201155	2.157927	1.964994	2.273740	1.248541	2.180139	2.178265	1.690976	1.303385	2.150734	1.974249	2.130401	2.197688	2.180139	2.178265	2.862874	2.332164	2.194912	2.411443	2.183011	1.257208	2.175954	2.127239	2.042991	2.172294	2.065846	1.617338	1.762991	1.307789	2.185108	1.251379	1.792678	2.406501	1.233532	1.299674	2.212199	2.623023	2.336136	2.127876	2.112624	2.424080	2.180139	2.178265	2.030210	1.191959	2.136651	2.534772	2.201155	2.152645	1.361009	2.102075	2.024334	2.465562	2.265720	2.465407	2.145233	2.212199	2.647905	1.604113	2.195707	0.000000	1.327429
SalEn.10783_1-250_NEs	2.180139	0.000000	1.270211	1.453314	1.508004	1.263351	1.325070	1.483910	1.335838	1.491501	0.160137	1.214526	1.499093	1.411340	1.678356	2.190892	1.931488	1.841910	1.968123	1.931488	1.764444	2.038114	2.054616	0.146002	1.232203	1.030943	1.377177	1.730900	0.991910	1.543665	2.411443	1.355651	1.574332	1.678356	1.286881	0.153803	1.252026	2.079550	1.956566	0.991910	1.543665	1.678097	2.079550	1.453314	1.508004	1.453808	1.508004	0.964533	1.377719	2.048041	1.499093	1.411340	2.341849	2.048041	1.034443	1.384169	1.730900	0.991910	1.543665	1.034443	1.384169	1.478946	1.395337	1.366530	0.146002	1.232203	1.339419	0.149018	1.230779	2.197803	2.180139	1.339419	1.355651	2.343769	1.238170	2.079550	0.000000	1.269943	2.048041	1.657290	0.152186	1.228867	0.010716	1.250547	0.000000	1.269943	2.340013	1.518020	1.395337	1.447509	1.508004	2.088560	1.648446	0.158370	1.223655	0.110580	1.205559	1.931488	1.890329	1.500604	1.351168	2.197962	1.900004	2.448828	1.755828	1.526019	1.000194	1.554988	1.467971	1.454926	1.044829	1.364465	0.000000	1.269943	1.299911	1.809262	1.039949	1.374020	1.339419	1.365415	1.686707	0.155544	1.234143	1.485549	1.442595	1.453314	1.508004	0.991910	1.572511	2.016511	1.344337	2.180139	1.767751
SalEn.10783_257-529_NEs	2.169671	1.270211	0.000000	1.300106	1.266905	1.174404	1.342129	1.271109	1.342129	1.271109	1.263163	0.162827	1.201961	1.261150	1.777406	2.169671	1.674045	1.686174	1.802838	1.674045	1.591629	1.763210	1.796889	1.221259	0.150703	1.185596	1.349043	2.057621	1.247445	1.386908	1.500750	1.163035	1.979625	1.777406	1.226295	1.244721	0.162234	2.212506	2.179094	1.247445	1.386908	1.884231	2.212506	1.300106	1.266905	1.294088	1.272150	1.195371	1.264471	1.796889	1.201961	1.255913	1.792126	1.796889	1.197448	1.348136	2.057621	1.247445	1.386908	1.197448	1.348136	1.229871	1.249784	1.145951	1.221259	0.150703	1.274393	1.216255	0.146178	1.825630	2.169671	1.274393	1.163035	1.800053	1.090926	2.212506	1.270211	0.009790	1.796889	1.630459	1.229823	0.150772	1.269017	0.007327	1.270211	0.008561	1.221404	1.232901	1.232443	1.288427	1.260808	2.248361	1.989500	1.262301	0.162676	1.285925	0.163936	1.704849	1.860092	1.747230	1.273282	1.933274	1.872331	1.530539	1.599754	1.783845	1.260761	1.393837	1.324043	1.255390	1.163853	1.367248	1.270211	0.008561	1.227333	1.689592	1.181648	1.363738	1.274393	1.155241	1.777406	1.216215	0.150873	1.229923	1.258368	1.300106	1.266905	1.254563	1.376979	1.758302	1.273282	2.169671	1.737760
SalEn.2_MW45241_2-257_NEs	2.465407	1.453314	1.300106	0.000000	1.355644	1.459691	0.148754	1.279408	0.146996	1.287310	1.354263	1.172225	0.125087	1.373435	2.248893	2.465407	1.733167	2.028320	1.803638	1.733167	1.835575	1.729979	1.763080	1.418281	1.295068	1.139266	1.221215	1.949271	1.105834	1.255615	1.574429	1.292780	1.933385	2.248893	1.326078	1.384093	1.229752	2.786439	2.003574	1.105834	1.255615	2.404302	2.786439	0.001309	1.355644	0.005252	1.347068	1.015964	1.181162	1.785853	0.125087	1.373435	1.732066	1.785853	1.120199	1.238696	1.949271	1.105834	1.255615	1.120199	1.238696	0.121847	1.349464	1.283563	1.418281	1.295068	1.417550	1.405401	1.329560	1.775496	2.465407	1.417550	1.292780	1.722995	1.381285	2.786439	1.453314	1.275077	1.785853	2.125013	1.398216	1.289186	1.464718	1.294088	1.453314	1.275077	1.577124	0.129399	1.349464	0.013192	1.361663	2.726887	2.242346	1.360166	1.174265	1.385689	1.268677	1.711096	1.661857	2.339825	1.415296	2.416432	1.664758	1.603353	1.835752	2.366452	1.119737	1.255615	0.141755	1.335336	1.091526	1.257952	1.453314	1.275077	1.320263	1.990776	1.106763	1.235210	1.417550	1.318319	2.248893	1.437386	1.303385	0.123764	1.379441	0.000000	1.355644	1.105834	1.262206	1.668937	1.402861	2.465407	2.262255
SalEn.2_MW45241_273-536_NEs	2.145233	1.508004	1.266905	1.355644	0.000000	1.307521	1.347764	0.106685	1.347764	0.106685	1.398822	1.132357	1.308017	0.115564	1.832215	2.135609	2.202858	1.701726	2.325169	2.202858	2.054685	2.220144	2.252184	1.354549	1.201575	1.391258	1.207226	2.058572	1.439037	1.204091	2.022043	1.198230	2.003233	1.822797	1.209185	1.354507	1.118196	2.225944	1.949617	1.439037	1.204091	2.131461	2.225944	1.362916	0.000000	1.347373	0.005078	1.345884	1.071383	2.252184	1.308017	0.114113	1.819517	2.252184	1.391289	1.202572	2.058572	1.439037	1.204091	1.391289	1.202572	1.322635	0.108257	1.192804	1.354549	1.201575	1.195534	1.377803	1.185326	2.046028	2.145233	1.195534	1.198230	1.837249	1.228072	2.225944	1.508004	1.257726	2.252184	1.965975	1.346942	1.192572	1.516147	1.262288	1.508004	1.257726	1.588008	1.356849	0.109578	1.348681	0.011465	2.193419	2.437649	1.398918	1.137886	1.461255	1.220254	2.171864	1.983928	1.860386	1.194423	2.314542	1.885411	1.972040	2.041991	1.818577	1.439037	1.209359	1.384140	0.114144	1.382294	1.213013	1.508004	1.257726	1.196074	1.715454	1.383242	1.181218	1.195534	1.218444	1.822797	1.332557	1.183549	1.350226	0.111565	1.355644	0.000000	1.439037	1.195449	2.210881	1.202197	2.145233	1.817100
CitRo.1_44661_1-522_NEs	2.182901	1.263351	1.174404	1.459691	1.307521	0.000000	1.383311	1.196097	1.369396	1.203859	1.092848	1.166683	1.459492	1.325795	2.054999	2.193752	2.134220	1.925373	1.935803	2.134220	1.794347	2.258931	2.260534	1.208384	1.352905	1.342831	1.207746	2.043559	1.346214	1.321062	1.249455	0.168443	2.035040	2.036709	0.178677	1.208370	1.214142	2.134107	2.175734	1.346214	1.321062	2.357273	2.147582	1.459691	1.307521	1.432037	1.329639	1.241111	1.097631	2.277550	1.459492	1.325795	1.878401	2.277550	1.319655	1.231607	2.052578	1.346214	1.321062	1.319655	1.231607	1.485544	1.325938	0.168463	1.208384	1.352905	0.156903	1.223175	1.372331	2.271199	2.182901	0.156903	0.168443	1.867522	0.159070	2.134107	1.263351	1.159302	2.277550	1.894903	1.231851	1.324928	1.262443	1.175635	1.263351	1.159302	1.346822	1.519412	1.325938	1.419099	1.322249	2.143746	1.737122	1.101285	1.156340	1.130052	1.245303	2.143922	1.863084	2.088796	0.157633	2.205743	1.844073	1.263169	1.777315	2.077819	1.340506	1.299312	1.368766	1.223566	1.343642	1.195894	1.263351	1.159302	0.181222	1.922310	1.334214	1.167773	0.156903	0.166009	2.046290	1.212754	1.359243	1.485797	1.355453	1.459691	1.307521	1.340506	1.320652	2.098809	0.155243	2.182901	2.073888
KlePn.1_02324_2-257_NEs	2.401644	1.325070	1.342129	0.148754	1.347764	1.383311	0.000000	1.296514	0.001313	1.311506	1.149640	1.261938	0.136257	1.313591	2.057017	2.392694	1.886135	1.949324	1.903249	1.886135	1.777485	1.698850	1.738452	1.169170	1.390451	1.159058	1.241411	2.002873	1.172013	1.314062	1.671320	1.274466	1.787343	2.057017	1.371917	1.179202	1.295399	2.670334	2.110165	1.172013	1.314062	2.285235	2.670334	0.147140	1.347764	0.142245	1.347764	1.081364	1.225852	1.759773	0.136257	1.313591	1.637242	1.759773	1.144247	1.242296	2.002873	1.172013	1.314062	1.144247	1.242296	0.141009	1.306838	1.252991	1.169170	1.390451	1.327376	1.165394	1.412153	1.863441	2.401644	1.327376	1.274466	1.638038	1.390251	2.670334	1.325070	1.316434	1.759773	1.941540	1.200421	1.383545	1.317337	1.335804	1.325070	1.316434	1.616570	0.142701	1.306838	0.135990	1.369707	2.598507	2.093225	1.153677	1.256456	1.232615	1.361695	1.837651	1.804829	2.043063	1.339349	2.399323	1.806361	1.711443	1.797366	2.049981	1.181673	1.315321	0.135533	1.249070	1.104637	1.254236	1.325070	1.316434	1.365901	1.923125	1.139938	1.232341	1.327376	1.286964	2.057017	1.179294	1.383390	0.139552	1.358764	0.148754	1.347764	1.172013	1.302860	1.786765	1.326534	2.401644	2.058137
KlePn.1_02324_272-536_NEs	2.410889	1.483910	1.271109	1.279408	0.106685	1.196097	1.296514	0.000000	1.296514	0.002526	1.353114	1.164435	1.234284	0.139562	2.007298	2.401138	1.995749	1.865293	2.283438	1.995749	1.995419	2.238214	2.271425	1.330262	1.185030	1.419683	1.177108	1.923018	1.460318	1.173919	2.023695	1.114186	2.015859	1.997459	1.163993	1.414207	1.110391	2.227170	1.908599	1.460318	1.173919	2.100263	2.227170	1.286126	0.106685	1.280146	0.103747	1.354553	1.083877	2.271425	1.234284	0.138074	1.847253	2.271425	1.428559	1.182701	1.923018	1.460318	1.173919	1.428559	1.182701	1.260421	0.135041	1.109635	1.330262	1.185030	1.147236	1.343760	1.174349	2.180417	2.410889	1.147236	1.114186	1.865242	1.195750	2.227170	1.483910	1.261667	2.271425	1.990320	1.297453	1.186527	1.483910	1.266359	1.483910	1.261667	1.714773	1.271557	0.134888	1.281318	0.102291	2.204064	2.539987	1.359997	1.159470	1.412542	1.217888	1.978569	1.962977	1.831981	1.166040	2.244405	1.914366	2.029160	2.004679	1.810076	1.460318	1.173604	1.297632	0.116712	1.404691	1.197853	1.483910	1.261667	1.165040	1.881556	1.423381	1.179446	1.147236	1.132851	1.997459	1.286172	1.178144	1.283642	0.130835	1.279408	0.106685	1.460318	1.165361	1.960588	1.153503	2.410889	1.974093
KlePn.2_04711_2-257_NEs	2.401644	1.335838	1.342129	0.146996	1.347764	1.369396	0.001313	1.296514	0.000000	1.311506	1.158761	1.261938	0.136127	1.313591	2.057017	2.392694	1.886135	1.949324	1.903249	1.886135	1.777485	1.698850	1.738452	1.178070	1.390451	1.155363	1.241411	2.002873	1.168215	1.314062	1.671320	1.262526	1.787343	2.057017	1.358975	1.188900	1.295399	2.670334	2.110165	1.168215	1.314062	2.285235	2.670334	0.145387	1.347764	0.140508	1.347764	1.072830	1.225852	1.759773	0.136127	1.313591	1.637242	1.759773	1.140633	1.242296	2.002873	1.168215	1.314062	1.140633	1.242296	0.140873	1.306838	1.241397	1.178070	1.390451	1.321569	1.174227	1.412153	1.863441	2.401644	1.321569	1.262526	1.638038	1.383996	2.670334	1.335838	1.316434	1.759773	1.941540	1.209614	1.383545	1.328030	1.335804	1.335838	1.316434	1.616570	0.142563	1.306838	0.134270	1.369707	2.598507	2.093225	1.162876	1.256456	1.242392	1.361695	1.837651	1.804829	2.043063	1.333483	2.399323	1.806361	1.711443	1.797366	2.049981	1.177822	1.315321	0.133820	1.249070	1.101261	1.254236	1.335838	1.316434	1.353016	1.923125	1.136349	1.232341	1.321569	1.274892	2.057017	1.188272	1.383390	0.139418	1.358764	0.146996	1.347764	1.168215	1.302860	1.786765	1.320735	2.401644	2.058137
KlePn.2_04711_272-536_NEs	2.432465	1.491501	1.271109	1.287310	0.106685	1.203859	1.311506	0.002526	1.311506	0.000000	1.360202	1.159433	1.241852	0.136556	1.984868	2.422864	2.007110	1.865293	2.273356	2.007110	2.005486	2.250204	2.283458	1.337164	1.185030	1.426875	1.181821	1.943764	1.467876	1.173919	2.023695	1.121396	2.037085	1.974955	1.171436	1.421684	1.105640	2.238209	1.918225	1.467876	1.173919	2.111663	2.238209	1.294047	0.106685	1.287999	0.103747	1.361617	1.083877	2.283458	1.241852	0.135072	1.847253	2.283458	1.435822	1.187402	1.943764	1.467876	1.173919	1.435822	1.187402	1.268117	0.132050	1.116788	1.337164	1.185030	1.154525	1.350734	1.174349	2.180417	2.432465	1.154525	1.121396	1.865242	1.203507	2.238209	1.491501	1.261667	2.283458	1.990320	1.304327	1.186527	1.491501	1.266359	1.491501	1.261667	1.714773	1.279328	0.131900	1.289178	0.102291	2.214960	2.550381	1.367149	1.154479	1.419827	1.229115	1.989805	1.953730	1.831981	1.173396	2.244405	1.904966	2.029160	2.014706	1.810076	1.467876	1.173604	1.305746	0.116712	1.411861	1.202555	1.491501	1.261667	1.172491	1.881556	1.430642	1.184170	1.154525	1.140134	1.974955	1.292889	1.178144	1.291493	0.127850	1.287310	0.106685	1.467876	1.165361	1.971712	1.160816	2.432465	1.952193
