EscCo.3_3899_1-394_BeL	0.000000	2.139979	1.192198	0.955229	0.948495	1.053825	0.949915	0.655654	1.913059	0.896545	2.203633	1.887732	2.084241	1.179290	1.581685	1.433135	1.609466	1.100367	1.271858	2.135435	1.988970	0.995160	1.542412	1.422921	0.063015	0.938065	2.084241	1.164845	0.556671	1.085738	2.084241	0.937016	1.086059	0.996391	1.105022	0.635347	0.609687	1.234849	0.951610	1.000269	0.648037	1.287637	1.166538	1.262469	1.433135	1.262469	0.673431	0.942496	0.889571	1.149707	0.879086	2.183840	0.562452	0.936077	1.155037	1.008520	0.891158
KlePn.2_33931_1-388_NEs	2.139979	0.000000	2.470580	2.239835	1.942356	2.283650	1.913906	1.948699	2.619285	1.992926	1.760232	1.371479	1.283773	2.102029	2.656698	1.962317	2.608892	2.075406	2.517660	1.905400	2.343814	2.066128	2.510145	2.215687	2.160261	1.962284	1.283773	1.873264	2.185702	2.265106	1.283773	2.122261	1.730923	2.231343	2.088718	2.063594	2.018198	2.158799	2.122800	2.033157	2.027950	2.147486	1.873093	2.016071	1.962317	2.016071	2.137532	1.850401	1.979229	2.784168	2.453664	1.787758	2.124917	2.112452	2.405814	2.172183	1.947845
SalEn.52647_1-343_BeL	1.192198	2.470580	0.000000	1.274316	1.481750	1.213728	1.535155	1.168182	1.853690	1.204237	2.117786	2.164987	1.914304	0.599736	1.638509	1.796483	1.645572	1.284810	1.149648	2.343541	2.016687	1.524477	1.581431	1.614357	1.130862	1.161573	1.914304	1.393220	1.104551	1.200678	1.914304	1.177592	1.451563	1.436781	1.299188	1.119181	1.168891	0.837577	1.187215	1.486844	1.138703	0.982926	1.387607	0.988541	1.796483	0.988541	1.341757	1.482314	1.219287	1.259007	1.413407	2.378616	1.290796	1.177507	0.254559	1.170887	1.266091
KlePn.1_04163_1-425_BeL	0.955229	2.239835	1.274316	0.000000	0.653107	0.790657	0.669594	1.258151	2.095641	0.651053	2.247018	2.040017	2.369716	1.071466	1.569775	1.654922	1.566779	0.814208	1.548886	2.376333	2.412037	0.662841	1.661097	1.580972	0.928075	0.723211	2.369716	1.407495	1.167868	0.801010	2.369716	0.746854	0.753319	1.326228	0.801249	1.220595	1.056692	1.421597	0.662461	0.665653	1.235138	1.297464	1.401907	1.250247	1.654922	1.250247	1.045240	0.677953	0.662928	0.786106	1.423785	2.439877	1.046472	0.749486	1.274935	0.247773	0.652577
CitRo.1_50201_1-420_NEs	0.948495	1.942356	1.481750	0.653107	0.000000	0.716993	0.052797	1.094754	2.248583	0.541060	2.013220	1.968057	2.182291	1.261264	1.477427	1.738742	1.481232	0.781461	1.360931	2.287523	2.346852	0.033741	1.547115	1.811720	0.997017	0.737739	2.182291	1.411244	1.026423	0.734597	2.182291	0.746243	0.695161	1.336078	0.790772	1.099931	1.082598	1.323587	0.537762	0.032806	1.098171	1.411308	1.417680	1.305675	1.738742	1.305675	0.997104	0.040095	0.508865	0.760671	1.458126	2.352155	1.036923	0.755206	1.364053	0.633157	0.528292
KlePn.1_04225_1-419_NEs	1.053825	2.283650	1.213728	0.790657	0.716993	0.000000	0.706671	1.213522	2.541656	0.720198	2.245230	1.999391	2.638228	1.286936	1.657157	1.728989	1.622009	0.399815	1.442052	2.514738	2.165888	0.719459	1.756185	1.853931	1.065174	0.770738	2.638228	1.280505	1.204830	0.032607	2.638228	0.775008	0.636733	1.355112	0.203883	1.187061	1.161516	1.328278	0.708230	0.716658	1.236298	1.415743	1.281729	1.398686	1.728989	1.398686	1.045642	0.715388	0.710539	0.029551	1.371845	2.706692	1.077835	0.785649	1.241215	0.769689	0.707398
EscCo.4_00780_1-420_NEs	0.949915	1.913906	1.535155	0.669594	0.052797	0.706671	0.000000	1.072343	2.144688	0.551561	2.044602	2.038782	2.319244	1.279340	1.514298	1.724658	1.514810	0.789132	1.345816	2.312609	2.507176	0.040881	1.566213	1.802070	0.979480	0.742707	2.319244	1.478237	1.022114	0.724033	2.319244	0.743319	0.681809	1.324352	0.776966	1.096152	1.078474	1.318160	0.552310	0.048998	1.066638	1.414880	1.485422	1.359927	1.724658	1.359927	0.995970	0.057973	0.495225	0.746433	1.458219	2.372865	1.010488	0.730773	1.377971	0.653451	0.515011
EscCo.1_00311_1-391_NEs	0.655654	1.948699	1.168182	1.258151	1.094754	1.213522	1.072343	0.000000	1.950336	1.165431	2.227884	2.108852	2.126802	1.267583	1.720869	1.644512	1.695264	1.200395	1.100519	2.334302	2.093299	1.123080	1.662049	1.578705	0.658796	1.218879	2.126802	1.218088	0.632161	1.252955	2.126802	1.228030	1.168740	1.146206	1.303058	0.150434	0.604216	1.513726	1.183647	1.084275	0.230552	1.379958	1.210017	1.456132	1.644512	1.456132	0.775297	1.043061	1.045176	1.367541	1.062969	2.502014	0.602868	1.276530	1.084389	1.208865	1.006559
EscCo.1_00310_5-420_BeL	1.913059	2.619285	1.853690	2.095641	2.248583	2.541656	2.144688	1.950336	0.000000	1.917485	1.987974	2.497171	2.479422	1.672487	2.056837	2.184588	2.040467	2.370675	1.772357	2.514115	2.480737	2.306249	1.856054	2.127581	1.955118	2.239747	2.479422	2.040986	1.870833	2.474340	2.479422	2.505116	2.039455	2.202421	2.338802	1.828626	1.985414	2.113960	1.923384	2.254993	1.948049	1.921849	2.026410	1.958301	2.184588	1.958301	2.089320	2.213262	2.110491	2.582446	2.154682	2.259216	1.852468	2.288497	1.670893	1.872748	2.036644
EscCo.54271_1-420	0.896545	1.992926	1.204237	0.651053	0.541060	0.720198	0.551561	1.165431	1.917485	0.000000	2.183278	1.901023	2.128934	1.124376	1.573110	1.786653	1.574158	0.759834	1.358354	2.282938	2.554409	0.542059	1.445807	1.840822	0.878058	0.702897	2.128934	1.389918	0.986116	0.741442	2.128934	0.726361	0.726676	1.166041	0.754591	1.118072	1.083113	1.272299	0.003386	0.533395	1.097571	1.462236	1.395907	1.366049	1.786653	1.366049	1.063942	0.529903	0.415584	0.729543	1.319199	2.153395	0.996987	0.714032	1.211504	0.638160	0.428072
