EscCo.2_49810_11-293_NEs	0.000000	1.055482	0.844654	1.065997	0.364368	1.049184	0.831309	1.025236	0.300209	1.103547	0.303587	1.168479	0.301634	1.159742	0.826809	1.074210	0.019043	1.056821	0.815793	1.069803	0.864029	1.044504	0.799433	1.067251	0.826809	1.074210	0.835471	1.062555	0.022593	1.046430	0.834253	1.055026	0.835471	1.062555	0.910259	1.207511	0.017772	1.056821	0.835471	1.062555	0.015382	1.045898	0.303587	1.168479	0.923210	1.211515	1.867800	0.299676	1.164003	0.303587	1.168479	0.826990	1.022895	0.364368	1.041585	0.870858	1.053744	0.782119	1.022064
EscCo.2_49810_311-584_Ess	1.055482	0.000000	1.102037	0.856799	1.058823	0.277428	1.029928	0.897208	1.026209	0.272682	1.054787	0.257183	1.062543	0.251808	1.062345	0.988700	1.031783	0.012261	1.071347	0.984814	1.091034	0.908551	1.049954	0.976863	1.062345	0.988700	1.115351	0.858298	1.045927	0.017204	1.112957	0.848834	1.115351	0.858298	1.102107	0.955397	1.036576	0.012261	1.115351	0.858298	1.045386	0.006097	1.054787	0.257183	1.081287	0.949695	1.556365	1.042442	0.255098	1.054787	0.257183	1.022690	0.910112	1.058823	0.275318	1.052923	0.852777	0.936413	0.658697
SalEn.50636_3-266_NEs	0.844654	1.102037	0.000000	1.072116	0.861874	1.082054	0.404034	1.097201	0.845397	1.029202	0.831938	1.101769	0.838717	1.110582	0.284157	1.141404	0.847397	1.106277	0.279792	1.141404	0.421291	1.032444	0.290339	1.111179	0.282395	1.141404	0.006320	1.089735	0.851744	1.107296	0.010146	1.070940	0.006320	1.089735	1.060801	1.066805	0.853863	1.106277	0.006320	1.089735	0.853863	1.097529	0.831938	1.101769	1.045882	1.069965	2.099260	0.840331	1.114906	0.831938	1.101769	0.408871	1.098240	0.858364	1.089580	0.289036	1.016678	0.825469	1.100508
SalEn.50636_273-529_NEs	1.065997	0.856799	1.072116	0.000000	1.091001	0.929071	1.108675	0.376897	1.092127	0.826532	1.114653	0.928827	1.132899	0.918727	1.170453	0.290109	1.020460	0.869506	1.148514	0.288308	1.165910	0.379583	1.184585	0.280836	1.165846	0.290109	1.085564	0.006492	1.019032	0.853556	1.086755	0.009110	1.085564	0.006492	1.124128	0.873804	1.029283	0.869506	1.085564	0.006492	1.034660	0.860373	1.114653	0.928827	1.109872	0.879588	1.787473	1.139126	0.922170	1.114653	0.928827	1.107879	0.381523	1.091001	0.931401	1.069047	0.308984	1.114231	0.913752
KlePn.1_03299_10-288_NEs	0.364368	1.058823	0.861874	1.091001	0.000000	0.920325	0.759212	0.966991	0.283464	1.030675	0.303305	1.094038	0.306543	1.100430	0.815751	1.178023	0.367358	1.074476	0.801067	1.173172	0.840676	1.070860	0.789078	1.186001	0.815751	1.178023	0.860731	1.103616	0.363782	1.054468	0.852007	1.100109	0.860731	1.103616	0.919872	1.311944	0.367875	1.074476	0.860731	1.103616	0.367875	1.053883	0.303305	1.094038	0.908821	1.316493	2.146320	0.310219	1.095054	0.303305	1.094038	0.764731	0.977853	0.001214	0.913690	0.832053	1.008016	0.713027	0.997833
KlePn.1_03299_308-580_NEs	1.049184	0.277428	1.082054	0.929071	0.920325	0.000000	0.910931	0.819976	0.887188	0.249274	0.973814	0.316345	0.970970	0.314105	0.991829	0.975188	1.037092	0.286628	1.009175	0.975188	0.993254	0.887599	1.002303	0.983110	0.987994	0.975188	1.085502	0.926583	1.060673	0.282808	1.062798	0.915960	1.085502	0.926583	1.060429	0.857150	1.049575	0.286628	1.085502	0.926583	1.054624	0.281000	0.973814	0.316345	1.060406	0.862473	1.605516	0.970800	0.317709	0.973814	0.316345	0.936316	0.828809	0.920325	0.001242	0.924925	0.900386	0.802286	0.617054
KlePn.1_03967_3-267_NEs	0.831309	1.029928	0.404034	1.108675	0.759212	0.910931	0.000000	0.929067	0.754523	0.946032	0.804397	1.207406	0.805937	1.203361	0.372107	1.107132	0.829513	1.051732	0.361794	1.107132	0.314768	1.000779	0.364233	1.074261	0.370169	1.107132	0.406688	1.100443	0.851498	1.042239	0.399904	1.097016	0.406688	1.100443	0.959577	1.099063	0.835755	1.051732	0.406688	1.100443	0.835755	1.044726	0.804397	1.207406	0.957568	1.102263	2.072895	0.802220	1.207999	0.804397	1.207406	0.018094	0.943654	0.762813	0.916860	0.346566	1.083301	0.775423	1.050135
KlePn.1_03967_274-529_NEs	1.025236	0.897208	1.097201	0.376897	0.966991	0.819976	0.929067	0.000000	1.006847	0.812842	1.095474	0.886890	1.104504	0.881146	1.082870	0.379805	1.004565	0.918727	1.069795	0.377762	1.127256	0.391714	1.109632	0.384270	1.082870	0.379805	1.088429	0.381481	0.995619	0.901352	1.086329	0.384071	1.088429	0.381481	1.076341	0.856329	1.010222	0.918727	1.088429	0.381481	1.015376	0.900841	1.095474	0.886890	1.062741	0.865982	1.838415	1.106006	0.888357	1.095474	0.886890	0.927730	0.003958	0.966991	0.821827	1.074526	0.392900	0.959759	0.837679
CitRo.1_08341_1-279_NEs	0.300209	1.026209	0.845397	1.092127	0.283464	0.887188	0.754523	1.006847	0.000000	0.953016	0.247850	1.056710	0.251933	1.057993	0.832693	1.205902	0.300941	1.046004	0.814439	1.201001	0.797425	1.036068	0.799454	1.185008	0.832693	1.205902	0.851057	1.088500	0.302354	1.026016	0.849622	1.075073	0.851057	1.088500	0.861154	1.281990	0.299212	1.046004	0.851057	1.088500	0.299212	1.030189	0.247850	1.056710	0.881279	1.291916	1.873738	0.248042	1.053010	0.247850	1.056710	0.770333	1.018221	0.283464	0.880901	0.783296	1.111810	0.692467	1.087964
CitRo.1_08341_300-565_NEs	1.103547	0.272682	1.029202	0.826532	1.030675	0.249274	0.946032	0.812842	0.953016	0.000000	1.026007	0.266308	1.028635	0.264270	1.023880	0.870605	1.074115	0.275280	1.012051	0.870605	1.067608	0.826098	1.004966	0.856573	1.019923	0.870605	1.030613	0.824605	1.107456	0.278650	1.030268	0.815513	1.030613	0.824605	1.042527	0.852295	1.087258	0.275280	1.030613	0.824605	1.092543	0.275108	1.026007	0.266308	1.042970	0.846705	1.789051	1.031638	0.267769	1.026007	0.266308	0.954969	0.821428	1.030675	0.249005	0.909492	0.814711	0.872204	0.611995
