KlePn.2_04391_1-245_Ess	0.000000	1.631578	0.228252	0.225715	0.205807	2.216549	0.262367	2.860571	0.209566	2.230133	0.790727	2.860571	0.207809	0.788390	0.777936	0.730449	0.228252	0.788390	0.810313	2.860571	0.228252	0.226899	2.158860	2.255215	0.191112	0.207577	0.807152	2.860571	0.004102	0.209584	2.860571	0.788390
KlePn.1_05750_14-250_NEs	1.631578	0.000000	1.885455	1.895457	1.924681	0.766772	2.008573	1.729274	1.903232	0.640011	1.964491	1.729274	1.912811	2.382226	2.373204	2.024704	1.885455	2.382226	2.015905	1.729274	1.885455	1.921782	0.696648	0.635676	1.807765	1.933286	2.050414	1.729274	1.641752	1.912811	1.729274	2.382226
SalEn.4_44891_1-245_Ess	0.228252	1.885455	0.000000	0.013735	0.186557	2.727550	0.249531	2.804812	0.182896	2.233791	0.813151	2.804812	0.181206	0.806341	0.810225	0.864735	0.000000	0.806341	0.855777	2.804812	0.000000	0.009584	2.201016	2.278265	0.184711	0.186557	0.867922	2.804812	0.228506	0.182918	2.804812	0.806341
SalEn.54586_1-245_Ess	0.225715	1.895457	0.013735	0.000000	0.184653	2.635362	0.251174	2.704303	0.186173	2.190663	0.818875	2.704303	0.181031	0.815582	0.819504	0.866766	0.013735	0.815582	0.858053	2.704303	0.013735	0.015145	2.154098	2.233898	0.179013	0.184653	0.870254	2.704303	0.224154	0.182740	2.704303	0.815582
EscCo.2_40090_1-245_Ess	0.205807	1.924681	0.186557	0.184653	0.000000	2.532367	0.243614	3.125044	0.009578	2.304112	0.776484	3.125044	0.006832	0.791940	0.788477	0.808058	0.186557	0.791940	0.829615	3.125044	0.186557	0.181738	2.248933	2.342273	0.159951	0.001361	0.829869	3.125044	0.206031	0.004093	3.125044	0.791940
EscCo.4_04881_11-244_BeL	2.216549	0.766772	2.727550	2.635362	2.532367	0.000000	2.938868	1.747930	2.555430	0.897553	2.460422	1.747930	2.535328	2.562876	2.564843	2.179160	2.727550	2.562876	2.386109	1.747930	2.727550	2.724615	0.938017	0.899544	2.674232	2.543199	2.364892	1.747930	2.230064	2.515808	1.747930	2.562876
EntCo.1_44790_1-245_Ess	0.262367	2.008573	0.249531	0.251174	0.243614	2.938868	0.000000	3.229703	0.241978	2.238810	0.776366	3.229703	0.245761	0.823533	0.820167	0.781676	0.249531	0.823533	0.766888	3.229703	0.249531	0.255209	2.286717	2.218234	0.202037	0.245475	0.774222	3.229703	0.258849	0.247628	3.229703	0.823533
EscCo.4_04123_29-243_NEs	2.860571	1.729274	2.804812	2.704303	3.125044	1.747930	3.229703	0.000000	3.058688	1.873338	2.243170	0.000000	3.068483	3.089670	3.091050	2.176538	2.804812	3.089670	2.160974	0.000000	2.804812	2.727102	1.841864	1.906904	2.782641	3.113391	2.187874	0.000000	2.815066	3.068946	0.000000	3.089670
EscCo.54361_1-245	0.209566	1.903232	0.182896	0.186173	0.009578	2.555430	0.241978	3.058688	0.000000	2.264877	0.785525	3.058688	0.005457	0.800500	0.797010	0.809705	0.182896	0.800500	0.835374	3.058688	0.182896	0.181541	2.206507	2.302471	0.163135	0.008203	0.835632	3.058688	0.209795	0.008197	3.058688	0.800500
EscCo.3_2147_14-250_NEs	2.230133	0.640011	2.233791	2.190663	2.304112	0.897553	2.238810	1.873338	2.264877	0.000000	2.028097	1.873338	2.275590	2.345326	2.345326	2.110772	2.233791	2.345326	2.190796	1.873338	2.233791	2.321077	0.004845	0.007059	1.985455	2.304112	2.220888	1.873338	2.242376	2.284768	1.873338	2.345326
EscCo.51360_1-244	0.790727	1.964491	0.813151	0.818875	0.776484	2.460422	0.776366	2.243170	0.785525	2.028097	0.000000	2.243170	0.781994	0.643181	0.634084	0.313438	0.813151	0.643181	0.267899	2.243170	0.813151	0.805626	1.921544	2.023469	0.784250	0.776484	0.269279	2.243170	0.792467	0.778328	2.243170	0.643181
EscCo.4_01719_29-243_NEs	2.860571	1.729274	2.804812	2.704303	3.125044	1.747930	3.229703	0.000000	3.058688	1.873338	2.243170	0.000000	3.068483	3.089670	3.091050	2.176538	2.804812	3.089670	2.160974	0.000000	2.804812	2.727102	1.841864	1.906904	2.782641	3.113391	2.187874	0.000000	2.815066	3.068946	0.000000	3.089670
EscCo.1_04828_1-245_Ess	0.207809	1.912811	0.181206	0.181031	0.006832	2.535328	0.245761	3.068483	0.005457	2.275590	0.781994	3.068483	0.000000	0.804567	0.801064	0.813755	0.181206	0.804567	0.835455	3.068483	0.181206	0.176407	2.218371	2.313162	0.158133	0.005461	0.835713	3.068483	0.208036	0.005457	3.068483	0.804567
SalEn.3_0953_1-246_NEs	0.788390	2.382226	0.806341	0.815582	0.791940	2.562876	0.823533	3.089670	0.800500	2.345326	0.643181	3.089670	0.804567	0.000000	0.004072	0.680876	0.806341	0.000000	0.696758	3.089670	0.806341	0.828054	2.371564	2.395654	0.786119	0.791940	0.700851	3.089670	0.793819	0.797195	3.089670	0.000000
SalEn.51917_1-246_NEs	0.777936	2.373204	0.810225	0.819504	0.788477	2.564843	0.820167	3.091050	0.797010	2.345326	0.634084	3.091050	0.801064	0.004072	0.000000	0.681058	0.810225	0.004072	0.687109	3.091050	0.810225	0.832019	2.371564	2.395654	0.782696	0.788477	0.691206	3.091050	0.783298	0.793712	3.091050	0.004072
EscCo.2_2240_1-245_NEs	0.730449	2.024704	0.864735	0.866766	0.808058	2.179160	0.781676	2.176538	0.809705	2.110772	0.313438	2.176538	0.813755	0.680876	0.681058	0.000000	0.864735	0.680876	0.183638	2.176538	0.864735	0.856768	1.997130	2.101718	0.835304	0.808058	0.181551	2.176538	0.728544	0.809882	2.176538	0.680876
SalEn.2_MW44891_1-245_Ess	0.228252	1.885455	0.000000	0.013735	0.186557	2.727550	0.249531	2.804812	0.182896	2.233791	0.813151	2.804812	0.181206	0.806341	0.810225	0.864735	0.000000	0.806341	0.855777	2.804812	0.000000	0.009584	2.201016	2.278265	0.184711	0.186557	0.867922	2.804812	0.228506	0.182918	2.804812	0.806341
SalEn.2_MW10261_1-246_NEs	0.788390	2.382226	0.806341	0.815582	0.791940	2.562876	0.823533	3.089670	0.800500	2.345326	0.643181	3.089670	0.804567	0.000000	0.004072	0.680876	0.806341	0.000000	0.696758	3.089670	0.806341	0.828054	2.371564	2.395654	0.786119	0.791940	0.700851	3.089670	0.793819	0.797195	3.089670	0.000000
EscCo.2_51630_1-245_NEs	0.810313	2.015905	0.855777	0.858053	0.829615	2.386109	0.766888	2.160974	0.835374	2.190796	0.267899	2.160974	0.835455	0.696758	0.687109	0.183638	0.855777	0.696758	0.000000	2.160974	0.855777	0.851980	2.118248	2.171748	0.845911	0.829615	0.016509	2.160974	0.808438	0.831697	2.160974	0.696758
EscCo.4_05032_29-243_NEs	2.860571	1.729274	2.804812	2.704303	3.125044	1.747930	3.229703	0.000000	3.058688	1.873338	2.243170	0.000000	3.068483	3.089670	3.091050	2.176538	2.804812	3.089670	2.160974	0.000000	2.804812	2.727102	1.841864	1.906904	2.782641	3.113391	2.187874	0.000000	2.815066	3.068946	0.000000	3.089670
