CitRo.1_12041_1-263_NEs	0.000000	0.180838	0.179281	1.005957	0.151102	0.183612	0.160571	0.180856	0.154264	1.315272	0.180838	0.154229	1.016676	1.159469	0.885792	0.991818	1.142451	0.898507	1.007701	0.149565	0.987840	1.298043	0.996622	1.294976	0.987840	1.294976	0.989562	0.987840	0.922182	0.183814	0.166223	0.176799	1.157044	0.882225	1.308746	0.991749
SalEn.3_1160_1-259_NEs	0.180838	0.000000	0.001280	1.026699	0.203454	0.000000	0.203867	0.234582	0.201990	1.264203	0.000000	0.201948	1.039118	1.253011	1.024176	1.034804	1.165769	0.986144	1.067710	0.201804	1.049713	1.252704	1.050692	1.255547	1.049713	1.255547	1.020782	1.049713	0.974656	0.007707	0.211700	0.234582	1.250771	1.020192	1.244222	1.032404
SalEn.11826_1-259_NEs	0.179281	0.001280	0.000000	1.032247	0.201868	0.001280	0.202278	0.232925	0.200405	1.270989	0.001280	0.200363	1.044731	1.248347	1.020192	1.040403	1.165769	0.982222	1.067710	0.200221	1.049713	1.259461	1.050692	1.262248	1.049713	1.262248	1.026292	1.049713	0.970803	0.006419	0.210079	0.232925	1.246090	1.016213	1.250926	1.037976
EscCo.1_00918_1-282_NEs	1.005957	1.026699	1.032247	0.000000	1.062601	1.033750	1.069517	1.013222	1.051310	1.320206	1.026699	1.070937	0.044161	1.247225	0.216563	0.029195	1.423389	0.224334	0.202850	1.058032	0.201664	1.344002	0.198564	1.325020	0.201664	1.325020	0.015631	0.201664	0.203641	1.045553	1.064617	1.000857	1.241434	0.214975	1.355803	0.035397
EscCo.3_1189_1-264_NEs	0.151102	0.203454	0.201868	1.062601	0.000000	0.206161	0.013892	0.201250	0.006282	1.316922	0.203454	0.007553	1.050874	1.245525	1.026478	1.055577	1.190500	1.026194	1.040515	0.001252	1.024428	1.305417	1.024428	1.297254	1.024428	1.297254	1.041963	1.024428	1.003058	0.199888	0.185888	0.196809	1.243306	1.031931	1.296075	1.038920
SalEn.2_MW12321_1-260_NEs	0.183612	0.000000	0.001280	1.033750	0.206161	0.000000	0.206580	0.235388	0.204700	1.264203	0.000000	0.204657	1.046190	1.253011	1.031298	1.041879	1.165769	0.993275	1.075031	0.204511	1.057006	1.252704	1.057991	1.255547	1.057006	1.255547	1.027813	1.057006	0.981699	0.007707	0.215980	0.235388	1.250771	1.027316	1.244222	1.039457
EscCo.4_02788_1-265_NEs	0.160571	0.203867	0.202278	1.069517	0.013892	0.206580	0.000000	0.203258	0.012580	1.306931	0.203867	0.021518	1.048270	1.235926	1.039830	1.052995	1.201331	1.050031	1.063060	0.015165	1.046641	1.295496	1.046641	1.287475	1.046641	1.287475	1.048615	1.046641	1.021055	0.203583	0.185779	0.198805	1.233684	1.045361	1.286260	1.036274
KlePn.1_03600_1-262_NEs	0.180856	0.234582	0.232925	1.013222	0.201250	0.235388	0.203258	0.000000	0.199779	1.227118	0.234582	0.198090	1.004804	1.175929	0.915885	1.005616	1.117554	0.928110	1.086777	0.201250	1.083348	1.193155	1.069695	1.213688	1.083348	1.213688	1.001460	1.083348	0.945822	0.234182	0.188918	0.000000	1.173445	0.912233	1.197641	0.992597
EscCo.2_54830_1-265_NEs	0.154264	0.201990	0.200405	1.051310	0.006282	0.204700	0.012580	0.199779	0.000000	1.326826	0.201990	0.011318	1.039683	1.261784	1.026885	1.044364	1.201912	1.032017	1.040918	0.007544	1.024842	1.322105	1.024842	1.306930	1.024842	1.306930	1.030891	1.024842	1.003482	0.201710	0.181127	0.195338	1.259611	1.032334	1.305786	1.027835
EscCo.2_4360_1-264_Ess	1.315272	1.264203	1.270989	1.320206	1.316922	1.264203	1.306931	1.227118	1.326826	0.000000	1.264203	1.336294	1.289162	0.305304	1.290054	1.346563	0.218657	1.256225	1.239691	1.311472	1.235415	0.021747	1.226171	0.003788	1.235415	0.003788	1.314879	1.235415	1.290623	1.266342	1.333886	1.227118	0.299265	1.295754	0.013984	1.304826
SalEn.4_12321_1-259_NEs	0.180838	0.000000	0.001280	1.026699	0.203454	0.000000	0.203867	0.234582	0.201990	1.264203	0.000000	0.201948	1.039118	1.253011	1.024176	1.034804	1.165769	0.986144	1.067710	0.201804	1.049713	1.252704	1.050692	1.255547	1.049713	1.255547	1.020782	1.049713	0.974656	0.007707	0.211700	0.234582	1.250771	1.020192	1.244222	1.032404
EscCo.1_01262_1-265_NEs	0.154229	0.201948	0.200363	1.070937	0.007553	0.204657	0.021518	0.198090	0.011318	1.336294	0.201948	0.000000	1.059151	1.276693	1.050135	1.063865	1.215866	1.040283	1.060833	0.008818	1.044402	1.319922	1.044402	1.316066	1.044402	1.316066	1.050163	1.044402	1.007446	0.198387	0.185953	0.193654	1.274553	1.050135	1.310333	1.047134
EscCo.4_03137_1-281_NEs	1.016676	1.039118	1.044731	0.044161	1.050874	1.046190	1.048270	1.004804	1.039683	1.289162	1.039118	1.059151	0.000000	1.226647	0.220305	0.044247	1.434867	0.226202	0.211700	1.046346	0.206899	1.306428	0.206899	1.293810	0.206899	1.293810	0.032917	0.206899	0.202593	1.048479	1.076115	0.992565	1.220996	0.218706	1.318014	0.026701
KlePn.2_25031_1-268_NEs	1.159469	1.253011	1.248347	1.247225	1.245525	1.253011	1.235926	1.175929	1.261784	0.305304	1.253011	1.276693	1.226647	0.000000	1.195862	1.245764	0.267740	1.138686	1.143452	1.245525	1.130387	0.297347	1.135824	0.301645	1.130387	0.301645	1.255722	1.130387	1.134000	1.241574	1.229844	1.175929	0.006276	1.196420	0.289641	1.240244
KlePn.2_15031_1-281_NEs	0.885792	1.024176	1.020192	0.216563	1.026478	1.031298	1.039830	0.915885	1.026885	1.290054	1.024176	1.050135	0.220305	1.195862	0.000000	0.213498	1.197251	0.154475	0.179412	1.026478	0.179301	1.312999	0.173306	1.289451	0.179301	1.289451	0.214930	0.179301	0.153609	1.018942	0.988130	0.904430	1.170587	0.003596	1.314459	0.210266
EscCo.3_0924_1-281_NEs	0.991818	1.034804	1.040403	0.029195	1.055577	1.041879	1.052995	1.005616	1.044364	1.346563	1.034804	1.063865	0.044247	1.245764	0.213498	0.000000	1.458863	0.219613	0.209728	1.051041	0.203444	1.371128	0.200337	1.351423	0.203444	1.351423	0.037925	0.203444	0.192396	1.053770	1.053177	0.993368	1.239901	0.211914	1.377584	0.032913
CitRo.1_15911_1-268_NEs	1.142451	1.165769	1.165769	1.423389	1.190500	1.165769	1.201331	1.117554	1.201912	0.218657	1.165769	1.215866	1.434867	0.267740	1.197251	1.458863	0.000000	1.187182	1.260340	1.190500	1.261148	0.214017	1.241150	0.214906	1.261148	0.214906	1.426522	1.261148	1.288395	1.170557	1.212536	1.117554	0.263773	1.192600	0.211399	1.418588
EntCo.1_18510_1-281_NEs	0.898507	0.986144	0.982222	0.224334	1.026194	0.993275	1.050031	0.928110	1.032017	1.256225	0.986144	1.040283	0.226202	1.138686	0.154475	0.219613	1.187182	0.000000	0.205105	1.021683	0.206611	1.273893	0.197177	1.260815	0.206611	1.260815	0.217508	0.206611	0.177212	0.987252	0.953032	0.916376	1.123920	0.150045	1.271093	0.219173
SalEn.52016_1-281_NEs	1.007701	1.067710	1.067710	0.202850	1.040515	1.075031	1.063060	1.086777	1.040918	1.239691	1.067710	1.060833	0.211700	1.143452	0.179412	0.209728	1.260340	0.205105	0.000000	1.040515	0.016893	1.284474	0.009614	1.244292	0.016893	1.244292	0.199757	0.016893	0.174217	1.072003	1.058992	1.072986	1.119319	0.182486	1.257279	0.208556
EscCo.51124_1-264	0.149565	0.201804	0.200221	1.058032	0.001252	0.204511	0.015165	0.201250	0.007544	1.311472	0.201804	0.008818	1.046346	1.245525	1.026478	1.051041	1.190500	1.021683	1.040515	0.000000	1.024428	1.299975	1.024428	1.291871	1.024428	1.291871	1.037483	1.024428	1.007341	0.198246	0.185888	0.196809	1.243306	1.031931	1.290668	1.034435
SalEn.4_09311_1-281_NEs	0.987840	1.049713	1.049713	0.201664	1.024428	1.057006	1.046641	1.083348	1.024842	1.235415	1.049713	1.044402	0.206899	1.130387	0.179301	0.203444	1.261148	0.206611	0.016893	1.024428	0.000000	1.279818	0.014458	1.239989	0.000000	1.239989	0.198569	0.000000	0.166576	1.063502	1.070066	1.069644	1.106527	0.182372	1.252844	0.203772
EscCo.4_02376_1-264_NEs	1.298043	1.252704	1.259461	1.344002	1.305417	1.252704	1.295496	1.193155	1.322105	0.021747	1.252704	1.319922	1.306428	0.297347	1.312999	1.371128	0.214017	1.273893	1.284474	1.299975	1.279818	0.000000	1.270234	0.020458	1.279818	0.020458	1.338200	1.279818	1.309359	1.254885	1.314266	1.193155	0.291372	1.318839	0.015272	1.322447
SalEn.10826_1-281_NEs	0.996622	1.050692	1.050692	0.198564	1.024428	1.057991	1.046641	1.069695	1.024842	1.226171	1.050692	1.044402	0.206899	1.135824	0.173306	0.200337	1.241150	0.197177	0.009614	1.024428	0.014458	1.270234	0.000000	1.230736	0.014458	1.230736	0.195479	0.014458	0.171121	1.055017	1.046734	1.056127	1.111882	0.176357	1.243440	0.200658
EscCo.51443_1-264	1.294976	1.255547	1.262248	1.325020	1.297254	1.255547	1.287475	1.213688	1.306930	0.003788	1.255547	1.316066	1.293810	0.301645	1.289451	1.351423	0.214906	1.260815	1.244292	1.291871	1.239989	0.020458	1.230736	0.000000	1.239989	0.000000	1.319621	1.239989	1.295407	1.257698	1.318386	1.213688	0.295629	1.295151	0.014007	1.309488
SalEn.3_0857_1-281_NEs	0.987840	1.049713	1.049713	0.201664	1.024428	1.057006	1.046641	1.083348	1.024842	1.235415	1.049713	1.044402	0.206899	1.130387	0.179301	0.203444	1.261148	0.206611	0.016893	1.024428	0.000000	1.279818	0.014458	1.239989	0.000000	1.239989	0.198569	0.000000	0.166576	1.063502	1.070066	1.069644	1.106527	0.182372	1.252844	0.203772
EscCo.3_1514_1-264_NEs	1.294976	1.255547	1.262248	1.325020	1.297254	1.255547	1.287475	1.213688	1.306930	0.003788	1.255547	1.316066	1.293810	0.301645	1.289451	1.351423	0.214906	1.260815	1.244292	1.291871	1.239989	0.020458	1.230736	0.000000	1.239989	0.000000	1.319621	1.239989	1.295407	1.257698	1.318386	1.213688	0.295629	1.295151	0.014007	1.309488
EscCo.50857_1-281	0.989562	1.020782	1.026292	0.015631	1.041963	1.027813	1.048615	1.001460	1.030891	1.314879	1.020782	1.050163	0.032917	1.255722	0.214930	0.037925	1.426522	0.217508	0.199757	1.037483	0.198569	1.338200	0.195479	1.319621	0.198569	1.319621	0.000000	0.198569	0.197733	1.039545	1.051797	0.989320	1.249789	0.213344	1.349847	0.020538
SalEn.2_MW09311_1-281_Ess	0.987840	1.049713	1.049713	0.201664	1.024428	1.057006	1.046641	1.083348	1.024842	1.235415	1.049713	1.044402	0.206899	1.130387	0.179301	0.203444	1.261148	0.206611	0.016893	1.024428	0.000000	1.279818	0.014458	1.239989	0.000000	1.239989	0.198569	0.000000	0.166576	1.063502	1.070066	1.069644	1.106527	0.182372	1.252844	0.203772
CitRo.1_08631_1-281_NEs	0.922182	0.974656	0.970803	0.203641	1.003058	0.981699	1.021055	0.945822	1.003482	1.290623	0.974656	1.007446	0.202593	1.134000	0.153609	0.192396	1.288395	0.177212	0.174217	1.007341	0.166576	1.309359	0.171121	1.295407	0.166576	1.295407	0.197733	0.166576	0.000000	0.978606	1.015054	0.934127	1.109847	0.152172	1.301117	0.197835
SalEn.51697_1-259_NEs	0.183814	0.007707	0.006419	1.045553	0.199888	0.007707	0.203583	0.234182	0.201710	1.266342	0.007707	0.198387	1.048479	1.241574	1.018942	1.053770	1.170557	0.987252	1.072003	0.198246	1.063502	1.254885	1.055017	1.257698	1.063502	1.257698	1.039545	1.063502	0.978606	0.000000	0.208046	0.234182	1.239307	1.014987	1.246423	1.045702
EntCo.1_15150_1-263_NEs	0.166223	0.211700	0.210079	1.064617	0.185888	0.215980	0.185779	0.188918	0.181127	1.333886	0.211700	0.185953	1.076115	1.229844	0.988130	1.053177	1.212536	0.953032	1.058992	0.185888	1.070066	1.314266	1.046734	1.318386	1.070066	1.318386	1.051797	1.070066	1.015054	0.208046	0.000000	0.184862	1.227590	0.983601	1.329296	1.048898
KlePn.2_17471_1-261_NEs	0.176799	0.234582	0.232925	1.000857	0.196809	0.235388	0.198805	0.000000	0.195338	1.227118	0.234582	0.193654	0.992565	1.175929	0.904430	0.993368	1.117554	0.916376	1.072986	0.196809	1.069644	1.193155	1.056127	1.213688	1.069644	1.213688	0.989320	1.069644	0.934127	0.234182	0.184862	0.000000	1.173445	0.900808	1.197641	0.980587
KlePn.1_04751_1-268_NEs	1.157044	1.250771	1.246090	1.241434	1.243306	1.250771	1.233684	1.173445	1.259611	0.299265	1.250771	1.274553	1.220996	0.006276	1.170587	1.239901	0.263773	1.123920	1.119319	1.243306	1.106527	0.291372	1.111882	0.295629	1.106527	0.295629	1.249789	1.106527	1.109847	1.239307	1.227590	1.173445	0.000000	1.171134	0.283724	1.234449
KlePn.1_03374_1-281_NEs	0.882225	1.020192	1.016213	0.214975	1.031931	1.027316	1.045361	0.912233	1.032334	1.295754	1.020192	1.050135	0.218706	1.196420	0.003596	0.211914	1.192600	0.150045	0.182486	1.031931	0.182372	1.318839	0.176357	1.295151	0.182372	1.295151	0.213344	0.182372	0.152172	1.014987	0.983601	0.900808	1.171134	0.000000	1.320270	0.208687
EscCo.1_01594_1-264_NEs	1.308746	1.244222	1.250926	1.355803	1.296075	1.244222	1.286260	1.197641	1.305786	0.013984	1.244222	1.310333	1.318014	0.289641	1.314459	1.377584	0.211399	1.271093	1.257279	1.290668	1.252844	0.015272	1.243440	0.014007	1.252844	0.014007	1.349847	1.252844	1.301117	1.246423	1.329296	1.197641	0.283724	1.320270	0.000000	1.333974
EscCo.2_50120_1-281_Ess	0.991749	1.032404	1.037976	0.035397	1.038920	1.039457	1.036274	0.992597	1.027835	1.304826	1.032404	1.047134	0.026701	1.240244	0.210266	0.032913	1.418588	0.219173	0.208556	1.034435	0.203772	1.322447	0.200658	1.309488	0.203772	1.309488	0.020538	0.203772	0.197835	1.045702	1.048898	0.980587	1.234449	0.208687	1.333974	0.000000
