SalEn.3_0880_1-372_NEs	0.000000	0.320822	0.254035	0.328621	0.321129	0.000894	1.013028	0.382007	0.349070	0.314298	0.382007	0.000894	0.000894	0.324353	0.007181
EscCo.3_0945_1-371_NEs	0.320822	0.000000	0.246595	0.010833	0.002693	0.322161	0.968343	0.359616	0.295566	0.017227	0.359616	0.322161	0.322161	0.007205	0.322144
CitRo.1_08891_1-372_NEs	0.254035	0.246595	0.000000	0.251901	0.246770	0.255262	0.913910	0.318419	0.265855	0.237813	0.318419	0.255262	0.255262	0.250878	0.256522
EscCo.50878_1-371	0.328621	0.010833	0.251901	0.000000	0.009931	0.329973	0.980353	0.363570	0.298155	0.020937	0.363570	0.329973	0.329973	0.007202	0.329956
EscCo.2_50370_1-371_NEs	0.321129	0.002693	0.246770	0.009931	0.000000	0.322470	0.960518	0.356979	0.295844	0.016323	0.356979	0.322470	0.322470	0.006305	0.322453
SalEn.2_MW09541_1-372_NEs	0.000894	0.322161	0.255262	0.329973	0.322470	0.000000	1.015931	0.383461	0.350467	0.315630	0.383461	0.001788	0.000000	0.325699	0.008082
CitRo.1_35081_1-383_NEs	1.013028	0.968343	0.913910	0.980353	0.960518	1.015931	0.000000	0.859385	0.927709	0.966918	0.859385	1.015931	1.015931	0.976156	0.997293
KlePn.1_03398_1-371_NEs	0.382007	0.359616	0.318419	0.363570	0.356979	0.383461	0.859385	0.000000	0.305356	0.352023	0.000000	0.383461	0.383461	0.360346	0.378259
EntCo.1_18070_1-371_NEs	0.349070	0.295566	0.265855	0.298155	0.295844	0.350467	0.927709	0.305356	0.000000	0.294052	0.305356	0.350467	0.350467	0.298483	0.351411
EscCo.4_03116_1-371_NEs	0.314298	0.017227	0.237813	0.020937	0.016323	0.315630	0.966918	0.352023	0.294052	0.000000	0.352023	0.315630	0.315630	0.019090	0.315614
KlePn.2_15271_1-371_NEs	0.382007	0.359616	0.318419	0.363570	0.356979	0.383461	0.859385	0.000000	0.305356	0.352023	0.000000	0.383461	0.383461	0.360346	0.378259
SalEn.10849_1-372_NEs	0.000894	0.322161	0.255262	0.329973	0.322470	0.001788	1.015931	0.383461	0.350467	0.315630	0.383461	0.000000	0.001788	0.325699	0.008082
SalEn.4_09541_1-372_NEs	0.000894	0.322161	0.255262	0.329973	0.322470	0.000000	1.015931	0.383461	0.350467	0.315630	0.383461	0.001788	0.000000	0.325699	0.008082
EscCo.1_00939_1-371_NEs	0.324353	0.007205	0.250878	0.007202	0.006305	0.325699	0.976156	0.360346	0.298483	0.019090	0.360346	0.325699	0.325699	0.000000	0.325682
SalEn.51992_1-372_NEs	0.007181	0.322144	0.256522	0.329956	0.322453	0.008082	0.997293	0.378259	0.351411	0.315614	0.378259	0.008082	0.008082	0.325682	0.000000
