SalEn.50883_1-394_NEs	0.000000	0.475724	0.534935	0.547690	0.370286	0.458069	0.376594	0.055042	0.432528	0.541217	0.426164	0.373625	0.490726	0.284364	0.551479	0.450278	0.462978	0.402009	0.340077	0.393112	0.551749	0.459774	0.376594	0.530621	0.538785	0.513103	0.374723	0.543731	0.381607	0.541192	0.516950	0.280329	0.452315	0.495305	0.550184	0.473363	0.045918	0.551479	0.512371	0.374470	0.392217	0.400109	0.432530	0.546408	0.538568	0.400109	0.400109	0.055957	0.434626	0.571521	0.376594	0.488936	0.551479	0.055042	0.398069	0.456432	0.473363	0.482806	0.424696	0.372991	0.567797	0.466434	0.541217	0.340643	0.392475	0.469905	0.487069	0.504360	0.280328	0.571521	0.402010	0.230573	0.332385	0.541217	0.571521	0.488936	0.373625	0.473363
EntCo.1_17520_1-352_NEs	0.475724	0.000000	0.520030	0.569841	0.471777	0.513457	0.458609	0.474677	0.384232	0.574228	0.424819	0.462910	0.296117	0.418076	0.567806	0.503846	0.501220	0.413851	0.462333	0.438450	0.567173	0.400991	0.458609	0.521324	0.528645	0.489188	0.464145	0.526103	0.429152	0.572283	0.493735	0.498624	0.401158	0.291908	0.570507	0.450347	0.465952	0.567806	0.581234	0.475256	0.385445	0.436443	0.384232	0.574482	0.571213	0.434397	0.434397	0.474677	0.429837	0.701223	0.458609	0.294718	0.567806	0.474677	0.432687	0.515302	0.450347	0.260032	0.436847	0.456724	0.688172	0.503939	0.574228	0.537637	0.436321	0.505755	0.582033	0.467940	0.498621	0.701223	0.406979	0.476116	0.505794	0.574228	0.701223	0.294718	0.462910	0.450347
EscCo.40241_1-351_BeL	0.534935	0.520030	0.000000	0.605490	0.501307	0.521171	0.493165	0.542180	0.548929	0.251416	0.535885	0.479282	0.557494	0.480912	0.601206	0.519095	0.588310	0.570741	0.489590	0.467130	0.247881	0.565720	0.493165	0.001904	0.024176	0.554160	0.469642	0.022221	0.502871	0.248802	0.252223	0.545687	0.558657	0.559344	0.600489	0.512046	0.534654	0.601206	0.581288	0.501288	0.496433	0.507153	0.548929	0.604902	0.602142	0.507153	0.507153	0.542180	0.537766	0.558325	0.493165	0.559431	0.601206	0.542180	0.503439	0.523028	0.512046	0.528794	0.539719	0.471099	0.562855	0.288637	0.251416	0.521223	0.467582	0.288638	0.610140	0.261742	0.552652	0.558325	0.574077	0.576239	0.530649	0.251416	0.558325	0.559431	0.479282	0.512046
SalEn.10903_1-363_NEs	0.547690	0.569841	0.605490	0.000000	0.572982	0.630506	0.529922	0.546109	0.508615	0.632471	0.564782	0.545152	0.535250	0.479296	0.004602	0.626135	0.519832	0.530805	0.505581	0.513719	0.633097	0.512774	0.529922	0.602620	0.603217	0.600295	0.542595	0.608262	0.550006	0.630276	0.592538	0.543179	0.515713	0.525093	0.004605	0.575303	0.548052	0.004602	0.556599	0.574938	0.522172	0.555038	0.510507	0.549802	0.547372	0.552961	0.552961	0.548149	0.566700	0.670397	0.529922	0.533331	0.004602	0.546109	0.560813	0.632659	0.575303	0.509945	0.532474	0.541328	0.648948	0.551789	0.632471	0.551606	0.514284	0.553808	0.570636	0.617013	0.548318	0.670397	0.543895	0.530758	0.543242	0.632471	0.670397	0.533331	0.545152	0.575303
KlePn.2_19991_1-384_BeL	0.370286	0.471777	0.501307	0.572982	0.000000	0.492598	0.344828	0.363285	0.456495	0.495400	0.442430	0.332510	0.504327	0.271611	0.576892	0.482653	0.480471	0.364597	0.291477	0.325471	0.497194	0.467915	0.344828	0.498971	0.494295	0.488866	0.328153	0.500993	0.439395	0.495378	0.467825	0.342098	0.453101	0.489059	0.575599	0.455872	0.361907	0.576892	0.575291	0.003478	0.406792	0.430613	0.456497	0.637675	0.644596	0.430613	0.430613	0.364674	0.437597	0.537712	0.344828	0.502533	0.576892	0.363285	0.435885	0.490896	0.455872	0.465612	0.406477	0.329263	0.542746	0.407190	0.495400	0.399779	0.325476	0.405577	0.497537	0.482445	0.343499	0.537712	0.365353	0.396290	0.448412	0.495400	0.537712	0.502533	0.332510	0.455872
EscCo.2_0806_1-365_NEs	0.458069	0.513457	0.521171	0.630506	0.492598	0.000000	0.452923	0.448864	0.456638	0.528843	0.484413	0.472603	0.485405	0.445778	0.634812	0.019467	0.550627	0.472052	0.420273	0.430628	0.538177	0.461232	0.452923	0.522467	0.507452	0.554260	0.466080	0.529889	0.357281	0.528819	0.493490	0.501462	0.472131	0.491726	0.633440	0.458980	0.444801	0.634812	0.538230	0.497763	0.303351	0.299216	0.454933	0.549646	0.557917	0.299216	0.299216	0.448864	0.477413	0.608958	0.452923	0.483616	0.634812	0.448864	0.297848	0.000914	0.458980	0.493015	0.513000	0.464855	0.601396	0.519044	0.528843	0.528083	0.432678	0.517224	0.542690	0.451887	0.503217	0.608958	0.475733	0.465731	0.465722	0.528843	0.608958	0.483616	0.472603	0.458980
SalEn.4_14741_1-377_NEs	0.376594	0.458609	0.493165	0.529922	0.344828	0.452923	0.000000	0.375776	0.388625	0.514319	0.412311	0.300295	0.515274	0.237556	0.533647	0.449992	0.506737	0.382559	0.284096	0.088165	0.519799	0.400793	0.000000	0.490868	0.476474	0.503954	0.296546	0.491844	0.397163	0.514296	0.457673	0.337521	0.397040	0.503259	0.532358	0.441122	0.373764	0.533647	0.524843	0.346193	0.391861	0.407533	0.387109	0.581202	0.578618	0.407533	0.407533	0.377204	0.418470	0.535652	0.000000	0.513435	0.533647	0.375776	0.405925	0.454608	0.441122	0.482893	0.386848	0.296324	0.532238	0.442410	0.514319	0.390627	0.095284	0.444088	0.550163	0.436842	0.343658	0.535652	0.382154	0.372087	0.370225	0.514319	0.535652	0.513435	0.300295	0.441122
SalEn.2_MW19741_1-398_NEs	0.055042	0.474677	0.542180	0.546109	0.363285	0.448864	0.375776	0.000000	0.428562	0.533510	0.428179	0.372398	0.489498	0.287357	0.549924	0.444375	0.461795	0.398125	0.333765	0.379998	0.544014	0.437658	0.375776	0.537807	0.538513	0.517721	0.372373	0.545379	0.381963	0.533485	0.507086	0.278401	0.436330	0.489478	0.548619	0.468252	0.022973	0.549924	0.505505	0.367452	0.385536	0.385538	0.428564	0.542606	0.538412	0.385538	0.385538	0.000838	0.428895	0.577059	0.375776	0.487698	0.549924	0.000000	0.386563	0.447234	0.468252	0.477110	0.429749	0.373521	0.574665	0.469321	0.533510	0.350480	0.379384	0.472820	0.484049	0.504715	0.278400	0.577059	0.397631	0.235745	0.334012	0.533510	0.577059	0.487698	0.372398	0.468252
EscCo.42215_1-367_BeL	0.432528	0.384232	0.548929	0.508615	0.456495	0.456638	0.388625	0.428562	0.000000	0.562658	0.234246	0.428850	0.425159	0.364769	0.504847	0.465703	0.498944	0.209814	0.413659	0.382350	0.558763	0.054544	0.388625	0.550250	0.536346	0.511227	0.437740	0.543279	0.375105	0.560704	0.516132	0.441079	0.037761	0.419272	0.511065	0.249148	0.432542	0.504847	0.567237	0.456476	0.373241	0.379290	0.001818	0.562675	0.560112	0.379290	0.379290	0.428562	0.231767	0.541586	0.388625	0.423469	0.504847	0.428562	0.375440	0.458350	0.249148	0.418082	0.178793	0.430851	0.545406	0.489317	0.562658	0.486850	0.386377	0.492924	0.532872	0.505327	0.442688	0.541586	0.222392	0.447753	0.452671	0.562658	0.541586	0.423469	0.428850	0.249148
SalEn.3_0316_1-350_NEs	0.541217	0.574228	0.251416	0.632471	0.495400	0.528843	0.514319	0.533510	0.562658	0.000000	0.557108	0.486440	0.582476	0.458567	0.639076	0.532387	0.579173	0.549834	0.490501	0.508751	0.010552	0.553007	0.514319	0.248615	0.242305	0.589215	0.469686	0.248611	0.505432	0.001907	0.287277	0.519726	0.560773	0.570613	0.637678	0.527350	0.539117	0.639076	0.621284	0.495397	0.530040	0.526085	0.562658	0.606589	0.607923	0.526085	0.526085	0.533510	0.559019	0.560111	0.514319	0.584451	0.639076	0.533510	0.534873	0.528843	0.527350	0.546987	0.548496	0.476471	0.581889	0.277894	0.000000	0.558096	0.509287	0.276532	0.583057	0.285547	0.524541	0.560111	0.561376	0.586993	0.589013	0.000000	0.560111	0.584451	0.486440	0.527350
