EscCo.4_02106_1-348_NEs	0.000000	1.405131	1.558993	1.872446	1.853708	1.678113	1.249551	1.326771	1.519734	1.522977	1.668238	0.250182	1.729781	0.016384	2.926963	1.593252	1.407019	2.750575	2.684378	2.699142	1.667088	1.393014	1.686211	2.907973	1.585802	1.402909	1.729705	1.461556	1.880810	1.717277	1.423475	1.523793	2.375610	1.326897	1.506251	1.600161	1.519734	2.683512	1.246245	1.459762	1.500546	1.556806	2.826090	2.249032	1.463198	1.573339	1.497028	1.508618	1.665536	1.846945	2.748347	1.642424	1.965512	1.717277	1.460455	1.729705	0.016422	1.246245	1.656614	1.669725	1.500744	1.408014	0.011559	0.215856	1.315096	1.632407	1.668238	1.427676	2.402205	1.613633	1.655495	1.524637	1.947524	2.826090	1.417315	2.609081	1.660810	1.686211	1.374370	1.249868	1.568130	1.686211	1.686211	1.476082	1.490284	1.426570	1.879560	1.834518	1.500744	1.479782	1.392081	1.374085	1.677553	1.719307	1.730542	1.246245	1.557080	1.589358	1.759978	1.726915	1.490472	2.261190	1.579990	1.492681	1.669918	2.663757	1.900110	1.927929	1.493396	1.358810	1.840432	1.531457	1.762798	1.470956	1.648322	1.304153	2.324438	1.487716	1.879560	1.484975	1.407019	2.266204	2.254614	1.716585	2.711332	1.603611	1.852788	1.717277	1.406092	1.252755	1.814359	1.879787	1.850698	0.228952	1.405131	1.925672	1.315096	2.646453	1.374370	1.362303	2.850064
EscCo.53616_1-341	1.405131	0.000000	1.469945	1.883269	1.748157	1.742348	1.514796	1.534651	1.495339	1.443581	1.810963	1.453275	1.851220	1.383141	2.204737	1.728618	1.605712	2.220646	2.396876	2.254516	1.704446	1.586076	1.921309	2.183584	1.722004	0.047316	1.652544	1.586602	1.707824	1.749790	1.702656	0.160527	2.280003	1.759952	0.145802	1.526499	1.495339	2.373647	1.500677	1.592904	0.143525	1.488211	2.300842	2.225318	1.605692	1.562929	0.174665	1.504947	2.014625	1.885847	2.244513	1.446118	1.769396	1.749790	1.604303	1.652544	1.403265	1.500677	1.835091	1.914398	0.145802	0.051521	1.392079	1.462353	1.509726	1.744704	1.810963	1.586502	2.398295	1.684266	1.704769	1.509530	1.657003	2.300842	1.611666	2.012595	1.943639	1.915420	1.777004	1.518177	1.478590	1.915420	1.915420	0.146859	1.517555	1.712166	1.836716	1.779789	0.145802	1.502431	1.577642	1.628609	1.953114	1.491347	1.652830	1.500677	0.186617	1.853836	1.754994	1.764460	1.432948	2.250510	1.704260	0.170901	1.842773	2.223394	1.748580	1.764747	1.449121	1.822380	1.749795	1.495339	1.755947	1.575438	1.721871	1.509726	2.226193	1.576384	1.836716	1.517644	1.605712	2.264157	2.243820	1.664867	2.199773	1.563884	1.693458	1.749790	1.394226	1.364875	1.687321	1.847327	1.732182	1.468465	0.000977	1.671011	1.509726	2.233041	1.777004	1.820948	2.300842
EscCo.51776_1-358	1.558993	1.469945	0.000000	1.774560	1.868521	1.904243	1.850422	1.870927	1.688195	1.587413	1.892661	1.548755	1.957177	1.585467	3.064706	1.851641	1.638986	1.896268	2.010302	1.952164	1.893119	1.669905	2.260977	3.023032	1.832212	1.484560	2.063589	1.550343	1.764525	1.765871	1.742702	1.581718	1.886404	1.752061	1.552930	0.014067	1.688195	2.006944	1.842190	1.606714	1.536581	0.020713	1.847158	2.479313	1.597265	1.785197	1.570656	1.691412	1.749905	1.854267	1.825781	1.782036	1.772469	1.765871	1.580326	2.063589	1.589561	1.842190	1.864475	2.103013	1.547113	1.512496	1.569507	1.508875	1.862507	1.877535	1.892661	1.739537	1.996155	1.825133	1.915101	1.682353	1.997867	1.847158	1.645123	2.465643	2.057749	2.266639	1.704898	1.823218	0.006527	2.266639	2.266639	1.557306	1.614727	1.736071	1.873420	1.911427	1.547113	1.577854	1.657530	1.601685	2.210662	1.882914	2.068539	1.842190	1.576927	1.941622	1.788373	1.761221	0.203885	2.525536	1.829377	1.575601	1.873023	1.911784	1.798210	1.789218	0.221730	1.737122	1.861455	1.694786	2.174459	1.577060	1.924017	1.870356	2.573363	1.766691	1.873420	1.593237	1.638986	2.555328	2.518801	2.081831	1.916687	1.810861	2.208455	1.765871	0.201149	1.802187	2.224972	1.857838	1.773361	1.480175	1.465362	2.001652	1.862507	1.961408	1.704898	1.758236	1.854817
EntCo.1_21080_1-412_NEs	1.872446	1.883269	1.774560	0.000000	0.346059	2.027947	1.631798	1.766658	1.910675	1.910955	2.005851	1.691754	2.033591	1.872297	2.456611	1.834457	1.817392	2.240096	2.162240	2.274705	1.994655	1.832266	1.970895	2.507352	1.821183	1.844295	1.843800	1.840836	2.122596	0.272909	1.527955	1.855004	2.295610	1.957958	1.779642	1.768043	1.910675	2.164925	1.653253	1.848083	1.778422	1.737260	2.422036	2.566699	1.874209	2.144028	1.857337	1.917313	1.951729	0.279766	2.367557	1.916024	2.112816	0.272909	1.867559	1.843800	1.856802	1.653253	1.986074	2.004875	1.772383	1.829569	1.835603	1.833424	1.754071	2.002643	2.005851	1.631216	2.374813	1.835864	2.007938	1.922881	1.839026	2.422036	1.830289	2.386339	1.971714	1.965017	1.745036	1.650661	1.753734	1.965017	1.965017	1.785537	1.979555	1.526710	0.285044	2.165650	1.772383	2.002949	1.721475	1.882917	2.157900	1.754522	1.844135	1.653253	1.883783	1.550160	0.275938	0.272659	1.592876	2.524239	1.812669	1.856449	2.005097	2.260654	2.105857	2.094992	1.488198	1.763945	0.346182	1.918831	1.830604	1.866974	1.991302	1.761066	2.569576	1.705456	0.285044	1.999791	1.817392	2.494589	2.517901	1.833872	2.243917	2.160105	1.851343	0.272909	1.720839	1.705985	1.811442	0.275079	0.237602	1.798985	1.883269	1.854559	1.754071	2.277978	1.745036	1.769963	2.434100
KlePn.1_03619_1-398_NEs	1.853708	1.748157	1.868521	0.346059	0.000000	1.747258	1.655820	1.668119	1.984772	1.947449	1.901952	1.801555	1.919991	1.826765	2.367907	2.104618	1.691515	2.552363	2.497337	2.660515	1.782005	1.695598	1.915367	2.410125	2.105972	1.718689	1.639969	1.875355	2.168913	0.354565	1.424031	1.691926	2.582980	1.922393	1.726956	1.903830	1.984772	2.537021	1.666745	1.815351	1.736802	1.875071	2.619909	2.387500	1.851499	2.372897	1.573225	1.984704	2.085696	0.401905	2.571771	1.853752	2.246897	0.354565	1.837331	1.639969	1.827243	1.666745	1.912374	1.759845	1.714508	1.694102	1.858019	1.876893	1.647620	1.750583	1.901952	1.503049	2.342911	2.106569	1.759696	1.959610	1.787878	2.619909	1.691726	2.244028	1.752217	1.909687	1.748442	1.633754	1.861561	1.909687	1.909687	1.753310	2.028276	1.414219	0.404259	2.064044	1.714508	2.027030	1.688617	1.597066	1.934829	1.787627	1.648140	1.666745	1.692699	1.535484	0.358581	0.358267	1.717118	2.344644	2.094951	1.589216	1.892154	2.551795	2.210584	2.197067	1.824157	1.766880	0.003377	1.999990	1.691440	1.838723	1.765870	1.641995	2.384942	1.689317	0.404259	2.023827	1.691515	2.330111	2.350683	1.664997	2.524434	2.357217	1.631350	0.354565	1.751592	1.583874	1.645246	0.399687	0.341717	1.817980	1.742836	1.795529	1.647620	2.648241	1.748442	1.765876	2.641367
EscCo.2_44630_1-370_NEs	1.678113	1.742348	1.904243	2.027947	1.747258	0.000000	1.704843	2.132136	1.963247	1.729451	1.396089	1.646171	1.412835	1.718320	2.098347	1.941309	1.973818	2.010280	2.125822	1.997518	0.031333	1.955986	0.345252	2.111796	1.936405	1.793555	1.368023	2.186903	1.977770	1.899460	1.853216	1.725930	1.859872	2.056248	1.764330	1.903607	1.963247	2.124643	1.726000	2.101546	1.781992	1.921776	2.061340	1.773570	2.190885	2.035797	1.707312	1.991293	2.112989	2.014992	1.996732	1.920561	1.928468	1.899460	2.158810	1.368023	1.730212	1.726000	1.420456	0.361180	1.764330	1.777069	1.701377	1.669485	2.108981	0.014614	1.396089	1.855749	2.041463	1.933982	0.017333	1.990198	1.246439	2.061340	1.973818	1.676561	0.362651	0.343823	1.747802	1.698706	1.901245	0.343823	0.343823	1.758263	1.930127	1.852142	2.016304	1.766307	1.764330	1.879892	2.135119	1.900571	0.326658	1.895263	1.368023	1.726000	1.876153	2.186052	1.906926	1.903910	1.931884	1.760829	1.955876	1.719132	1.385580	1.975458	1.897271	1.901590	1.990134	1.741954	1.745855	1.963247	1.454310	2.121013	0.020176	2.108981	1.775300	1.798940	2.016304	1.958462	1.973818	1.784788	1.766465	1.367601	1.974570	1.992124	1.385638	1.899460	1.819754	2.012871	1.381900	2.040017	1.906854	1.614791	1.737014	1.253886	2.108981	2.014322	1.747802	1.764958	2.061340
SalEn.11510_1-340_NEs	1.249551	1.514796	1.850422	1.631798	1.655820	1.704843	0.000000	1.367300	1.480715	1.590181	1.823419	1.269028	1.826735	1.242139	2.361247	1.794438	1.471409	2.183088	2.231775	2.168256	1.694160	1.489178	1.841788	2.358019	1.794438	1.500988	1.750259	1.368698	2.311083	1.740500	1.646897	1.606042	2.227574	1.438989	1.469814	1.828351	1.480715	2.234391	0.005872	1.377720	1.496177	1.836679	2.244609	2.055255	1.368141	1.897116	1.525908	1.490300	1.580301	1.757083	2.195905	1.645619	2.277061	1.740500	1.389668	1.750259	1.250897	0.005872	1.796861	1.735206	1.469814	1.520437	1.249561	1.250767	1.371959	1.725746	1.823419	1.438640	2.083637	1.759559	1.673650	1.489732	2.040654	2.244609	1.471409	2.075703	1.734462	1.841788	1.248530	0.015736	1.874687	1.841788	1.841788	1.464562	1.612308	1.656413	1.772847	2.384475	1.469814	1.654779	1.384840	1.435335	1.943944	1.574158	1.750259	0.005872	1.543366	1.196293	1.729003	1.729535	1.788182	2.040465	1.781338	1.520677	1.772893	2.142177	2.272810	2.270641	1.844557	1.260993	1.650116	1.480715	1.761296	1.388888	1.677936	1.371959	2.108260	1.359019	1.772847	1.605741	1.471409	2.070453	2.033874	1.764693	2.156312	1.908479	1.841921	1.740500	1.780612	1.228105	1.823444	1.783696	1.576120	1.292788	1.514796	2.020625	1.371959	2.095264	1.248530	1.282949	2.244609
SalEn.11544_1-339_NEs	1.326771	1.534651	1.870927	1.766658	1.668119	2.132136	1.367300	0.000000	1.605998	1.524158	2.000984	1.303630	2.059722	1.330683	3.106867	1.662051	1.451083	2.189135	2.333351	2.200441	2.122506	1.455744	2.266086	3.152963	1.650102	1.494848	1.987719	1.509499	1.936590	1.790977	0.557452	1.537793	2.221950	1.569990	1.604550	1.921857	1.605998	2.336168	1.363189	1.496281	1.597627	1.911392	2.400602	2.585988	1.480871	1.752581	1.594990	1.595869	1.465642	1.813005	2.339170	1.523455	1.939269	1.790977	1.489111	1.987719	1.327089	1.363189	2.055963	2.317211	1.609633	1.500173	1.318150	1.335591	0.006897	2.144988	2.000984	0.509114	2.243498	1.646381	2.143282	1.600276	2.015017	2.400602	1.461975	2.505759	2.335114	2.266086	0.413519	1.353829	1.884348	2.266086	2.266086	1.593473	1.669569	0.559497	1.835709	2.232853	1.609633	1.662710	1.393874	1.482384	2.223745	1.600969	2.014500	1.363189	1.618126	1.631507	1.760736	1.806064	1.976811	2.589573	1.644174	1.589345	2.041676	2.245319	1.958955	1.932793	1.907524	0.427413	1.662097	1.606509	1.936804	1.506113	2.144690	0.006897	2.583745	0.333996	1.835709	1.661698	1.451083	2.607361	2.583132	1.978217	2.222706	1.760763	1.905397	1.790977	1.978714	0.017762	1.888945	1.796366	1.873723	1.351099	1.534651	1.998283	0.006897	2.232481	0.413519	0.427790	2.397695
SalEn.3_3234_1-347_NEs	1.519734	1.495339	1.688195	1.910675	1.984772	1.963247	1.480715	1.605998	0.000000	0.286743	1.854198	1.498066	1.904388	1.518735	2.710773	1.661034	1.642219	2.479531	2.352864	2.531593	1.975575	1.659140	1.994624	2.681551	1.649576	1.544474	2.025483	1.524754	1.613495	1.901501	1.527017	1.583528	2.610721	1.576424	1.513648	1.701483	0.000000	2.357556	1.465934	1.535912	1.522640	1.716688	2.362144	2.184176	1.513312	1.491721	1.589325	0.008698	1.486279	1.913934	2.285413	0.290621	1.585892	1.901501	1.506773	2.025483	1.523312	1.465934	1.918545	1.888978	1.513648	1.509084	1.509859	1.500824	1.595001	1.994193	1.854198	1.502149	2.175350	1.649228	1.948631	0.009669	1.953432	2.362144	1.648683	2.337593	1.862577	1.994624	1.570656	1.455763	1.694687	1.994624	1.994624	1.518417	0.514976	1.531656	1.943730	1.761523	1.513648	0.514606	1.385531	1.562705	1.775526	1.350170	2.030508	1.465934	1.586301	1.546327	1.941862	1.918323	1.680343	2.217565	1.666605	1.578081	1.878839	2.491501	1.612791	1.568012	1.627934	1.552891	1.975237	0.000000	2.059317	1.503534	1.943616	1.595001	2.225858	1.474575	1.943730	0.506863	1.642219	2.238715	2.210365	2.053664	2.485105	1.488265	1.938990	1.901501	1.609554	1.522260	1.939391	1.907327	1.934259	1.601376	1.495339	1.947319	1.595001	2.523314	1.570656	1.531875	2.362144
CitRo.1_46891_1-347_NEs	1.522977	1.443581	1.587413	1.910955	1.947449	1.729451	1.590181	1.524158	0.286743	0.000000	1.493526	1.540751	1.500099	1.557340	2.281663	1.608115	1.735584	2.119288	1.895941	2.104013	1.756810	1.735094	2.004265	2.266492	1.608662	1.496298	1.644997	1.497059	1.537889	1.647446	1.692727	1.506437	2.065022	1.492200	1.520733	1.593049	0.286743	1.887806	1.596117	1.473461	1.519725	1.602208	1.995250	2.013491	1.457855	1.515643	1.572416	0.291448	1.494339	1.827075	2.016570	0.289335	1.523086	1.647446	1.476052	1.644997	1.562070	1.596117	1.520143	1.856451	1.520733	1.496537	1.538363	1.459790	1.519521	1.744830	1.493526	1.697168	1.973501	1.608548	1.745369	0.292866	1.918036	1.995250	1.729457	2.045337	1.851054	2.004265	1.670126	1.584258	1.592936	2.004265	2.004265	1.541478	0.548178	1.698246	1.876312	1.714351	1.520733	0.545056	1.453017	1.586311	1.762361	1.335995	1.658334	1.596117	1.514012	1.466044	1.681570	1.641586	1.797244	2.032521	1.625593	1.566183	1.530318	2.105240	1.507534	1.522752	1.693777	1.663223	1.930858	0.286743	1.668332	1.472744	1.739884	1.519521	2.053028	1.395505	1.876312	0.541700	1.735584	2.056561	2.025887	1.646278	2.087496	1.501315	1.577684	1.647446	1.680300	1.468820	1.613230	1.864802	1.691831	1.540712	1.448562	1.929743	1.519521	2.081358	1.670126	1.637950	1.995250
