EntCo.1_40120_1-661_NEs	0.000000	1.459123	1.401190	1.306369	0.945228	0.941435	1.329469	1.401190	1.713312	1.253724	1.626365	1.073536	1.311118	1.401190	1.076290	1.763423	1.316825	1.429547	1.007524	1.736990	0.236272	1.312722	1.004785	1.302716	1.018404	1.792449	1.012851	1.635192	1.728252	1.403646	1.270058	1.618796	1.305253	1.462189	1.384980	1.700286	1.302716	1.767158	1.813416	1.696135	1.012567	1.018404	1.618796	1.007524	1.311560	1.327447	1.325249	1.306429	1.408125	1.721757	0.999661	1.490488	1.007524	1.619062	1.263866
KlePn.2_18671_2-727_NEs	1.459123	0.000000	0.548690	0.335977	1.152397	1.162313	0.682711	0.548690	1.782616	0.702608	1.869332	1.591152	0.692482	0.548690	1.591847	1.925162	0.714541	0.539473	1.214928	1.993704	1.421425	0.706038	1.208635	0.683757	1.184603	1.945286	1.189867	1.855164	1.843857	0.493228	0.681385	1.886916	0.686029	0.006936	0.705719	1.777727	0.684838	2.009564	2.517673	1.776491	1.190654	1.184603	1.886916	1.214928	0.707927	0.713511	0.712385	0.688659	0.552464	1.827993	1.203874	1.775316	1.214928	1.880758	0.685460
SalEn.4_27441_1-726_NEs	1.401190	0.548690	0.000000	0.489879	1.236954	1.239003	0.698603	0.000000	1.896267	0.741278	1.683515	1.630115	0.739733	0.000000	1.633532	2.327668	0.703873	0.014328	1.204951	2.126757	1.457308	0.708409	1.206072	0.732993	1.229920	2.346563	1.249039	1.704870	1.892521	0.258208	0.714356	1.698970	0.731867	0.546600	0.763147	1.881698	0.732993	2.164735	1.974663	1.879916	1.253453	1.229920	1.698970	1.204951	0.707958	0.711001	0.709874	0.737012	0.016202	1.928995	1.204830	1.933513	1.204951	1.699686	0.722288
CitRo.1_17541_1-729_NEs	1.306369	0.335977	0.489879	0.000000	1.125465	1.127123	0.645663	0.489879	1.890744	0.631788	1.768066	1.551485	0.657942	0.489879	1.563360	2.110196	0.645520	0.489651	1.140736	1.819440	1.250235	0.648789	1.134608	0.657487	1.130747	2.155470	1.130090	1.784245	1.934576	0.466656	0.638049	1.791073	0.657487	0.337446	0.686028	1.873535	0.658527	2.047055	2.252719	1.871843	1.131359	1.130747	1.791073	1.140736	0.642622	0.645318	0.644271	0.655978	0.494246	1.931743	1.145708	1.586038	1.140736	1.786111	0.629503
KlePn.1_03987_3-658_NEs	0.945228	1.152397	1.236954	1.125465	0.000000	0.004616	1.044766	1.236954	1.447239	1.041842	1.398354	1.213653	1.097309	1.231670	1.215049	1.368189	1.143157	1.230944	0.287287	1.698261	0.891191	1.118720	0.284243	1.085828	0.301321	1.368080	0.299228	1.408689	1.507967	1.236098	1.054445	1.411741	1.085828	1.149084	1.182719	1.444313	1.081500	1.357727	1.812817	1.441457	0.297736	0.301321	1.404010	0.287287	1.119601	1.120093	1.118124	1.078407	1.221779	1.449612	0.289262	1.534137	0.286717	1.412249	1.048417
KlePn.2_31951_3-657_NEs	0.941435	1.162313	1.239003	1.127123	0.004616	0.000000	1.048687	1.239003	1.460764	1.033710	1.400536	1.221348	1.095140	1.239003	1.222784	1.367243	1.145649	1.232989	0.290186	1.700201	0.889178	1.121109	0.287133	1.087694	0.304260	1.374604	0.302764	1.410872	1.522436	1.238203	1.056282	1.413930	1.087694	1.163858	1.184433	1.449742	1.087694	1.348970	1.808617	1.446867	0.302784	0.304260	1.413930	0.290186	1.121991	1.117858	1.115891	1.084260	1.223802	1.463317	0.292163	1.552743	0.290186	1.414434	1.054393
CitRo.1_05931_1-753_NEs	1.329469	0.682711	0.698603	0.645663	1.044766	1.048687	0.000000	0.698603	1.919220	0.213494	1.796888	1.473003	0.172483	0.698603	1.473211	1.816869	0.236098	0.706383	1.174902	2.056895	1.296707	0.234220	1.178855	0.175007	1.174415	1.833157	1.161755	1.814790	1.966733	0.694705	0.221168	1.810310	0.175007	0.678602	0.372022	1.904551	0.175561	1.831923	1.918460	1.899591	1.175606	1.174415	1.810310	1.174902	0.231812	0.234976	0.234365	0.172039	0.709945	1.937380	1.168954	1.686337	1.174902	1.809563	0.215590
SalEn.3_2762_1-726_NEs	1.401190	0.548690	0.000000	0.489879	1.236954	1.239003	0.698603	0.000000	1.896267	0.741278	1.683515	1.630115	0.739733	0.000000	1.633532	2.327668	0.703873	0.014328	1.204951	2.126757	1.457308	0.708409	1.206072	0.732993	1.229920	2.346563	1.249039	1.704870	1.892521	0.258208	0.714356	1.698970	0.731867	0.546600	0.763147	1.881698	0.732993	2.164735	1.974663	1.879916	1.253453	1.229920	1.698970	1.204951	0.707958	0.711001	0.709874	0.737012	0.016202	1.928995	1.204830	1.933513	1.204951	1.699686	0.722288
EscCo.1_04429_1-615_BeL	1.713312	1.782616	1.896267	1.890744	1.447239	1.460764	1.919220	1.896267	0.000000	1.970104	0.248468	1.675562	2.011227	1.884010	1.679521	0.564563	1.868996	1.900453	1.571102	1.896479	1.735623	1.883200	1.579677	2.018300	1.480892	0.565262	1.478638	0.250461	0.046272	1.815421	1.863717	0.246200	2.018300	1.755383	2.010597	0.003791	2.004780	0.573352	1.854469	0.002706	1.487955	1.480892	0.245704	1.571102	1.863034	1.902016	1.898864	1.993009	1.891899	0.019116	1.564269	2.075938	1.561701	0.246200	1.862620
EntCo.1_21490_1-749_NEs	1.253724	0.702608	0.741278	0.631788	1.041842	1.033710	0.213494	0.741278	1.970104	0.000000	1.824995	1.423758	0.246357	0.741278	1.426608	1.961921	0.257611	0.746102	1.116848	1.930565	1.289551	0.255556	1.115547	0.244420	1.157683	1.971033	1.160350	1.840867	2.038682	0.705953	0.200485	1.831871	0.243808	0.703540	0.375937	1.958235	0.244420	1.852998	2.002748	1.949373	1.169024	1.157683	1.831871	1.116848	0.254526	0.253204	0.252572	0.245204	0.748470	2.007704	1.118484	1.666108	1.116848	1.830981	0.194273
