SalEn.2_MW14451_7-299_NEs	0.000000	1.142550	0.348544	1.408145	1.092965	0.308654	1.062826	1.108154	1.789285	0.365586	1.799884	0.348544	1.622224	1.701839	1.539717	0.000000	1.586156	0.010281	0.356673	0.446737	1.412297	1.730517	1.566454	1.108154	1.084099	1.806910	1.075222	1.092965	1.810255	1.058908	1.087549	1.092965	1.677636	0.434332	1.542281	0.000000	1.031176	1.016700	1.080234	1.542281	1.529149	0.005776	1.625210
EntCo.1_34860_1-296_NEs	1.142550	0.000000	1.084730	1.092151	0.234391	1.016025	0.249511	0.286081	1.860392	1.089504	1.864184	1.084730	1.552440	1.471369	1.300079	1.145293	1.433863	1.145646	1.076034	0.966007	1.119527	1.424283	1.287874	0.286081	0.248343	1.870361	0.234350	0.234391	1.818378	0.247473	0.236308	0.234391	1.615234	0.964208	1.296000	1.145293	0.208734	1.160048	0.249942	1.296000	1.272986	1.154415	1.624523
EscCo.3_1679_1-285_NEs	0.348544	1.084730	0.000000	1.382688	1.052368	0.308865	0.997190	1.103960	1.642862	0.019804	1.651240	0.000000	1.383439	1.430058	1.259384	0.348544	1.517725	0.341215	0.012931	0.462531	1.385239	1.425431	1.283616	1.103960	1.000549	1.657697	1.068202	1.052368	1.569859	1.013663	1.082465	1.052368	1.565852	0.452214	1.274359	0.348544	1.120376	0.978353	1.004800	1.274359	1.228436	0.344873	1.554907
KlePn.2_39301_3-340_NEs	1.408145	1.092151	1.382688	0.000000	1.218964	1.345184	1.253399	1.236549	2.330400	1.251486	2.357825	1.382688	1.649666	1.361035	0.623563	1.408145	1.556015	1.413879	1.378777	1.256192	0.004002	1.389250	0.615446	1.236549	1.276162	2.357825	1.214004	1.218964	2.374252	1.254305	1.232036	1.218964	1.759102	1.256192	0.613945	1.408145	1.325253	1.429432	1.276162	0.613945	0.594994	1.419114	2.061947
SalEn.3_3337_1-310_NEs	1.092965	0.234391	1.052368	1.218964	0.000000	1.045380	0.218734	0.261280	1.917835	1.045085	1.934933	1.052368	1.616300	1.377170	1.245552	1.093772	1.570074	1.094083	1.052495	0.986274	1.239223	1.412271	1.252488	0.261280	0.216988	1.927843	0.009755	0.000000	1.922715	0.221251	0.013050	0.000000	1.585051	0.986176	1.252607	1.093772	0.189842	1.067859	0.216988	1.252607	1.197721	1.093582	1.548612
CitRo.1_14241_1-285_NEs	0.308654	1.016025	0.308865	1.345184	1.045380	0.000000	1.068736	1.140667	1.770605	0.325610	1.787132	0.308865	1.635921	1.488181	1.306525	0.308654	1.409303	0.294779	0.309911	0.477292	1.348173	1.505013	1.317095	1.140667	1.066754	1.787132	1.036636	1.045380	1.761767	1.041000	1.041593	1.045380	1.642582	0.466711	1.297481	0.308654	0.951285	1.022519	1.071175	1.297481	1.282713	0.310354	1.701370
EscCo.3_3502_1-310_NEs	1.062826	0.249511	0.997190	1.253399	0.218734	1.068736	0.000000	0.292529	2.062990	0.993518	2.069304	0.997190	1.715813	1.490662	1.352489	1.067617	1.563026	1.063524	1.010444	0.960757	1.289015	1.484067	1.368488	0.292529	0.016327	2.075724	0.218659	0.218734	2.071281	0.016286	0.224398	0.218734	1.548737	0.956985	1.358614	1.067617	0.195795	1.069413	0.015231	1.358614	1.313197	1.067440	1.611660
KlePn.2_42911_1-310_NEs	1.108154	0.286081	1.103960	1.236549	0.261280	1.140667	0.292529	0.000000	1.944990	1.089408	1.963170	1.103960	1.710794	1.439870	1.152475	1.110634	1.569012	1.123395	1.100956	1.008450	1.257929	1.426485	1.161280	0.000000	0.299396	1.955749	0.261181	0.261280	1.892183	0.293545	0.266860	0.261280	1.668153	1.006532	1.170194	1.110634	0.277706	1.225091	0.299396	1.170194	1.161980	1.119278	1.660537
EscCo.1_02657_7-360_Ess	1.789285	1.860392	1.642862	2.330400	1.917835	1.770605	2.062990	1.944990	0.000000	1.603100	0.002794	1.642862	1.577264	1.315542	2.046089	1.761660	2.420791	1.777146	1.645552	1.791604	2.369239	1.273220	2.020483	1.944990	2.040367	0.001861	1.931178	1.917835	0.031452	2.086223	1.938131	1.917835	1.276402	1.783486	2.010285	1.761660	1.981795	1.935174	2.040367	2.010285	2.081737	1.762497	0.686608
EscCo.1_01823_1-257_NEs	0.365586	1.089504	0.019804	1.251486	1.045085	0.325610	0.993518	1.089408	1.603100	0.000000	1.611683	0.019804	1.325882	1.376638	1.184426	0.365586	1.351982	0.365653	0.023704	0.466208	1.247028	1.369639	1.219736	1.089408	0.992126	1.618577	1.071393	1.045085	1.518563	1.006845	1.077648	1.045085	1.484791	0.466208	1.187043	0.365586	1.140894	0.999886	0.996728	1.187043	1.143159	0.361429	1.575336
