SalEn.10626_1-231_NEs	0.000000	0.612376	0.517479	0.527427	0.609375	0.584240	0.000000	0.529456	0.000000	0.520894	0.612376	0.578921	0.527427	0.578921	0.582341	0.578921
EscCo.1_00651_1-236_NEs	0.612376	0.000000	0.561259	0.560117	0.001421	0.041151	0.608202	0.571778	0.612376	0.561139	0.000000	0.490823	0.560117	0.490823	0.493784	0.487835
EscCo.4_03349_1-236_BeL	0.517479	0.561259	0.000000	0.033372	0.562118	0.576581	0.514154	0.030262	0.517479	0.031729	0.564942	0.549812	0.033372	0.549812	0.536861	0.546238
EscCo.3_0677_1-235_NEs	0.527427	0.560117	0.033372	0.000000	0.557314	0.581369	0.527427	0.020152	0.527427	0.010002	0.560117	0.555223	0.000000	0.555223	0.542205	0.555223
EscCo.3_0674_1-235_NEs	0.609375	0.001421	0.562118	0.557314	0.000000	0.042845	0.609375	0.572699	0.609375	0.561994	0.001421	0.493536	0.557314	0.493536	0.496506	0.493536
EscCo.2_47520_1-234_BeL	0.584240	0.041151	0.576581	0.581369	0.042845	0.000000	0.580282	0.584238	0.584240	0.576378	0.041330	0.504689	0.581369	0.504689	0.505067	0.501552
SalEn.3_0645_1-232_NEs	0.000000	0.608202	0.514154	0.527427	0.609375	0.580282	0.000000	0.526030	0.000000	0.517538	0.612376	0.578921	0.527427	0.578921	0.582341	0.575012
EscCo.2_47550_1-236_BeL	0.529456	0.571778	0.030262	0.020152	0.572699	0.584238	0.526030	0.000000	0.529456	0.018601	0.575541	0.547506	0.020152	0.547506	0.534574	0.543947
SalEn.4_07221_1-231_NEs	0.000000	0.612376	0.517479	0.527427	0.609375	0.584240	0.000000	0.529456	0.000000	0.520894	0.612376	0.578921	0.527427	0.578921	0.582341	0.578921
EscCo.1_00654_1-236_NEs	0.520894	0.561139	0.031729	0.010002	0.561994	0.576378	0.517538	0.018601	0.520894	0.000000	0.564802	0.556141	0.010002	0.556141	0.543089	0.552512
EscCo.50645_1-235	0.612376	0.000000	0.564942	0.560117	0.001421	0.041330	0.612376	0.575541	0.612376	0.564802	0.000000	0.490823	0.560117	0.490823	0.493784	0.490823
SalEn.3_0643_1-235_NEs	0.578921	0.490823	0.549812	0.555223	0.493536	0.504689	0.578921	0.547506	0.578921	0.556141	0.490823	0.000000	0.555223	0.000000	0.008567	0.000000
EscCo.50648_1-235	0.527427	0.560117	0.033372	0.000000	0.557314	0.581369	0.527427	0.020152	0.527427	0.010002	0.560117	0.555223	0.000000	0.555223	0.542205	0.555223
SalEn.4_07201_1-235_NEs	0.578921	0.490823	0.549812	0.555223	0.493536	0.504689	0.578921	0.547506	0.578921	0.556141	0.490823	0.000000	0.555223	0.000000	0.008567	0.000000
SalEn.10624_1-235_NEs	0.582341	0.493784	0.536861	0.542205	0.496506	0.505067	0.582341	0.534574	0.582341	0.543089	0.493784	0.008567	0.542205	0.008567	0.000000	0.008567
SalEn.2_MW07201_1-236_NEs	0.578921	0.487835	0.546238	0.555223	0.493536	0.501552	0.575012	0.543947	0.578921	0.552512	0.490823	0.000000	0.555223	0.000000	0.008567	0.000000
