EscCo.3_03088_1-175_NEs	0.000000	0.137295	0.658563	0.000000	0.176978	0.349154	1.597110	1.618126	1.407311	0.993865	0.648842	0.685378	1.597110	0.993865	0.993865	0.173364	0.648842	1.410518	0.621345	0.128442	0.133146	0.349154	0.677285	0.656066	0.133146	1.797450	0.689491	0.130301	0.372394	0.176978	0.372394	0.694188	0.993865	0.677285
EscCo.1_02610_1-175_NEs	0.137295	0.000000	0.636929	0.137295	0.110509	0.340759	1.613777	1.635193	1.458812	1.008704	0.620307	0.664674	1.613777	1.008704	1.008704	0.078474	0.620307	1.369537	0.524458	0.112272	0.107694	0.340759	0.651117	0.631770	0.107694	1.499697	0.668737	0.015436	0.463729	0.110509	0.463729	0.673359	1.008704	0.651117
EscCo.1_02609_1-177_NEs	0.658563	0.636929	0.000000	0.658563	0.657315	0.667477	1.857022	1.873446	1.338807	1.536088	0.047018	0.061175	1.857022	1.536088	1.536088	0.644875	0.047018	1.317697	0.159489	0.643717	0.649971	0.667477	0.027049	0.055085	0.649971	1.402976	0.059123	0.653362	0.451029	0.657315	0.451029	0.061168	1.536088	0.027049
EscCo.3_05004_1-175_NEs	0.000000	0.137295	0.658563	0.000000	0.176978	0.349154	1.597110	1.618126	1.407311	0.993865	0.648842	0.685378	1.597110	0.993865	0.993865	0.173364	0.648842	1.410518	0.621345	0.128442	0.133146	0.349154	0.677285	0.656066	0.133146	1.797450	0.689491	0.130301	0.372394	0.176978	0.372394	0.694188	0.993865	0.677285
EscCo.1_02897_1-175_NEs	0.176978	0.110509	0.657315	0.176978	0.000000	0.310503	1.552567	1.573033	1.413689	0.949941	0.640038	0.672201	1.552567	0.949941	0.949941	0.104009	0.640038	1.432653	0.579559	0.103299	0.107821	0.310503	0.671482	0.627821	0.107821	1.525778	0.676334	0.119781	0.489580	0.000000	0.489580	0.681043	0.949941	0.671482
EscCo.3_05035_1-175_NEs	0.349154	0.340759	0.667477	0.349154	0.310503	0.000000	1.906960	1.937515	1.642347	0.888500	0.648127	0.643480	1.906960	0.888500	0.888500	0.298181	0.648127	1.353291	0.642687	0.275947	0.275421	0.000000	0.674179	0.640131	0.275421	1.504442	0.647465	0.336972	0.736238	0.310503	0.736238	0.651979	0.888500	0.674179
SalEn.4_22641_1-172_NEs	1.597110	1.613777	1.857022	1.597110	1.552567	1.906960	0.000000	0.001932	1.421391	1.627732	1.894551	1.913902	0.000000	1.627732	1.627732	1.599787	1.894551	1.465213	1.690608	1.620685	1.642893	1.906960	1.850397	1.796132	1.642893	1.810337	1.913902	1.550699	1.675912	1.552567	1.675912	1.913902	1.627732	1.850397
SalEn.2_MW22641_1-172_BeL	1.618126	1.635193	1.873446	1.618126	1.573033	1.937515	0.001932	0.000000	1.441329	1.651972	1.911308	1.930860	0.001932	1.651972	1.651972	1.620962	1.911308	1.486571	1.702615	1.642893	1.665562	1.937515	1.866652	1.810543	1.665562	1.840313	1.930860	1.570761	1.652593	1.573033	1.652593	1.930860	1.651972	1.866652
SalEn.51867_1-172_NEs	1.407311	1.458812	1.338807	1.407311	1.413689	1.642347	1.421391	1.441329	0.000000	1.280802	1.356724	1.417190	1.421391	1.280802	1.280802	1.554079	1.356724	0.657770	1.302595	1.446460	1.456267	1.642347	1.380540	1.322347	1.456267	0.630725	1.407232	1.405319	1.308073	1.413689	1.308073	1.407232	1.280802	1.380540
SalEn.2_MW19831_25-210_BeL	0.993865	1.008704	1.536088	0.993865	0.949941	0.888500	1.627732	1.651972	1.280802	0.000000	1.527409	1.568640	1.627732	0.000000	0.000000	0.983741	1.527409	1.201779	1.536433	0.918710	0.934688	0.888500	1.598181	1.605504	0.934688	0.368473	1.568640	0.990576	1.682686	0.949941	1.682686	1.559790	0.000000	1.598181
EscCo.1_02896_1-177_Ess	0.648842	0.620307	0.047018	0.648842	0.640038	0.648127	1.894551	1.911308	1.356724	1.527409	0.000000	0.040746	1.894551	1.527409	1.527409	0.640501	0.000000	1.306812	0.187097	0.629920	0.640042	0.648127	0.057159	0.050844	0.640042	1.405947	0.038755	0.644916	0.472385	0.640038	0.472385	0.040742	1.527409	0.057159
EscCo.2_2006_1-177_NEs	0.685378	0.664674	0.061175	0.685378	0.672201	0.643480	1.913902	1.930860	1.417190	1.568640	0.040746	0.000000	1.913902	1.568640	1.568640	0.672385	0.040746	1.375737	0.211635	0.670699	0.681347	0.643480	0.050942	0.057150	0.681347	1.449283	0.001894	0.681550	0.492812	0.672201	0.492812	0.003793	1.568640	0.050942
SalEn.3_2210_1-172_NEs	1.597110	1.613777	1.857022	1.597110	1.552567	1.906960	0.000000	0.001932	1.421391	1.627732	1.894551	1.913902	0.000000	1.627732	1.627732	1.599787	1.894551	1.465213	1.690608	1.620685	1.642893	1.906960	1.850397	1.796132	1.642893	1.810337	1.913902	1.550699	1.675912	1.552567	1.675912	1.913902	1.627732	1.850397
SalEn.3_1929_14-199_NEs	0.993865	1.008704	1.536088	0.993865	0.949941	0.888500	1.627732	1.651972	1.280802	0.000000	1.527409	1.568640	1.627732	0.000000	0.000000	0.983741	1.527409	1.201779	1.536433	0.918710	0.934688	0.888500	1.598181	1.605504	0.934688	0.368473	1.568640	0.990576	1.682686	0.949941	1.682686	1.559790	0.000000	1.598181
