CitRo.1_18621_1-71_NEs	0.000000	0.081665	0.487505	0.782219	0.065785	0.562830	0.449595	0.277666	0.695779	0.695779	0.701767	0.695779	0.686935	0.081665	0.480792	0.487505	0.288717	0.769160	0.260906	0.081941	0.769160	0.233198	0.782219	0.081665	0.773040	0.556289	0.284454	0.248318	0.478696	0.260906	0.769160	0.049896	0.081665	0.478696	0.248318	0.471696	0.556289	0.686935	0.081949	0.081665	0.432056	0.695779	0.556289	0.562463	0.260906	0.453408	0.476004	0.262822	0.521382	0.589648	0.521382
SalEn.11200_1-69_NEs	0.081665	0.000000	0.440047	0.744294	0.049904	0.512571	0.424759	0.242523	0.660956	0.660956	0.677968	0.660956	0.708470	0.000000	0.424519	0.440047	0.229131	0.731624	0.242523	0.049769	0.731624	0.243587	0.744294	0.000000	0.699268	0.515441	0.235720	0.250345	0.431528	0.242523	0.731624	0.076397	0.000000	0.431528	0.250345	0.450603	0.515441	0.708470	0.039602	0.000000	0.406135	0.660956	0.515441	0.512242	0.242523	0.441080	0.446388	0.251187	0.499096	0.593659	0.499096
SalEn.4_36391_1-70_NEs	0.487505	0.440047	0.000000	0.782024	0.475499	0.521631	0.107428	0.461526	0.829118	0.829118	0.799178	0.829118	0.758334	0.440047	0.059045	0.000000	0.461526	0.794480	0.460104	0.438521	0.794480	0.457657	0.782024	0.440047	0.865544	0.543319	0.452539	0.462322	0.004768	0.460104	0.794480	0.484650	0.440047	0.004768	0.462322	0.069671	0.543319	0.758334	0.438615	0.440047	0.000000	0.829118	0.543319	0.539859	0.460104	0.080045	0.492657	0.491559	0.423455	0.336546	0.423455
SalEn.2_MW09561_1-73_NEs	0.782219	0.744294	0.782024	0.000000	0.806274	0.695556	0.807357	0.779215	0.107962	0.113206	0.092082	0.113206	0.139921	0.754732	0.787958	0.780185	0.767127	0.004559	0.779215	0.813595	0.004559	0.748671	0.000000	0.744294	0.127921	0.713435	0.766243	0.737150	0.769678	0.777446	0.004559	0.780351	0.744294	0.769678	0.737150	0.800849	0.712423	0.134586	0.788036	0.744294	0.771405	0.113206	0.713435	0.707473	0.779215	0.787613	0.763246	0.753172	0.755267	0.908306	0.755267
KlePn.2_29241_1-69_BeL	0.065785	0.049904	0.475499	0.806274	0.000000	0.503660	0.437382	0.256131	0.716700	0.716700	0.735481	0.716700	0.732671	0.049904	0.477575	0.475499	0.242571	0.792779	0.256131	0.039835	0.792779	0.230143	0.806274	0.049904	0.784384	0.506459	0.249228	0.257150	0.466707	0.256131	0.792779	0.039722	0.049904	0.466707	0.257150	0.468431	0.506459	0.732671	0.039838	0.049904	0.441593	0.716700	0.506459	0.503338	0.256131	0.450052	0.459344	0.258019	0.485369	0.587602	0.485369
SalEn.11014_1-70_NEs	0.562830	0.512571	0.521631	0.695556	0.503660	0.000000	0.465063	0.549417	0.727064	0.727064	0.714497	0.727064	0.822185	0.512571	0.500786	0.521631	0.549417	0.682968	0.548983	0.501429	0.682968	0.526193	0.695556	0.512571	0.762878	0.009645	0.559026	0.562243	0.512606	0.548983	0.682968	0.503760	0.512571	0.512606	0.562243	0.500867	0.009645	0.822185	0.483598	0.512571	0.508423	0.727064	0.009645	0.009611	0.548983	0.508993	0.272123	0.558449	0.294466	0.446472	0.294466
EntCo.1_01650_1-70_NEs	0.449595	0.424759	0.107428	0.807357	0.437382	0.465063	0.000000	0.459067	0.789201	0.789201	0.798521	0.789201	0.781952	0.424759	0.075657	0.107428	0.459067	0.793844	0.457599	0.381959	0.793844	0.428787	0.807357	0.424759	0.864825	0.475931	0.449984	0.469165	0.102044	0.457599	0.793844	0.428934	0.424759	0.102044	0.469165	0.070824	0.475931	0.781952	0.382032	0.424759	0.102499	0.789201	0.475931	0.482029	0.457599	0.092072	0.423201	0.466284	0.381230	0.349755	0.381230
SalEn.3_0617_1-70_NEs	0.277666	0.242523	0.461526	0.779215	0.256131	0.549417	0.459067	0.000000	0.704614	0.704614	0.747960	0.704614	0.707338	0.242523	0.416097	0.461526	0.019289	0.766243	0.000000	0.257320	0.766243	0.045034	0.779215	0.242523	0.758021	0.552571	0.004783	0.039678	0.452903	0.000000	0.766243	0.256250	0.242523	0.452903	0.039678	0.428626	0.552571	0.696015	0.257357	0.242523	0.425824	0.704614	0.552571	0.559026	0.000000	0.390927	0.485866	0.055145	0.618171	0.590626	0.618171
EscCo.2_0949_1-73_NEs	0.695779	0.660956	0.829118	0.107962	0.716700	0.727064	0.789201	0.704614	0.000000	0.004573	0.108360	0.004573	0.118753	0.671514	0.794966	0.826657	0.693359	0.102749	0.704614	0.724038	0.102749	0.665844	0.107962	0.660956	0.128889	0.745852	0.692609	0.685841	0.816258	0.703769	0.102749	0.692925	0.660956	0.816258	0.685841	0.808046	0.744413	0.113522	0.700523	0.660956	0.818611	0.004573	0.745852	0.739392	0.704614	0.820702	0.709551	0.692422	0.750368	0.903778	0.750368
EscCo.1_00941_1-73_NEs	0.695779	0.660956	0.829118	0.113206	0.716700	0.727064	0.789201	0.704614	0.004573	0.000000	0.113625	0.000000	0.124074	0.671514	0.794966	0.826657	0.693359	0.107962	0.704614	0.724038	0.107962	0.665844	0.113206	0.660956	0.134250	0.745852	0.692609	0.685841	0.816258	0.703769	0.107962	0.692925	0.660956	0.816258	0.685841	0.808046	0.744413	0.118814	0.700523	0.660956	0.818611	0.000000	0.745852	0.739392	0.704614	0.820702	0.709551	0.692422	0.750368	0.903778	0.750368
