SalEn.2_MW04451_1-376_NEs	0.000000	0.257867	1.877948	0.245391	1.567186	0.246345	1.877948	1.582900	1.579018	1.896502	0.304775	0.014336	0.300380	1.543771	1.827147	0.246490	0.000000	2.000407	1.897580	0.248037	0.000000	1.808205	0.008034	1.827147	0.244936	1.877948	1.599911	1.758467
CitRo.1_04171_1-385_NEs	0.257867	0.000000	1.962047	0.254694	1.735490	0.249131	1.962047	1.798360	1.786810	1.997102	0.289424	0.246692	0.283914	1.715944	1.790351	0.242969	0.257867	1.764397	1.998170	0.246868	0.257867	1.766747	0.254137	1.790351	0.246553	1.962047	1.788362	1.728662
SalEn.4_24971_1-415_NEs	1.877948	1.962047	0.000000	2.075418	1.826546	2.037065	0.000000	1.925231	1.939534	0.012105	1.802502	1.815042	1.798005	1.914055	0.433220	2.041477	1.877948	1.951113	0.011289	2.045065	1.877948	0.441926	1.845433	0.433220	2.052088	0.000000	1.898274	0.394045
EscCo.4_03603_1-385_BeL	0.245391	0.254694	2.075418	0.000000	1.658914	0.030116	2.075418	1.701640	1.674051	2.085243	0.299425	0.237432	0.287484	1.629425	1.644473	0.030098	0.245391	1.860151	2.086404	0.034643	0.245391	1.628194	0.245730	1.644473	0.028299	2.075418	1.698941	1.695834
EscCo.4_04302_1-328_NEs	1.567186	1.735490	1.826546	1.658914	0.000000	1.679538	1.826546	0.035746	0.031381	1.828194	1.541583	1.600728	1.517176	0.019767	1.701245	1.665542	1.567186	0.460556	1.814095	1.659861	1.567186	1.723837	1.598775	1.701245	1.659224	1.826546	0.031448	1.530767
EscCo.50376_1-385	0.246345	0.249131	2.037065	0.030116	1.679538	0.000000	2.037065	1.720618	1.692492	2.046308	0.291377	0.240730	0.281221	1.646685	1.613943	0.006972	0.246345	1.884153	2.047435	0.013130	0.246345	1.598319	0.246686	1.613943	0.005219	2.037065	1.717628	1.683766
SalEn.3_2441_1-415_NEs	1.877948	1.962047	0.000000	2.075418	1.826546	2.037065	0.000000	1.925231	1.939534	0.012105	1.802502	1.815042	1.798005	1.914055	0.433220	2.041477	1.877948	1.951113	0.011289	2.045065	1.877948	0.441926	1.845433	0.433220	2.052088	0.000000	1.898274	0.394045
EscCo.1_04631_1-368_NEs	1.582900	1.798360	1.925231	1.701640	0.035746	1.720618	1.925231	0.000000	0.015561	1.943845	1.648653	1.630818	1.624997	0.025873	1.766280	1.707906	1.582900	0.502547	1.930120	1.684081	1.582900	1.777076	1.605627	1.766280	1.702291	1.925231	0.021136	1.539649
EscCo.3_4499_1-369_NEs	1.579018	1.786810	1.939534	1.674051	0.031381	1.692492	1.939534	0.015561	0.000000	1.953035	1.632952	1.626746	1.609716	0.026831	1.716502	1.680076	1.579018	0.502186	1.939213	1.656649	1.579018	1.727023	1.601616	1.716502	1.674510	1.939534	0.016494	1.526542
SalEn.12457_1-415_NEs	1.896502	1.997102	0.012105	2.085243	1.828194	2.046308	0.012105	1.943845	1.953035	0.000000	1.819972	1.832485	1.815461	1.932344	0.439624	2.050834	1.896502	1.992761	0.007233	2.054532	1.896502	0.448396	1.863590	0.439624	2.061503	0.012105	1.916529	0.393403
KlePn.2_08051_1-385_NEs	0.304775	0.289424	1.802502	0.299425	1.541583	0.291377	1.802502	1.648653	1.632952	1.819972	0.000000	0.302984	0.010540	1.607151	1.583813	0.291167	0.304775	1.710358	1.810362	0.295403	0.304775	1.568092	0.312285	1.583813	0.292413	1.802502	1.641684	1.590612
SalEn.52489_1-385_NEs	0.014336	0.246692	1.815042	0.237432	1.600728	0.240730	1.815042	1.630818	1.626746	1.832485	0.302984	0.000000	0.298699	1.595629	1.756842	0.238500	0.014336	1.961079	1.833510	0.239987	0.014336	1.739269	0.014335	1.756842	0.237006	1.815042	1.637033	1.691245
KlePn.1_02667_1-385_NEs	0.300380	0.283914	1.798005	0.287484	1.517176	0.281221	1.798005	1.624997	1.609716	1.815461	0.010540	0.298699	0.000000	1.584702	1.557306	0.279355	0.300380	1.683762	1.805840	0.283521	0.300380	1.552199	0.307835	1.557306	0.282254	1.798005	1.618401	1.576233
EscCo.54150_1-368	1.543771	1.715944	1.914055	1.629425	0.019767	1.646685	1.914055	0.025873	0.026831	1.932344	1.607151	1.595629	1.584702	0.000000	1.751169	1.634968	1.543771	0.501114	1.918884	1.612601	1.543771	1.771897	1.570799	1.751169	1.629587	1.914055	0.026826	1.539729
