EscCo.3_0861_1-569_NEs	0.000000	0.221250	0.194683	1.876615	1.888689	1.754165	2.092623	1.859501	2.070400	1.877307	1.879048	1.813612	1.965472	2.018331	2.376723	1.821192	2.053628	2.123726	0.219906	1.978076	2.021064	2.058908	2.212029	1.902137	1.932331	2.002301	2.125632	2.128616	2.002038	2.251819	1.990667	2.000730	2.351938	1.992606	1.778389	2.092694	1.934978	2.220862	0.269679	1.902750	1.797615	1.970417	1.795137	2.129025	2.457639	2.134592	2.002513	1.950324	1.937133	1.907656	1.726528	2.268113	1.960664	2.018419	1.991748	1.952670	2.177766	1.964177	1.966517	2.033623	2.216370	2.371110	1.501243	2.057922	1.733857	1.936686	2.131008	2.079273	1.961758	1.726459	1.897973	2.115915	1.970926	0.268822	2.688452	0.023780	1.922455	2.148166	0.017193	2.190272	1.799195	2.117923	2.078412	2.148166	2.110298	1.990667	2.025316	0.000587	1.881307	2.189155	1.881307	1.778886	1.990667	2.120695	1.905459	2.108732	2.092694	0.233321	2.370836	2.197568	1.935109	2.012197	2.049342	1.731978	2.148166	0.222889	2.027241	2.037224	2.120696	2.308815	2.110298	2.006304	2.119732	1.956801	1.881307	2.292426	1.907656	2.278348	1.993358	1.997269	2.267236	2.208679	2.064409	1.504433	2.104205	2.170624	1.813612	2.009082	2.537070	2.235415	1.950815	1.816103	1.896946	2.110079	2.016192	2.063505	1.807111	1.786203	0.222889	2.199575	0.222889	1.778886	1.871470	1.976274	2.342341	1.986746	1.828673	2.071422	1.869334	1.881389	2.004331	1.891151	2.338611	1.866356	2.299657	2.027695	1.865903	2.104947	2.270605	2.480361	1.985784	2.388980	1.861688	1.972967	2.036028	1.801663	0.036088	1.987462	1.793095	1.720164	1.910075	1.938331	1.946141
SalEn.10763_1-570_NEs	0.221250	0.000000	0.194828	1.790954	2.082653	1.627450	1.976072	1.836803	1.953268	1.854882	1.786777	1.845615	1.776930	1.874786	2.117868	1.612639	2.064656	2.000832	0.008840	1.880196	1.728649	2.005005	2.069074	1.891885	1.882526	1.974252	2.024019	2.012744	1.940417	1.969083	1.884602	1.961199	2.056677	2.015824	1.624132	1.972333	1.845122	2.067446	0.271764	1.800026	1.586050	2.000435	1.710822	2.212804	2.229168	2.097157	1.932051	1.820713	1.783655	1.918229	1.721092	1.982422	1.844494	2.007215	1.729097	1.827870	1.941855	1.726123	1.849942	2.046466	2.062976	2.083023	1.569613	2.077038	1.736822	1.868018	2.158060	1.994842	1.856526	1.639324	1.708453	2.030685	1.854521	0.270899	2.437451	0.228442	1.963012	1.912171	0.215892	2.063927	1.838280	2.024340	1.968308	1.912171	2.140165	1.884602	1.867160	0.221250	2.086221	2.074246	2.086221	1.610572	1.884602	2.027871	1.807565	2.011968	1.972333	0.229843	2.137431	2.087933	1.815263	1.976641	1.867845	1.662493	1.912171	0.010605	1.883830	2.049058	2.151112	2.394209	2.140165	1.975474	2.213823	1.851459	2.086221	2.002386	1.918229	1.994653	1.876581	2.020208	2.074720	2.011253	2.044500	1.569440	2.220110	1.940465	1.845615	1.825905	2.321396	2.102019	1.967282	1.821415	1.800026	2.144190	1.980547	1.951935	1.630964	1.631770	0.010605	2.003319	0.010605	1.610572	1.851187	1.727012	2.157048	2.005201	1.663866	2.027077	1.785007	1.817147	1.968344	1.881183	2.144157	1.650122	2.356998	1.873218	1.943767	1.986747	2.326512	2.309657	1.948318	2.196689	1.769740	1.958140	1.863868	1.589829	0.225936	1.965275	1.600679	1.665148	1.777206	1.884672	1.944249
CitRo.1_07941_1-568_NEs	0.194683	0.194828	0.000000	1.745095	1.986447	1.576408	2.277599	1.859305	2.195922	1.877508	2.023596	1.799431	2.020049	1.812646	2.410669	1.726960	1.978948	2.029621	0.196520	1.776624	1.882536	2.009172	2.123920	1.768995	1.739622	1.957840	2.115221	1.997785	1.922179	2.292745	1.785699	1.951413	2.110469	1.898625	1.678757	2.186799	1.871385	2.311666	0.222235	1.814809	1.710109	1.882862	1.716924	2.116183	2.386424	1.951131	1.918587	1.821788	1.865336	1.759877	1.516935	2.309480	1.890881	1.894792	1.753054	1.877230	2.244326	1.873557	1.896585	1.898840	2.307312	2.091179	1.421882	1.992692	1.538144	1.867553	2.043594	2.153928	1.898517	1.612054	1.812942	2.115621	1.896421	0.221443	2.698755	0.202879	1.814722	2.206662	0.194791	2.109009	1.765452	2.076663	2.219204	2.206662	2.026556	1.785699	2.049678	0.194683	1.998555	2.101324	1.998555	1.663791	1.785699	2.119190	1.722818	2.063096	2.186799	0.193555	2.441880	2.119086	1.890859	1.917850	1.853840	1.635459	2.206662	0.192602	1.791680	1.963807	2.036762	2.344994	2.026556	1.834407	2.111948	1.876973	1.998555	2.318347	1.759877	2.315851	1.800355	1.903161	2.333906	2.139238	2.093251	1.421599	2.015637	2.245217	1.799431	2.012814	2.478224	2.301326	1.907461	1.780618	1.715806	2.039369	1.921699	2.149695	1.703016	1.691170	0.192602	2.144891	0.192602	1.663791	1.792217	1.884852	2.454318	1.894116	1.745610	2.116442	1.734433	1.713511	1.914121	1.762886	2.445568	1.780113	2.238969	1.791275	1.810328	1.841517	2.205153	2.434888	1.903426	2.231573	2.008169	1.917418	1.832694	1.714046	0.188604	1.947263	1.713548	1.616520	1.838789	1.744548	1.759662
KlePn.2_14161_1-528_NEs	1.876615	1.790954	1.745095	0.000000	2.030358	1.516918	1.673694	1.917661	1.796402	1.914631	1.734328	0.144987	1.737344	1.154974	1.866414	1.676264	2.031162	1.934214	1.781639	1.570693	1.884878	1.854306	1.675367	1.585854	2.086437	2.035336	1.904073	1.752845	1.903107	1.752743	1.154012	2.035336	1.818981	1.132984	1.571433	1.788855	0.162746	1.844367	1.730412	1.775680	1.676425	1.145152	1.662640	1.697293	1.847779	1.964973	1.912301	0.106247	1.718288	1.037932	1.841543	1.752743	0.164293	1.170992	1.564062	1.801883	1.776826	1.822952	0.163525	1.930406	1.840071	1.809779	1.923589	2.057484	1.855024	1.755769	2.202570	1.803390	0.164971	1.631110	1.771198	1.863723	0.163525	1.735653	1.969849	1.854926	1.046296	1.771184	1.893611	1.669087	0.151243	1.842541	1.811713	1.771184	2.225508	1.154012	1.734231	1.876615	2.034640	1.715338	2.034640	1.571433	1.154012	1.904073	1.082458	1.837803	1.788855	1.668432	1.798600	1.669483	1.727904	1.814493	1.596341	1.626168	1.771184	1.791146	1.935568	2.022619	2.225508	1.560632	2.225508	1.136230	1.708718	1.761041	2.034640	1.753104	1.037932	1.734195	1.160480	1.135538	1.811233	1.628683	1.887282	1.970733	0.971070	1.803799	0.144987	1.696849	1.875380	1.853747	1.999978	0.149664	1.084053	2.218895	1.818960	1.764242	1.597026	1.570962	1.791146	1.630797	1.791146	1.571433	0.155012	1.835130	1.851848	1.168155	1.547982	1.662450	0.003808	0.126934	1.825124	1.566239	1.823681	1.705330	1.869928	1.935568	2.060596	1.725798	1.869455	1.840179	1.880010	1.772281	1.739911	2.057209	1.591275	1.680565	1.917458	2.080282	1.677418	2.007423	1.774822	2.086437	2.035699
SalEn.13864_2-485_NEs	1.888689	2.082653	1.986447	2.030358	0.000000	1.219934	2.290621	1.935120	2.379236	1.960279	2.275652	1.891125	2.270217	2.147562	0.420393	1.255227	1.211165	1.190920	2.093095	1.201312	1.145853	1.185452	1.419928	1.248009	1.845124	1.702831	1.290141	1.180703	1.225744	1.240725	2.168914	1.696164	1.375238	2.224554	1.231404	2.378960	1.946149	1.269267	2.024929	1.199844	1.253419	2.251284	2.089301	1.317715	1.276731	1.276751	1.225373	1.980807	1.204947	2.645336	1.946508	1.246206	1.940566	2.245352	1.354756	1.220622	2.660484	1.140682	1.940566	1.181230	1.269267	1.355196	1.914897	1.218293	1.916213	1.228201	1.695816	1.284384	1.906898	1.264690	1.136297	1.288244	1.940566	2.010377	1.351831	1.926707	2.669802	2.629401	1.910105	1.413508	1.898186	1.201917	2.396920	2.629401	1.715412	2.168914	1.152001	1.888689	0.005500	1.380360	0.005500	1.231404	2.168914	1.286913	2.066446	1.203655	2.378960	1.881384	0.414250	1.416080	1.203442	1.984648	1.230271	1.267593	2.629401	2.067908	1.182755	1.213332	1.715157	1.230644	1.715412	2.086830	1.319395	1.171552	0.005500	1.246206	2.645336	1.246201	2.162471	2.228988	1.262325	1.296041	1.295412	1.891066	2.622066	2.646236	1.891125	1.245458	1.267622	1.253410	1.677509	1.910202	2.083871	1.710598	1.984648	2.362663	1.240977	1.231004	2.067908	1.292731	2.067908	1.231404	1.901750	1.133796	0.415955	2.226243	1.243142	0.620020	2.022603	1.880643	1.968758	1.253473	0.413180	1.242317	1.271936	1.190798	1.851401	1.270441	1.263668	1.281304	1.943496	1.311680	2.280040	1.686698	1.232970	1.253419	1.851555	1.687332	1.261050	1.801898	1.214728	1.850743	2.045414
EntCo.1_04350_1-501_BeL	1.754165	1.627450	1.576408	1.516918	1.219934	0.000000	1.875842	1.675932	1.936627	1.682369	1.762002	1.537467	1.785425	1.954552	1.083986	0.159103	1.033151	0.900420	1.632828	0.876955	0.878282	0.852834	0.927236	0.913787	1.576542	1.681709	0.943618	0.955281	0.877721	0.890891	1.977308	1.676646	1.024841	1.975867	0.160584	1.907823	1.641499	0.910466	1.716811	0.983349	0.158202	1.970963	1.672841	1.222483	1.101457	1.032008	0.874876	1.486820	0.984622	2.110308	1.622008	0.894037	1.640799	1.996586	0.765980	0.998087	1.981001	0.889961	1.640799	1.029122	0.908575	1.026578	1.731520	1.036288	1.634922	0.984632	1.863332	0.895720	1.628272	0.179255	0.940418	0.937116	1.646599	1.722607	1.123591	1.737969	2.079024	1.977011	1.706639	0.921396	1.553371	0.762903	1.940559	1.977011	1.877043	1.977308	0.831737	1.754165	1.215029	0.928126	1.215029	0.160584	1.977308	0.943618	1.962153	0.763621	1.907823	1.550774	1.075062	0.924137	0.977751	1.707751	0.807659	0.179163	1.977011	1.639033	0.901700	1.030422	1.877043	1.123396	1.877043	1.899326	1.211002	1.036090	1.215029	0.896285	2.110308	0.887428	1.962689	1.975867	0.914490	0.849608	0.963358	1.710726	2.047535	1.977354	1.537467	0.933892	1.108546	0.901233	1.720106	1.553875	1.968925	1.879335	1.711210	1.931307	0.163684	0.159599	1.639033	0.842445	1.639033	0.160584	1.560855	0.897061	1.078119	1.971493	0.132677	1.048230	1.523098	1.634615	1.745305	0.912915	1.076172	0.160660	1.139394	0.906416	1.682206	1.128593	1.143096	1.119978	1.708711	0.824261	1.766345	1.693006	0.797864	0.159007	1.706246	1.695803	0.159282	1.583859	0.980258	1.577074	1.638897
CitRo.1_07561_1-488_NEs	2.092623	1.976072	2.277599	1.673694	2.290621	1.875842	0.000000	2.194601	0.298735	2.236896	0.287572	1.657191	0.314629	1.875418	2.242520	2.136849	2.265726	2.166108	1.981987	2.485566	2.111951	2.055152	2.351625	2.412115	2.137862	2.382090	2.118249	2.735776	2.050753	2.364983	1.883479	2.382090	2.173463	1.995720	2.116062	0.293080	1.640790	2.308140	1.881372	1.867093	2.141109	1.973196	2.071064	1.900119	2.554954	2.393446	2.058496	1.666992	1.950282	2.038952	2.333269	2.375452	1.613324	1.956843	2.347646	1.891109	0.295462	2.175838	1.617995	2.307059	2.304209	2.221920	2.012920	2.287705	2.340244	1.882251	2.233465	2.324852	1.642796	1.932827	2.141850	2.116297	1.617995	1.858181	2.735105	2.096714	2.012158	0.298424	2.105105	2.346148	1.672530	2.160459	0.301663	0.298424	2.240712	1.883479	2.070004	2.092623	2.281533	2.360901	2.281533	2.116062	1.883479	2.118249	1.882670	2.148352	0.293080	2.192152	2.229185	2.330585	1.963382	2.379239	2.270945	1.948100	0.298424	2.002221	2.034169	2.265726	2.240712	1.916150	2.240712	1.818348	1.909060	2.013321	2.281533	2.375452	2.038952	2.372323	1.875223	1.995720	2.261434	2.213196	2.111905	2.014934	2.011713	0.298144	1.657191	2.212584	2.569526	2.305100	2.415932	1.650316	1.894271	2.243735	2.374627	0.292412	2.138739	2.116696	2.002221	2.217563	2.002221	2.116062	1.658247	2.193891	2.238072	1.993785	1.913938	1.933188	1.655326	1.667795	2.370337	2.387965	2.246611	2.144336	2.101340	2.038092	2.504306	2.150301	2.117116	2.550555	2.390496	2.179949	0.288512	2.336919	2.257620	2.145047	2.028685	2.392625	2.150844	2.297926	1.868659	2.150375	2.553594
SalEn.12212_1-529_NEs	1.859501	1.836803	1.859305	1.917661	1.935120	1.675932	2.194601	0.000000	2.285063	0.009532	2.236113	1.993284	2.308352	2.029639	1.896575	1.669672	2.400886	1.900737	1.833299	1.892433	1.810371	2.192742	1.599190	2.032569	0.878178	0.865988	2.180795	1.984422	2.281013	2.213359	2.016764	0.855164	1.863992	2.058620	1.750083	2.301288	1.960002	2.138798	1.981689	1.912161	1.685626	2.070251	0.865254	1.783183	2.237272	2.509479	2.287448	1.893397	1.914284	2.605419	0.394968	2.223059	1.949001	2.071764	1.657359	1.938172	2.340313	1.761489	1.949001	2.268243	2.134596	1.894618	0.950489	2.345116	0.399736	1.958035	0.883694	2.106249	1.939582	1.600440	1.866052	2.175515	1.949001	1.991156	2.210894	1.849006	2.619485	2.327830	1.809180	1.591930	1.997273	1.761510	2.301109	2.340046	0.878085	2.016764	1.847789	1.859501	1.922536	1.589557	1.922536	1.750083	2.016764	2.175779	2.009433	1.756912	2.301288	1.933429	1.898360	1.615523	1.902540	0.297059	1.622372	1.608453	2.327830	1.846859	1.713032	2.397467	0.882209	1.716483	0.878085	2.024872	1.797306	1.855319	1.922536	2.223059	2.605419	2.202058	2.016092	2.058620	2.068627	2.128650	2.200883	0.955266	2.579891	2.295545	1.993284	1.876869	2.236557	2.138681	0.857035	1.958091	2.013290	0.877014	0.297966	2.345568	1.740216	1.731632	1.846859	2.136321	1.846859	1.750083	2.004421	1.737099	1.898159	2.083183	1.678645	2.074848	1.911575	1.995503	0.294796	2.021303	1.881652	1.685565	1.933493	1.709426	0.831017	1.775448	1.946023	2.220590	0.298315	2.112977	2.215825	0.855164	1.606645	1.681399	1.807642	0.861454	1.678440	0.404308	1.919423	0.877323	0.301399
EscCo.1_00759_2-488_NEs	2.070400	1.953268	2.195922	1.796402	2.379236	1.936627	0.298735	2.285063	0.000000	2.331608	0.314192	1.777578	0.315236	2.086320	2.379821	1.981760	2.179913	2.121821	1.936403	2.174496	2.228603	2.053913	2.298820	2.295011	2.185319	2.330573	2.100552	2.361254	2.079499	2.306892	2.075629	2.330573	2.216187	2.067468	2.001038	0.005500	1.818671	2.353200	2.025145	1.799426	1.980131	2.090958	1.983510	1.893831	2.149995	2.404226	2.083655	1.804180	1.949592	2.062154	2.378036	2.321204	1.787607	2.063187	2.376743	1.854685	0.274501	2.313992	1.792565	2.159530	2.349239	2.253558	2.002268	2.155800	2.419103	1.819889	2.058102	2.259127	1.811221	1.870711	2.159236	2.061121	1.792565	2.030173	2.247784	2.041695	2.004016	0.274786	2.075830	2.293052	1.781682	2.083196	0.024263	0.274786	2.043262	2.075629	1.958962	2.070400	2.364797	2.331122	2.364797	2.001038	2.075629	2.100552	2.057915	2.087706	0.005500	2.093995	2.386473	2.282577	1.949807	2.343692	2.268654	1.860429	0.274786	1.969465	2.210645	2.179913	2.043262	1.830870	2.043262	2.019881	1.893915	1.958505	2.364797	2.321204	2.062154	2.325792	2.081783	2.067468	2.275588	2.177155	2.071123	1.999642	2.004391	0.279367	1.777578	2.089552	2.143251	2.317333	2.424719	1.757960	2.065026	2.046160	2.343692	0.018637	2.042315	2.017058	1.969465	2.185204	1.969465	2.001038	1.713716	2.315662	2.410878	2.093124	1.924066	2.006758	1.785877	1.784934	2.359977	2.303350	2.405795	2.006129	2.194137	2.192912	2.433620	2.144213	2.224059	2.153039	2.347135	2.335242	0.315270	2.376561	2.284254	1.983912	2.020925	2.370466	1.979236	2.509085	1.818260	2.189727	2.416977
SalEn.50636_1-529_NEs	1.877307	1.854882	1.877508	1.914631	1.960279	1.682369	2.236896	0.009532	2.331608	0.000000	2.252550	2.008474	2.343652	2.030474	1.909161	1.680809	2.456920	1.946816	1.851383	1.901701	1.842552	2.218092	1.595459	2.044612	0.889432	0.877319	2.202749	2.011716	2.305377	2.202678	2.017716	0.866383	1.876425	2.059189	1.748651	2.348659	1.963588	2.124187	2.017407	1.915286	1.696800	2.070720	0.871027	1.785967	2.201865	2.546277	2.312114	1.895211	1.922200	2.609921	0.393450	2.212332	1.952492	2.072232	1.682315	1.933271	2.361249	1.791814	1.952492	2.288660	2.119955	1.907214	0.964859	2.399436	0.398203	1.953404	0.890931	2.112554	1.942962	1.604546	1.891103	2.197423	1.952492	2.026825	2.192047	1.862647	2.624196	2.348732	1.826383	1.588108	2.012473	1.784684	2.347803	2.360995	0.885290	2.017716	1.851624	1.877307	1.947511	1.585764	1.947511	1.748651	2.017716	2.197700	2.020609	1.780045	2.348659	1.947279	1.910873	1.611883	1.910233	0.294881	1.630144	1.612579	2.348732	1.864835	1.746878	2.453529	0.889439	1.720243	0.885290	2.021173	1.800116	1.861266	1.947511	2.212332	2.609921	2.191308	2.017042	2.059189	2.048925	2.130569	2.223373	0.969666	2.607346	2.316409	2.008474	1.910010	2.232831	2.119108	0.866271	1.972811	2.024511	0.884219	0.295785	2.394490	1.738800	1.730217	1.864835	2.138386	1.864835	1.748651	2.019516	1.766445	1.910829	2.078767	1.696144	2.100077	1.908164	2.010691	0.292629	2.037104	1.894016	1.696738	1.940377	1.743253	0.834499	1.811992	1.952876	2.216858	0.295186	2.101157	2.236931	0.868052	1.614239	1.692576	1.824735	0.872688	1.689576	0.405292	1.914278	0.888581	0.301021
