KlePn.1_00568_1-502_NEs	0.000000	1.937163	0.160761	2.247099	1.697512	1.672474	1.906403	0.164494	2.233786	2.057044	2.635966	2.061731	2.068007	0.144731	1.781815	1.655744	2.236280	2.104464	1.701100	2.402588	2.011234	1.980084	2.026513	1.910739	0.160201	1.705673	1.701450	2.009770	1.703324	1.737663	2.449903	2.011798	2.026513	1.957909	1.984120	2.016177	1.992247	1.987603	2.247099	1.705673	2.029940	1.886255	2.402588	0.827878	0.195508	0.194816	1.748528	2.182484	0.004013	1.024381	0.162378	2.060373	2.453790	2.011234	2.154487	1.723830	1.705673	2.017731	2.029940	2.242250	1.998886	1.703324	2.070649	0.192916	1.904929	1.917046	2.416106	2.070387	2.247099	0.163184	2.008983	2.421954	0.163184	2.029940	1.984120	0.826115	2.241789	0.996331	2.369708	0.194678	2.046107	0.195508	2.237944	2.453790	2.103950	2.011234	2.023252	2.003786	2.069608	2.402588	1.781320	2.051598	1.984120	2.071530	2.245545	2.354270	1.737899
CitRo.1_42421_1-484_NEs	1.937163	0.000000	1.899712	1.986691	1.790624	1.705877	1.990837	1.895192	2.810099	1.799180	1.676264	2.286458	1.288338	1.936853	1.704085	1.707216	1.837964	0.282634	1.621187	2.634995	0.257143	2.101518	1.806629	2.009394	1.941370	1.648878	1.718332	1.278930	1.780477	0.710340	2.455230	1.757889	1.806629	2.082880	2.095300	2.263881	2.031502	2.010320	1.986691	1.648878	1.965393	1.777671	2.634995	1.937742	1.922068	1.906914	1.673950	0.289942	1.920198	2.056809	1.903575	1.813766	2.455029	0.256143	0.277615	0.823670	1.648878	1.979165	1.969448	2.037998	2.035688	1.780477	1.868200	1.907342	1.733698	0.762140	2.401574	2.251108	1.986691	1.907275	1.732498	2.376133	1.907275	1.965393	2.100401	1.958113	1.961713	2.059726	2.609570	1.922068	0.291274	1.922068	2.804839	2.436438	1.862445	0.256143	0.255081	0.256983	2.703768	2.634995	0.300726	0.290489	2.100401	2.251108	2.572615	2.610296	0.707868
SalEn.13876_1-502_NEs	0.160761	1.899712	0.000000	2.321625	1.796066	1.947330	2.073481	0.005997	2.334574	2.085935	2.785430	2.063594	2.103892	0.156499	1.890332	1.935344	2.344871	2.103873	1.808242	2.249718	2.074882	2.006594	2.080806	2.070036	0.160594	1.855183	1.842879	2.048006	1.821530	1.914967	2.446661	2.202675	2.080806	2.004002	2.010603	2.039680	2.083789	2.025979	2.321625	1.855183	2.070596	2.176539	2.249718	0.879632	0.164003	0.165742	1.846519	2.154227	0.160683	1.069270	0.001326	2.109451	2.450467	2.074882	2.125190	1.950735	1.855183	2.063253	2.070596	2.290679	2.196579	1.821530	1.926593	0.159952	1.872062	2.092517	2.408463	2.054939	2.321625	0.001990	2.199953	2.408653	0.001990	2.070596	2.010603	0.873577	2.368298	1.014237	2.204678	0.164834	2.221115	0.164003	2.329324	2.450467	2.189201	2.074882	2.064458	2.074216	2.102683	2.249718	1.869054	2.208998	2.010603	2.064787	2.175687	2.200496	1.901053
SalEn.2_MW37701_1-494_BeL	2.247099	1.986691	2.321625	0.000000	2.465215	2.181312	2.646176	2.292908	2.659936	2.104204	1.996386	2.626895	2.445517	2.279814	2.461794	2.172717	0.255291	1.864295	2.300114	2.607043	1.937538	2.678754	2.079148	2.629894	2.130605	2.253146	2.537898	2.392116	2.493582	2.083455	2.978670	2.757971	2.079148	2.659704	2.677642	2.586189	3.313442	2.249546	0.000000	2.253146	2.246812	2.204503	2.607043	2.072033	2.250573	2.222841	2.315741	1.875951	2.239173	1.932181	2.321625	2.099721	2.973351	1.937538	1.861069	1.909759	2.258237	2.242210	2.234258	0.598327	2.673747	2.493582	2.400343	2.213444	2.230295	1.900894	2.925665	2.621242	0.000000	2.321625	2.691965	2.928112	2.321625	2.239416	2.677642	2.056649	0.018847	2.143345	2.612111	2.250573	1.959600	2.250573	2.659936	2.999482	2.508973	1.937538	1.930844	1.944577	2.688338	2.607043	2.060899	1.967573	2.677642	2.613977	2.591252	2.582586	2.091312
EscCo.1_04025_1-497_NEs	1.697512	1.790624	1.796066	2.465215	0.000000	2.838249	2.389812	1.812996	1.930710	2.290936	1.980618	2.098181	1.952871	1.757678	0.369041	2.818077	2.634946	1.906967	0.236172	1.780623	2.095891	2.281081	2.295534	2.438831	1.737176	0.237847	0.063019	1.904538	0.014213	2.082810	1.928148	2.042733	2.295534	2.280687	2.270082	2.143610	1.924516	2.269053	2.465215	0.237847	2.238613	2.563356	1.780623	2.054015	1.759425	1.777119	0.241345	1.879129	1.686881	2.050376	1.799794	2.380240	1.914014	2.099769	1.947355	2.247996	0.238793	2.274615	2.231264	2.657804	2.629650	0.014213	2.145518	1.775976	0.984060	2.161538	1.911751	2.125297	2.465215	1.799794	2.013007	1.902426	1.799794	2.231264	2.270082	2.043675	2.492733	2.048529	1.769236	1.759425	1.993286	1.759425	1.925863	1.926148	2.359773	2.099769	2.106863	2.094046	1.887542	1.780623	1.985367	1.979846	2.270082	2.121004	1.791016	1.765282	2.077916
KlePn.2_38011_1-472_NEs	1.672474	1.705877	1.947330	2.181312	2.838249	0.000000	2.106723	1.967915	2.011564	0.349947	2.006549	2.227691	1.647277	1.947072	2.254772	0.005040	2.336669	1.781477	2.535920	2.062994	1.971356	1.975265	0.350679	2.147156	1.764906	2.654337	2.686686	1.628984	2.805580	1.532742	2.200904	2.219628	0.350679	1.994640	1.975265	2.255723	2.261091	0.297790	2.181312	2.654337	0.298607	0.293517	2.062994	1.625247	1.952094	1.949638	2.693670	1.797844	1.677571	1.911208	1.955510	0.351557	2.205298	1.975176	1.796155	1.961018	2.654337	0.296188	0.298112	2.814182	2.179312	2.805580	2.288310	1.933898	2.322795	1.985230	2.196548	2.221588	2.181312	1.955510	2.199611	2.196314	1.955510	0.297082	1.975265	1.630472	2.195876	1.736795	2.003283	1.952094	1.807214	1.952094	2.016149	2.194212	2.508752	1.975176	1.963679	1.982721	1.908963	2.062994	1.731071	1.809703	1.975265	2.218915	2.020572	2.031883	1.534761
KlePn.2_41711_1-511_NEs	1.906403	1.990837	2.073481	2.646176	2.389812	2.106723	0.000000	2.070293	2.110148	2.306047	1.827763	0.442443	1.827174	2.300344	2.883464	2.102446	2.521831	2.446841	2.276618	2.274374	2.305276	0.429973	2.302050	0.022839	2.202396	2.274920	2.300007	1.801673	2.409133	2.162884	2.092664	1.668964	2.302050	0.426169	0.430980	0.442460	1.721119	2.192091	2.646176	2.274920	2.235519	2.038716	2.274374	2.032398	2.133553	2.113751	2.399134	2.463461	1.921272	2.213212	2.072352	2.265752	2.088414	2.305276	2.484928	2.252667	2.270343	2.218870	2.226458	2.332774	0.186913	2.409133	1.839614	2.125311	2.015609	2.379182	2.066525	0.438855	2.646176	2.072352	1.683297	2.064658	2.072352	2.222528	0.429882	2.028024	2.648346	2.080828	2.237620	2.133553	2.191199	2.133553	2.110148	2.097421	2.045867	2.305276	2.338553	2.323400	2.280257	2.274374	2.087681	2.203679	0.429882	0.440089	1.905879	2.255244	2.149901
SalEn.53532_1-501_NEs	0.164494	1.895192	0.005997	2.292908	1.812996	1.967915	2.070293	0.000000	2.341043	2.072090	2.846771	2.056112	2.133345	0.159365	1.915138	1.955903	2.319437	2.107080	1.809384	2.215239	2.067525	1.997384	2.066953	2.066805	0.165161	1.856017	1.851702	2.076415	1.838922	1.906406	2.407173	2.195335	2.066953	1.994703	2.001423	2.018206	2.074247	2.034399	2.292908	1.856017	2.079696	2.172514	2.215239	0.886755	0.164449	0.166192	1.847426	2.152929	0.164413	1.070446	0.007335	2.095523	2.410984	2.067525	2.128644	1.961227	1.856017	2.072217	2.079696	2.300267	2.205824	1.838922	1.913505	0.158759	1.860941	2.090541	2.370307	2.052389	2.292908	0.008004	2.192613	2.370959	0.008004	2.079696	2.001423	0.880643	2.347831	1.028100	2.171378	0.165281	2.242115	0.164449	2.335793	2.410984	2.167237	2.067525	2.056983	2.066788	2.089470	2.215239	1.872873	2.230266	2.001423	2.057312	2.148338	2.167221	1.892625
KlePn.1_00369_1-488_NEs	2.233786	2.810099	2.334574	2.659936	1.930710	2.011564	2.110148	2.341043	0.000000	2.164613	2.400070	2.241389	1.840450	2.234963	1.866434	1.980432	2.576957	2.919873	1.988159	0.304876	2.729966	2.115392	2.186636	2.104589	2.068345	2.009964	1.993941	1.812871	1.893645	2.665576	0.333954	2.516271	2.186636	2.106056	2.123673	2.235479	2.162615	1.974782	2.659936	2.009964	1.963383	2.069819	0.304876	2.364670	2.304645	2.295519	2.055122	2.890699	2.231710	2.460702	2.338616	2.195067	0.330732	2.733595	2.853423	2.510820	2.009964	1.998519	1.967480	2.520382	2.361281	1.893645	2.814433	2.286678	2.034260	2.704297	0.337054	2.229599	2.659936	2.338616	2.538496	0.332784	2.338616	1.963383	2.123673	2.359561	2.624476	2.380099	0.304496	2.304645	2.743919	2.304645	0.000689	0.332037	2.722220	2.733595	2.713961	2.749472	0.288059	0.304876	2.636278	2.675417	2.123673	2.234723	0.256901	0.303628	2.634491
EscCo.1_03136_1-472_NEs	2.057044	1.799180	2.085935	2.104204	2.290936	0.349947	2.306047	2.072090	2.164613	0.000000	2.206030	2.137860	1.920449	2.055726	2.481507	0.350499	2.339563	1.845412	2.479134	2.116958	2.037724	2.140890	0.005610	2.320722	2.067888	2.534042	2.363469	1.874192	2.284641	1.896581	2.144764	2.361836	0.005610	2.157264	2.149290	2.154930	2.196618	0.304924	2.104204	2.534042	0.300274	0.328052	2.116958	1.986099	2.115247	2.116984	2.585389	1.869462	2.054393	2.083058	2.094171	0.020515	2.140575	2.041484	1.873970	2.056166	2.534042	0.298101	0.300044	2.557932	2.352566	2.284641	2.175555	2.103757	2.164827	2.266756	2.112641	2.131345	2.104204	2.094171	2.355704	2.132585	2.094171	0.300044	2.149290	1.995655	2.117221	2.169029	2.084110	2.115247	1.977695	2.115247	2.159291	2.131088	2.514129	2.041484	2.011539	2.062339	2.106593	2.116958	1.909609	1.982549	2.149290	2.132582	2.093538	2.120752	1.904554
