EscCo.3_0861_1-232_NEs	0.000000	1.072856	0.221386	1.164339	0.193576	1.057998	0.220086	1.164339	1.396962	1.375207	1.789924	1.778846	0.021961	1.072054	0.223464	1.169515	1.507156	1.893080	0.223464	1.169515	1.965606	1.772158	0.223464	1.169515	1.819761	1.958603	1.380637	1.733414	1.507156	1.965606	1.368368	1.406082	1.515484	0.225654	1.094137	1.507156	1.422775	1.753128	0.017472	1.114376	1.408878	1.789924	1.507156	1.965606	1.368196	0.029507	1.079201	0.231407	1.096139	1.822920	1.979239	0.231335	1.106527	1.380637	0.001443	1.072856
EscCo.3_0861_316-555_NEs	1.072856	0.000000	0.975048	0.196925	1.002432	0.169265	0.975884	0.196870	1.305832	1.283499	2.776527	2.740871	1.066527	0.016810	0.990278	0.200495	1.361948	2.499395	0.990278	0.200495	2.395984	2.829616	0.990278	0.200495	2.369992	2.360278	1.354306	2.253381	1.361948	2.395984	1.291094	1.320783	1.375353	1.064835	0.223482	1.361948	1.369653	2.259300	1.072046	0.032536	1.347219	2.776527	1.361948	2.395984	1.368267	1.094139	0.045711	1.068023	0.263095	2.798171	2.421390	1.067216	0.262662	1.354306	1.072856	0.000000
SalEn.10763_1-234_NEs	0.221386	0.975048	0.000000	1.071953	0.185250	0.948818	0.011546	1.071953	1.223530	1.265980	1.812261	1.816898	0.209869	0.988138	0.014406	1.076528	1.316613	1.813270	0.014406	1.076528	1.869323	1.794768	0.014406	1.076528	1.862281	1.864095	1.317639	1.679419	1.316613	1.869323	1.273223	1.273202	1.330029	0.240020	1.000991	1.316613	1.342451	1.781794	0.217534	0.987738	1.305006	1.812261	1.316613	1.869323	1.283666	0.218417	0.962267	0.261185	0.943187	1.849964	1.898716	0.261100	0.951989	1.317639	0.221386	0.975048
SalEn.10763_316-558_NEs	1.164339	0.196925	1.071953	0.000000	1.118622	0.179489	1.093781	0.005499	1.366299	1.384971	2.465151	2.434976	1.145988	0.196504	1.069176	0.004122	1.449972	2.448407	1.069176	0.004122	2.350756	2.511963	1.069176	0.004122	2.180263	2.298751	1.373463	2.169022	1.449972	2.350756	1.393186	1.417609	1.448707	1.224531	0.201627	1.449972	1.367531	2.121029	1.169218	0.214720	1.380999	2.465151	1.449972	2.350756	1.386218	1.158209	0.205110	1.222831	0.224794	2.498976	2.364931	1.245274	0.230285	1.373463	1.164339	0.196925
CitRo.1_07941_1-235_NEs	0.193576	1.002432	0.185250	1.118622	0.000000	0.950624	0.182063	1.123493	1.170298	1.235056	1.775103	1.780198	0.193893	1.001713	0.183547	1.123493	1.353000	1.914836	0.183547	1.123493	1.962422	1.793290	0.183547	1.123493	1.938513	1.955749	1.260152	1.722417	1.353000	1.962422	1.242462	1.271008	1.353000	0.213887	1.011574	1.353000	1.266969	1.895914	0.193556	1.015854	1.268784	1.775103	1.353000	1.962422	1.256066	0.176907	1.022803	0.198916	1.029104	1.857781	1.975495	0.196973	1.029094	1.260152	0.193576	1.002432
CitRo.1_07941_312-554_NEs	1.057998	0.169265	0.948818	0.179489	0.950624	0.000000	0.958568	0.186529	1.222990	1.228703	2.443981	2.413890	1.036234	0.167529	0.968796	0.175969	1.308247	2.388799	0.968796	0.175969	2.352409	2.490810	0.968796	0.175969	2.173451	2.364810	1.301169	2.230215	1.308247	2.352409	1.222265	1.217617	1.321714	1.045181	0.154618	1.308247	1.314020	2.090910	1.062598	0.184674	1.308927	2.443981	1.308247	2.352409	1.295279	1.042839	0.173198	0.985772	0.209681	2.497654	2.377833	0.994918	0.207554	1.301169	1.057998	0.169265
SalEn.52071_1-234_NEs	0.220086	0.975884	0.011546	1.093781	0.182063	0.958568	0.000000	1.093781	1.216483	1.242551	1.828508	1.826148	0.210425	0.988995	0.014439	1.098436	1.280217	1.814127	0.014439	1.098436	1.861054	1.810914	0.014439	1.098436	1.872640	1.855915	1.294391	1.680116	1.280217	1.861054	1.249653	1.237583	1.293366	0.236220	1.006153	1.280217	1.318497	1.791892	0.220063	0.988589	1.282106	1.828508	1.280217	1.861054	1.261005	0.215157	0.963083	0.255239	0.962094	1.859359	1.890548	0.255157	0.971052	1.294391	0.220086	0.975884
SalEn.52071_316-558_NEs	1.164339	0.196870	1.071953	0.005499	1.123493	0.186529	1.093781	0.000000	1.380151	1.399005	2.471599	2.441443	1.145988	0.192909	1.069176	0.009644	1.448707	2.474642	1.069176	0.009644	2.376163	2.518331	1.069176	0.009644	2.189342	2.324504	1.387433	2.156114	1.448707	2.376163	1.407250	1.431859	1.447443	1.224531	0.207057	1.448707	1.381290	2.129847	1.169218	0.214659	1.394895	2.471599	1.448707	2.376163	1.400216	1.158209	0.208632	1.222831	0.230467	2.505405	2.390069	1.245274	0.235943	1.387433	1.164339	0.196870
EntCo.1_18960_1-520_NEs	1.396962	1.305832	1.223530	1.366299	1.170298	1.222990	1.216483	1.380151	0.000000	0.106180	1.809619	1.826643	1.366396	1.278379	1.236269	1.366299	0.159191	1.769615	1.236269	1.366299	1.608459	1.834579	1.236269	1.366299	1.540724	1.598694	0.140178	1.658394	0.158419	1.608459	0.103901	0.131497	0.160008	1.215957	1.241985	0.158419	0.146972	1.542821	1.366645	1.318407	0.141698	1.809619	0.159329	1.608459	0.146373	1.337378	1.295142	1.223530	1.124321	1.849358	1.619187	1.230174	1.130910	0.140178	1.396962	1.305832
KlePn.2_14161_1-528_NEs	1.375207	1.283499	1.265980	1.384971	1.235056	1.228703	1.242551	1.399005	0.106180	0.000000	1.746777	1.727765	1.361556	1.258388	1.260559	1.384971	0.164161	1.622646	1.260559	1.384971	1.643336	1.754393	1.260559	1.384971	1.461494	1.644415	0.144871	1.626520	0.163394	1.643336	0.003806	0.126843	0.164838	1.255400	1.301340	0.163394	0.154882	1.445634	1.353588	1.335846	0.149543	1.746777	0.162616	1.643336	0.151119	1.357000	1.289838	1.178170	1.221983	1.784964	1.662987	1.184253	1.215552	0.144871	1.375207	1.283499
