EscCo.1_03528_1-258_NEs	0.000000	1.701211	0.996372	1.648692	2.128540	0.923440	0.020873	1.955148	1.778027	0.885541	1.907083	0.912299	2.086867	0.240379	1.881528	1.929238	1.883033	1.907083	0.239822	1.821681	1.636104	0.889403	0.188639	1.913555	1.221863	1.828220	1.929238	0.925352	1.912777	0.020873	1.913049	0.032880	0.912662	1.913049	0.936681	1.940930	0.989107	0.234663	0.925352	1.778027	2.107914	1.836103	2.080173	0.899517	1.904171	0.912413	1.234148	1.800751	1.221863	1.860228	1.899136	1.907083	1.774888	1.794744	1.900751	1.778404	1.217181	1.830186	2.215441	2.080173	1.165925	1.768024	1.934744
CitRo.1_01191_1-254_NEs	1.701211	0.000000	1.521635	1.658076	0.938110	1.317839	1.689771	0.132307	0.153839	1.419802	1.050946	1.483232	0.938110	1.511937	1.034218	0.132307	0.203636	1.050946	1.660227	0.223174	0.963402	1.418223	1.599022	1.639728	1.734585	1.575919	0.132307	1.336349	0.133987	1.689771	1.648346	1.638580	1.338071	1.648346	1.336349	0.130791	1.512822	1.669277	1.336349	0.153839	0.940769	1.575963	0.945108	1.432815	1.042841	1.439940	1.752658	0.153839	1.743362	0.201954	1.046040	1.050946	1.553729	1.718685	1.692366	0.155552	1.762992	1.583550	0.958722	0.945108	1.654701	0.152384	1.664634
KlePn.1_01418_2-256_NEs	0.996372	1.521635	0.000000	1.366420	1.393258	0.844618	0.994737	1.500174	1.566259	0.749910	1.437364	0.776021	1.393258	0.974779	1.398411	1.475792	1.582710	1.437364	0.942461	1.591081	1.288936	0.759590	0.923243	1.373247	1.107578	2.078745	1.475792	0.850179	1.497378	0.994737	1.370175	1.004796	0.835149	1.370175	0.850179	1.484152	0.002649	0.938272	0.850179	1.566259	1.466244	2.059077	1.479932	0.775589	1.431780	0.784475	1.137062	1.593108	1.126083	1.573885	1.430792	1.437364	2.029062	1.845300	1.407086	1.602484	1.124063	2.060379	1.534213	1.479932	1.051430	1.593108	1.414576
SalEn.11432_1-237_NEs	1.648692	1.658076	1.366420	0.000000	1.674044	1.534137	1.626854	1.671688	1.643694	1.436769	1.809802	1.504574	1.674044	1.682161	1.807774	1.671688	1.703600	1.809802	1.841530	1.681298	1.660903	1.443070	1.480959	1.882536	1.524934	2.079718	1.671688	1.542557	1.643838	1.626854	1.881905	1.591664	1.501870	1.881905	1.542557	1.673299	1.350758	1.862832	1.542557	1.643694	1.760607	2.089174	1.793176	1.493973	1.789754	1.509192	1.512840	1.643694	1.512840	1.695610	1.809802	1.809802	2.049400	1.646621	1.940177	1.668816	1.535535	2.060954	1.809094	1.793176	1.535283	1.684340	1.945709
KlePn.1_00630_1-258_NEs	2.128540	0.938110	1.393258	1.674044	0.000000	1.583530	2.155410	0.931994	0.962078	1.543047	0.237161	1.633678	0.000000	2.139771	0.206803	0.929168	1.005001	0.237161	2.262614	0.949993	0.206101	1.547559	1.872913	1.474409	1.804411	1.728159	0.929168	1.574855	0.935764	2.155410	1.464607	2.058451	1.582750	1.464607	1.575063	0.943769	1.372170	2.262614	1.574855	0.962078	0.257295	1.728188	0.255449	1.614927	0.235688	1.652874	1.812436	0.964867	1.804411	1.004052	0.238978	0.237161	1.763082	1.250273	1.456997	0.977049	1.831909	1.710000	0.270923	0.257238	1.921260	0.967465	1.486333
SalEn.14267_1-257_NEs	0.923440	1.317839	0.844618	1.534137	1.583530	0.000000	0.915159	1.416864	1.583693	0.247861	1.726719	0.246749	1.583530	0.910239	1.581378	1.414663	1.437842	1.726719	0.841791	1.374317	1.472491	0.248459	0.857525	1.332888	1.162221	1.814269	1.414663	0.003904	1.434477	0.915159	1.329935	0.899398	0.006527	1.329935	0.003904	1.401503	0.836068	0.845561	0.003904	1.583693	1.667647	1.797924	1.666190	0.236250	1.694290	0.244768	1.170439	1.585155	1.177358	1.416498	1.719285	1.726719	1.759017	1.506163	1.336354	1.585955	1.186313	1.833248	1.689373	1.666190	1.026167	1.554993	1.323482
EscCo.53094_1-258	0.020873	1.689771	0.994737	1.626854	2.155410	0.915159	0.000000	1.937212	1.764171	0.885301	1.889463	0.912061	2.113574	0.238636	1.879807	1.921270	1.832412	1.889463	0.226062	1.787136	1.607827	0.889163	0.178905	1.866326	1.221863	1.801428	1.921270	0.925246	1.905183	0.000000	1.865512	0.027583	0.904462	1.865512	0.936573	1.932780	0.983161	0.224384	0.925246	1.764171	2.058075	1.809163	2.030591	0.891193	1.886765	0.912175	1.234148	1.777740	1.221863	1.819614	1.881477	1.889463	1.749974	1.829199	1.853346	1.755928	1.217181	1.803040	2.179403	2.030591	1.160009	1.745693	1.886510
SalEn.2_MW01571_1-255_NEs	1.955148	0.132307	1.500174	1.671688	0.931994	1.416864	1.937212	0.000000	0.162956	1.438917	1.012315	1.487705	0.931994	1.655187	0.997052	0.000000	0.195432	1.012315	1.773311	0.204667	0.922291	1.452745	1.940197	1.636508	1.721998	1.545568	0.000000	1.422672	0.003959	1.937212	1.653849	1.920249	1.437852	1.653849	1.422672	0.003958	1.491704	1.764150	1.422672	0.162956	0.975558	1.545615	0.966494	1.465899	1.014609	1.458807	1.740499	0.162213	1.731076	0.193774	1.017410	1.012315	1.524202	1.741715	1.671961	0.163952	1.767750	1.552742	0.991529	0.966494	1.622470	0.159160	1.662207
EscCo.3_0109_1-254_NEs	1.778027	0.153839	1.566259	1.643694	0.962078	1.583693	1.764171	0.162956	0.000000	1.507283	1.037075	1.562207	0.962078	1.720028	1.009584	0.162956	0.218841	1.037075	1.774679	0.213660	0.979087	1.466879	1.639011	1.590705	1.685168	1.576534	0.162956	1.591058	0.159569	1.764171	1.606598	1.775787	1.582377	1.606598	1.591058	0.161397	1.557393	1.784437	1.591058	0.000000	1.006160	1.576579	1.006220	1.524938	1.049960	1.508186	1.704276	0.000000	1.694801	0.220617	1.042442	1.037075	1.560937	1.763181	1.631313	0.006602	1.721663	1.584294	1.037387	1.006220	1.696531	0.011919	1.622433
EscCo.1_04789_1-242_BeL	0.885541	1.419802	0.749910	1.436769	1.543047	0.247861	0.885301	1.438917	1.507283	0.000000	1.815299	0.000000	1.543047	0.864578	1.649962	1.436659	1.527534	1.815299	0.851376	1.424425	1.548395	0.020945	0.846597	1.400499	1.001196	1.736870	1.436659	0.245665	1.450948	0.885301	1.397382	0.876853	0.245678	1.397382	0.244414	1.422479	0.741501	0.855389	0.245665	1.507283	1.688489	1.728728	1.703579	0.030969	1.770509	0.020926	0.996282	1.509263	1.001196	1.495955	1.807441	1.815299	1.713000	1.432495	1.396997	1.501406	0.999529	1.765108	1.742631	1.703579	1.030767	1.517025	1.389224
