KlePn.1_01669_1-200_NEs	0.000000	0.817415	0.787953	0.817415	0.824235	0.805199	0.003400	0.817376	0.696144	0.766471	0.817415	1.364761	0.766357	0.770124	0.764128	0.701933
SalEn.3_1572_1-201_NEs	0.817415	0.000000	0.161113	0.000000	0.004985	0.224291	0.804206	0.003316	0.230956	0.219974	0.000000	1.291126	0.224420	0.249208	0.220025	0.230582
CitRo.1_16281_1-201_NEs	0.787953	0.161113	0.000000	0.161113	0.161313	0.189403	0.768864	0.161109	0.167961	0.185748	0.161113	1.140363	0.179063	0.191917	0.181106	0.165667
SalEn.4_16371_1-201_NEs	0.817415	0.000000	0.161113	0.000000	0.004985	0.224291	0.804206	0.003316	0.230956	0.219974	0.000000	1.291126	0.224420	0.249208	0.220025	0.230582
SalEn.11410_1-201_NEs	0.824235	0.004985	0.161313	0.004985	0.000000	0.229078	0.810911	0.008323	0.229070	0.222496	0.004985	1.269235	0.226960	0.249546	0.224788	0.228698
EscCo.3_02403_1-201_NEs	0.805199	0.224291	0.189403	0.224291	0.229078	0.000000	0.786036	0.224285	0.191079	0.051443	0.224291	1.139224	0.051343	0.245152	0.051442	0.184489
KlePn.2_36301_1-199_NEs	0.003400	0.804206	0.768864	0.804206	0.810911	0.786036	0.000000	0.804169	0.687317	0.748177	0.804206	1.357842	0.748067	0.760266	0.745823	0.693026
SalEn.51545_1-201_NEs	0.817376	0.003316	0.161109	0.003316	0.008323	0.224285	0.804169	0.000000	0.235427	0.219968	0.003316	1.291046	0.224414	0.246970	0.220019	0.235044
KlePn.2_20381_1-201_NEs	0.696144	0.230956	0.167961	0.230956	0.229070	0.191079	0.687317	0.235427	0.000000	0.185769	0.230956	1.112035	0.179063	0.196313	0.183209	0.005010
EscCo.2_1484_1-201_NEs	0.766471	0.219974	0.185748	0.219974	0.222496	0.051443	0.748177	0.219968	0.185769	0.000000	0.219974	1.121769	0.020124	0.240120	0.020162	0.179187
SalEn.2_MW16371_1-201_NEs	0.817415	0.000000	0.161113	0.000000	0.004985	0.224291	0.804206	0.003316	0.230956	0.219974	0.000000	1.291126	0.224420	0.249208	0.220025	0.230582
KlePn.1_04880_1-205_NEs	1.364761	1.291126	1.140363	1.291126	1.269235	1.139224	1.357842	1.291046	1.112035	1.121769	1.291126	0.000000	1.121769	1.183236	1.110801	1.122634
EscCo.1_01565_1-201_NEs	0.766357	0.224420	0.179063	0.224420	0.226960	0.051343	0.748067	0.224414	0.179063	0.020124	0.224420	1.121769	0.000000	0.234111	0.016700	0.172549
EntCo.1_11440_1-201_NEs	0.770124	0.249208	0.191917	0.249208	0.249546	0.245152	0.760266	0.246970	0.196313	0.240120	0.249208	1.183236	0.234111	0.000000	0.241407	0.200851
EscCo.41412_1-201_BeL	0.764128	0.220025	0.181106	0.220025	0.224788	0.051442	0.745823	0.220019	0.183209	0.020162	0.220025	1.110801	0.016700	0.241407	0.000000	0.176663
KlePn.1_05202_1-201_NEs	0.701933	0.230582	0.165667	0.230582	0.228698	0.184489	0.693026	0.235044	0.005010	0.179187	0.230582	1.122634	0.172549	0.200851	0.176663	0.000000
