EscCo.2_49700_1-530_NEs	0.000000	1.060651	1.911575	2.110566	1.284751	0.990991	1.216964	1.222103	1.673509	0.010098	0.141026	0.149150	1.327930	1.259944	1.072634	1.101219	1.757205	1.763644	1.831098	0.147545	1.339924	1.280763	1.898281	1.831098	0.024803	1.848514	1.772257	0.010098	0.146802	1.304025	1.251975	1.329562	1.656389	1.280763	1.736728	1.854659	1.101219	0.148280	0.127242	1.790513	1.744447	1.064427	1.859623	1.072634	1.140863	1.259944	0.148758	1.733181	1.319232	1.280816	1.280763	1.792003	1.254388	1.393628	1.263698	1.397194	0.146504	1.698730	1.324871	1.831098	1.141916	1.196893	1.847546	1.571092	2.127081	1.315139	0.147682	1.101589	2.191942	1.379889	0.016454	1.764092	1.695762	1.038692	1.567131	1.686913	2.211137	1.321467	2.157982	1.284751	1.101219	1.270177	1.061716	1.763644	1.967981
SalEn.54046_6-537_NEs	1.060651	0.000000	2.066529	1.319636	1.288354	0.163088	1.251990	1.255745	1.862606	1.057907	1.024795	0.995122	1.338148	1.450779	0.019115	0.185260	1.955943	1.990515	1.924388	1.084908	1.307974	1.409139	1.631528	1.924388	1.061850	2.058511	1.979483	1.057907	1.084908	1.310770	1.459910	1.345030	1.882720	1.409139	1.595457	1.955405	0.185260	0.990615	1.034713	1.991889	2.010667	0.019077	1.660691	0.019115	0.190705	1.450779	1.086647	1.601200	1.219256	1.403913	1.409139	1.962035	1.435796	1.304954	1.449735	1.298045	1.084162	1.789357	1.335033	1.924388	0.192318	1.310240	1.655597	1.267847	1.960705	1.302052	1.080248	0.179496	2.487340	1.300546	1.051501	1.950843	1.799029	0.193568	1.283480	1.680914	2.494216	1.326959	1.378205	1.288354	0.186869	1.395277	0.015894	1.985078	1.989000
EntCo.1_05210_2-510_NEs	1.911575	2.066529	0.000000	1.549360	2.538389	2.085556	2.265064	2.270125	2.308733	1.924153	2.058256	1.885684	2.341786	2.008227	2.114365	2.063922	2.301151	2.307119	2.484285	2.059848	2.395606	2.027928	1.046253	2.484285	1.968184	0.189361	0.210866	1.924153	2.059848	2.065076	1.985288	2.321482	2.253430	2.027928	2.456073	2.489587	2.063922	1.887502	1.929310	0.212764	2.367318	2.093506	1.030996	2.114365	2.062373	2.008227	2.062997	2.452541	2.210770	2.043554	2.027928	0.207818	2.032096	2.266908	2.045367	2.294813	2.059848	2.392974	2.341786	2.484285	2.036929	1.991067	1.025585	2.711688	2.080538	2.060202	2.090782	2.051539	1.930568	2.300754	1.931289	2.315552	2.383268	2.050678	2.652848	2.377297	1.907656	2.352548	1.549360	2.538389	2.060359	2.038357	2.105711	2.307119	0.971564
SalEn.2_MW45241_2-111_NEs	2.110566	1.319636	1.549360	0.000000	0.971564	1.455918	0.182921	0.178554	1.237231	2.110566	1.819478	1.969071	0.126406	1.028094	1.289935	1.315885	1.237533	1.204835	1.501376	1.995000	0.130214	0.958853	2.145632	1.501376	2.110566	1.299892	1.480656	2.110566	1.995000	0.896659	1.040701	0.136814	1.135922	0.958853	1.273923	1.439698	1.315885	1.944370	2.098340	1.527585	1.218909	1.364184	1.801505	1.289935	1.363418	1.028094	2.019263	1.316130	0.149449	0.969629	0.958853	1.525068	1.014994	0.003034	1.021041	0.009149	1.995000	1.405468	0.126406	1.501376	1.388299	0.770061	1.801505	1.539694	1.630725	0.882939	1.995000	1.334848	1.439629	0.009149	2.110566	1.294695	1.385654	1.456886	1.451684	1.282393	1.371165	0.129663	0.000000	0.000000	1.334264	0.958853	1.289935	1.204835	2.084487
SalEn.2_MW45241_119-549_NEs	1.284751	1.288354	2.538389	0.971564	0.000000	1.256395	0.117943	0.118573	1.897114	1.304715	1.202755	1.181213	0.122595	1.098567	1.296149	1.285696	1.805124	1.769091	1.937533	1.304187	0.118279	1.102668	1.777872	1.937533	1.285952	2.396697	2.722665	1.304715	1.304187	1.072183	1.100936	0.117321	1.924929	1.102668	1.622954	1.926042	1.285696	1.190887	1.316927	2.745120	1.737749	1.296149	1.686525	1.296149	1.284229	1.098567	1.311509	1.658549	0.125312	1.105439	1.102668	2.654537	1.087962	0.000000	1.101090	0.003964	1.304187	1.892668	0.121272	1.937533	1.280347	1.006866	1.682145	1.447225	2.231239	1.068726	1.311385	1.266176	2.163777	0.013558	1.294912	1.818561	1.892668	1.217844	1.434657	1.456762	2.165462	0.115148	0.115148	0.000000	1.278613	1.095302	1.278788	1.769091	2.139497
CitRo.1_44661_3-538_NEs	0.990991	0.163088	2.085556	1.455918	1.256395	0.000000	1.279602	1.276482	1.807988	0.993395	0.995821	0.968119	1.309186	1.375132	0.161503	0.168960	2.020026	2.057145	1.964515	1.047391	1.301514	1.408321	1.655234	1.964515	0.985483	1.940602	1.943819	0.993395	1.047391	1.332169	1.383781	1.323297	1.939469	1.408321	1.594019	1.991955	0.168960	0.970158	0.981508	1.947399	2.108516	0.163336	1.645732	0.161503	0.185423	1.375132	1.046648	1.607872	1.235102	1.388033	1.408321	1.922828	1.384631	1.293078	1.412798	1.289428	1.046722	1.867261	1.306095	1.964515	0.186226	1.283988	1.640777	1.283591	1.807962	1.316747	1.042841	0.166041	2.551104	1.281714	0.982663	1.948475	1.872633	0.164016	1.289243	1.692106	2.552078	1.305452	1.498416	1.256395	0.168984	1.379724	0.159858	2.061417	2.010339
KlePn.1_02324_2-550_NEs	1.216964	1.251990	2.265064	0.182921	0.117943	1.279602	0.000000	0.001875	1.683753	1.228644	1.183213	1.215047	0.141203	1.088742	1.256563	1.297417	1.654768	1.626002	1.762853	1.327410	0.138440	1.119349	1.677737	1.762853	1.235694	2.098293	2.283565	1.228644	1.327410	1.073644	1.093412	0.142408	1.635152	1.119349	1.481082	1.747008	1.297417	1.216969	1.310477	2.313592	1.629151	1.271180	1.664317	1.256563	1.269252	1.088742	1.322863	1.527267	0.128439	1.121060	1.119349	2.266553	1.087472	0.130876	1.086888	0.127120	1.327410	1.705279	0.140205	1.762853	1.278758	1.021180	1.680792	1.360440	1.993821	1.083763	1.333419	1.283371	1.862596	0.122692	1.227662	1.673738	1.697309	1.216895	1.344941	1.467349	1.846912	0.141214	0.183499	0.118573	1.294407	1.115311	1.249780	1.626002	2.035440
KlePn.2_04711_2-537_NEs	1.222103	1.255745	2.270125	0.178554	0.118573	1.276482	0.001875	0.000000	1.669264	1.233867	1.185418	1.217350	0.138872	1.090712	1.260328	1.286565	1.655768	1.626556	1.748546	1.333248	0.136101	1.114305	1.677371	1.748546	1.240959	2.091493	2.277140	1.233867	1.333248	1.066924	1.095520	0.140338	1.630332	1.114305	1.477045	1.732687	1.286565	1.219290	1.323253	2.307136	1.629753	1.274974	1.674324	1.260328	1.266218	1.090712	1.328695	1.522889	0.127110	1.116041	1.114305	2.260102	1.089414	0.129517	1.086578	0.125744	1.333248	1.701191	0.138137	1.748546	1.275706	1.015987	1.685441	1.373670	1.971654	1.077241	1.339323	1.283371	1.860301	0.121296	1.232894	1.665532	1.693136	1.205926	1.357922	1.459108	1.844432	0.138883	0.179197	0.118573	1.283546	1.110181	1.253521	1.626556	2.027447
CitRo.1_07941_1-578_NEs	1.673509	1.862606	2.308733	1.237231	1.897114	1.807988	1.683753	1.669264	0.000000	1.676421	1.671703	1.612940	1.814717	2.388064	1.844340	1.855680	0.194603	0.194490	0.193156	1.725808	1.821562	2.400667	2.142851	0.193156	1.684421	2.295312	2.241009	1.676421	1.725808	2.437782	2.415643	1.774287	0.195222	2.400667	2.195174	0.195354	1.855680	1.600583	1.689514	2.262310	0.202531	1.877271	2.144550	1.844340	1.829916	2.388064	1.739308	2.202110	1.781844	2.387171	2.400667	2.255113	2.374870	1.734902	2.450302	1.747846	1.725808	0.223474	1.801304	0.193156	1.820306	2.309356	2.104264	2.130633	1.735593	2.434021	1.724354	1.829893	1.487504	1.741777	1.645332	0.188541	0.224240	1.919575	2.124298	2.095317	1.491756	1.781952	1.237231	1.902300	1.855142	2.404603	1.847833	0.194490	2.302659
EscCo.3_0887_1-529_NEs	0.010098	1.057907	1.924153	2.110566	1.304715	0.993395	1.228644	1.233867	1.676421	0.000000	0.139807	0.144495	1.345024	1.250520	1.072437	1.096709	1.758474	1.760741	1.859851	0.148449	1.357330	1.284481	1.931997	1.859851	0.019684	1.879658	1.764797	0.000000	0.147705	1.305673	1.242563	1.346661	1.686316	1.284481	1.728997	1.883798	1.096709	0.143634	0.124206	1.782994	1.736125	1.064249	1.891855	1.072437	1.130802	1.250520	0.149986	1.725441	1.332404	1.284536	1.284481	1.773733	1.244879	1.411993	1.256889	1.415536	0.147705	1.704764	1.341928	1.859851	1.131858	1.195407	1.879439	1.567460	2.151366	1.316855	0.148587	1.097073	2.215654	1.398017	0.015194	1.752867	1.701797	1.036861	1.563435	1.695558	2.235138	1.338427	2.157982	1.304715	1.096709	1.273769	1.061543	1.755456	2.008196
