KlePn.2_39021_1-409_NEs	0.000000	1.029151	0.975112	1.744618	2.074584	1.863755	1.093886	1.689329	0.324001	1.873801	1.699047	1.317551	1.974467	0.955583	0.994217	1.119693	1.118480	0.985651	0.403965	1.110182	0.977672	0.319527	0.996037	1.689329	0.950647	0.403965	0.365062	0.362713	0.958732	0.362430	1.109894	1.118480	1.104244	2.033448	1.095380	1.997439	0.001632	0.365905	1.867947	1.764981	1.116316	0.362713	1.119693	1.036326	1.119693	1.775546	1.863755	0.975112	1.744618	0.404514	0.951635	0.408332	1.856482	1.084120	0.994217	1.744618	0.978815	0.994217	1.947566	1.707685
KlePn.2_28731_1-443_NEs	1.029151	0.000000	0.621432	1.912131	2.026505	1.989970	0.193690	1.854514	1.063693	1.990929	1.866254	1.207726	1.985304	0.546291	0.626094	0.210120	0.228587	0.625902	1.223134	0.231818	0.619559	1.047759	0.627913	1.854514	0.608856	1.223134	1.110966	1.112095	0.572628	1.110027	0.211034	0.228587	0.176122	1.978711	0.804080	1.967514	1.039412	1.108861	1.994638	1.939460	0.226643	1.116468	0.210120	0.005291	0.210120	1.699958	1.989970	0.621432	1.924980	1.216307	0.549059	1.251124	1.985720	0.799380	0.626094	1.924980	0.620791	0.626094	1.883263	1.846824
EscCo.3_2986_1-429_NEs	0.975112	0.621432	0.000000	1.655055	1.869420	1.820185	0.616891	1.542725	1.009390	1.799657	1.534913	1.116553	1.825549	0.174430	0.154919	0.663821	0.611267	0.149894	1.073087	0.619452	0.003888	1.061966	0.150065	1.542725	0.154172	1.073087	1.116183	1.124263	0.157299	1.122129	0.661138	0.611267	0.596481	1.808195	0.650153	1.826586	0.984846	1.121576	1.824435	1.644921	0.615267	1.128686	0.663821	0.621310	0.667972	1.589090	1.820185	0.000000	1.664891	1.066980	0.173387	1.078703	1.786292	0.651011	0.154919	1.664891	0.010145	0.154919	1.692698	1.558433
SalEn.2_MW32391_11-443_NEs	1.744618	1.912131	1.655055	0.000000	0.852287	0.850723	1.943252	0.189408	1.899867	0.844050	0.192508	1.659526	0.825752	1.608463	1.720113	2.020170	2.085990	1.707617	1.914514	2.068779	1.660005	1.901746	1.708775	0.194346	1.672435	1.914514	1.824209	1.827732	1.658549	1.820498	2.025837	2.085990	1.951097	0.820939	1.964420	0.822158	1.751408	1.827048	0.852918	0.008536	2.081942	1.835178	2.020170	1.888187	2.020170	0.221603	0.850723	1.655055	0.000772	1.883184	1.609252	1.914001	0.867698	1.988592	1.720113	0.000772	1.668225	1.720113	0.862063	0.174759
EscCo.3_3784_17-448_NEs	2.074584	2.026505	1.869420	0.852287	0.000000	0.310189	2.024270	0.947604	2.150603	0.315336	0.961363	1.886325	0.031449	1.725366	1.811094	1.992560	2.151123	1.818606	2.147827	2.094283	1.882054	2.078355	1.819441	0.959584	1.979257	2.147827	1.944889	1.938545	1.790374	1.950584	2.009477	2.151123	1.825550	0.020819	2.185004	0.010338	2.098909	1.963719	0.311345	0.853370	2.140242	1.957863	1.992560	2.014418	1.992560	0.882627	0.310189	1.869420	0.848807	2.169852	1.729071	2.172851	0.310318	2.201620	1.811094	0.848807	1.867881	1.811094	0.297473	0.896035
SalEn.3_3591_1-432_BeL	1.863755	1.989970	1.820185	0.850723	0.310189	0.000000	1.897568	0.863038	1.892664	0.007767	0.859801	1.766205	0.303141	1.706401	1.730913	1.973525	1.975304	1.705012	1.909105	1.944714	1.854908	1.964572	1.731177	0.863038	1.799763	1.909105	1.692572	1.683050	1.735403	1.692572	1.972417	1.975304	1.923029	0.295783	2.001018	0.298654	1.881468	1.703697	0.000772	0.842539	1.945187	1.698370	1.973525	1.984103	1.973525	0.857613	0.000000	1.820185	0.847305	1.899347	1.724298	1.888211	0.010885	1.994416	1.730913	0.847305	1.818706	1.730913	0.314641	0.819593
EntCo.1_33670_1-443_NEs	1.093886	0.193690	0.616891	1.943252	2.024270	1.897568	0.000000	1.782881	1.073176	1.878416	1.794046	1.146684	1.956104	0.550534	0.611402	0.222674	0.213613	0.604889	1.242463	0.221607	0.615034	1.122441	0.605580	1.782881	0.591789	1.242463	1.135675	1.142942	0.567145	1.140760	0.225614	0.213613	0.183365	1.955488	0.812219	1.965217	1.098570	1.144055	1.901931	1.967896	0.211240	1.147327	0.222674	0.198941	0.222674	1.638720	1.897568	0.616891	1.957099	1.232040	0.556069	1.258060	1.876468	0.810359	0.611402	1.957099	0.619623	0.611402	1.809492	1.864424
EscCo.3_3379_1-422_NEs	1.689329	1.854514	1.542725	0.189408	0.947604	0.863038	1.782881	0.000000	1.783359	0.865455	0.007161	1.597565	0.935635	1.621871	1.649434	1.878949	1.963347	1.633451	1.884941	1.944737	1.546546	1.817608	1.639106	0.000000	1.594146	1.884941	1.822340	1.825772	1.619899	1.818708	1.872109	1.963347	1.866801	0.926953	1.927299	0.931151	1.695949	1.835421	0.865256	0.190350	1.949828	1.833048	1.878949	1.840507	1.878949	0.220533	0.863038	1.542725	0.188289	1.873814	1.626620	1.884698	0.863903	1.959547	1.649434	0.188289	1.546656	1.649434	0.872432	0.174419
EntCo.1_30960_1-409_NEs	0.324001	1.063693	1.009390	1.899867	2.150603	1.892664	1.073176	1.783359	0.000000	1.847560	1.796400	1.109304	2.066586	0.976300	0.956771	1.104337	1.191517	0.959494	0.332844	1.169327	1.008999	0.315591	0.954905	1.783359	0.993520	0.332844	0.335594	0.336594	0.945190	0.336835	1.099815	1.191517	1.122258	2.089240	1.153495	2.094440	0.326545	0.335436	1.897041	1.922283	1.185613	0.336594	1.104337	1.062069	1.104337	1.971457	1.892664	1.009390	1.899867	0.328673	0.967063	0.332565	1.872228	1.145530	0.956771	1.899867	1.012470	0.956771	2.000604	1.820793
SalEn.13449_1-432_BeL	1.873801	1.990929	1.799657	0.844050	0.315336	0.007767	1.878416	0.865455	1.847560	0.000000	0.862216	1.738241	0.308243	1.686898	1.710414	1.965112	1.981122	1.685329	1.882459	1.945600	1.833416	1.925743	1.710584	0.865455	1.779110	1.882459	1.689382	1.679865	1.700146	1.689382	1.963938	1.981122	1.937800	0.300831	1.977189	0.303711	1.891574	1.700501	0.008547	0.835955	1.950879	1.695179	1.965112	1.985057	1.965112	0.862330	0.007767	1.799657	0.840666	1.873219	1.705629	1.861964	0.015608	1.970791	1.710414	0.840666	1.798219	1.710414	0.313482	0.815026
EscCo.1_03543_11-443_NEs	1.699047	1.866254	1.534913	0.192508	0.961363	0.859801	1.794046	0.007161	1.796400	0.862216	0.000000	1.603267	0.937356	1.612677	1.636118	1.891169	1.976702	1.620355	1.899489	1.957890	1.538649	1.812107	1.625917	0.006978	1.594533	1.899489	1.817315	1.820690	1.615124	1.813697	1.884206	1.976702	1.879145	0.928634	1.925594	0.932849	1.705657	1.830291	0.862019	0.193431	1.963016	1.827910	1.891169	1.852024	1.891169	0.221474	0.859801	1.534913	0.191409	1.887935	1.617443	1.898961	0.860672	1.957612	1.636118	0.191409	1.538757	1.636118	0.876216	0.174517
EntCo.1_11900_1-421_NEs	1.317551	1.207726	1.116553	1.659526	1.886325	1.766205	1.146684	1.597565	1.109304	1.738241	1.603267	0.000000	1.896278	1.074634	1.109039	1.221045	1.316537	1.101461	1.368385	1.311362	1.113320	1.279861	1.104678	1.601681	1.054152	1.368385	1.376515	1.375505	1.033464	1.378604	1.219297	1.316537	1.207979	1.867488	1.457765	1.862042	1.329239	1.381028	1.770375	1.648532	1.312899	1.383245	1.221045	1.188143	1.221045	1.631494	1.766205	1.116553	1.650450	1.366089	1.068156	1.382314	1.751144	1.446825	1.109039	1.650450	1.123863	1.109039	1.717006	1.510813
