SalEn.3_2877_8-522_NEs	0.000000	0.000000	1.333074	1.867879	1.995580	1.996076	0.006502	0.000000	1.333309	2.047867	1.875196	1.995580	1.995580	1.908832	1.333309	1.333309	1.867748	2.050898	1.329127	1.748019	0.007152	2.034645	1.175212
SalEn.4_28601_8-522_NEs	0.000000	0.000000	1.333074	1.867879	1.995580	1.996076	0.006502	0.000000	1.333309	2.047867	1.875196	1.995580	1.995580	1.908832	1.333309	1.333309	1.867748	2.050898	1.329127	1.748019	0.007152	2.034645	1.175212
SalEn.11651_1-496_NEs	1.333074	1.333074	0.000000	1.529777	1.793650	1.766147	1.345317	1.333074	0.011495	1.931649	1.516758	1.793650	1.793650	1.531883	0.011495	0.011495	1.536690	1.773696	0.012176	1.713570	1.338522	1.947193	0.862094
EscCo.3_3641_1-412_NEs	1.867879	1.867879	1.529777	0.000000	0.288843	0.281559	1.855443	1.867879	1.542538	0.514547	0.008144	0.288843	0.288843	0.027082	1.542538	1.542538	0.008352	0.290428	1.534194	0.325016	1.848196	0.513123	1.741361
SalEn.2_MW34781_1-412_NEs	1.995580	1.995580	1.793650	0.288843	0.000000	0.013890	1.998058	1.995580	1.792849	0.490027	0.283915	0.000000	0.000000	0.290609	1.792849	1.792849	0.286567	0.013087	1.797214	0.312235	1.977551	0.490935	1.823968
SalEn.54018_1-412_NEs	1.996076	1.996076	1.766147	0.281559	0.013890	0.000000	1.998557	1.996076	1.765363	0.480353	0.276674	0.013890	0.013890	0.283144	1.765363	1.765363	0.279114	0.017224	1.769875	0.308330	1.978034	0.481287	1.831434
SalEn.52800_7-522_BeL	0.006502	0.006502	1.345317	1.855443	1.998058	1.998557	0.000000	0.006502	1.345513	2.027153	1.862615	1.998058	1.998058	1.895843	1.345513	1.345513	1.855314	2.053619	1.341359	1.749282	0.011081	2.014158	1.165615
SalEn.2_MW28601_8-522_BeL	0.000000	0.000000	1.333074	1.867879	1.995580	1.996076	0.006502	0.000000	1.333309	2.047867	1.875196	1.995580	1.995580	1.908832	1.333309	1.333309	1.867748	2.050898	1.329127	1.748019	0.007152	2.034645	1.175212
SalEn.4_13991_1-496_NEs	1.333309	1.333309	0.011495	1.542538	1.792849	1.765363	1.345513	1.333309	0.000000	1.925363	1.529457	1.792849	1.792849	1.545263	0.000000	0.000000	1.549952	1.772916	0.011505	1.717731	1.338741	1.940853	0.858873
KlePn.2_44001_1-413_NEs	2.047867	2.047867	1.931649	0.514547	0.490027	0.480353	2.027153	2.047867	1.925363	0.000000	0.507763	0.490027	0.490027	0.522315	1.925363	1.925363	0.512573	0.480029	1.933895	0.445137	2.051916	0.003236	1.874276
EscCo.53391_1-412	1.875196	1.875196	1.516758	0.008144	0.283915	0.276674	1.862615	1.875196	1.529457	0.507763	0.000000	0.283915	0.283915	0.024497	1.529457	1.529457	0.000831	0.285485	1.521207	0.319858	1.855305	0.506362	1.766825
SalEn.4_34781_1-412_NEs	1.995580	1.995580	1.793650	0.288843	0.000000	0.013890	1.998058	1.995580	1.792849	0.490027	0.283915	0.000000	0.000000	0.290609	1.792849	1.792849	0.286567	0.013087	1.797214	0.312235	1.977551	0.490935	1.823968
SalEn.3_3455_1-412_NEs	1.995580	1.995580	1.793650	0.288843	0.000000	0.013890	1.998058	1.995580	1.792849	0.490027	0.283915	0.000000	0.000000	0.290609	1.792849	1.792849	0.286567	0.013087	1.797214	0.312235	1.977551	0.490935	1.823968
EscCo.4_00309_1-402_NEs	1.908832	1.908832	1.531883	0.027082	0.290609	0.283144	1.895843	1.908832	1.545263	0.522315	0.024497	0.290609	0.290609	0.000000	1.545263	1.545263	0.025366	0.292237	1.536504	0.313364	1.888392	0.522799	1.784407
SalEn.3_1328_1-496_NEs	1.333309	1.333309	0.011495	1.542538	1.792849	1.765363	1.345513	1.333309	0.000000	1.925363	1.529457	1.792849	1.792849	1.545263	0.000000	0.000000	1.549952	1.772916	0.011505	1.717731	1.338741	1.940853	0.858873
SalEn.2_MW13991_1-496_BeL	1.333309	1.333309	0.011495	1.542538	1.792849	1.765363	1.345513	1.333309	0.000000	1.925363	1.529457	1.792849	1.792849	1.545263	0.000000	0.000000	1.549952	1.772916	0.011505	1.717731	1.338741	1.940853	0.858873
EscCo.1_03812_1-402_NEs	1.867748	1.867748	1.536690	0.008352	0.286567	0.279114	1.855314	1.867748	1.549952	0.512573	0.000831	0.286567	0.286567	0.025366	1.549952	1.549952	0.000000	0.288186	1.541250	0.316804	1.848067	0.513044	1.796033
SalEn.13314_1-412_NEs	2.050898	2.050898	1.773696	0.290428	0.013087	0.017224	2.053619	2.050898	1.772916	0.480029	0.285485	0.013087	0.013087	0.292237	1.772916	1.772916	0.288186	0.000000	1.777344	0.305220	2.031667	0.480967	1.787218
SalEn.51262_1-496_NEs	1.329127	1.329127	0.012176	1.534194	1.797214	1.769875	1.341359	1.329127	0.011505	1.933895	1.521207	1.797214	1.797214	1.536504	0.011505	0.011505	1.541250	1.777344	0.000000	1.734209	1.334563	1.949576	0.854945
CitRo.1_44321_1-412_NEs	1.748019	1.748019	1.713570	0.325016	0.312235	0.308330	1.749282	1.748019	1.717731	0.445137	0.319858	0.312235	0.312235	0.313364	1.717731	1.717731	0.316804	0.305220	1.734209	0.000000	1.732049	0.440311	1.753556
SalEn.12739_8-522_NEs	0.007152	0.007152	1.338522	1.848196	1.977551	1.978034	0.011081	0.007152	1.338741	2.051916	1.855305	1.977551	1.977551	1.888392	1.338741	1.338741	1.848067	2.031667	1.334563	1.732049	0.000000	2.038704	1.169024
