SalEn.4_08671_1-368_NEs	0.000000	1.492222	0.178952	1.517034	1.106266	1.186948	1.538414	0.008163	1.102381	1.813633	1.201236	1.512893	1.196573	1.102381	1.484204	1.492222	0.177854	0.152214	0.205377	1.175858	1.493684	1.493358	1.493684	0.179146	0.000000	0.209077	1.201236	1.480764	0.007248	1.494605	1.102381	0.181376	0.000000	1.492222	1.185732	1.745143	0.181376	1.493684
EscCo.3_0860_1-377_NEs	1.492222	0.000000	1.533803	0.173348	1.731873	1.850996	0.028017	1.492625	1.748471	1.187426	1.754584	0.159772	1.757772	1.748471	0.178708	0.000000	1.528143	1.473805	1.452883	1.775000	0.175599	0.024331	0.175599	1.515216	1.492222	1.439463	1.754584	0.199710	1.488730	0.202146	1.748471	1.515190	1.492222	0.000000	1.851307	1.155819	1.515190	0.175599
EscCo.2_49400_1-368_NEs	0.178952	1.533803	0.000000	1.521089	1.183044	1.270108	1.586288	0.175723	1.181556	1.846710	1.210214	1.561698	1.218220	1.181556	1.484095	1.533803	0.022863	0.162009	0.205754	1.213546	1.493466	1.564196	1.493466	0.013646	0.178952	0.209442	1.210214	1.534305	0.178965	1.548335	1.181556	0.011812	0.178952	1.533803	1.266473	1.785300	0.011812	1.493466
SalEn.52072_1-376_NEs	1.517034	0.173348	1.521089	0.000000	1.623126	1.747831	0.176993	1.527131	1.623126	1.175808	1.647668	0.153478	1.681540	1.623126	0.015248	0.173348	1.511129	1.526160	1.482835	1.658783	0.012527	0.171878	0.012527	1.520577	1.517034	1.473572	1.647668	0.181273	1.518030	0.183623	1.623126	1.515585	1.517034	0.173348	1.711613	1.151200	1.515585	0.012527
SalEn.13408_1-371_NEs	1.106266	1.731873	1.183044	1.623126	0.000000	0.263755	1.790428	1.099082	0.013636	1.747350	0.198251	1.700598	0.193801	0.013636	1.606245	1.731873	1.178320	1.141929	1.149490	0.194967	1.628537	1.728927	1.628537	1.182505	1.106266	1.147003	0.198251	1.600839	1.109902	1.611905	0.013636	1.175757	1.106266	1.731873	0.262370	1.667933	1.175757	1.628537
KlePn.1_02219_1-371_NEs	1.186948	1.850996	1.270108	1.747831	0.263755	0.000000	1.897131	1.175162	0.259565	1.796295	0.244820	1.718630	0.242172	0.259565	1.757081	1.850996	1.248878	1.175606	1.164210	0.246673	1.774109	1.865785	1.774109	1.269835	1.186948	1.161574	0.244820	1.619145	1.182778	1.602286	0.259565	1.281385	1.186948	1.850996	0.008174	1.699513	1.281385	1.774109
EscCo.4_03201_1-377_NEs	1.538414	0.028017	1.586288	0.176993	1.790428	1.897131	0.000000	1.538603	1.796180	1.180766	1.793851	0.169117	1.797392	1.796180	0.180116	0.028017	1.570666	1.519855	1.522734	1.814888	0.177001	0.036374	0.177001	1.561748	1.538414	1.508510	1.793851	0.203267	1.534846	0.205714	1.796180	1.566643	1.538414	0.028017	1.897033	1.156666	1.566643	0.177001
SalEn.52073_1-368_NEs	0.008163	1.492625	0.175723	1.527131	1.099082	1.175162	1.538603	0.000000	1.095210	1.786464	1.206039	1.490540	1.201382	1.095210	1.494227	1.492625	0.174627	0.153425	0.204370	1.180616	1.503771	1.493760	1.503771	0.175913	0.008163	0.208069	1.206039	1.477145	0.011816	1.490897	1.095210	0.178138	0.008163	1.492625	1.174025	1.718918	0.178138	1.503771
SalEn.3_3550_1-371_NEs	1.102381	1.748471	1.181556	1.623126	0.013636	0.259565	1.796180	1.095210	0.000000	1.774494	0.194541	1.676230	0.193585	0.000000	1.606245	1.748471	1.176863	1.132987	1.136721	0.194750	1.628537	1.734570	1.628537	1.184840	1.102381	1.134300	0.194541	1.583713	1.106010	1.594534	0.000000	1.174321	1.102381	1.748471	0.259502	1.699635	1.174321	1.628537
KlePn.2_46281_4-379_BeL	1.813633	1.187426	1.846710	1.175808	1.747350	1.796295	1.180766	1.786464	1.774494	0.000000	1.812615	1.139899	1.829488	1.774494	1.192149	1.187426	1.900846	1.939667	1.831109	1.797133	1.180399	1.178487	1.180399	1.834251	1.813633	1.816616	1.812615	1.194424	1.821271	1.194424	1.774494	1.832823	1.813633	1.187426	1.860161	0.004563	1.832823	1.180399
EscCo.3_3733_2-372_NEs	1.201236	1.754584	1.210214	1.647668	0.198251	0.244820	1.793851	1.206039	0.194541	1.812615	0.000000	1.581583	0.018191	0.194541	1.655893	1.754584	1.226003	1.168489	1.193104	0.019132	1.655893	1.769460	1.655893	1.213638	1.201236	1.186425	0.000000	1.553150	1.209722	1.563405	0.194541	1.214578	1.201236	1.754584	0.244398	1.732920	1.214578	1.655893
CitRo.1_07931_1-377_NEs	1.512893	0.159772	1.561698	0.153478	1.700598	1.718630	0.169117	1.490540	1.676230	1.139899	1.581583	0.000000	1.604748	1.676230	0.151102	0.159772	1.542308	1.509289	1.404764	1.627139	0.150034	0.162094	0.150034	1.555889	1.512893	1.396305	1.581583	0.178538	1.518113	0.178418	1.676230	1.551410	1.512893	0.159772	1.703189	1.128307	1.551410	0.150034
EscCo.1_03903_1-371_NEs	1.196573	1.757772	1.218220	1.681540	0.193801	0.242172	1.797392	1.201382	0.193585	1.829488	0.018191	1.604748	0.000000	0.193585	1.690236	1.757772	1.225683	1.167983	1.192675	0.019149	1.690236	1.772729	1.690236	1.213542	1.196573	1.185976	0.018191	1.564684	1.205072	1.575068	0.193585	1.222586	1.196573	1.757772	0.240547	1.749184	1.222586	1.690236
SalEn.4_35741_1-371_NEs	1.102381	1.748471	1.181556	1.623126	0.013636	0.259565	1.796180	1.095210	0.000000	1.774494	0.194541	1.676230	0.193585	0.000000	1.606245	1.748471	1.176863	1.132987	1.136721	0.194750	1.628537	1.734570	1.628537	1.184840	1.102381	1.134300	0.194541	1.583713	1.106010	1.594534	0.000000	1.174321	1.102381	1.748471	0.259502	1.699635	1.174321	1.628537
SalEn.10762_1-376_NEs	1.484204	0.178708	1.484095	0.015248	1.606245	1.757081	0.180116	1.494227	1.606245	1.192149	1.655893	0.151102	1.690236	1.606245	0.000000	0.178708	1.474876	1.501850	1.450139	1.667094	0.006241	0.177462	0.006241	1.484115	1.484204	1.441265	1.655893	0.181072	1.503453	0.183419	1.606245	1.474991	1.484204	0.178708	1.720190	1.173582	1.474991	0.006241
EscCo.1_00852_1-377_NEs	1.492222	0.000000	1.533803	0.173348	1.731873	1.850996	0.028017	1.492625	1.748471	1.187426	1.754584	0.159772	1.757772	1.748471	0.178708	0.000000	1.528143	1.473805	1.452883	1.775000	0.175599	0.024331	0.175599	1.515216	1.492222	1.439463	1.754584	0.199710	1.488730	0.202146	1.748471	1.515190	1.492222	0.000000	1.851307	1.155819	1.515190	0.175599
EscCo.4_03202_1-368_NEs	0.177854	1.528143	0.022863	1.511129	1.178320	1.248878	1.570666	0.174627	1.176863	1.900846	1.226003	1.542308	1.225683	1.176863	1.474876	1.528143	0.000000	0.168910	0.199717	1.229409	1.484018	1.558247	1.484018	0.025644	0.177854	0.203374	1.226003	1.513674	0.177867	1.523191	1.176863	0.024711	0.177854	1.528143	1.249039	1.837714	0.024711	1.484018
CitRo.1_07921_1-368_NEs	0.152214	1.473805	0.162009	1.526160	1.141929	1.175606	1.519855	0.153425	1.132987	1.939667	1.168489	1.509289	1.167983	1.132987	1.501850	1.473805	0.168910	0.000000	0.167628	1.152372	1.511825	1.493644	1.511825	0.164414	0.152214	0.171166	1.168489	1.491895	0.152225	1.496481	1.132987	0.166591	0.152214	1.473805	1.176123	1.893762	0.166591	1.511825
