CitRo.1_25611_1-263_NEs	0.000000	0.150230	0.150230	0.190525	0.154736	0.195980	0.197584	0.192712	0.199358	0.226449	0.149950	0.197660	0.150230
SalEn.4_26921_1-263_NEs	0.150230	0.000000	0.000000	0.206292	0.007646	0.191267	0.189614	0.205708	0.205463	0.227701	0.005093	0.208253	0.000000
SalEn.2_MW26921_1-263_NEs	0.150230	0.000000	0.000000	0.206292	0.007646	0.191267	0.189614	0.205708	0.205463	0.227701	0.005093	0.208253	0.000000
EscCo.4_01130_26-288_NEs	0.190525	0.206292	0.206292	0.000000	0.204862	0.243552	0.245219	0.023159	0.023136	0.242525	0.202990	0.023129	0.206292
SalEn.12599_1-263_NEs	0.154736	0.007646	0.007646	0.204862	0.000000	0.194355	0.192697	0.204271	0.204027	0.231351	0.005089	0.206819	0.007646
KlePn.1_01709_1-263_NEs	0.195980	0.191267	0.191267	0.243552	0.194355	0.000000	0.001271	0.231902	0.233822	0.206966	0.190895	0.235496	0.191267
KlePn.2_35881_1-263_NEs	0.197584	0.189614	0.189614	0.245219	0.192697	0.001271	0.000000	0.231902	0.233822	0.208607	0.189246	0.235496	0.189614
EscCo.52611_1-263	0.192712	0.205708	0.205708	0.023159	0.204271	0.231902	0.231902	0.000000	0.007631	0.235472	0.202392	0.017934	0.205708
EscCo.3_2818_26-288_NEs	0.199358	0.205463	0.205463	0.023136	0.204027	0.233822	0.233822	0.007631	0.000000	0.239091	0.202150	0.017916	0.205463
EntCo.1_28100_1-263_NEs	0.226449	0.227701	0.227701	0.242525	0.231351	0.206966	0.208607	0.235472	0.239091	0.000000	0.225952	0.240777	0.227701
SalEn.52633_1-263_NEs	0.149950	0.005093	0.005093	0.202990	0.005089	0.190895	0.189246	0.202392	0.202150	0.225952	0.000000	0.204938	0.005093
EscCo.1_02952_26-288_BeL	0.197660	0.208253	0.208253	0.023129	0.206819	0.235496	0.235496	0.017934	0.017916	0.240777	0.204938	0.000000	0.208253
SalEn.3_2651_1-263_NEs	0.150230	0.000000	0.000000	0.206292	0.007646	0.191267	0.189614	0.205708	0.205463	0.227701	0.005093	0.208253	0.000000
