CitRo.1_12261_1-416_Ess	0.000000	1.461304	0.121459	1.409997	1.363579	1.460662	1.476123	0.123393	1.371206	1.456137	0.125670	1.446467	1.460662	1.615025	1.615653	1.480206	1.508451	0.113707	1.372384	1.432533	0.113707	1.449627	1.476123	0.112980	0.123447	0.115699	1.448503	1.447841	0.124466	0.113707	1.476123	1.528934	0.129036	1.615025	0.113707	1.430041	0.130151
SalEn.50116_1-363_NEs	1.461304	0.000000	1.465143	1.135303	0.212630	0.193759	0.013945	1.597503	1.140096	0.196125	1.554365	0.187508	0.193759	1.159514	1.190873	0.017698	1.121281	1.485079	0.213825	1.027112	1.480321	0.173349	0.013945	1.461472	1.581178	1.480462	1.042389	0.208753	1.631935	1.485079	0.013945	1.267211	1.630144	1.159514	1.485079	0.192126	1.635775
KlePn.2_17611_1-416_Ess	0.121459	1.465143	0.000000	1.365549	1.361873	1.500983	1.479430	0.143181	1.314636	1.496251	0.123800	1.511328	1.500983	1.492811	1.533121	1.483382	1.393690	0.131381	1.370659	1.306651	0.131381	1.460497	1.479430	0.011322	0.141160	0.134387	1.321064	1.497243	0.146382	0.131381	1.479430	1.496854	0.145137	1.492811	0.132319	1.489016	0.146281
KlePn.1_05476_1-362_NEs	1.409997	1.135303	1.365549	0.000000	1.207552	1.205399	1.128873	1.465795	0.142160	1.198354	1.381610	1.202698	1.205399	0.785580	0.786050	1.138939	0.807462	1.463146	1.214644	0.738261	1.478076	1.147855	1.128873	1.392623	1.479946	1.454497	0.739950	1.146405	1.465599	1.463146	1.128873	1.159701	1.474133	0.785580	1.463146	1.197184	1.456769
KlePn.1_02415_1-363_NEs	1.363579	0.212630	1.361873	1.207552	0.000000	0.187089	0.207950	1.493414	1.173067	0.188252	1.424451	0.189334	0.187089	1.097955	1.134776	0.207917	1.068941	1.460364	0.001850	0.966614	1.455850	0.175105	0.207950	1.359167	1.469362	1.447098	0.984675	0.171394	1.488403	1.460364	0.207950	1.257349	1.497112	1.097955	1.460364	0.196533	1.498030
EscCo.3_0072_1-363_NEs	1.460662	0.193759	1.500983	1.205399	0.187089	0.000000	0.195955	1.632374	1.185755	0.002762	1.553371	0.023317	0.000000	1.196898	1.218163	0.194758	1.100015	1.561093	0.185900	1.094438	1.555962	0.159687	0.195955	1.491163	1.593515	1.556416	1.117593	0.191689	1.611680	1.561093	0.195955	1.255544	1.645859	1.196898	1.561093	0.036751	1.633879
SalEn.3_0112_1-363_NEs	1.476123	0.013945	1.479430	1.128873	0.207950	0.195955	0.000000	1.613920	1.151828	0.198324	1.542453	0.187348	0.195955	1.155120	1.186114	0.005535	1.111575	1.510073	0.209140	1.018167	1.505155	0.175763	0.000000	1.475600	1.597306	1.505399	1.033352	0.198688	1.644257	1.510073	0.000000	1.275303	1.647343	1.155120	1.510073	0.195479	1.652902
EscCo.4_02776_1-417_Ess	0.123393	1.597503	0.143181	1.465795	1.493414	1.632374	1.613920	0.000000	1.401714	1.627495	0.139902	1.617451	1.632374	1.519298	1.520524	1.623582	1.557514	0.145635	1.502474	1.542351	0.145220	1.547544	1.613920	0.140634	0.012842	0.147576	1.558978	1.625541	0.024301	0.145635	1.613920	1.595802	0.016077	1.519298	0.146587	1.647050	0.019378
CitRo.1_11931_1-362_NEs	1.371206	1.140096	1.314636	0.142160	1.173067	1.185755	1.151828	1.401714	0.000000	1.178866	1.315294	1.205839	1.185755	0.766160	0.773812	1.161910	0.820438	1.440706	1.172605	0.728251	1.445890	1.131218	1.151828	1.318596	1.389458	1.428299	0.734769	1.168022	1.401380	1.440706	1.151828	1.091582	1.393070	0.766160	1.435918	1.181541	1.379700
EscCo.1_00074_1-363_NEs	1.456137	0.196125	1.496251	1.198354	0.188252	0.002762	0.198324	1.627495	1.178866	0.000000	1.548649	0.026157	0.002762	1.197396	1.218674	0.197124	1.093439	1.556416	0.187061	1.087748	1.551303	0.158570	0.198324	1.486478	1.588719	1.551737	1.110849	0.192886	1.606806	1.556416	0.198324	1.255544	1.640920	1.197396	1.556416	0.035793	1.628979
EntCo.1_14990_1-416_NEs	0.125670	1.554365	0.123800	1.381610	1.424451	1.553371	1.542453	0.139902	1.315294	1.548649	0.000000	1.542717	1.553371	1.578806	1.580830	1.546474	1.526884	0.157937	1.433380	1.439738	0.157937	1.525334	1.542453	0.117194	0.142677	0.161073	1.455652	1.566780	0.146789	0.157937	1.542453	1.607399	0.147604	1.578806	0.158904	1.495073	0.148768
EscCo.2_41260_1-364_NEs	1.446467	0.187508	1.511328	1.202698	0.189334	0.023317	0.187348	1.617451	1.205839	0.026157	1.542717	0.000000	0.023317	1.170052	1.194305	0.186164	1.078880	1.551065	0.190499	1.079673	1.545968	0.158068	0.187348	1.501495	1.577520	1.546381	1.102420	0.193692	1.595654	1.551065	0.187348	1.242429	1.635080	1.170052	1.551065	0.041508	1.618053
EscCo.50073_1-363	1.460662	0.193759	1.500983	1.205399	0.187089	0.000000	0.195955	1.632374	1.185755	0.002762	1.553371	0.023317	0.000000	1.196898	1.218163	0.194758	1.100015	1.561093	0.185900	1.094438	1.555962	0.159687	0.195955	1.491163	1.593515	1.556416	1.117593	0.191689	1.611680	1.561093	0.195955	1.255544	1.645859	1.196898	1.561093	0.036751	1.633879
EscCo.51800_1-361	1.615025	1.159514	1.492811	0.785580	1.097955	1.196898	1.155120	1.519298	0.766160	1.197396	1.578806	1.170052	1.196898	0.000000	0.011165	1.168829	0.268102	1.575547	1.101294	0.239134	1.575547	1.117244	1.155120	1.521815	1.508723	1.565678	0.239137	1.180937	1.532937	1.575547	1.155120	1.321312	1.512310	0.000000	1.580052	1.205802	1.522949
EscCo.1_01986_1-362_NEs	1.615653	1.190873	1.533121	0.786050	1.134776	1.218163	1.186114	1.520524	0.773812	1.218674	1.580830	1.194305	1.218163	0.011165	0.000000	1.200061	0.271098	1.617357	1.138188	0.243971	1.617357	1.136884	1.186114	1.543432	1.509869	1.606972	0.243104	1.197568	1.544298	1.617357	1.186114	1.348955	1.503438	0.011165	1.621885	1.235176	1.534292
SalEn.10113_1-363_NEs	1.480206	0.017698	1.483382	1.138939	0.207917	0.194758	0.005535	1.623582	1.161910	0.197124	1.546474	0.186164	0.194758	1.168829	1.200061	0.000000	1.121924	1.514100	0.209107	1.024516	1.509165	0.175763	0.005535	1.479519	1.606915	1.519537	1.039734	0.198658	1.643280	1.514100	0.005535	1.278461	1.657222	1.168829	1.514100	0.194286	1.651929
CitRo.1_18421_1-363_NEs	1.508451	1.121281	1.393690	0.807462	1.068941	1.100015	1.111575	1.557514	0.820438	1.093439	1.526884	1.078880	1.100015	0.268102	0.271098	1.121924	0.000000	1.506858	1.068941	0.222433	1.512698	1.032005	1.111575	1.417751	1.521758	1.512337	0.225576	1.120640	1.556263	1.506858	1.111575	1.409234	1.572398	0.268102	1.506858	1.094353	1.566721
SalEn.3_1176_1-416_NEs	0.113707	1.485079	0.131381	1.463146	1.460364	1.561093	1.510073	0.145635	1.440706	1.556416	0.157937	1.551065	1.561093	1.575547	1.617357	1.514100	1.506858	0.000000	1.459639	1.477695	0.000000	1.561863	1.510073	0.130370	0.142499	0.005613	1.493707	1.591221	0.148722	0.000000	1.510073	1.539649	0.144717	1.575547	0.000799	1.544688	0.148775
KlePn.2_05671_1-363_NEs	1.372384	0.213825	1.370659	1.214644	0.001850	0.185900	0.209140	1.502474	1.172605	0.187061	1.433380	0.190499	0.185900	1.101294	1.138188	0.209107	1.068941	1.459639	0.000000	0.969678	1.455130	0.176252	0.209140	1.367884	1.468655	1.446385	0.987765	0.173679	1.497448	1.459639	0.209140	1.261199	1.496384	1.101294	1.459639	0.195332	1.507127
