CitRo.1_04381_1-302_NEs	0.000000	1.210044	0.860275	0.990035	1.915813	0.230685	1.289533	1.732030	1.952700	2.027216	1.285739	0.229020	0.227997	0.259429	1.047963	1.965356	1.899605	1.780661	1.708432	1.200913	0.246698	0.266129	1.289533	0.227997	1.194382	0.267554	1.934128	1.873480	0.851919	1.285021	1.783169	1.932564	1.918998	1.932564	1.708432	1.200913	1.034397	1.932564	1.200913	1.257661	1.735118	0.243700	1.947302	1.965356	0.266129	1.708432	1.155405	1.208333	0.262771	0.229020
SalEn.11829_1-303_NEs	1.210044	0.000000	1.221476	1.199429	1.562499	1.254120	0.251006	1.786564	1.687538	1.482683	0.251408	1.246520	1.241683	1.255826	0.305926	1.535608	1.893307	1.803647	1.807696	0.001100	1.184006	1.251465	0.251006	1.237820	0.238288	1.190383	2.024873	1.566219	1.213414	0.247968	1.654447	1.688553	1.688193	1.688553	1.807696	0.001100	0.308609	1.688553	0.001100	0.244108	1.757923	1.185435	2.008123	1.535608	1.251465	1.807696	0.383496	0.007749	1.268298	1.246520
KlePn.1_01584_1-297_NEs	0.860275	1.221476	0.000000	0.788774	2.008521	0.962180	1.200769	1.746621	2.017100	2.051379	1.192298	0.956742	0.952581	0.991290	1.004865	1.974583	1.802507	1.845355	1.740581	1.229628	0.825136	1.007277	1.200769	0.952581	1.161875	0.981859	1.511069	1.985188	0.002268	1.191749	1.798876	2.024303	2.018878	2.024303	1.740581	1.229628	1.007985	2.024303	1.229628	1.206019	1.759214	0.819141	1.504333	1.974583	1.007277	1.740581	1.203723	1.207654	0.996986	0.956742
EscCo.4_00027_1-303_NEs	0.990035	1.199429	0.788774	0.000000	1.889166	1.037947	1.212773	1.531370	1.905417	1.842302	1.193134	1.032265	1.028378	1.078528	1.166485	1.826786	1.851517	1.737704	1.530326	1.190653	0.921091	1.067954	1.212773	1.028378	1.297867	1.091285	1.686677	1.674950	0.781458	1.203657	1.612716	1.917068	1.906964	1.917068	1.530326	1.190653	1.154977	1.917068	1.190653	1.216407	1.561665	0.924989	1.679644	1.826786	1.067954	1.530326	1.128379	1.189087	1.070088	1.032265
EscCo.4_00476_1-292_NEs	1.915813	1.562499	2.008521	1.889166	0.000000	1.886178	1.596672	1.592084	0.444181	0.054998	1.619836	1.903654	1.931863	1.900984	1.782581	0.047584	1.713473	1.542615	1.605584	1.575271	1.932700	1.873902	1.596672	1.926762	1.713852	1.911978	2.067242	0.400966	2.015618	1.591160	0.400442	0.435031	0.433065	0.435031	1.605584	1.575271	1.773114	0.435031	1.575271	1.597366	1.627327	1.934562	2.059133	0.047584	1.873902	1.605584	1.813038	1.579967	1.901370	1.903654
SalEn.3_0388_1-302_NEs	0.230685	1.254120	0.962180	1.037947	1.886178	0.000000	1.218658	1.685390	2.148930	1.928483	1.220978	0.001108	0.014530	0.252138	1.180271	1.931133	2.009425	1.768343	1.675051	1.244976	0.274770	0.258674	1.218658	0.013406	1.137060	0.253652	2.102107	1.909845	0.960304	1.214008	1.993766	2.162000	2.200767	2.162000	1.675051	1.244976	1.172377	2.162000	1.244976	1.202443	1.659212	0.274865	2.116033	1.931133	0.258674	1.675051	1.105103	1.243591	0.258832	0.001108
EscCo.51119_1-303	1.289533	0.251006	1.200769	1.212773	1.596672	1.218658	0.000000	1.914281	1.564764	1.533791	0.015429	1.211671	1.220184	1.249565	0.344214	1.601783	1.901491	1.904460	1.885069	0.252744	1.137397	1.254590	0.000000	1.216545	0.204674	1.212595	1.853930	1.545391	1.208966	0.002182	1.540444	1.559123	1.573215	1.559123	1.885069	0.252744	0.345473	1.559123	0.252744	0.021024	1.886130	1.138287	1.838594	1.601783	1.254590	1.885069	0.324437	0.247474	1.261678	1.211671
SalEn.13503_1-293_NEs	1.732030	1.786564	1.746621	1.531370	1.592084	1.685390	1.914281	0.000000	2.246872	1.567187	1.945007	1.685390	1.704299	1.681940	2.086228	1.570089	0.426592	0.426671	0.010288	1.769569	1.658078	1.679921	1.914281	1.699285	1.820614	1.634777	1.306581	1.690626	1.723786	1.907624	1.883344	2.254557	2.295842	2.254557	0.010288	1.769569	2.058632	2.254557	1.769569	1.860606	0.017243	1.659790	1.311588	1.570089	1.679921	0.010288	1.931263	1.790875	1.700611	1.685390
SalEn.53253_1-291_NEs	1.952700	1.687538	2.017100	1.905417	0.444181	2.148930	1.564764	2.246872	0.000000	0.427967	1.567834	2.129823	2.146914	2.096011	1.901188	0.428100	2.019893	1.752362	2.257893	1.671233	2.057933	2.093930	1.564764	2.141605	1.683124	2.140755	1.898539	0.434470	2.017100	1.552600	0.352071	0.005761	0.009248	0.005761	2.257893	1.671233	1.889527	0.005761	1.671233	1.558321	2.244712	2.039833	1.911405	0.428100	2.093930	2.257893	1.628797	1.694894	2.129582	2.129823
EscCo.1_03659_1-291_NEs	2.027216	1.482683	2.051379	1.842302	0.054998	1.928483	1.533791	1.567187	0.427967	0.000000	1.550677	1.946340	1.940356	1.901578	1.722709	0.037770	1.661678	1.557897	1.567419	1.494461	1.962513	1.891932	1.533791	1.935319	1.577368	1.912595	2.036666	0.397965	2.058508	1.528506	0.388528	0.418986	0.417046	0.418986	1.567419	1.494461	1.714208	0.418986	1.494461	1.545118	1.609833	1.964366	2.028246	0.037770	1.891932	1.567419	1.726119	1.504221	1.901959	1.946340
EscCo.2_54800_15-323_NEs	1.285739	0.251408	1.192298	1.193134	1.619836	1.220978	0.015429	1.945007	1.567834	1.550677	0.000000	1.213939	1.222486	1.242313	0.334918	1.624820	1.883794	1.963141	1.923785	0.253149	1.128439	1.247351	0.015429	1.218825	0.207883	1.205359	1.837233	1.548195	1.200473	0.013209	1.526935	1.562212	1.576303	1.562212	1.923785	0.253149	0.336130	1.562212	0.253149	0.023331	1.902299	1.129319	1.822215	1.624820	1.247351	1.923785	0.320054	0.247870	1.254436	1.213939
