KlePn.2_43761_1-338_NEs	0.000000	0.315364	0.315081	0.309918	0.315364	0.292884	0.309918	0.309918	0.328592	0.305850	0.002983
EscCo.3_3604_1-337_NEs	0.315364	0.000000	0.001976	0.248617	0.000000	0.244487	0.248617	0.248617	0.035278	0.246201	0.313896
EscCo.1_03775_1-337_BeL	0.315081	0.001976	0.000000	0.249748	0.001976	0.245616	0.249748	0.249748	0.037354	0.247333	0.313615
SalEn.2_MW34531_16-353_BeL	0.309918	0.248617	0.249748	0.000000	0.248617	0.218114	0.000000	0.000000	0.254970	0.008920	0.311445
EscCo.53353_1-337	0.315364	0.000000	0.001976	0.248617	0.000000	0.244487	0.248617	0.248617	0.035278	0.246201	0.313896
CitRo.1_44561_1-338_NEs	0.292884	0.244487	0.245616	0.218114	0.244487	0.000000	0.218114	0.218114	0.253951	0.211804	0.294393
SalEn.3_3429_16-353_BeL	0.309918	0.248617	0.249748	0.000000	0.248617	0.218114	0.000000	0.000000	0.254970	0.008920	0.311445
SalEn.4_34531_16-353_BeL	0.309918	0.248617	0.249748	0.000000	0.248617	0.218114	0.000000	0.000000	0.254970	0.008920	0.311445
EscCo.4_00341_1-337_NEs	0.328592	0.035278	0.037354	0.254970	0.035278	0.253951	0.254970	0.254970	0.000000	0.253940	0.330172
SalEn.13289_16-353_NEs	0.305850	0.246201	0.247333	0.008920	0.246201	0.211804	0.008920	0.008920	0.253940	0.000000	0.307371
KlePn.1_00847_1-338_NEs	0.002983	0.313896	0.313615	0.311445	0.313896	0.294393	0.311445	0.311445	0.330172	0.307371	0.000000
