EscCo.2_1346_1-306_NEs	0.000000	1.308884	1.237166	1.308928	1.457176	1.232973	1.574071	1.113147	1.258337	1.136608	1.278116	1.205599	1.200904	0.009722	1.116330	0.254415	1.309272	1.233188	1.258543	1.633983	1.065636	1.187634	0.027283	1.498094	1.805395	1.233396	1.110784	1.254837	1.260168	0.207904	1.416246	0.207721	1.461883	1.541672	1.517616	0.223068	1.451344	1.541672	1.262536	1.103540	1.830298	1.068363	1.517616	1.276976	1.276976	1.233396	1.830298	1.205599	1.830298	1.418098	1.107339	0.243285	1.210896	1.118204	1.111670	1.621105	1.124291	1.245586	1.322239	0.254262	1.110784	1.145101	1.636348	1.553921	1.452735	1.243157	1.258337	0.009703	1.099195	0.207721	1.501717	1.272482	1.255363	1.441630	1.116330	1.308928	1.243157	1.458684	1.302141	1.274767	1.594079	1.525676	0.207721	1.794202	1.232982	1.541672	1.191178	1.542596	1.233396	1.278116	1.110784	1.399780	0.209304	1.247446	1.214815
KlePn.1_00734_1-315_NEs	1.308884	0.000000	0.265602	0.957737	1.516074	1.039392	1.279714	0.977589	0.282983	1.065926	1.035480	0.987578	0.987282	1.303464	1.042487	1.240405	1.051455	1.239517	1.189815	1.045741	1.047238	1.107556	1.332526	1.583382	1.555984	1.199056	1.039278	1.202483	0.964738	1.149824	1.524046	1.160701	1.600285	1.639953	1.651696	1.209026	1.219671	1.639953	0.281427	1.041714	1.571158	1.003418	1.651696	1.215747	1.215747	1.199056	1.571158	0.987578	1.571158	1.246131	1.036969	1.150418	0.985596	1.038962	1.032740	1.177005	1.051484	1.218136	0.002148	1.254258	1.040356	1.082439	1.057521	1.294344	1.213801	1.034129	0.282983	1.300203	0.980351	1.166555	1.241932	1.223104	0.979359	1.511844	1.042487	0.959633	1.034129	1.526904	1.311095	1.245113	1.812811	1.618543	1.160701	1.551962	0.271362	1.639953	0.995384	1.623039	1.199056	1.035480	1.039278	0.965345	1.167640	1.019487	0.998633
CitRo.1_43201_1-314_NEs	1.237166	0.265602	0.000000	0.958166	1.416877	1.108474	1.241609	1.014690	0.157284	1.115547	1.021692	1.028598	1.020127	1.243496	1.010845	1.101552	1.026822	1.259888	1.259142	1.131934	1.019498	1.065165	1.202869	1.470370	1.659030	1.195090	1.000897	1.250325	1.023094	1.101471	1.513739	1.107419	1.496661	1.440198	1.491028	1.112596	1.127240	1.440198	0.155976	1.018127	1.667773	1.017591	1.491028	1.315530	1.315530	1.195090	1.667773	1.028598	1.667773	1.205523	0.998750	1.029467	1.029748	1.006961	0.994522	1.143128	1.113724	1.213976	0.263579	1.113884	1.002098	1.098766	1.131764	1.255457	1.121526	1.099081	0.157284	1.244410	1.013629	1.113139	1.323283	1.319016	0.940245	1.414619	1.010845	0.961183	1.099081	1.427029	1.168721	1.334617	1.684637	1.431272	1.107419	1.653127	0.164214	1.440198	1.014514	1.435365	1.195090	1.021692	1.000897	0.960525	1.110020	1.070218	1.028171
KlePn.1_03301_1-307_NEs	1.308928	0.957737	0.958166	0.000000	1.352736	0.245479	1.279264	0.737548	0.985475	0.937641	0.923110	0.227890	0.227301	1.297991	0.850408	1.104609	0.940874	1.220111	1.144395	1.165909	0.799450	1.086022	1.295091	1.406591	1.479431	1.133943	0.787161	1.137185	0.200853	1.255301	1.341569	1.264046	1.405642	1.432077	1.406491	1.220280	1.132926	1.432077	0.981751	0.821128	1.453038	0.801661	1.406491	1.265055	1.265055	1.133943	1.453038	0.227890	1.453038	1.188737	0.785817	1.146404	0.225415	0.825973	0.781559	1.291089	0.935273	1.134568	0.949713	1.113309	0.787161	0.845783	1.169453	1.292826	1.119427	0.237363	0.985475	1.312856	0.741457	1.270051	1.354045	1.273441	0.900474	1.407489	0.850408	0.001108	0.237363	1.368167	0.968706	1.292818	1.347517	1.426904	1.264046	1.449907	0.939526	1.432077	0.250086	1.422371	1.133943	0.923110	0.787161	1.106127	1.269171	0.238123	0.227592
KlePn.1_03969_1-364_NEs	1.457176	1.516074	1.416877	1.352736	0.000000	1.478522	1.393901	1.288550	1.470016	1.452950	1.494746	1.311075	1.314577	1.468448	1.306700	1.386076	1.487818	1.616133	1.392342	1.764262	1.345584	1.442406	1.442298	0.247964	1.998245	1.668771	1.340965	1.374541	1.337271	1.427509	0.221752	1.452758	0.242311	0.229102	0.245872	1.415510	1.539085	0.229102	1.464899	1.321795	2.010087	1.353916	0.245872	1.621672	1.621672	1.668771	2.010087	1.311075	2.010087	1.535537	1.322074	1.489793	1.321182	1.336062	1.332129	1.613874	1.472565	1.695849	1.521493	1.392019	1.347217	1.348747	1.757096	1.407595	1.523355	1.467742	1.470016	1.462182	1.277455	1.458679	1.871825	1.634221	1.636742	0.201919	1.306700	1.346479	1.467742	0.004581	1.644203	1.660337	1.852151	0.229444	1.452758	1.992908	1.415624	0.229102	1.256100	0.226671	1.668771	1.494746	1.340965	1.483806	1.428377	1.474498	1.316353
EscCo.3_03164_1-307_NEs	1.232973	1.039392	1.108474	0.245479	1.478522	0.000000	1.389434	0.788231	1.127109	1.011653	0.945957	0.239518	0.244596	1.245734	0.875992	1.143035	0.951964	1.164680	1.201218	1.259797	0.849841	1.124686	1.229787	1.547451	1.412731	1.145445	0.847265	1.186255	0.221217	1.184950	1.397221	1.175949	1.518117	1.491501	1.507780	1.176669	1.135349	1.491501	1.122923	0.877794	1.418401	0.812853	1.507780	1.181217	1.181217	1.145445	1.418401	0.239518	1.418401	1.177184	0.848821	1.130637	0.239977	0.873231	0.853758	1.372027	1.024451	1.146064	1.030575	1.157072	0.847265	0.897076	1.276225	1.409773	1.125549	0.012099	1.127109	1.238330	0.792347	1.181800	1.403422	1.188213	0.924182	1.460797	0.875992	0.248076	0.012099	1.480077	0.970301	1.197080	1.305678	1.475742	1.175949	1.406894	1.104661	1.491501	0.254388	1.476180	1.145445	0.945957	0.847265	1.172145	1.188929	0.013161	0.246437
KlePn.2_24351_1-312_NEs	1.574071	1.279714	1.241609	1.279264	1.393901	1.389434	0.000000	1.388806	1.299440	1.336436	1.670199	1.359133	1.353920	1.574386	1.386070	1.389139	1.675920	1.604696	1.557212	1.840121	1.279805	1.603017	1.540556	1.397068	1.829079	1.633056	1.370092	1.526716	1.362591	1.537250	1.487222	1.517767	1.378469	1.447816	1.365706	1.653343	1.825328	1.447816	1.304125	1.426373	1.807480	1.372579	1.365706	1.841239	1.841239	1.633056	1.807480	1.359133	1.807480	1.593592	1.370573	1.402427	1.375541	1.410501	1.385981	2.104290	1.346118	1.660218	1.275097	1.380996	1.369829	1.224384	1.852880	0.010853	1.817279	1.387599	1.299440	1.568133	1.383605	1.518028	2.030583	1.842795	1.629216	1.462734	1.386070	1.268344	1.387599	1.398823	1.299611	1.820417	1.717935	1.457068	1.517767	1.814345	1.314204	1.447816	1.342020	1.467444	1.633056	1.670199	1.370092	1.309317	1.522593	1.379838	1.370195
KlePn.2_45361_1-339_NEs	1.113147	0.977589	1.014690	0.737548	1.288550	0.788231	1.388806	0.000000	1.033537	0.909825	0.942404	0.825685	0.819629	1.131349	0.179540	1.006593	0.947425	1.057536	1.009003	1.016802	0.171368	1.023748	1.139318	1.451523	1.615199	1.040208	0.164440	1.007847	0.724741	1.099072	1.406601	1.098240	1.425218	1.406796	1.410544	1.040342	0.897371	1.406796	1.033537	0.174735	1.588831	0.154972	1.410544	1.094662	1.094662	1.040208	1.588831	0.825685	1.588831	0.901759	0.164599	0.984190	0.824562	0.178023	0.160871	1.104597	0.906710	1.036290	0.981166	1.011045	0.164440	0.786305	1.032784	1.398388	0.892591	0.789592	1.033537	1.129686	0.005950	1.104000	1.180719	1.101018	0.892685	1.289622	0.179540	0.738289	0.789592	1.288550	1.102090	1.091749	1.552719	1.411340	1.098240	1.585890	1.012869	1.406796	0.686297	1.411110	1.040208	0.942404	0.164440	1.050107	1.111917	0.788934	0.826219
EscCo.43477_1-314	1.258337	0.282983	0.157284	0.985475	1.470016	1.127109	1.299440	1.033537	0.000000	1.185928	1.012619	1.055939	1.047150	1.259105	0.959360	1.217648	1.017272	1.217722	1.283030	1.223779	0.980526	1.117204	1.242210	1.608458	1.604480	1.178321	1.009856	1.286846	1.058824	1.116133	1.495605	1.123031	1.636952	1.522026	1.653326	1.146289	1.188790	1.522026	0.003207	0.990174	1.622473	0.992854	1.653326	1.271601	1.271601	1.178321	1.622473	1.055939	1.622473	1.287998	1.015219	1.121057	1.052313	0.958188	1.018597	1.236579	1.170303	1.191662	0.280901	1.230941	1.011021	1.077133	1.223412	1.323510	1.183111	1.113903	0.000000	1.272877	1.025077	1.128724	1.311239	1.270243	0.909539	1.513628	0.959360	0.988676	1.113903	1.470016	1.297309	1.289259	1.660699	1.507139	1.123031	1.583903	0.040578	1.522026	1.077130	1.506304	1.178321	1.012619	1.009856	1.011949	1.136337	1.108544	1.058914
KlePn.1_04650_1-319_NEs	1.136608	1.065926	1.115547	0.937641	1.452950	1.011653	1.336436	0.909825	1.185928	0.000000	1.251676	1.079038	1.067188	1.136169	0.997303	1.006791	1.281627	1.286342	1.144608	1.311371	0.999421	1.175457	1.167489	1.685265	1.351770	1.365886	0.954812	1.143873	1.038031	1.098517	1.598399	1.097221	1.697548	1.566323	1.645836	1.084304	1.360663	1.566323	1.177029	0.996582	1.353385	0.970727	1.645836	1.394978	1.394978	1.365886	1.353385	1.079038	1.353385	1.405361	0.946186	1.015395	1.072737	0.989388	0.951807	1.419362	0.009539	1.360547	1.075474	1.015312	0.954812	0.945333	1.318359	1.334404	1.354166	1.018687	1.185928	1.137925	0.898639	1.099501	1.551151	1.403920	1.099253	1.612155	0.997303	0.942852	1.018687	1.453612	1.224173	1.414596	1.434533	1.582507	1.097221	1.341564	1.155242	1.566323	0.981290	1.560352	1.365886	1.251676	0.954812	1.309425	1.090902	1.024546	1.092570
